Date,TATASTEEL
2015-01-01,404.45
2015-01-02,410.75
2015-01-05,416.7
2015-01-06,396.5
2015-01-07,388.9
2015-01-08,394.95
2015-01-09,399.65
2015-01-12,396.75
2015-01-13,391.5
2015-01-14,376.85
2015-01-15,384.75
2015-01-16,383.4
2015-01-19,384.75
2015-01-20,402.0
2015-01-21,397.1
2015-01-22,403.4
2015-01-23,403.1
2015-01-27,398.4
2015-01-28,391.15
2015-01-29,390.4
2015-01-30,390.45
2015-02-02,383.85
2015-02-03,381.1
2015-02-04,389.2
2015-02-05,379.25
2015-02-06,368.65
2015-02-09,347.45
2015-02-10,357.75
2015-02-11,365.0
2015-02-12,365.3
2015-02-13,366.55
2015-02-16,369.8
2015-02-18,367.5
2015-02-19,375.25
2015-02-20,374.7
2015-02-23,367.35
2015-02-24,359.1
2015-02-25,350.9
2015-02-26,345.2
2015-02-27,350.65
2015-02-28,355.25
2015-03-02,352.55
2015-03-03,353.15
2015-03-04,348.15
2015-03-05,343.25
2015-03-09,336.3
2015-03-10,331.6
2015-03-11,325.3
2015-03-12,333.2
2015-03-13,326.5
2015-03-16,326.2
2015-03-17,332.55
2015-03-18,331.75
2015-03-19,336.6
2015-03-20,328.7
2015-03-23,331.4
2015-03-24,327.15
2015-03-25,323.15
2015-03-26,315.6
2015-03-27,315.1
2015-03-30,322.4
2015-03-31,316.75
2015-04-01,323.65
2015-04-06,318.1
2015-04-07,333.5
2015-04-08,336.1
2015-04-09,346.05
2015-04-10,342.7
2015-04-13,345.2
2015-04-15,337.65
2015-04-16,337.7
2015-04-17,346.0
2015-04-20,344.45
2015-04-21,348.25
2015-04-22,351.35
2015-04-23,369.45
2015-04-24,370.5
2015-04-27,368.9
2015-04-28,371.25
2015-04-29,369.95
2015-04-30,360.35
2015-05-04,361.65
2015-05-05,380.1
2015-05-06,367.65
2015-05-07,367.3
2015-05-08,366.7
2015-05-11,377.1
2015-05-12,353.6
2015-05-13,359.5
2015-05-14,366.4
2015-05-15,364.1
2015-05-18,364.15
2015-05-19,368.35
2015-05-20,361.3
2015-05-21,342.25
2015-05-22,341.3
2015-05-25,332.0
2015-05-26,332.85
2015-05-27,328.15
2015-05-28,324.7
2015-05-29,328.5
2015-06-01,329.65
2015-06-02,321.75
2015-06-03,316.25
2015-06-04,308.05
2015-06-05,311.1
2015-06-08,302.25
2015-06-09,304.75
2015-06-10,306.0
2015-06-11,298.7
2015-06-12,297.55
2015-06-15,297.0
2015-06-16,294.45
2015-06-17,305.05
2015-06-18,303.7
2015-06-19,304.95
2015-06-22,310.65
2015-06-23,313.05
2015-06-24,304.55
2015-06-25,302.7
2015-06-26,298.65
2015-06-29,296.3
2015-06-30,304.6
2015-07-01,306.95
2015-07-02,304.35
2015-07-03,301.2
2015-07-06,299.0
2015-07-07,298.2
2015-07-08,283.15
2015-07-09,280.5
2015-07-10,280.9
2015-07-13,284.45
2015-07-14,281.15
2015-07-15,280.4
2015-07-16,280.8
2015-07-17,284.05
2015-07-20,283.55
2015-07-21,274.7
2015-07-22,280.4
2015-07-23,269.9
2015-07-24,265.05
2015-07-27,250.75
2015-07-28,249.25
2015-07-29,250.55
2015-07-30,248.15
2015-07-31,246.9
2015-08-03,247.95
2015-08-04,256.3
2015-08-05,262.3
2015-08-06,261.0
2015-08-07,262.05
2015-08-10,261.15
2015-08-11,246.8
2015-08-12,249.05
2015-08-13,233.6
2015-08-14,237.6
2015-08-17,246.75
2015-08-18,252.35
2015-08-19,249.8
2015-08-20,241.55
2015-08-21,237.25
2015-08-24,206.1
2015-08-25,213.45
2015-08-26,215.65
2015-08-27,226.4
2015-08-28,228.95
2015-08-31,225.4
2015-09-01,216.3
2015-09-02,219.5
2015-09-03,229.75
2015-09-04,218.9
2015-09-07,215.85
2015-09-08,228.75
2015-09-09,239.5
2015-09-10,240.2
2015-09-11,232.95
2015-09-14,241.8
2015-09-15,229.15
2015-09-16,230.5
2015-09-18,228.1
2015-09-21,226.45
2015-09-22,220.1
2015-09-23,221.0
2015-09-24,215.15
2015-09-28,209.25
2015-09-29,201.4
2015-09-30,212.6
2015-10-01,212.25
2015-10-05,225.0
2015-10-06,227.5
2015-10-07,236.8
2015-10-08,240.8
2015-10-09,251.1
2015-10-12,250.85
2015-10-13,245.0
2015-10-14,248.35
2015-10-15,255.25
2015-10-16,252.9
2015-10-19,248.4
2015-10-20,240.8
2015-10-21,244.4
2015-10-23,246.0
2015-10-26,249.65
2015-10-27,245.95
2015-10-28,247.15
2015-10-29,247.6
2015-10-30,246.6
2015-11-02,238.9
2015-11-03,235.7
2015-11-04,235.4
2015-11-05,225.4
2015-11-06,220.25
2015-11-09,222.25
2015-11-10,218.05
2015-11-11,220.45
2015-11-13,222.65
2015-11-16,230.6
2015-11-17,234.55
2015-11-18,225.85
2015-11-19,228.75
2015-11-20,230.0
2015-11-23,224.45
2015-11-24,224.35
2015-11-26,227.9
2015-11-27,231.25
2015-11-30,229.6
2015-12-01,237.55
2015-12-02,243.85
2015-12-03,240.15
2015-12-04,240.25
2015-12-07,243.55
2015-12-08,234.75
2015-12-09,226.85
2015-12-10,233.0
2015-12-11,240.9
2015-12-14,245.0
2015-12-15,244.35
2015-12-16,244.7
2015-12-17,257.1
2015-12-18,255.65
2015-12-21,258.45
2015-12-22,257.4
2015-12-23,264.45
2015-12-24,263.35
2015-12-28,254.1
2015-12-29,255.3
2015-12-30,258.7
2015-12-31,259.8
