Date,ACC
2015-01-01,1403.55
2015-01-02,1425.9
2015-01-05,1433.65
2015-01-06,1383.55
2015-01-07,1367.45
2015-01-08,1391.4
2015-01-09,1398.5
2015-01-12,1404.6
2015-01-13,1441.7
2015-01-14,1478.35
2015-01-15,1514.4
2015-01-16,1518.35
2015-01-19,1532.9
2015-01-20,1544.3
2015-01-21,1544.45
2015-01-22,1558.8
2015-01-23,1542.05
2015-01-27,1528.7
2015-01-28,1543.8
2015-01-29,1582.95
2015-01-30,1560.45
2015-02-02,1524.95
2015-02-03,1508.6
2015-02-04,1495.85
2015-02-05,1504.55
2015-02-06,1507.2
2015-02-09,1508.85
2015-02-10,1562.65
2015-02-11,1552.6
2015-02-12,1595.2
2015-02-13,1625.05
2015-02-16,1614.45
2015-02-18,1653.3
2015-02-19,1615.15
2015-02-20,1620.4
2015-02-23,1615.95
2015-02-24,1618.0
2015-02-25,1655.75
2015-02-26,1639.9
2015-02-27,1673.45
2015-02-28,1678.1
2015-03-02,1762.8
2015-03-03,1758.3
2015-03-04,1725.15
2015-03-05,1698.65
2015-03-09,1660.1
2015-03-10,1650.15
2015-03-11,1639.7
2015-03-12,1648.0
2015-03-13,1616.0
2015-03-16,1587.55
2015-03-17,1613.0
2015-03-18,1583.35
2015-03-19,1568.5
2015-03-20,1569.75
2015-03-23,1586.75
2015-03-24,1583.05
2015-03-25,1581.7
2015-03-26,1579.55
2015-03-27,1549.45
2015-03-30,1582.65
2015-03-31,1562.75
2015-04-01,1585.9
2015-04-06,1617.4
2015-04-07,1650.3
2015-04-08,1636.2
2015-04-09,1622.45
2015-04-10,1636.05
2015-04-13,1596.2
2015-04-15,1614.55
2015-04-16,1564.2
2015-04-17,1521.65
2015-04-20,1529.75
2015-04-21,1496.15
2015-04-22,1557.3
2015-04-23,1518.6
2015-04-24,1531.6
2015-04-27,1493.95
2015-04-28,1514.5
2015-04-29,1484.45
2015-04-30,1433.7
2015-05-04,1474.6
2015-05-05,1471.4
2015-05-06,1413.3
2015-05-07,1451.95
2015-05-08,1448.5
2015-05-11,1498.95
2015-05-12,1449.95
2015-05-13,1472.75
2015-05-14,1474.85
2015-05-15,1472.15
2015-05-18,1509.85
2015-05-19,1497.75
2015-05-20,1502.9
2015-05-21,1527.55
2015-05-22,1519.2
2015-05-25,1495.45
2015-05-26,1482.1
2015-05-27,1463.95
2015-05-28,1470.7
2015-05-29,1512.4
2015-06-01,1516.35
2015-06-02,1481.2
2015-06-03,1460.0
2015-06-04,1466.9
2015-06-05,1434.5
2015-06-08,1429.55
2015-06-09,1441.1
2015-06-10,1436.4
2015-06-11,1407.7
2015-06-12,1402.15
2015-06-15,1370.25
2015-06-16,1387.5
2015-06-17,1410.6
2015-06-18,1413.75
2015-06-19,1425.15
2015-06-22,1427.45
2015-06-23,1447.15
2015-06-24,1410.65
2015-06-25,1407.75
2015-06-26,1420.85
2015-06-29,1411.75
2015-06-30,1444.55
2015-07-01,1465.75
2015-07-02,1471.55
2015-07-03,1480.4
2015-07-06,1504.95
2015-07-07,1500.1
2015-07-08,1467.7
2015-07-09,1485.05
2015-07-10,1472.2
2015-07-13,1475.05
2015-07-14,1478.45
2015-07-15,1496.95
2015-07-16,1496.9
2015-07-17,1486.0
2015-07-20,1455.1
2015-07-21,1439.6
2015-07-22,1437.2
2015-07-23,1424.4
2015-07-24,1408.8
2015-07-27,1369.25
2015-07-28,1359.15
2015-07-29,1369.95
2015-07-30,1371.15
2015-07-31,1387.4
2015-08-03,1391.6
2015-08-04,1377.2
2015-08-05,1381.75
2015-08-06,1405.35
2015-08-07,1399.65
2015-08-10,1385.75
2015-08-11,1374.25
2015-08-12,1366.0
2015-08-13,1364.55
2015-08-14,1372.05
2015-08-17,1367.35
2015-08-18,1387.35
2015-08-19,1446.9
2015-08-20,1411.0
2015-08-21,1406.45
2015-08-24,1367.15
2015-08-25,1362.1
2015-08-26,1360.4
2015-08-27,1369.95
2015-08-28,1362.8
2015-08-31,1334.85
2015-09-01,1332.2
2015-09-02,1356.35
2015-09-03,1394.55
2015-09-04,1345.4
2015-09-07,1344.95
2015-09-08,1345.8
2015-09-09,1380.05
2015-09-10,1378.9
2015-09-11,1366.55
2015-09-14,1388.65
2015-09-15,1381.3
2015-09-16,1377.3
2015-09-18,1375.2
2015-09-21,1383.4
2015-09-22,1353.55
2015-09-23,1345.65
2015-09-24,1343.05
2015-09-28,1336.75
2015-09-29,1327.45
2015-09-30,1346.75
2015-10-01,1363.1
2015-10-05,1369.7
2015-10-06,1350.4
2015-10-07,1352.25
2015-10-08,1356.2
2015-10-09,1347.35
2015-10-12,1344.35
2015-10-13,1352.2
2015-10-14,1376.25
2015-10-15,1371.25
2015-10-16,1393.7
2015-10-19,1395.95
2015-10-20,1379.3
2015-10-21,1378.95
2015-10-23,1400.2
2015-10-26,1393.75
2015-10-27,1385.8
2015-10-28,1401.05
2015-10-29,1385.4
2015-10-30,1379.6
2015-11-02,1398.4
2015-11-03,1425.9
2015-11-04,1405.7
2015-11-05,1388.75
2015-11-06,1384.05
2015-11-09,1367.7
2015-11-10,1322.1
2015-11-11,1330.5
2015-11-13,1326.7
2015-11-16,1324.45
2015-11-17,1325.5
2015-11-18,1334.3
2015-11-19,1332.85
2015-11-20,1339.75
2015-11-23,1343.6
2015-11-24,1341.5
2015-11-26,1355.95
2015-11-27,1353.2
2015-11-30,1344.25
2015-12-01,1357.9
2015-12-02,1359.85
2015-12-03,1350.1
2015-12-04,1334.85
2015-12-07,1353.45
2015-12-08,1339.2
2015-12-09,1313.75
2015-12-10,1324.45
2015-12-11,1319.4
2015-12-14,1341.8
2015-12-15,1337.65
2015-12-16,1349.1
2015-12-17,1356.2
2015-12-18,1349.0
2015-12-21,1353.0
2015-12-22,1348.9
2015-12-23,1342.05
2015-12-24,1344.15
2015-12-28,1330.85
2015-12-29,1350.45
2015-12-30,1349.8
2015-12-31,1360.65
