Date,GREENPLY
2015-01-01,827.35
2015-01-02,840.55
2015-01-05,860.05
2015-01-06,842.6
2015-01-07,828.7
2015-01-08,834.05
2015-01-09,862.6
2015-01-12,857.95
2015-01-13,848.5
2015-01-14,858.85
2015-01-15,854.45
2015-01-16,847.4
2015-01-19,848.3
2015-01-20,847.45
2015-01-21,891.2
2015-01-22,899.2
2015-01-23,914.95
2015-01-27,920.85
2015-01-28,928.2
2015-01-29,948.3
2015-01-30,934.4
2015-02-02,922.0
2015-02-03,918.0
2015-02-04,930.2
2015-02-05,966.8
2015-02-06,915.8
2015-02-09,886.8
2015-02-10,900.05
2015-02-11,922.85
2015-02-12,929.35
2015-02-13,970.65
2015-02-16,996.95
2015-02-18,1040.0
2015-02-19,1007.4
2015-02-20,1004.75
2015-02-23,990.45
2015-02-24,950.15
2015-02-25,948.65
2015-02-26,921.0
2015-02-27,951.25
2015-02-28,935.5
2015-03-02,938.65
2015-03-03,930.4
2015-03-04,935.3
2015-03-05,974.75
2015-03-09,1000.6
2015-03-10,1000.55
2015-03-11,1019.75
2015-03-12,1011.05
2015-03-13,991.85
2015-03-16,990.1
2015-03-17,993.25
2015-03-18,983.25
2015-03-19,979.3
2015-03-20,964.45
2015-03-23,965.75
2015-03-24,976.95
2015-03-25,961.05
2015-03-26,973.1
2015-03-27,949.85
2015-03-30,959.8
2015-03-31,944.05
2015-04-01,936.6
2015-04-06,925.3
2015-04-07,1001.5
2015-04-08,1017.7
2015-04-09,1027.05
2015-04-10,1029.7
2015-04-13,1036.4
2015-04-15,1029.95
2015-04-16,1024.6
2015-04-17,1011.6
2015-04-20,1005.4
2015-04-21,1025.4
2015-04-22,1025.2
2015-04-23,1025.1
2015-04-24,998.95
2015-04-27,955.6
2015-04-28,979.3
2015-04-29,973.0
2015-04-30,992.0
2015-05-04,1043.45
2015-05-05,1063.9
2015-05-06,1041.75
2015-05-07,1019.65
2015-05-08,1021.75
2015-05-11,1033.55
2015-05-12,978.2
2015-05-13,983.85
2015-05-14,1014.25
2015-05-15,1004.6
2015-05-18,993.1
2015-05-19,1017.45
2015-05-20,1044.05
2015-05-21,1014.75
2015-05-22,1082.6
2015-05-25,1099.85
2015-05-26,1019.5
2015-05-27,1006.05
2015-05-28,996.6
2015-05-29,998.8
2015-06-01,999.75
2015-06-02,993.9
2015-06-03,976.9
2015-06-04,984.9
2015-06-05,974.55
2015-06-08,957.75
2015-06-09,930.5
2015-06-10,919.6
2015-06-11,901.4
2015-06-12,889.8
2015-06-15,873.1
2015-06-16,840.7
2015-06-17,863.65
2015-06-18,878.55
2015-06-19,875.2
2015-06-22,854.65
2015-06-23,857.9
2015-06-24,830.15
2015-06-25,836.25
2015-06-26,832.85
2015-06-29,816.65
2015-06-30,868.9
2015-07-01,870.15
2015-07-02,857.85
2015-07-03,852.35
2015-07-06,857.3
2015-07-07,838.4
2015-07-08,831.45
2015-07-09,835.65
2015-07-10,822.75
2015-07-13,852.4
2015-07-14,957.1
2015-07-15,976.85
2015-07-16,982.05
2015-07-17,961.5
2015-07-20,942.1
2015-07-21,918.15
2015-07-22,902.2
2015-07-23,906.4
2015-07-24,938.0
2015-07-27,938.4
2015-07-28,921.85
2015-07-29,936.35
2015-07-30,933.6
2015-07-31,990.55
2015-08-03,983.8
2015-08-04,961.65
2015-08-05,943.1
2015-08-06,928.95
2015-08-07,925.0
2015-08-10,931.65
2015-08-11,928.75
2015-08-12,917.7
2015-08-13,924.0
2015-08-14,919.75
2015-08-17,920.15
2015-08-18,933.9
2015-08-19,937.45
2015-08-20,935.0
2015-08-21,938.8
2015-08-24,883.75
2015-08-25,878.1
2015-08-26,906.05
2015-08-27,916.85
2015-08-28,936.25
2015-08-31,906.65
2015-09-01,892.55
2015-09-02,886.2
2015-09-03,902.3
2015-09-04,874.5
2015-09-07,868.25
2015-09-08,860.15
2015-09-09,871.0
2015-09-10,861.55
2015-09-11,898.35
2015-09-14,899.1
2015-09-15,901.5
2015-09-16,863.9
2015-09-18,870.85
2015-09-21,859.75
2015-09-22,853.65
2015-09-23,871.2
2015-09-24,899.65
2015-09-28,909.4
2015-09-29,902.1
2015-09-30,946.9
2015-10-01,954.8
2015-10-05,965.1
2015-10-06,945.3
2015-10-07,951.15
2015-10-08,949.35
2015-10-09,962.25
2015-10-12,946.65
2015-10-13,968.05
2015-10-14,998.8
2015-10-15,1006.7
2015-10-16,1011.85
2015-10-19,1007.15
2015-10-20,1010.3
2015-10-21,1004.55
2015-10-23,972.95
2015-10-26,964.6
2015-10-27,972.55
2015-10-28,972.75
2015-10-29,948.8
2015-10-30,927.55
2015-11-02,910.15
2015-11-03,906.35
2015-11-04,904.25
2015-11-05,891.35
2015-11-06,883.5
2015-11-09,887.3
2015-11-10,913.75
2015-11-11,915.2
2015-11-13,912.3
2015-11-16,902.7
2015-11-17,890.4
2015-11-18,886.35
2015-11-19,889.0
2015-11-20,894.65
2015-11-23,894.55
2015-11-24,907.85
2015-11-26,909.45
2015-11-27,908.9
2015-11-30,926.15
2015-12-01,930.35
2015-12-02,930.95
2015-12-03,935.55
2015-12-04,925.8
2015-12-07,908.55
2015-12-08,918.4
2015-12-09,905.75
2015-12-10,906.5
2015-12-11,903.15
2015-12-14,904.2
2015-12-15,901.95
2015-12-16,895.05
2015-12-17,898.2
2015-12-18,896.85
2015-12-21,928.45
2015-12-22,911.0
2015-12-23,942.75
2015-12-24,944.0
2015-12-28,985.55
2015-12-29,993.85
2015-12-30,982.1
2015-12-31,980.45
