Date,SANGHVIFOR
2015-01-01,41.25
2015-01-02,40.7
2015-01-05,41.95
2015-01-06,40.3
2015-01-07,39.55
2015-01-08,39.2
2015-01-09,38.8
2015-01-12,40.05
2015-01-13,38.4
2015-01-14,39.3
2015-01-15,38.35
2015-01-16,39.6
2015-01-19,39.7
2015-01-20,40.4
2015-01-21,40.0
2015-01-22,39.0
2015-01-23,37.9
2015-01-27,38.65
2015-01-28,38.3
2015-01-29,40.45
2015-01-30,38.05
2015-02-02,38.45
2015-02-03,38.35
2015-02-04,39.8
2015-02-05,38.25
2015-02-06,36.0
2015-02-09,36.15
2015-02-10,36.0
2015-02-11,39.35
2015-02-12,40.4
2015-02-13,39.6
2015-02-16,38.8
2015-02-18,40.2
2015-02-19,41.2
2015-02-20,42.4
2015-02-23,48.95
2015-02-24,54.35
2015-02-25,50.7
2015-02-26,49.45
2015-02-27,54.3
2015-02-28,52.45
2015-03-02,52.0
2015-03-03,55.1
2015-03-04,51.6
2015-03-05,51.65
2015-03-09,50.4
2015-03-10,49.45
2015-03-11,48.85
2015-03-12,49.15
2015-03-13,48.9
2015-03-16,47.55
2015-03-17,46.9
2015-03-18,47.0
2015-03-19,47.0
2015-03-20,43.65
2015-03-23,44.3
2015-03-24,46.8
2015-03-25,44.75
2015-03-26,46.25
2015-03-27,44.85
2015-03-30,45.4
2015-03-31,45.85
2015-04-01,50.4
2015-04-06,51.7
2015-04-07,52.0
2015-04-08,50.35
2015-04-09,50.7
2015-04-10,59.1
2015-04-13,70.9
2015-04-15,67.7
2015-04-16,66.75
2015-04-17,64.8
2015-04-20,60.95
2015-04-21,59.5
2015-04-22,58.25
2015-04-23,58.4
2015-04-24,55.85
2015-04-27,52.6
2015-04-28,54.05
2015-04-29,59.6
2015-04-30,57.25
2015-05-04,58.25
2015-05-05,56.8
2015-05-06,52.8
2015-05-07,52.25
2015-05-08,53.3
2015-05-11,53.15
2015-05-12,51.85
2015-05-13,52.6
2015-05-14,60.55
2015-05-15,61.15
2015-05-18,67.65
2015-05-19,67.2
2015-05-20,67.75
2015-05-21,66.35
2015-05-22,66.1
2015-05-25,64.15
2015-05-26,63.25
2015-05-27,59.6
2015-05-28,60.95
2015-05-29,60.0
2015-06-01,59.05
2015-06-02,57.3
2015-06-03,53.9
2015-06-04,53.0
2015-06-05,55.7
2015-06-08,52.4
2015-06-09,53.3
2015-06-10,54.5
2015-06-11,53.1
2015-06-12,51.3
2015-06-15,51.85
2015-06-16,51.7
2015-06-17,52.3
2015-06-18,54.85
2015-06-19,54.1
2015-06-22,57.25
2015-06-23,56.35
2015-06-24,53.95
2015-06-25,57.25
2015-06-26,55.25
2015-06-29,54.15
2015-06-30,52.75
2015-07-01,54.2
2015-07-02,53.1
2015-07-03,54.1
2015-07-06,54.1
2015-07-07,54.2
2015-07-08,52.7
2015-07-09,52.1
2015-07-10,51.65
2015-07-13,52.6
2015-07-14,52.9
2015-07-15,57.8
2015-07-16,57.25
2015-07-17,54.95
2015-07-20,54.4
2015-07-21,53.1
2015-07-22,53.9
2015-07-23,53.4
2015-07-24,53.2
2015-07-27,53.5
2015-07-28,53.55
2015-07-29,54.85
2015-07-30,54.8
2015-07-31,55.05
2015-08-03,55.5
2015-08-04,61.2
2015-08-05,62.9
2015-08-06,61.7
2015-08-07,58.75
2015-08-10,56.25
2015-08-11,55.4
2015-08-12,54.5
2015-08-13,51.85
2015-08-14,53.05
2015-08-17,54.05
2015-08-18,53.75
2015-08-19,54.05
2015-08-20,53.7
2015-08-21,52.1
2015-08-24,48.05
2015-08-25,47.45
2015-08-26,48.8
2015-08-27,49.95
2015-08-28,50.0
2015-08-31,50.1
2015-09-01,47.15
2015-09-02,49.75
2015-09-03,48.25
2015-09-04,46.0
2015-09-07,45.05
2015-09-08,44.55
2015-09-09,44.65
2015-09-10,45.0
2015-09-11,44.85
2015-09-14,44.75
2015-09-15,44.6
2015-09-16,46.25
2015-09-18,46.55
2015-09-21,47.4
2015-09-22,45.15
2015-09-23,46.05
2015-09-24,45.3
2015-09-28,44.15
2015-09-29,44.35
2015-09-30,44.2
2015-10-01,43.45
2015-10-05,44.0
2015-10-06,45.35
2015-10-07,45.9
2015-10-08,46.55
2015-10-09,46.1
2015-10-12,45.0
2015-10-13,45.15
2015-10-14,45.85
2015-10-15,50.5
2015-10-16,47.4
2015-10-19,48.25
2015-10-20,47.7
2015-10-21,47.4
2015-10-23,46.9
2015-10-26,47.7
2015-10-27,46.75
2015-10-28,48.15
2015-10-29,48.45
2015-10-30,46.35
2015-11-02,47.2
2015-11-03,47.05
2015-11-04,47.6
2015-11-05,46.6
2015-11-06,47.35
2015-11-09,45.95
2015-11-10,46.3
2015-11-11,54.8
2015-11-13,51.1
2015-11-16,53.1
2015-11-17,50.15
2015-11-18,48.8
2015-11-19,50.9
2015-11-20,51.4
2015-11-23,56.45
2015-11-24,56.3
2015-11-26,57.5
2015-11-27,56.4
2015-11-30,57.15
2015-12-01,58.2
2015-12-02,57.1
2015-12-03,56.95
2015-12-04,55.75
2015-12-07,54.4
2015-12-08,51.8
2015-12-09,51.8
2015-12-10,53.9
2015-12-11,53.9
2015-12-14,54.2
2015-12-15,54.1
2015-12-16,57.05
2015-12-17,55.7
2015-12-18,57.0
2015-12-21,57.1
2015-12-22,58.05
2015-12-23,58.9
2015-12-24,58.35
2015-12-28,59.25
2015-12-29,57.6
2015-12-30,55.9
2015-12-31,55.6
