Date,GMBREW
2015-01-01,94.35
2015-01-02,97.1
2015-01-05,100.35
2015-01-06,97.15
2015-01-07,98.65
2015-01-08,104.05
2015-01-09,124.85
2015-01-12,118.7
2015-01-13,127.1
2015-01-14,132.15
2015-01-15,137.9
2015-01-16,132.75
2015-01-19,136.8
2015-01-20,132.15
2015-01-21,127.95
2015-01-22,125.9
2015-01-23,119.3
2015-01-27,123.15
2015-01-28,127.95
2015-01-29,126.1
2015-01-30,121.85
2015-02-02,123.1
2015-02-03,121.1
2015-02-04,124.05
2015-02-05,120.0
2015-02-06,115.5
2015-02-09,113.3
2015-02-10,112.3
2015-02-11,112.2
2015-02-12,110.75
2015-02-13,111.45
2015-02-16,110.2
2015-02-18,111.65
2015-02-19,112.85
2015-02-20,111.0
2015-02-23,111.0
2015-02-24,107.75
2015-02-25,107.65
2015-02-26,105.8
2015-02-27,106.3
2015-02-28,107.05
2015-03-02,110.95
2015-03-03,111.65
2015-03-04,112.5
2015-03-05,111.45
2015-03-09,112.1
2015-03-10,109.45
2015-03-11,112.65
2015-03-12,111.75
2015-03-13,109.25
2015-03-16,106.85
2015-03-17,109.25
2015-03-18,109.5
2015-03-19,108.2
2015-03-20,105.25
2015-03-23,107.55
2015-03-24,106.85
2015-03-25,103.35
2015-03-26,102.65
2015-03-27,105.6
2015-03-30,111.2
2015-03-31,113.4
2015-04-01,116.35
2015-04-06,121.05
2015-04-07,121.1
2015-04-08,108.95
2015-04-09,111.5
2015-04-10,115.1
2015-04-13,115.95
2015-04-15,118.25
2015-04-16,118.45
2015-04-17,117.7
2015-04-20,112.8
2015-04-21,112.85
2015-04-22,113.3
2015-04-23,114.3
2015-04-24,114.9
2015-04-27,114.25
2015-04-28,114.35
2015-04-29,114.85
2015-04-30,114.2
2015-05-04,115.5
2015-05-05,116.15
2015-05-06,113.75
2015-05-07,112.7
2015-05-08,110.5
2015-05-11,111.4
2015-05-12,110.7
2015-05-13,110.55
2015-05-14,111.05
2015-05-15,111.2
2015-05-18,112.85
2015-05-19,111.3
2015-05-20,111.4
2015-05-21,111.25
2015-05-22,110.45
2015-05-25,111.7
2015-05-26,111.3
2015-05-27,110.65
2015-05-28,111.45
2015-05-29,110.8
2015-06-01,110.3
2015-06-02,109.7
2015-06-03,110.05
2015-06-04,113.15
2015-06-05,110.4
2015-06-08,108.7
2015-06-09,109.2
2015-06-10,109.5
2015-06-11,109.0
2015-06-12,110.2
2015-06-15,114.0
2015-06-16,111.8
2015-06-17,113.65
2015-06-18,113.8
2015-06-19,115.6
2015-06-22,120.25
2015-06-23,120.2
2015-06-24,127.4
2015-06-25,129.0
2015-06-26,127.65
2015-06-29,138.2
2015-06-30,135.5
2015-07-01,142.8
2015-07-02,135.65
2015-07-03,134.2
2015-07-06,138.2
2015-07-07,137.35
2015-07-08,134.55
2015-07-09,131.2
2015-07-10,141.6
2015-07-13,140.8
2015-07-14,156.8
2015-07-15,159.35
2015-07-16,167.35
2015-07-17,169.6
2015-07-20,170.25
2015-07-21,159.8
2015-07-22,165.95
2015-07-23,174.5
2015-07-24,209.4
2015-07-27,251.25
2015-07-28,276.35
2015-07-29,303.95
2015-07-30,334.3
2015-07-31,324.35
2015-08-03,338.6
2015-08-04,355.5
2015-08-05,373.25
2015-08-06,390.9
2015-08-07,393.6
2015-08-10,380.55
2015-08-11,361.55
2015-08-12,343.5
2015-08-13,326.35
2015-08-14,342.65
2015-08-17,359.75
2015-08-18,377.7
2015-08-19,396.55
2015-08-20,404.15
2015-08-21,393.85
2015-08-24,374.2
2015-08-25,355.5
2015-08-26,337.75
2015-08-27,354.6
2015-08-28,364.4
2015-08-31,352.65
2015-09-01,338.55
2015-09-02,342.25
2015-09-03,359.35
2015-09-04,345.2
2015-09-07,324.3
2015-09-08,316.7
2015-09-09,333.1
2015-09-10,341.5
2015-09-11,342.75
2015-09-14,344.45
2015-09-15,320.0
2015-09-16,322.15
2015-09-18,328.6
2015-09-21,361.45
2015-09-22,397.55
2015-09-23,437.3
2015-09-24,444.05
2015-09-28,464.7
2015-09-29,475.65
2015-09-30,490.65
2015-10-01,499.85
2015-10-05,502.0
2015-10-06,486.85
2015-10-07,467.15
2015-10-08,490.5
2015-10-09,480.85
2015-10-12,464.9
2015-10-13,477.6
2015-10-14,468.1
2015-10-15,466.0
2015-10-16,460.35
2015-10-19,454.35
2015-10-20,476.25
2015-10-21,500.05
2015-10-23,525.05
2015-10-26,551.3
2015-10-27,578.85
2015-10-28,593.95
2015-10-29,623.6
2015-10-30,654.75
2015-11-02,687.45
2015-11-03,721.8
2015-11-04,757.85
2015-11-05,794.7
2015-11-06,755.0
2015-11-09,717.25
2015-11-10,727.1
2015-11-11,740.4
2015-11-13,704.65
2015-11-16,669.85
2015-11-17,669.0
2015-11-18,668.9
2015-11-19,668.15
2015-11-20,667.8
2015-11-23,672.05
2015-11-24,643.1
2015-11-26,675.25
2015-11-27,709.0
2015-11-30,744.45
2015-12-01,781.65
2015-12-02,786.45
2015-12-03,810.75
2015-12-04,771.75
2015-12-07,782.05
2015-12-08,743.15
2015-12-09,706.0
2015-12-10,701.6
2015-12-11,691.85
2015-12-14,681.3
2015-12-15,685.75
2015-12-16,672.6
2015-12-17,688.35
2015-12-18,663.95
2015-12-21,675.05
2015-12-22,664.45
2015-12-23,658.15
2015-12-24,650.25
2015-12-28,682.75
2015-12-29,716.85
2015-12-30,752.65
2015-12-31,790.25
