Date,JAYNECOIND
2015-01-01,12.7
2015-01-02,13.15
2015-01-05,13.35
2015-01-06,12.1
2015-01-07,12.1
2015-01-08,12.7
2015-01-09,12.35
2015-01-12,12.05
2015-01-13,12.35
2015-01-14,12.05
2015-01-15,12.4
2015-01-16,12.1
2015-01-19,12.1
2015-01-20,12.3
2015-01-21,11.9
2015-01-22,12.0
2015-01-23,12.0
2015-01-27,11.85
2015-01-28,11.2
2015-01-29,11.15
2015-01-30,11.25
2015-02-02,11.2
2015-02-03,11.4
2015-02-04,11.5
2015-02-05,11.2
2015-02-06,11.15
2015-02-09,10.9
2015-02-10,11.1
2015-02-11,11.2
2015-02-12,11.95
2015-02-13,11.15
2015-02-16,10.85
2015-02-18,11.4
2015-02-19,12.0
2015-02-20,12.15
2015-02-23,11.25
2015-02-24,11.15
2015-02-25,10.9
2015-02-26,10.6
2015-02-27,10.55
2015-02-28,10.4
2015-03-02,10.15
2015-03-03,10.3
2015-03-04,10.65
2015-03-05,10.25
2015-03-09,11.0
2015-03-10,10.55
2015-03-11,10.25
2015-03-12,10.2
2015-03-13,9.9
2015-03-16,9.9
2015-03-17,9.95
2015-03-18,9.35
2015-03-19,9.05
2015-03-20,8.75
2015-03-23,8.5
2015-03-24,8.65
2015-03-25,8.25
2015-03-26,8.15
2015-03-27,7.95
2015-03-30,8.0
2015-03-31,8.0
2015-04-01,8.75
2015-04-06,9.1
2015-04-07,9.2
2015-04-08,9.5
2015-04-09,10.2
2015-04-10,10.0
2015-04-13,10.25
2015-04-15,10.1
2015-04-16,10.05
2015-04-17,9.8
2015-04-20,9.35
2015-04-21,9.2
2015-04-22,9.35
2015-04-23,9.2
2015-04-24,8.75
2015-04-27,8.35
2015-04-28,8.45
2015-04-29,8.75
2015-04-30,8.7
2015-05-04,8.95
2015-05-05,9.0
2015-05-06,8.6
2015-05-07,8.25
2015-05-08,8.4
2015-05-11,8.6
2015-05-12,8.3
2015-05-13,8.3
2015-05-14,8.4
2015-05-15,8.8
2015-05-18,9.0
2015-05-19,8.95
2015-05-20,8.85
2015-05-21,8.35
2015-05-22,8.4
2015-05-25,8.35
2015-05-26,8.5
2015-05-27,8.35
2015-05-28,8.25
2015-05-29,8.35
2015-06-01,8.0
2015-06-02,7.8
2015-06-03,7.4
2015-06-04,7.6
2015-06-05,7.65
2015-06-08,7.7
2015-06-09,7.3
2015-06-10,7.4
2015-06-11,7.7
2015-06-12,7.55
2015-06-15,7.4
2015-06-16,7.45
2015-06-17,7.45
2015-06-18,7.45
2015-06-19,7.6
2015-06-22,7.75
2015-06-23,8.4
2015-06-24,8.65
2015-06-25,8.5
2015-06-26,8.4
2015-06-29,8.2
2015-06-30,8.4
2015-07-01,8.6
2015-07-02,8.45
2015-07-03,8.3
2015-07-06,8.95
2015-07-07,8.85
2015-07-08,8.65
2015-07-09,8.95
2015-07-10,8.65
2015-07-13,8.7
2015-07-14,8.6
2015-07-15,8.6
2015-07-16,9.4
2015-07-17,9.4
2015-07-20,9.5
2015-07-21,8.8
2015-07-22,9.0
2015-07-23,8.95
2015-07-24,8.9
2015-07-27,8.65
2015-07-28,8.55
2015-07-29,8.4
2015-07-30,8.5
2015-07-31,8.25
2015-08-03,8.8
2015-08-04,8.85
2015-08-05,9.0
2015-08-06,8.95
2015-08-07,9.05
2015-08-10,9.05
2015-08-11,9.1
2015-08-12,8.9
2015-08-13,8.6
2015-08-14,8.4
2015-08-17,8.5
2015-08-18,8.4
2015-08-19,8.35
2015-08-20,8.2
2015-08-21,8.05
2015-08-24,7.35
2015-08-25,7.15
2015-08-26,7.0
2015-08-27,7.2
2015-08-28,7.25
2015-08-31,7.3
2015-09-01,7.25
2015-09-02,7.25
2015-09-03,7.35
2015-09-04,6.95
2015-09-07,7.05
2015-09-08,6.95
2015-09-09,7.15
2015-09-10,6.95
2015-09-11,7.1
2015-09-14,7.0
2015-09-15,6.95
2015-09-16,6.9
2015-09-18,6.95
2015-09-21,7.2
2015-09-22,6.9
2015-09-23,6.9
2015-09-24,7.05
2015-09-28,7.15
2015-09-29,7.55
2015-09-30,7.65
2015-10-01,7.65
2015-10-05,7.75
2015-10-06,7.85
2015-10-07,8.05
2015-10-08,8.15
2015-10-09,8.25
2015-10-12,8.0
2015-10-13,7.8
2015-10-14,7.8
2015-10-15,7.6
2015-10-16,7.55
2015-10-19,7.7
2015-10-20,7.65
2015-10-21,7.6
2015-10-23,7.6
2015-10-26,7.85
2015-10-27,7.75
2015-10-28,7.45
2015-10-29,7.6
2015-10-30,7.65
2015-11-02,7.4
2015-11-03,7.4
2015-11-04,7.85
2015-11-05,7.55
2015-11-06,7.15
2015-11-09,7.2
2015-11-10,7.2
2015-11-11,7.65
2015-11-13,7.35
2015-11-16,7.7
2015-11-17,7.55
2015-11-18,7.55
2015-11-19,7.55
2015-11-20,7.45
2015-11-23,7.45
2015-11-24,7.4
2015-11-26,7.6
2015-11-27,7.5
2015-11-30,7.55
2015-12-01,7.7
2015-12-02,8.7
2015-12-03,8.25
2015-12-04,8.25
2015-12-07,9.0
2015-12-08,8.55
2015-12-09,8.3
2015-12-10,8.2
2015-12-11,8.05
2015-12-14,8.15
2015-12-15,8.1
2015-12-16,8.45
2015-12-17,8.25
2015-12-18,8.2
2015-12-21,8.45
2015-12-22,8.95
2015-12-23,8.8
2015-12-24,9.05
2015-12-28,8.9
2015-12-29,9.8
2015-12-30,9.75
2015-12-31,9.85
