Date,TATACOMM
2015-01-01,441.6
2015-01-02,435.45
2015-01-05,437.1
2015-01-06,416.8
2015-01-07,423.65
2015-01-08,425.7
2015-01-09,425.25
2015-01-12,420.55
2015-01-13,425.35
2015-01-14,423.95
2015-01-15,433.8
2015-01-16,426.95
2015-01-19,425.3
2015-01-20,424.2
2015-01-21,423.85
2015-01-22,418.15
2015-01-23,416.25
2015-01-27,407.25
2015-01-28,403.45
2015-01-29,411.4
2015-01-30,410.5
2015-02-02,409.2
2015-02-03,414.7
2015-02-04,415.95
2015-02-05,407.2
2015-02-06,394.55
2015-02-09,386.9
2015-02-10,384.65
2015-02-11,397.05
2015-02-12,413.45
2015-02-13,410.05
2015-02-16,402.75
2015-02-18,412.45
2015-02-19,411.4
2015-02-20,410.9
2015-02-23,399.0
2015-02-24,405.1
2015-02-25,403.15
2015-02-26,395.85
2015-02-27,399.15
2015-02-28,398.1
2015-03-02,422.6
2015-03-03,429.25
2015-03-04,423.15
2015-03-05,427.5
2015-03-09,414.5
2015-03-10,422.05
2015-03-11,427.95
2015-03-12,430.35
2015-03-13,423.8
2015-03-16,421.3
2015-03-17,429.75
2015-03-18,438.2
2015-03-19,429.05
2015-03-20,421.15
2015-03-23,422.45
2015-03-24,415.4
2015-03-25,406.45
2015-03-26,403.85
2015-03-27,405.45
2015-03-30,414.9
2015-03-31,422.0
2015-04-01,426.05
2015-04-06,423.6
2015-04-07,422.2
2015-04-08,429.3
2015-04-09,453.2
2015-04-10,450.85
2015-04-13,463.85
2015-04-15,491.4
2015-04-16,482.65
2015-04-17,474.5
2015-04-20,456.95
2015-04-21,453.1
2015-04-22,452.95
2015-04-23,451.7
2015-04-24,440.95
2015-04-27,436.3
2015-04-28,444.55
2015-04-29,434.45
2015-04-30,435.45
2015-05-04,439.8
2015-05-05,442.45
2015-05-06,439.6
2015-05-07,417.8
2015-05-08,428.25
2015-05-11,429.25
2015-05-12,423.55
2015-05-13,429.6
2015-05-14,430.85
2015-05-15,433.05
2015-05-18,435.65
2015-05-19,438.4
2015-05-20,437.1
2015-05-21,438.7
2015-05-22,439.75
2015-05-25,441.2
2015-05-26,445.15
2015-05-27,438.15
2015-05-28,430.25
2015-05-29,436.55
2015-06-01,434.4
2015-06-02,427.15
2015-06-03,411.65
2015-06-04,405.6
2015-06-05,405.9
2015-06-08,400.05
2015-06-09,402.05
2015-06-10,408.7
2015-06-11,404.6
2015-06-12,411.15
2015-06-15,412.45
2015-06-16,427.2
2015-06-17,430.2
2015-06-18,432.35
2015-06-19,429.4
2015-06-22,432.05
2015-06-23,432.35
2015-06-24,425.05
2015-06-25,424.55
2015-06-26,423.1
2015-06-29,422.8
2015-06-30,443.1
2015-07-01,438.2
2015-07-02,444.7
2015-07-03,445.4
2015-07-06,445.2
2015-07-07,450.8
2015-07-08,442.3
2015-07-09,443.95
2015-07-10,456.45
2015-07-13,464.3
2015-07-14,461.35
2015-07-15,457.7
2015-07-16,460.45
2015-07-17,471.65
2015-07-20,467.85
2015-07-21,456.4
2015-07-22,470.2
2015-07-23,476.9
2015-07-24,480.7
2015-07-27,470.35
2015-07-28,474.35
2015-07-29,439.8
2015-07-30,452.45
2015-07-31,450.45
2015-08-03,440.0
2015-08-04,434.8
2015-08-05,436.9
2015-08-06,438.55
2015-08-07,444.3
2015-08-10,447.0
2015-08-11,441.25
2015-08-12,417.05
2015-08-13,419.9
2015-08-14,423.0
2015-08-17,415.55
2015-08-18,412.15
2015-08-19,413.9
2015-08-20,402.7
2015-08-21,418.15
2015-08-24,369.15
2015-08-25,386.35
2015-08-26,380.0
2015-08-27,406.25
2015-08-28,393.85
2015-08-31,392.5
2015-09-01,382.9
2015-09-02,378.1
2015-09-03,388.65
2015-09-04,380.85
2015-09-07,371.7
2015-09-08,380.75
2015-09-09,396.7
2015-09-10,396.65
2015-09-11,398.1
2015-09-14,402.75
2015-09-15,390.05
2015-09-16,393.2
2015-09-18,396.05
2015-09-21,405.05
2015-09-22,405.55
2015-09-23,400.1
2015-09-24,401.4
2015-09-28,400.55
2015-09-29,400.5
2015-09-30,413.6
2015-10-01,402.05
2015-10-05,413.35
2015-10-06,410.4
2015-10-07,418.0
2015-10-08,422.2
2015-10-09,424.55
2015-10-12,415.1
2015-10-13,422.0
2015-10-14,415.85
2015-10-15,422.25
2015-10-16,421.1
2015-10-19,428.9
2015-10-20,430.5
2015-10-21,429.1
2015-10-23,419.45
2015-10-26,427.15
2015-10-27,427.4
2015-10-28,425.9
2015-10-29,432.35
2015-10-30,429.0
2015-11-02,432.8
2015-11-03,433.75
2015-11-04,435.5
2015-11-05,433.3
2015-11-06,433.05
2015-11-09,429.55
2015-11-10,421.4
2015-11-11,423.45
2015-11-13,416.95
2015-11-16,421.0
2015-11-17,415.65
2015-11-18,413.6
2015-11-19,422.0
2015-11-20,435.95
2015-11-23,434.7
2015-11-24,431.85
2015-11-26,442.9
2015-11-27,430.75
2015-11-30,431.6
2015-12-01,425.7
2015-12-02,423.1
2015-12-03,420.05
2015-12-04,413.7
2015-12-07,411.45
2015-12-08,414.6
2015-12-09,406.25
2015-12-10,404.9
2015-12-11,400.5
2015-12-14,403.6
2015-12-15,406.55
2015-12-16,409.2
2015-12-17,418.85
2015-12-18,417.5
2015-12-21,421.4
2015-12-22,421.05
2015-12-23,427.3
2015-12-24,435.6
2015-12-28,434.65
2015-12-29,434.1
2015-12-30,435.6
2015-12-31,435.85
