Date,KAMDHENU
2015-01-01,50.15
2015-01-02,49.35
2015-01-05,49.15
2015-01-06,47.65
2015-01-07,47.25
2015-01-08,47.15
2015-01-09,47.35
2015-01-12,47.45
2015-01-13,46.65
2015-01-14,45.75
2015-01-15,45.8
2015-01-16,44.75
2015-01-19,45.95
2015-01-20,46.6
2015-01-21,47.2
2015-01-22,46.4
2015-01-23,43.75
2015-01-27,42.2
2015-01-28,48.7
2015-01-29,46.4
2015-01-30,46.75
2015-02-02,46.0
2015-02-03,45.6
2015-02-04,46.0
2015-02-05,43.7
2015-02-06,43.7
2015-02-09,44.95
2015-02-10,45.6
2015-02-11,46.55
2015-02-12,45.65
2015-02-13,44.05
2015-02-16,43.85
2015-02-18,43.55
2015-02-19,45.0
2015-02-20,45.25
2015-02-23,43.65
2015-02-24,43.55
2015-02-25,43.25
2015-02-26,42.7
2015-02-27,44.1
2015-02-28,42.8
2015-03-02,42.95
2015-03-03,42.6
2015-03-04,39.75
2015-03-05,40.35
2015-03-09,39.65
2015-03-10,39.7
2015-03-11,39.35
2015-03-12,40.7
2015-03-13,41.0
2015-03-16,39.1
2015-03-17,40.75
2015-03-18,41.75
2015-03-19,41.5
2015-03-20,39.2
2015-03-23,41.6
2015-03-24,44.1
2015-03-25,44.15
2015-03-26,43.75
2015-03-27,40.2
2015-03-30,41.45
2015-03-31,41.35
2015-04-01,43.0
2015-04-06,43.55
2015-04-07,44.75
2015-04-08,44.55
2015-04-09,45.1
2015-04-10,45.5
2015-04-13,47.75
2015-04-15,48.0
2015-04-16,47.2
2015-04-17,46.25
2015-04-20,46.1
2015-04-21,45.25
2015-04-22,44.85
2015-04-23,45.1
2015-04-24,42.45
2015-04-27,41.25
2015-04-28,41.45
2015-04-29,41.7
2015-04-30,42.2
2015-05-04,42.75
2015-05-05,43.0
2015-05-06,41.35
2015-05-07,41.9
2015-05-08,44.05
2015-05-11,43.65
2015-05-12,43.35
2015-05-13,42.45
2015-05-14,44.0
2015-05-15,47.8
2015-05-18,48.15
2015-05-19,48.95
2015-05-20,46.3
2015-05-21,45.45
2015-05-22,45.65
2015-05-25,45.35
2015-05-26,44.1
2015-05-27,42.15
2015-05-28,42.3
2015-05-29,42.0
2015-06-01,42.3
2015-06-02,40.55
2015-06-03,39.4
2015-06-04,40.0
2015-06-05,39.3
2015-06-08,38.15
2015-06-09,37.75
2015-06-10,39.1
2015-06-11,39.75
2015-06-12,38.65
2015-06-15,40.1
2015-06-16,39.45
2015-06-17,39.95
2015-06-18,39.65
2015-06-19,39.85
2015-06-22,40.1
2015-06-23,40.0
2015-06-24,40.45
2015-06-25,39.5
2015-06-26,39.5
2015-06-29,38.85
2015-06-30,38.95
2015-07-01,39.2
2015-07-02,39.9
2015-07-03,39.7
2015-07-06,40.65
2015-07-07,41.45
2015-07-08,44.65
2015-07-09,43.05
2015-07-10,43.1
2015-07-13,41.65
2015-07-14,42.65
2015-07-15,42.1
2015-07-16,45.4
2015-07-17,43.45
2015-07-20,44.3
2015-07-21,42.45
2015-07-22,43.2
2015-07-23,43.85
2015-07-24,43.25
2015-07-27,42.4
2015-07-28,42.65
2015-07-29,45.9
2015-07-30,44.25
2015-07-31,43.8
2015-08-03,43.2
2015-08-04,43.0
2015-08-05,42.85
2015-08-06,43.9
2015-08-07,44.3
2015-08-10,44.65
2015-08-11,43.5
2015-08-12,42.1
2015-08-13,39.8
2015-08-14,39.8
2015-08-17,40.8
2015-08-18,40.1
2015-08-19,39.5
2015-08-20,39.15
2015-08-21,38.65
2015-08-24,36.15
2015-08-25,34.05
2015-08-26,36.6
2015-08-27,37.5
2015-08-28,36.9
2015-08-31,36.05
2015-09-01,34.55
2015-09-02,34.0
2015-09-03,34.9
2015-09-04,33.45
2015-09-07,33.3
2015-09-08,33.1
2015-09-09,34.75
2015-09-10,34.8
2015-09-11,34.7
2015-09-14,35.0
2015-09-15,34.15
2015-09-16,35.0
2015-09-18,34.65
2015-09-21,34.35
2015-09-22,33.35
2015-09-23,34.9
2015-09-24,34.05
2015-09-28,34.1
2015-09-29,34.5
2015-09-30,34.5
2015-10-01,34.85
2015-10-05,37.1
2015-10-06,38.1
2015-10-07,38.8
2015-10-08,38.4
2015-10-09,39.7
2015-10-12,41.1
2015-10-13,41.35
2015-10-14,41.35
2015-10-15,41.25
2015-10-16,41.25
2015-10-19,40.9
2015-10-20,40.8
2015-10-21,41.0
2015-10-23,40.05
2015-10-26,40.0
2015-10-27,39.1
2015-10-28,39.55
2015-10-29,39.25
2015-10-30,40.0
2015-11-02,39.0
2015-11-03,39.6
2015-11-04,39.0
2015-11-05,38.05
2015-11-06,38.1
2015-11-09,38.1
2015-11-10,37.95
2015-11-11,38.95
2015-11-13,38.5
2015-11-16,37.3
2015-11-17,37.95
2015-11-18,37.8
2015-11-19,38.6
2015-11-20,38.1
2015-11-23,38.65
2015-11-24,39.0
2015-11-26,38.75
2015-11-27,39.0
2015-11-30,37.25
2015-12-01,38.3
2015-12-02,39.3
2015-12-03,39.95
2015-12-04,39.95
2015-12-07,39.9
2015-12-08,38.15
2015-12-09,38.25
2015-12-10,37.95
2015-12-11,38.6
2015-12-14,39.8
2015-12-15,38.95
2015-12-16,39.4
2015-12-17,39.25
2015-12-18,40.85
2015-12-21,46.05
2015-12-22,44.3
2015-12-23,43.85
2015-12-24,44.2
2015-12-28,45.0
2015-12-29,44.45
2015-12-30,43.65
2015-12-31,43.25
