Date,SUNDARMFIN
2015-01-01,1294.85
2015-01-02,1300.45
2015-01-05,1297.95
2015-01-06,1276.65
2015-01-07,1261.8
2015-01-08,1291.0
2015-01-09,1304.7
2015-01-12,1312.6
2015-01-13,1327.8
2015-01-14,1320.6
2015-01-15,1377.05
2015-01-16,1458.8
2015-01-19,1479.7
2015-01-20,1434.95
2015-01-21,1443.55
2015-01-22,1444.5
2015-01-23,1447.4
2015-01-27,1491.75
2015-01-28,1520.15
2015-01-29,1496.3
2015-01-30,1512.05
2015-02-02,1495.75
2015-02-03,1506.2
2015-02-04,1496.25
2015-02-05,1493.1
2015-02-06,1482.7
2015-02-09,1486.55
2015-02-10,1494.85
2015-02-11,1555.1
2015-02-12,1544.75
2015-02-13,1549.7
2015-02-16,1543.05
2015-02-18,1537.85
2015-02-19,1533.9
2015-02-20,1529.6
2015-02-23,1502.35
2015-02-24,1505.1
2015-02-25,1476.1
2015-02-26,1501.2
2015-02-27,1512.6
2015-02-28,1520.6
2015-03-02,1569.6
2015-03-03,1582.35
2015-03-04,1552.7
2015-03-05,1560.45
2015-03-09,1563.0
2015-03-10,1556.35
2015-03-11,1546.8
2015-03-12,1558.4
2015-03-13,1554.15
2015-03-16,1520.0
2015-03-17,1529.7
2015-03-18,1526.4
2015-03-19,1521.2
2015-03-20,1570.95
2015-03-23,1538.2
2015-03-24,1550.2
2015-03-25,1503.15
2015-03-26,1520.2
2015-03-27,1519.05
2015-03-30,1579.05
2015-03-31,1517.4
2015-04-01,1530.05
2015-04-06,1550.2
2015-04-07,1550.8
2015-04-08,1577.45
2015-04-09,1594.35
2015-04-10,1596.9
2015-04-13,1594.75
2015-04-15,1580.4
2015-04-16,1571.05
2015-04-17,1547.75
2015-04-20,1512.25
2015-04-21,1486.8
2015-04-22,1472.15
2015-04-23,1534.55
2015-04-24,1513.05
2015-04-27,1473.4
2015-04-28,1476.05
2015-04-29,1510.85
2015-04-30,1475.85
2015-05-04,1547.9
2015-05-05,1485.05
2015-05-06,1478.9
2015-05-07,1468.3
2015-05-08,1487.35
2015-05-11,1490.15
2015-05-12,1484.0
2015-05-13,1465.2
2015-05-14,1481.95
2015-05-15,1494.0
2015-05-18,1479.1
2015-05-19,1469.9
2015-05-20,1507.05
2015-05-21,1515.5
2015-05-22,1520.55
2015-05-25,1520.1
2015-05-26,1522.2
2015-05-27,1529.3
2015-05-28,1514.3
2015-05-29,1531.25
2015-06-01,1482.65
2015-06-02,1430.85
2015-06-03,1442.35
2015-06-04,1471.85
2015-06-05,1486.3
2015-06-08,1440.5
2015-06-09,1445.85
2015-06-10,1461.25
2015-06-11,1461.95
2015-06-12,1469.8
2015-06-15,1470.85
2015-06-16,1484.85
2015-06-17,1497.7
2015-06-18,1580.7
2015-06-19,1535.15
2015-06-22,1596.45
2015-06-23,1582.65
2015-06-24,1598.7
2015-06-25,1596.05
2015-06-26,1579.1
2015-06-29,1555.4
2015-06-30,1579.4
2015-07-01,1583.15
2015-07-02,1590.7
2015-07-03,1579.2
2015-07-06,1560.8
2015-07-07,1601.5
2015-07-08,1567.55
2015-07-09,1594.55
2015-07-10,1593.9
2015-07-13,1562.7
2015-07-14,1575.85
2015-07-15,1571.15
