Date,JINDALPOLY
2015-01-01,273.25
2015-01-02,274.1
2015-01-05,274.2
2015-01-06,266.1
2015-01-07,255.55
2015-01-08,261.6
2015-01-09,264.35
2015-01-12,275.1
2015-01-13,269.15
2015-01-14,261.35
2015-01-15,259.9
2015-01-16,259.6
2015-01-19,262.0
2015-01-20,262.3
2015-01-21,258.5
2015-01-22,257.0
2015-01-23,251.2
2015-01-27,247.75
2015-01-28,237.35
2015-01-29,235.6
2015-01-30,245.35
2015-02-02,239.45
2015-02-03,232.3
2015-02-04,235.55
2015-02-05,232.9
2015-02-06,220.95
2015-02-09,206.25
2015-02-10,215.2
2015-02-11,231.25
2015-02-12,213.2
2015-02-13,216.55
2015-02-16,213.1
2015-02-18,207.6
2015-02-19,206.4
2015-02-20,208.8
2015-02-23,208.5
2015-02-24,204.5
2015-02-25,203.3
2015-02-26,199.55
2015-02-27,201.75
2015-02-28,203.0
2015-03-02,214.1
2015-03-03,216.3
2015-03-04,212.5
2015-03-05,210.9
2015-03-09,214.75
2015-03-10,220.8
2015-03-11,215.45
2015-03-12,218.9
2015-03-13,211.95
2015-03-16,209.1
2015-03-17,207.7
2015-03-18,205.8
2015-03-19,204.45
2015-03-20,197.2
2015-03-23,188.6
2015-03-24,186.1
2015-03-25,176.9
2015-03-26,179.85
2015-03-27,178.25
2015-03-30,186.65
2015-03-31,188.2
2015-04-01,209.1
2015-04-06,209.05
2015-04-07,213.25
2015-04-08,223.05
2015-04-09,228.75
2015-04-10,222.85
2015-04-13,228.2
2015-04-15,236.55
2015-04-16,233.15
2015-04-17,229.2
2015-04-20,224.0
2015-04-21,228.9
2015-04-22,230.3
2015-04-23,230.8
2015-04-24,220.25
2015-04-27,214.4
2015-04-28,216.55
2015-04-29,222.15
2015-04-30,219.7
2015-05-04,229.05
2015-05-05,237.65
2015-05-06,229.4
2015-05-07,230.5
2015-05-08,237.65
2015-05-11,263.0
2015-05-12,264.4
2015-05-13,289.1
2015-05-14,296.3
2015-05-15,278.75
2015-05-18,288.25
2015-05-19,294.35
2015-05-20,294.2
2015-05-21,294.6
2015-05-22,294.5
2015-05-25,300.45
2015-05-26,301.3
2015-05-27,299.1
2015-05-28,298.85
2015-05-29,302.4
2015-06-01,279.1
2015-06-02,263.7
2015-06-03,247.65
2015-06-04,250.45
2015-06-05,252.05
2015-06-08,242.25
2015-06-09,234.1
2015-06-10,243.4
2015-06-11,233.55
2015-06-12,239.5
2015-06-15,242.35
2015-06-16,242.5
2015-06-17,249.9
2015-06-18,253.1
2015-06-19,252.05
2015-06-22,256.75
2015-06-23,258.75
2015-06-24,268.2
2015-06-25,264.3
2015-06-26,257.6
2015-06-29,248.2
2015-06-30,253.25
2015-07-01,254.15
2015-07-02,258.55
2015-07-03,263.5
2015-07-06,279.0
2015-07-07,280.55
2015-07-08,273.25
2015-07-09,281.6
2015-07-10,274.55
2015-07-13,279.45
2015-07-14,284.85
2015-07-15,284.05
2015-07-16,279.1
2015-07-17,279.85
2015-07-20,286.75
2015-07-21,275.9
2015-07-22,281.1
2015-07-23,283.4
2015-07-24,288.8
2015-07-27,286.25
2015-07-28,291.95
2015-07-29,294.4
2015-07-30,303.9
2015-07-31,310.8
2015-08-03,333.1
2015-08-04,329.05
2015-08-05,331.8
2015-08-06,329.45
2015-08-07,333.2
2015-08-10,343.65
2015-08-11,346.15
2015-08-12,345.0
2015-08-13,350.4
2015-08-14,375.8
2015-08-17,365.55
2015-08-18,388.95
2015-08-19,431.15
2015-08-20,416.3
2015-08-21,407.6
2015-08-24,349.8
2015-08-25,372.0
2015-08-26,348.45
2015-08-27,366.8
2015-08-28,365.9
2015-08-31,388.1
2015-09-01,367.25
2015-09-02,384.7
2015-09-03,405.05
2015-09-04,373.75
2015-09-07,362.85
2015-09-08,374.95
2015-09-09,387.4
2015-09-10,390.05
2015-09-11,402.55
2015-09-14,399.75
2015-09-15,391.25
2015-09-16,384.4
2015-09-18,407.3
2015-09-21,450.55
2015-09-22,434.4
2015-09-23,444.65
2015-09-24,441.4
2015-09-28,439.7
2015-09-29,435.5
2015-09-30,443.15
2015-10-01,444.6
2015-10-05,442.6
2015-10-06,450.4
2015-10-07,471.55
2015-10-08,488.25
2015-10-09,484.8
2015-10-12,490.15
2015-10-13,480.75
2015-10-14,487.3
2015-10-15,479.75
2015-10-16,492.3
2015-10-19,491.7
2015-10-20,555.95
2015-10-21,537.35
2015-10-23,537.95
2015-10-26,536.95
2015-10-27,537.5
2015-10-28,543.85
2015-10-29,546.5
2015-10-30,550.5
2015-11-02,546.0
2015-11-03,589.2
2015-11-04,584.9
2015-11-05,569.35
2015-11-06,573.5
2015-11-09,527.35
2015-11-10,515.25
2015-11-11,525.7
2015-11-13,521.05
2015-11-16,532.85
2015-11-17,524.55
2015-11-18,512.5
2015-11-19,517.05
2015-11-20,497.05
2015-11-23,504.9
2015-11-24,495.7
2015-11-26,488.85
2015-11-27,484.2
2015-11-30,495.7
2015-12-01,522.35
2015-12-02,524.2
2015-12-03,511.4
2015-12-04,508.05
2015-12-07,516.9
2015-12-08,521.55
2015-12-09,494.55
2015-12-10,507.15
2015-12-11,505.15
2015-12-14,504.45
2015-12-15,511.2
2015-12-16,504.7
2015-12-17,517.05
2015-12-18,512.5
2015-12-21,511.85
2015-12-22,508.05
2015-12-23,500.35
2015-12-24,503.7
2015-12-28,499.3
2015-12-29,491.8
2015-12-30,492.95
2015-12-31,494.2
