Date,8KMILES
2015-01-01,727.3
2015-01-02,807.65
2015-01-05,776.25
2015-01-06,820.75
2015-01-07,823.2
2015-01-08,738.55
2015-01-09,764.95
2015-01-12,758.1
2015-01-13,743.45
2015-01-14,707.05
2015-01-15,711.65
2015-01-16,716.4
2015-01-19,716.9
2015-01-20,712.15
2015-01-21,687.75
2015-01-22,662.95
2015-01-23,653.8
2015-01-27,715.7
2015-01-28,701.25
2015-01-29,696.25
2015-01-30,676.1
2015-02-02,692.65
2015-02-03,723.25
2015-02-04,696.8
2015-02-05,680.95
2015-02-06,662.55
2015-02-09,674.15
2015-02-10,662.25
2015-02-11,672.95
2015-02-12,675.15
2015-02-13,682.4
2015-02-16,727.55
2015-02-18,725.55
2015-02-19,717.9
2015-02-20,707.55
2015-02-23,707.4
2015-02-24,706.75
2015-02-25,709.85
2015-02-26,682.4
2015-02-27,701.95
2015-02-28,696.35
2015-03-02,690.15
2015-03-03,712.6
2015-03-04,707.95
2015-03-05,718.9
2015-03-09,717.5
2015-03-10,704.75
2015-03-11,696.15
2015-03-12,693.95
2015-03-13,695.5
2015-03-16,689.0
2015-03-17,694.35
2015-03-18,680.5
2015-03-19,668.95
2015-03-20,670.65
2015-03-23,675.35
2015-03-24,656.55
2015-03-25,644.9
2015-03-26,617.8
2015-03-27,619.8
2015-03-30,722.0
2015-03-31,711.55
2015-04-01,712.9
2015-04-06,761.55
2015-04-07,784.55
2015-04-08,780.05
2015-04-09,851.75
2015-04-10,839.15
2015-04-13,849.4
2015-04-15,780.65
2015-04-16,760.05
2015-04-17,711.2
2015-04-20,704.65
2015-04-21,703.4
2015-04-22,717.8
2015-04-23,705.0
2015-04-24,667.9
2015-04-27,638.2
2015-04-28,667.65
2015-04-29,679.15
2015-04-30,675.85
2015-05-04,696.2
2015-05-05,697.1
2015-05-06,652.0
2015-05-07,661.4
2015-05-08,666.75
2015-05-11,714.45
2015-05-12,700.5
2015-05-13,691.5
2015-05-14,695.55
2015-05-15,716.0
2015-05-18,709.0
2015-05-19,698.85
2015-05-20,692.3
2015-05-21,694.3
2015-05-22,699.45
2015-05-25,712.55
2015-05-26,710.45
2015-05-27,701.05
2015-05-28,701.1
2015-05-29,698.9
2015-06-01,690.2
2015-06-02,679.75
2015-06-03,651.7
2015-06-04,654.6
2015-06-05,654.45
2015-06-08,629.0
2015-06-09,630.1
2015-06-10,650.15
2015-06-11,650.0
2015-06-12,648.2
2015-06-15,660.8
2015-06-16,652.3
2015-06-17,699.45
2015-06-18,736.6
2015-06-19,741.9
2015-06-22,738.75
2015-06-23,777.8
2015-06-24,755.55
2015-06-25,772.85
2015-06-26,823.3
2015-06-29,845.85
2015-06-30,870.95
2015-07-01,919.75
2015-07-02,897.65
2015-07-03,905.7
2015-07-06,929.15
2015-07-07,887.9
2015-07-08,849.25
2015-07-09,902.3
2015-07-10,924.95
2015-07-13,908.35
2015-07-14,894.85
2015-07-15,897.35
2015-07-16,894.75
2015-07-17,883.05
2015-07-20,876.6
2015-07-21,860.9
2015-07-22,884.45
2015-07-23,872.05
2015-07-24,845.45
2015-07-27,818.7
2015-07-28,809.15
2015-07-29,812.0
2015-07-30,825.6
2015-07-31,814.35
2015-08-03,873.85
2015-08-04,875.65
2015-08-05,873.6
2015-08-06,862.35
2015-08-07,870.2
2015-08-10,887.7
2015-08-11,869.5
2015-08-12,840.8
2015-08-13,840.8
2015-08-14,861.45
2015-08-17,878.6
2015-08-18,887.85
2015-08-19,876.9
2015-08-20,976.65
2015-08-21,1037.65
2015-08-24,940.9
2015-08-25,964.7
2015-08-26,1157.6
2015-08-27,1206.6
2015-08-28,1238.5
2015-08-31,1194.95
2015-09-01,1191.65
2015-09-02,1215.9
2015-09-03,1282.85
2015-09-04,1233.65
2015-09-07,1261.6
2015-09-08,1329.2
2015-09-09,1376.5
2015-09-10,1381.9
2015-09-11,1361.5
2015-09-14,1377.8
2015-09-15,1399.5
2015-09-16,1393.4
2015-09-18,1397.2
2015-09-21,1429.1
2015-09-22,1397.4
2015-09-23,1425.95
2015-09-24,1416.5
2015-09-28,1396.1
2015-09-29,1384.15
2015-09-30,1400.95
2015-10-01,1418.55
2015-10-05,1672.2
2015-10-06,1774.25
2015-10-07,1770.7
2015-10-08,1784.05
2015-10-09,1822.05
2015-10-12,1770.9
2015-10-13,1735.6
2015-10-14,1700.25
2015-10-15,1690.55
2015-10-16,1688.7
2015-10-19,1682.0
2015-10-20,1684.85
2015-10-21,1693.1
2015-10-23,1686.9
2015-10-26,1690.25
2015-10-27,1690.3
2015-10-28,1692.1
2015-10-29,1742.9
2015-10-30,1824.2
2015-11-02,1841.35
2015-11-03,1798.25
2015-11-04,1846.2
2015-11-05,1797.2
2015-11-06,1775.55
2015-11-09,1762.05
2015-11-10,1806.15
2015-11-11,1827.45
2015-11-13,1786.55
2015-11-16,1771.55
2015-11-17,1736.7
2015-11-18,1786.9
2015-11-19,1839.05
2015-11-20,1840.2
2015-11-23,1807.7
2015-11-24,1828.05
2015-11-26,1792.65
2015-11-27,1825.55
2015-11-30,1834.7
2015-12-01,1906.05
2015-12-02,1928.7
2015-12-03,1896.1
2015-12-04,1870.3
2015-12-07,1888.6
2015-12-08,1852.4
2015-12-09,1721.55
2015-12-10,1776.25
2015-12-11,1815.55
2015-12-14,1835.3
2015-12-15,1840.25
2015-12-16,1874.1
2015-12-17,1952.6
2015-12-18,1973.45
2015-12-21,1959.6
2015-12-22,2024.9
2015-12-23,2015.6
2015-12-24,2031.8
2015-12-28,2060.5
2015-12-29,2075.55
2015-12-30,2075.2
2015-12-31,2129.0
