Date,INDTERRAIN
2015-01-01,562.3
2015-01-02,563.65
2015-01-05,543.9
2015-01-06,534.9
2015-01-07,526.0
2015-01-08,546.0
2015-01-09,545.0
2015-01-12,570.1
2015-01-13,570.5
2015-01-14,574.95
2015-01-15,562.9
2015-01-16,564.15
2015-01-19,569.55
2015-01-20,568.65
2015-01-21,571.0
2015-01-22,580.35
2015-01-23,540.65
2015-01-27,548.75
2015-01-28,551.15
2015-01-29,564.6
2015-01-30,558.65
2015-02-02,578.75
2015-02-03,615.2
2015-02-04,617.35
2015-02-05,599.85
2015-02-06,593.3
2015-02-09,581.75
2015-02-10,587.65
2015-02-11,616.05
2015-02-12,620.65
2015-02-13,621.25
2015-02-16,619.35
2015-02-18,640.85
2015-02-19,632.55
2015-02-20,626.35
2015-02-23,621.55
2015-02-24,628.35
2015-02-25,618.85
2015-02-26,626.85
2015-02-27,616.95
2015-02-28,620.4
2015-03-02,617.6
2015-03-03,627.95
2015-03-04,618.4
2015-03-05,628.5
2015-03-09,625.7
2015-03-10,622.95
2015-03-11,620.75
2015-03-12,644.1
2015-03-13,633.0
2015-03-16,622.2
2015-03-17,623.5
2015-03-18,627.5
2015-03-19,621.0
2015-03-20,596.2
2015-03-23,566.7
2015-03-24,551.65
2015-03-25,565.95
2015-03-26,566.9
2015-03-27,583.05
2015-03-30,599.2
2015-03-31,591.25
2015-04-01,619.75
2015-04-06,631.15
2015-04-07,633.6
2015-04-08,690.35
2015-04-09,686.35
2015-04-10,679.15
2015-04-13,705.15
2015-04-15,714.3
2015-04-16,757.9
2015-04-17,767.1
2015-04-20,738.05
2015-04-21,728.45
2015-04-22,712.3
2015-04-23,700.75
2015-04-24,668.2
2015-04-27,638.45
2015-04-28,655.55
2015-04-29,691.05
2015-04-30,693.85
2015-05-04,710.05
2015-05-05,709.75
2015-05-06,683.8
2015-05-07,638.1
2015-05-08,647.05
2015-05-11,685.55
2015-05-12,654.8
2015-05-13,651.15
2015-05-14,675.85
2015-05-15,687.3
2015-05-18,681.05
2015-05-19,670.5
2015-05-20,652.8
2015-05-21,648.05
2015-05-22,657.5
2015-05-25,641.55
2015-05-26,643.8
2015-05-27,639.75
2015-05-28,633.75
2015-05-29,659.1
2015-06-01,666.5
2015-06-02,645.7
2015-06-03,636.8
2015-06-04,642.95
2015-06-05,636.55
2015-06-08,621.8
2015-06-09,617.85
2015-06-10,633.1
2015-06-11,609.15
2015-06-12,618.95
2015-06-15,627.4
2015-06-16,612.15
2015-06-17,631.15
2015-06-18,651.55
2015-06-19,644.75
2015-06-22,658.4
2015-06-23,656.1
2015-06-24,653.95
2015-06-25,655.0
2015-06-26,646.0
2015-06-29,641.8
2015-06-30,628.55
2015-07-01,642.1
2015-07-02,633.15
2015-07-03,635.5
2015-07-06,646.35
2015-07-07,679.75
2015-07-08,658.9
2015-07-09,660.35
2015-07-10,647.75
2015-07-13,649.1
2015-07-14,649.4
2015-07-15,655.7
2015-07-16,684.95
2015-07-17,699.8
2015-07-20,687.65
2015-07-21,682.5
2015-07-22,669.5
2015-07-23,661.45
2015-07-24,668.7
2015-07-27,661.8
2015-07-28,664.65
2015-07-29,655.45
2015-07-30,642.1
2015-07-31,658.75
2015-08-03,659.75
2015-08-04,673.1
2015-08-05,650.75
2015-08-06,671.65
2015-08-07,682.4
2015-08-10,702.05
2015-08-11,700.55
2015-08-12,699.4
2015-08-13,678.9
2015-08-14,678.8
2015-08-17,671.2
2015-08-18,670.5
2015-08-19,656.35
2015-08-20,629.95
2015-08-21,614.95
2015-08-24,600.45
2015-08-25,607.15
2015-08-26,612.8
2015-08-27,649.2
2015-08-28,623.25
2015-08-31,607.7
2015-09-01,599.9
2015-09-02,598.65
2015-09-03,611.35
2015-09-04,608.7
2015-09-07,599.95
2015-09-08,615.85
2015-09-09,605.7
2015-09-10,600.05
2015-09-11,600.4
2015-09-14,605.55
2015-09-15,607.6
2015-09-16,606.85
2015-09-18,615.0
2015-09-21,630.25
2015-09-22,631.5
2015-09-23,630.3
2015-09-24,622.05
2015-09-28,623.6
2015-09-29,613.85
2015-09-30,636.15
2015-10-01,638.3
2015-10-05,634.4
2015-10-06,625.8
2015-10-07,638.95
2015-10-08,623.4
2015-10-09,628.5
2015-10-12,637.0
2015-10-13,641.05
2015-10-14,637.25
2015-10-15,636.55
2015-10-16,641.15
2015-10-19,642.05
2015-10-20,648.9
2015-10-21,690.0
2015-10-23,659.25
2015-10-26,625.85
2015-10-27,625.75
2015-10-28,634.35
2015-10-29,623.2
2015-10-30,629.3
2015-11-02,629.7
2015-11-03,633.6
2015-11-04,630.85
2015-11-05,622.5
2015-11-06,600.0
2015-11-09,639.65
2015-11-10,653.8
2015-11-11,665.1
2015-11-13,655.55
2015-11-16,633.9
2015-11-17,643.95
2015-11-18,625.8
2015-11-19,622.25
2015-11-20,645.2
2015-11-23,633.45
2015-11-24,642.9
2015-11-26,662.05
2015-11-27,661.35
2015-11-30,673.0
2015-12-01,688.55
2015-12-02,720.6
2015-12-03,706.4
2015-12-04,704.2
2015-12-07,695.35
2015-12-08,703.05
2015-12-09,665.85
2015-12-10,686.7
2015-12-11,669.4
2015-12-14,665.8
2015-12-15,665.95
2015-12-16,689.9
2015-12-17,721.95
2015-12-18,694.45
2015-12-21,154.8
2015-12-22,159.5
2015-12-23,155.25
2015-12-24,149.6
2015-12-28,152.8
2015-12-29,153.95
2015-12-30,151.4
2015-12-31,148.5
