Date,GRAPHITE
2015-01-01,91.6
2015-01-02,91.0
2015-01-05,89.65
2015-01-06,87.4
2015-01-07,88.3
2015-01-08,87.8
2015-01-09,87.55
2015-01-12,87.25
2015-01-13,87.1
2015-01-14,87.35
2015-01-15,86.95
2015-01-16,85.9
2015-01-19,88.7
2015-01-20,85.4
2015-01-21,85.8
2015-01-22,85.9
2015-01-23,84.8
2015-01-27,84.7
2015-01-28,81.7
2015-01-29,78.0
2015-01-30,77.7
2015-02-02,79.15
2015-02-03,81.95
2015-02-04,81.9
2015-02-05,82.8
2015-02-06,81.6
2015-02-09,80.8
2015-02-10,79.95
2015-02-11,80.95
2015-02-12,82.25
2015-02-13,83.15
2015-02-16,82.1
2015-02-18,91.05
2015-02-19,88.3
2015-02-20,88.35
2015-02-23,86.75
2015-02-24,89.35
2015-02-25,87.65
2015-02-26,87.45
2015-02-27,87.55
2015-02-28,87.15
2015-03-02,87.45
2015-03-03,87.7
2015-03-04,85.6
2015-03-05,85.0
2015-03-09,84.65
2015-03-10,84.85
2015-03-11,84.5
2015-03-12,85.0
2015-03-13,83.8
2015-03-16,82.8
2015-03-17,84.75
2015-03-18,84.15
2015-03-19,83.5
2015-03-20,82.5
2015-03-23,81.2
2015-03-24,81.6
2015-03-25,82.15
2015-03-26,81.55
2015-03-27,80.95
2015-03-30,83.05
2015-03-31,83.05
2015-04-01,83.4
2015-04-06,82.65
2015-04-07,83.75
2015-04-08,84.05
2015-04-09,89.85
2015-04-10,86.5
2015-04-13,85.6
2015-04-15,83.35
2015-04-16,82.55
2015-04-17,82.65
2015-04-20,81.65
2015-04-21,82.2
2015-04-22,84.2
2015-04-23,83.8
2015-04-24,83.0
2015-04-27,82.0
2015-04-28,82.1
2015-04-29,82.75
2015-04-30,84.55
2015-05-04,85.35
2015-05-05,85.0
2015-05-06,83.85
2015-05-07,83.05
2015-05-08,83.15
2015-05-11,83.6
2015-05-12,84.0
2015-05-13,83.5
2015-05-14,83.4
2015-05-15,83.05
2015-05-18,83.05
2015-05-19,82.55
2015-05-20,82.65
2015-05-21,82.2
2015-05-22,81.45
2015-05-25,81.0
2015-05-26,80.5
2015-05-27,79.8
2015-05-28,80.15
2015-05-29,80.15
2015-06-01,80.15
2015-06-02,80.05
2015-06-03,80.0
2015-06-04,80.1
2015-06-05,80.1
2015-06-08,79.0
2015-06-09,80.0
2015-06-10,79.15
2015-06-11,79.0
2015-06-12,80.6
2015-06-15,80.25
2015-06-16,79.65
2015-06-17,79.6
2015-06-18,79.8
2015-06-19,79.75
2015-06-22,81.05
2015-06-23,81.05
2015-06-24,82.1
2015-06-25,81.55
2015-06-26,79.65
2015-06-29,78.7
2015-06-30,83.35
2015-07-01,82.55
2015-07-02,82.3
2015-07-03,82.6
2015-07-06,82.2
2015-07-07,83.0
2015-07-08,81.65
2015-07-09,82.0
2015-07-10,81.55
2015-07-13,81.9
2015-07-14,82.35
2015-07-15,82.15
2015-07-16,82.6
2015-07-17,82.2
2015-07-20,81.5
2015-07-21,81.2
2015-07-22,81.4
2015-07-23,83.25
2015-07-24,82.15
2015-07-27,81.1
2015-07-28,79.3
2015-07-29,78.85
2015-07-30,78.35
2015-07-31,79.3
2015-08-03,77.55
2015-08-04,78.45
2015-08-05,78.85
2015-08-06,78.6
2015-08-07,77.7
2015-08-10,77.2
2015-08-11,77.05
2015-08-12,76.4
2015-08-13,75.15
2015-08-14,74.85
2015-08-17,74.35
2015-08-18,75.75
2015-08-19,75.0
2015-08-20,73.3
2015-08-21,72.5
2015-08-24,67.4
2015-08-25,66.2
2015-08-26,67.1
2015-08-27,68.25
2015-08-28,68.35
2015-08-31,68.95
2015-09-01,69.25
2015-09-02,69.45
2015-09-03,70.0
2015-09-04,72.3
2015-09-07,71.7
2015-09-08,72.05
2015-09-09,72.25
2015-09-10,72.45
2015-09-11,72.2
2015-09-14,71.35
2015-09-15,72.35
2015-09-16,71.95
2015-09-18,71.55
2015-09-21,72.0
2015-09-22,70.5
2015-09-23,69.95
2015-09-24,69.6
2015-09-28,68.1
2015-09-29,67.45
2015-09-30,67.95
2015-10-01,67.8
2015-10-05,67.95
2015-10-06,67.75
2015-10-07,70.2
2015-10-08,81.9
2015-10-09,77.4
2015-10-12,74.85
2015-10-13,75.05
2015-10-14,77.5
2015-10-15,77.1
2015-10-16,76.9
2015-10-19,78.7
2015-10-20,77.05
2015-10-21,76.1
2015-10-23,75.7
2015-10-26,74.7
2015-10-27,74.15
2015-10-28,72.95
2015-10-29,72.75
2015-10-30,72.7
2015-11-02,71.8
2015-11-03,71.65
2015-11-04,71.0
2015-11-05,70.95
2015-11-06,70.5
2015-11-09,74.55
2015-11-10,72.15
2015-11-11,73.15
2015-11-13,72.65
2015-11-16,71.75
2015-11-17,75.55
2015-11-18,74.5
2015-11-19,75.85
2015-11-20,74.7
2015-11-23,74.15
2015-11-24,74.0
2015-11-26,74.5
2015-11-27,74.6
2015-11-30,74.15
2015-12-01,75.1
2015-12-02,77.8
2015-12-03,76.95
2015-12-04,75.7
2015-12-07,75.4
2015-12-08,74.2
2015-12-09,72.85
2015-12-10,73.1
2015-12-11,73.1
2015-12-14,73.7
2015-12-15,74.25
2015-12-16,74.3
2015-12-17,74.7
2015-12-18,77.35
2015-12-21,79.7
2015-12-22,81.1
2015-12-23,80.3
2015-12-24,79.3
2015-12-28,79.4
2015-12-29,80.85
2015-12-30,83.75
2015-12-31,86.0
