Date,AVTNPL
2015-01-01,39.4
2015-01-02,39.9
2015-01-05,39.05
2015-01-06,38.4
2015-01-07,38.35
2015-01-08,38.8
2015-01-09,38.45
2015-01-12,38.35
2015-01-13,38.85
2015-01-14,39.65
2015-01-15,38.55
2015-01-16,38.7
2015-01-19,38.05
2015-01-20,38.05
2015-01-21,38.15
2015-01-22,38.05
2015-01-23,36.8
2015-01-27,37.8
2015-01-28,35.6
2015-01-29,35.35
2015-01-30,33.95
2015-02-02,33.3
2015-02-03,32.7
2015-02-04,32.35
2015-02-05,32.55
2015-02-06,32.45
2015-02-09,31.6
2015-02-10,31.05
2015-02-11,32.2
2015-02-12,31.95
2015-02-13,31.95
2015-02-16,30.6
2015-02-18,31.75
2015-02-19,31.65
2015-02-20,32.4
2015-02-23,33.0
2015-02-24,32.4
2015-02-25,32.15
2015-02-26,31.2
2015-02-27,32.25
2015-02-28,32.05
2015-03-02,32.1
2015-03-03,32.1
2015-03-04,31.75
2015-03-05,31.35
2015-03-09,31.4
2015-03-10,30.95
2015-03-11,30.3
2015-03-12,31.45
2015-03-13,30.9
2015-03-16,30.9
2015-03-17,30.75
2015-03-18,30.2
2015-03-19,30.1
2015-03-20,29.4
2015-03-23,28.05
2015-03-24,27.1
2015-03-25,26.35
2015-03-26,25.65
2015-03-27,26.15
2015-03-30,26.3
2015-03-31,26.85
2015-04-01,27.9
2015-04-06,28.4
2015-04-07,30.0
2015-04-08,32.05
2015-04-09,32.9
2015-04-10,34.75
2015-04-13,37.4
2015-04-15,37.7
2015-04-16,35.95
2015-04-17,35.6
2015-04-20,34.65
2015-04-21,34.7
2015-04-22,35.05
2015-04-23,34.9
2015-04-24,33.95
2015-04-27,32.4
2015-04-28,32.3
2015-04-29,31.95
2015-04-30,31.8
2015-05-04,32.75
2015-05-05,33.15
2015-05-06,32.15
2015-05-07,30.8
2015-05-08,31.55
2015-05-11,31.5
2015-05-12,30.9
2015-05-13,30.8
2015-05-14,30.35
2015-05-15,30.1
2015-05-18,30.1
2015-05-19,29.9
2015-05-20,30.2
2015-05-21,30.45
2015-05-22,31.95
2015-05-25,33.3
2015-05-26,32.5
2015-05-27,33.65
2015-05-28,33.45
2015-05-29,30.0
2015-06-01,29.6
2015-06-02,29.65
2015-06-03,28.7
2015-06-04,29.35
2015-06-05,33.4
2015-06-08,31.15
2015-06-09,30.15
2015-06-10,30.5
2015-06-11,31.0
2015-06-12,30.65
2015-06-15,30.65
2015-06-16,30.55
2015-06-17,30.55
2015-06-18,30.9
2015-06-19,31.0
2015-06-22,30.4
2015-06-23,30.25
2015-06-24,30.4
2015-06-25,30.5
2015-06-26,31.35
2015-06-29,30.55
2015-06-30,32.4
2015-07-01,36.45
2015-07-02,37.75
2015-07-03,38.35
2015-07-06,37.7
2015-07-07,40.0
2015-07-08,38.55
2015-07-09,38.05
2015-07-10,37.5
2015-07-13,39.0
2015-07-14,39.6
2015-07-15,39.2
2015-07-16,39.0
2015-07-17,41.95
2015-07-20,43.85
2015-07-21,40.4
2015-07-22,37.75
2015-07-23,37.55
2015-07-24,36.9
2015-07-27,34.95
2015-07-28,33.75
2015-07-29,34.05
2015-07-30,34.3
2015-07-31,35.85
2015-08-03,36.75
2015-08-04,35.9
2015-08-05,38.65
2015-08-06,39.55
2015-08-07,38.95
2015-08-10,38.5
2015-08-11,37.35
2015-08-12,35.95
2015-08-13,35.45
2015-08-14,35.8
2015-08-17,34.9
2015-08-18,35.0
2015-08-19,36.25
2015-08-20,34.15
2015-08-21,34.15
2015-08-24,30.1
2015-08-25,31.1
2015-08-26,30.95
2015-08-27,31.65
2015-08-28,31.0
2015-08-31,31.15
2015-09-01,30.35
2015-09-02,30.35
2015-09-03,30.65
2015-09-04,30.05
2015-09-07,29.3
2015-09-08,29.45
2015-09-09,30.25
2015-09-10,29.75
2015-09-11,30.75
2015-09-14,31.25
2015-09-15,31.3
2015-09-16,30.5
2015-09-18,30.65
2015-09-21,30.7
2015-09-22,30.55
2015-09-23,30.15
2015-09-24,31.1
2015-09-28,30.95
2015-09-29,30.7
2015-09-30,30.7
2015-10-01,31.3
2015-10-05,31.05
2015-10-06,30.9
2015-10-07,31.2
2015-10-08,31.0
2015-10-09,33.3
2015-10-12,32.7
2015-10-13,32.55
2015-10-14,32.25
2015-10-15,32.0
2015-10-16,32.35
2015-10-19,33.85
2015-10-20,35.2
2015-10-21,34.35
2015-10-23,32.65
2015-10-26,32.45
2015-10-27,31.9
2015-10-28,31.3
2015-10-29,31.85
2015-10-30,31.3
2015-11-02,30.5
2015-11-03,30.75
2015-11-04,30.8
2015-11-05,32.2
2015-11-06,31.2
2015-11-09,31.75
2015-11-10,31.6
2015-11-11,32.45
2015-11-13,32.2
2015-11-16,33.5
2015-11-17,33.75
2015-11-18,32.7
2015-11-19,32.55
2015-11-20,33.1
2015-11-23,33.25
2015-11-24,33.15
2015-11-26,35.2
2015-11-27,35.05
2015-11-30,35.45
2015-12-01,37.4
2015-12-02,37.7
2015-12-03,36.05
2015-12-04,35.85
2015-12-07,36.15
2015-12-08,37.25
2015-12-09,36.2
2015-12-10,36.6
2015-12-11,35.8
2015-12-14,35.3
2015-12-15,35.4
2015-12-16,35.0
2015-12-17,35.85
2015-12-18,35.9
2015-12-21,36.5
2015-12-22,36.35
2015-12-23,35.9
2015-12-24,37.05
2015-12-28,37.4
2015-12-29,36.3
2015-12-30,36.95
2015-12-31,37.05
