Date,UJAAS
2015-01-01,19.3
2015-01-02,21.5
2015-01-05,21.8
2015-01-06,20.9
2015-01-07,22.0
2015-01-08,21.85
2015-01-09,21.2
2015-01-12,19.95
2015-01-13,19.0
2015-01-14,20.4
2015-01-15,21.7
2015-01-16,21.7
2015-01-19,21.3
2015-01-20,18.7
2015-01-21,18.9
2015-01-22,18.3
2015-01-23,17.8
2015-01-27,19.5
2015-01-28,19.15
2015-01-29,20.5
2015-01-30,19.85
2015-02-02,19.7
2015-02-03,19.6
2015-02-04,19.5
2015-02-05,18.9
2015-02-06,18.5
2015-02-09,18.2
2015-02-10,18.2
2015-02-11,18.3
2015-02-12,18.95
2015-02-13,19.0
2015-02-16,19.7
2015-02-18,21.9
2015-02-19,23.3
2015-02-20,22.85
2015-02-23,21.45
2015-02-24,21.7
2015-02-25,21.55
2015-02-26,21.65
2015-02-27,22.05
2015-02-28,21.05
2015-03-02,21.9
2015-03-03,22.05
2015-03-04,20.85
2015-03-05,20.2
2015-03-09,19.8
2015-03-10,19.7
2015-03-11,18.8
2015-03-12,18.9
2015-03-13,18.55
2015-03-16,17.9
2015-03-17,17.75
2015-03-18,18.9
2015-03-19,17.9
2015-03-20,17.4
2015-03-23,16.9
2015-03-24,16.65
2015-03-25,16.0
2015-03-26,15.9
2015-03-27,15.7
2015-03-30,17.2
2015-03-31,16.9
2015-04-01,16.9
2015-04-06,17.8
2015-04-07,18.25
2015-04-08,18.6
2015-04-09,18.4
2015-04-10,18.2
2015-04-13,18.65
2015-04-15,19.05
2015-04-16,19.45
2015-04-17,19.05
2015-04-20,18.8
2015-04-21,19.65
2015-04-22,19.45
2015-04-23,18.95
2015-04-24,18.7
2015-04-27,17.25
2015-04-28,17.65
2015-04-29,17.85
2015-04-30,17.8
2015-05-04,18.3
2015-05-05,17.95
2015-05-06,17.15
2015-05-07,16.95
2015-05-08,17.2
2015-05-11,17.3
2015-05-12,16.95
2015-05-13,17.8
2015-05-14,17.55
2015-05-15,17.85
2015-05-18,17.85
2015-05-19,18.0
2015-05-20,17.65
2015-05-21,17.95
2015-05-22,17.0
2015-05-25,16.65
2015-05-26,16.35
2015-05-27,15.8
2015-05-28,15.7
2015-05-29,15.95
2015-06-01,16.2
2015-06-02,15.7
2015-06-03,14.85
2015-06-04,14.5
2015-06-05,14.95
2015-06-08,14.65
2015-06-09,14.7
2015-06-10,15.25
2015-06-11,14.2
2015-06-12,13.85
2015-06-15,13.8
2015-06-16,14.2
2015-06-17,15.8
2015-06-18,17.5
2015-06-19,17.25
2015-06-22,17.45
2015-06-23,17.9
2015-06-24,17.35
2015-06-25,16.55
2015-06-26,16.7
2015-06-29,15.95
2015-06-30,16.4
2015-07-01,16.3
2015-07-02,16.65
2015-07-03,16.5
2015-07-06,17.25
2015-07-07,17.65
2015-07-08,17.35
2015-07-09,17.05
2015-07-10,17.25
2015-07-13,17.35
2015-07-14,17.4
2015-07-15,17.6
2015-07-16,17.5
2015-07-17,17.3
2015-07-20,17.3
2015-07-21,16.8
2015-07-22,17.05
2015-07-23,16.8
2015-07-24,16.85
2015-07-27,18.6
2015-07-28,18.75
2015-07-29,19.05
2015-07-30,18.0
2015-07-31,17.75
2015-08-03,18.0
2015-08-04,18.1
2015-08-05,18.75
2015-08-06,19.15
2015-08-07,20.35
2015-08-10,20.3
2015-08-11,19.35
2015-08-12,18.2
2015-08-13,18.0
2015-08-14,16.95
2015-08-17,17.3
2015-08-18,17.2
2015-08-19,17.15
2015-08-20,16.85
2015-08-21,16.6
2015-08-24,14.65
2015-08-25,14.6
2015-08-26,15.0
2015-08-27,15.5
2015-08-28,15.55
2015-08-31,14.75
2015-09-01,14.5
2015-09-02,14.4
2015-09-03,15.35
2015-09-04,14.8
2015-09-07,14.4
2015-09-08,14.65
2015-09-09,15.7
2015-09-10,15.3
2015-09-11,15.25
2015-09-14,16.0
2015-09-15,15.85
2015-09-16,15.4
2015-09-18,15.8
2015-09-21,15.85
2015-09-22,15.55
2015-09-23,16.2
2015-09-24,16.05
2015-09-28,15.75
2015-09-29,15.85
2015-09-30,15.95
2015-10-01,15.7
2015-10-05,16.1
2015-10-06,16.55
2015-10-07,16.65
2015-10-08,16.5
2015-10-09,16.5
2015-10-12,16.45
2015-10-13,16.5
2015-10-14,16.65
2015-10-15,16.5
2015-10-16,15.95
2015-10-19,16.2
2015-10-20,16.7
2015-10-21,16.95
2015-10-23,16.95
2015-10-26,16.8
2015-10-27,16.65
2015-10-28,16.65
2015-10-29,16.75
2015-10-30,16.1
2015-11-02,15.8
2015-11-03,16.05
2015-11-04,16.05
2015-11-05,16.5
2015-11-06,16.25
2015-11-09,16.4
2015-11-10,16.35
2015-11-11,16.6
2015-11-13,16.0
2015-11-16,15.9
2015-11-17,16.65
2015-11-18,16.7
2015-11-19,16.95
2015-11-20,18.5
2015-11-23,18.5
2015-11-24,18.9
2015-11-26,20.5
2015-11-27,20.4
2015-11-30,20.6
2015-12-01,20.4
2015-12-02,20.85
2015-12-03,20.15
2015-12-04,21.1
2015-12-07,21.35
2015-12-08,20.1
2015-12-09,18.9
2015-12-10,19.9
2015-12-11,19.75
2015-12-14,20.35
2015-12-15,20.35
2015-12-16,20.7
2015-12-17,20.45
2015-12-18,20.15
2015-12-21,20.95
2015-12-22,20.35
2015-12-23,20.55
2015-12-24,20.05
2015-12-28,20.15
2015-12-29,19.85
2015-12-30,21.3
2015-12-31,21.6
