Date,MEGASOFT
2015-01-01,6.05
2015-01-02,6.35
2015-01-05,6.2
2015-01-06,5.9
2015-01-07,5.65
2015-01-08,5.75
2015-01-09,5.5
2015-01-12,5.7
2015-01-13,5.75
2015-01-14,5.55
2015-01-15,5.7
2015-01-16,5.75
2015-01-19,5.5
2015-01-20,5.55
2015-01-21,5.5
2015-01-22,5.35
2015-01-23,5.35
2015-01-27,5.55
2015-01-28,5.3
2015-01-29,5.1
2015-01-30,5.35
2015-02-02,5.55
2015-02-03,5.3
2015-02-04,5.45
2015-02-05,5.4
2015-02-06,5.9
2015-02-09,6.4
2015-02-10,6.45
2015-02-11,6.4
2015-02-12,6.35
2015-02-13,6.25
2015-02-16,5.65
2015-02-18,5.4
2015-02-19,5.3
2015-02-20,5.5
2015-02-23,5.2
2015-02-24,5.35
2015-02-25,5.55
2015-02-26,5.5
2015-02-27,5.4
2015-02-28,5.35
2015-03-02,5.25
2015-03-03,5.35
2015-03-04,5.4
2015-03-05,5.75
2015-03-09,5.4
2015-03-10,5.2
2015-03-11,5.3
2015-03-12,5.2
2015-03-13,5.2
2015-03-16,5.2
2015-03-17,5.25
2015-03-18,5.35
2015-03-19,5.1
2015-03-20,5.2
2015-03-23,5.05
2015-03-24,5.1
2015-03-25,4.8
2015-03-26,4.85
2015-03-27,4.9
2015-03-30,4.75
2015-03-31,5.0
2015-04-01,5.15
2015-04-06,5.05
2015-04-07,5.25
2015-04-08,5.25
2015-04-09,5.25
2015-04-10,5.45
2015-04-13,5.45
2015-04-15,5.6
2015-04-16,5.65
2015-04-17,5.2
2015-04-20,5.2
2015-04-21,5.25
2015-04-22,5.25
2015-04-23,4.9
2015-04-24,4.9
2015-04-27,4.9
2015-04-28,4.65
2015-04-29,4.65
2015-04-30,4.65
2015-05-04,4.9
2015-05-05,4.65
2015-05-06,4.85
2015-05-07,4.65
2015-05-08,4.75
2015-05-11,4.9
2015-05-12,4.55
2015-05-13,4.8
2015-05-14,4.65
2015-05-15,4.55
2015-05-18,4.6
2015-05-19,4.6
2015-05-20,4.65
2015-05-21,4.5
2015-05-22,4.5
2015-05-25,4.35
2015-05-26,4.4
2015-05-27,5.25
2015-05-28,5.5
2015-05-29,5.2
2015-06-01,5.0
2015-06-02,4.95
2015-06-03,4.9
2015-06-04,4.9
2015-06-05,4.6
2015-06-08,4.65
2015-06-09,4.7
2015-06-10,4.75
2015-06-11,4.85
2015-06-12,5.0
2015-06-15,4.8
2015-06-16,5.75
2015-06-17,5.75
2015-06-18,5.15
2015-06-19,5.4
2015-06-22,5.45
2015-06-23,5.65
2015-06-24,5.4
2015-06-25,5.75
2015-06-26,5.75
2015-06-29,5.55
2015-06-30,5.7
2015-07-01,5.6
2015-07-02,5.5
2015-07-03,5.9
2015-07-06,7.05
2015-07-07,7.7
2015-07-08,8.1
2015-07-09,8.3
2015-07-10,8.0
2015-07-13,7.8
2015-07-14,7.7
2015-07-15,7.15
2015-07-16,7.6
2015-07-17,7.8
2015-07-20,7.8
2015-07-21,7.5
2015-07-22,7.65
2015-07-23,7.2
2015-07-24,6.95
2015-07-27,6.85
2015-07-28,6.65
2015-07-29,6.85
2015-07-30,6.8
2015-07-31,7.45
2015-08-03,7.85
2015-08-04,8.05
2015-08-05,8.1
2015-08-06,7.95
2015-08-07,7.75
2015-08-10,7.65
2015-08-11,7.4
2015-08-12,6.8
2015-08-13,6.65
2015-08-14,6.7
2015-08-17,6.8
2015-08-18,6.8
2015-08-19,6.6
2015-08-20,6.05
2015-08-21,6.0
2015-08-24,5.4
2015-08-25,5.65
2015-08-26,5.5
2015-08-27,5.6
2015-08-28,5.5
2015-08-31,5.55
2015-09-01,5.45
2015-09-02,5.25
2015-09-03,5.25
2015-09-04,5.3
2015-09-07,5.1
2015-09-08,4.95
2015-09-09,5.15
2015-09-10,4.9
2015-09-11,4.75
2015-09-14,4.8
2015-09-15,4.85
2015-09-16,4.65
2015-09-18,4.6
2015-09-21,4.65
2015-09-22,4.5
2015-09-23,4.55
2015-09-24,4.4
2015-09-28,4.6
2015-09-29,4.6
2015-09-30,4.65
2015-10-01,4.8
2015-10-05,4.9
2015-10-06,5.2
2015-10-07,5.15
2015-10-08,5.3
2015-10-09,5.25
2015-10-12,5.2
2015-10-13,5.35
2015-10-14,5.1
2015-10-15,5.3
2015-10-16,5.3
2015-10-19,5.2
2015-10-20,5.35
2015-10-21,5.4
2015-10-23,5.65
2015-10-26,5.5
2015-10-27,5.4
2015-10-28,5.35
2015-10-29,5.4
2015-10-30,5.3
2015-11-02,5.25
2015-11-03,5.05
2015-11-04,5.0
2015-11-05,4.9
2015-11-06,4.85
2015-11-09,4.75
2015-11-10,4.75
2015-11-11,4.85
2015-11-13,4.7
2015-11-16,4.55
2015-11-17,5.1
2015-11-18,4.9
2015-11-19,4.85
2015-11-20,4.95
2015-11-23,4.7
2015-11-24,5.2
2015-11-26,5.45
2015-11-27,6.5
2015-11-30,7.3
2015-12-01,7.5
2015-12-02,7.4
2015-12-03,7.2
2015-12-04,7.0
2015-12-07,7.05
2015-12-08,6.7
2015-12-09,6.3
2015-12-10,6.4
2015-12-11,6.75
2015-12-14,6.9
2015-12-15,6.95
2015-12-16,6.85
2015-12-17,7.15
2015-12-18,7.15
2015-12-21,7.5
2015-12-22,7.25
2015-12-23,7.2
2015-12-24,7.2
2015-12-28,7.6
2015-12-29,7.5
2015-12-30,7.45
2015-12-31,7.6
