Date,JUBLFOOD
2015-01-01,1365.7
2015-01-02,1371.5
2015-01-05,1380.3
2015-01-06,1336.2
2015-01-07,1319.05
2015-01-08,1351.9
2015-01-09,1375.5
2015-01-12,1418.4
2015-01-13,1397.1
2015-01-14,1398.1
2015-01-15,1414.15
2015-01-16,1417.65
2015-01-19,1406.9
2015-01-20,1382.05
2015-01-21,1400.4
2015-01-22,1405.0
2015-01-23,1394.35
2015-01-27,1421.5
2015-01-28,1425.75
2015-01-29,1417.4
2015-01-30,1390.05
2015-02-02,1401.75
2015-02-03,1388.1
2015-02-04,1347.2
2015-02-05,1431.95
2015-02-06,1475.75
2015-02-09,1456.25
2015-02-10,1523.7
2015-02-11,1547.8
2015-02-12,1624.7
2015-02-13,1623.1
2015-02-16,1635.8
2015-02-18,1688.65
2015-02-19,1625.55
2015-02-20,1617.7
2015-02-23,1592.15
2015-02-24,1665.6
2015-02-25,1681.2
2015-02-26,1682.7
2015-02-27,1658.1
2015-02-28,1647.9
2015-03-02,1664.55
2015-03-03,1675.4
2015-03-04,1643.25
2015-03-05,1639.0
2015-03-09,1597.95
2015-03-10,1577.5
2015-03-11,1551.95
2015-03-12,1617.75
2015-03-13,1589.15
2015-03-16,1561.05
2015-03-17,1559.25
2015-03-18,1552.35
2015-03-19,1519.8
2015-03-20,1586.45
2015-03-23,1575.45
2015-03-24,1518.8
2015-03-25,1524.7
2015-03-26,1491.2
2015-03-27,1508.5
2015-03-30,1497.2
2015-03-31,1478.35
2015-04-01,1476.55
2015-04-06,1528.6
2015-04-07,1558.4
2015-04-08,1606.0
2015-04-09,1604.85
2015-04-10,1608.25
2015-04-13,1594.35
2015-04-15,1557.7
2015-04-16,1525.35
2015-04-17,1474.45
2015-04-20,1439.2
2015-04-21,1433.95
2015-04-22,1429.55
2015-04-23,1420.75
2015-04-24,1408.75
2015-04-27,1387.9
2015-04-28,1418.55
2015-04-29,1452.45
2015-04-30,1491.2
2015-05-04,1503.05
2015-05-05,1494.0
2015-05-06,1402.4
2015-05-07,1420.15
2015-05-08,1430.9
2015-05-11,1475.45
2015-05-12,1463.5
2015-05-13,1551.65
2015-05-14,1566.3
2015-05-15,1752.2
2015-05-18,1753.15
2015-05-19,1757.85
2015-05-20,1760.45
2015-05-21,1766.2
2015-05-22,1751.4
2015-05-25,1743.95
2015-05-26,1747.2
2015-05-27,1758.1
2015-05-28,1757.1
2015-05-29,1790.55
2015-06-01,1813.8
2015-06-02,1751.3
2015-06-03,1748.15
2015-06-04,1730.8
2015-06-05,1707.9
2015-06-08,1691.55
2015-06-09,1675.0
2015-06-10,1730.6
2015-06-11,1700.35
2015-06-12,1735.3
2015-06-15,1761.45
2015-06-16,1788.5
2015-06-17,1791.55
2015-06-18,1794.75
2015-06-19,1823.15
2015-06-22,1831.3
2015-06-23,1818.8
2015-06-24,1803.35
2015-06-25,1854.1
2015-06-26,1856.45
2015-06-29,1838.85
2015-06-30,1857.55
2015-07-01,1860.1
2015-07-02,1886.7
2015-07-03,1914.05
2015-07-06,1931.9
2015-07-07,1937.0
2015-07-08,1897.95
