Date,SESHAPAPER
2015-01-01,227.25
2015-01-02,229.35
2015-01-05,228.35
2015-01-06,226.4
2015-01-07,225.05
2015-01-08,244.55
2015-01-09,247.1
2015-01-12,250.05
2015-01-13,243.35
2015-01-14,238.65
2015-01-15,232.5
2015-01-16,233.4
2015-01-19,236.2
2015-01-20,240.7
2015-01-21,243.2
2015-01-22,235.65
2015-01-23,239.85
2015-01-27,241.65
2015-01-28,243.5
2015-01-29,240.25
2015-01-30,241.1
2015-02-02,236.7
2015-02-03,238.05
2015-02-04,237.15
2015-02-05,232.85
2015-02-06,232.0
2015-02-09,229.4
2015-02-10,231.75
2015-02-11,227.2
2015-02-12,227.75
2015-02-13,228.75
2015-02-16,226.85
2015-02-18,226.0
2015-02-19,225.25
2015-02-20,226.0
2015-02-23,224.5
2015-02-24,222.65
2015-02-25,215.55
2015-02-26,211.25
2015-02-27,211.65
2015-02-28,210.5
2015-03-02,210.9
2015-03-03,210.4
2015-03-04,209.95
2015-03-05,210.85
2015-03-09,207.25
2015-03-10,206.0
2015-03-11,204.4
2015-03-12,205.2
2015-03-13,201.0
2015-03-16,200.1
2015-03-17,201.95
2015-03-18,199.3
2015-03-19,196.0
2015-03-20,191.75
2015-03-23,191.15
2015-03-24,183.0
2015-03-25,183.1
2015-03-26,183.0
2015-03-27,182.5
2015-03-31,185.55
2015-04-01,188.3
2015-04-06,190.3
2015-04-07,189.7
2015-04-08,195.8
2015-04-09,190.35
2015-04-10,199.5
2015-04-13,198.15
2015-04-15,199.15
2015-04-16,199.95
2015-04-17,196.4
2015-04-20,191.25
2015-04-21,199.1
2015-04-22,195.35
2015-04-23,190.45
2015-04-24,189.2
2015-04-27,184.3
2015-04-28,190.0
2015-04-29,182.95
2015-04-30,187.55
2015-05-04,190.0
2015-05-05,191.8
2015-05-06,182.1
2015-05-07,187.0
2015-05-08,184.5
2015-05-11,191.0
2015-05-12,188.25
2015-05-13,184.6
2015-05-14,184.6
2015-05-15,186.25
2015-05-18,187.1
2015-05-19,183.55
2015-05-20,188.7
2015-05-21,185.0
2015-05-22,186.15
2015-05-25,183.55
2015-05-26,184.75
2015-05-27,184.35
2015-05-28,182.75
2015-05-29,190.45
2015-06-01,189.15
2015-06-02,189.65
2015-06-03,200.55
2015-06-04,204.55
2015-06-05,208.9
2015-06-08,204.8
2015-06-09,209.5
2015-06-10,208.3
2015-06-11,198.05
2015-06-12,204.0
2015-06-15,191.8
2015-06-16,190.1
2015-06-17,192.45
2015-06-18,197.3
2015-06-19,193.3
2015-06-22,192.0
2015-06-23,194.15
2015-06-24,198.8
2015-06-25,195.5
2015-06-26,195.0
2015-06-29,195.85
2015-06-30,198.25
2015-07-01,200.8
2015-07-02,198.8
2015-07-03,197.7
2015-07-06,199.7
2015-07-07,203.0
2015-07-08,199.75
2015-07-09,202.9
2015-07-10,202.25
2015-07-13,205.6
2015-07-14,204.0
2015-07-15,208.85
2015-07-16,208.15
2015-07-17,207.6
2015-07-20,210.7
2015-07-21,207.7
2015-07-22,207.7
2015-07-23,210.2
2015-07-24,210.55
2015-07-27,205.0
2015-07-28,209.2
2015-07-29,209.4
2015-07-30,220.0
2015-07-31,228.85
2015-08-03,232.65
2015-08-04,231.4
2015-08-05,217.75
2015-08-06,216.8
2015-08-07,218.0
2015-08-10,214.2
2015-08-11,214.95
2015-08-12,210.05
2015-08-13,209.05
2015-08-14,223.75
2015-08-17,218.7
2015-08-18,218.6
2015-08-19,222.35
2015-08-20,214.9
2015-08-21,207.0
2015-08-24,199.7
2015-08-25,195.0
2015-08-26,198.55
2015-08-27,197.75
2015-08-28,204.0
2015-08-31,195.25
2015-09-01,192.15
2015-09-03,192.2
2015-09-04,204.35
2015-09-07,201.1
2015-09-08,217.3
2015-09-09,219.65
2015-09-10,227.9
2015-09-11,237.5
2015-09-14,232.45
2015-09-15,246.4
2015-09-16,241.2
2015-09-18,238.85
2015-09-21,233.9
2015-09-22,233.0
2015-09-23,230.15
2015-09-24,230.0
2015-09-28,227.3
2015-09-29,227.35
2015-09-30,225.5
2015-10-01,227.2
2015-10-05,223.6
2015-10-06,225.0
2015-10-07,224.35
2015-10-08,225.0
2015-10-09,225.0
2015-10-12,230.0
2015-10-13,230.0
2015-10-14,230.0
2015-10-15,232.0
2015-10-16,230.0
2015-10-19,234.2
2015-10-20,237.9
2015-10-21,232.2
2015-10-23,231.5
2015-10-26,228.35
2015-10-27,228.1
2015-10-28,234.6
2015-10-29,224.0
2015-10-30,230.05
2015-11-03,220.5
2015-11-04,227.0
2015-11-05,224.0
2015-11-06,225.0
2015-11-09,220.5
2015-11-10,226.2
2015-11-13,225.0
2015-11-16,225.25
2015-11-17,224.0
2015-11-18,228.95
2015-11-19,225.0
2015-11-20,226.1
2015-11-23,229.25
2015-11-24,227.0
2015-11-26,227.0
2015-11-27,226.0
2015-11-30,232.2
2015-12-01,226.3
2015-12-02,229.0
2015-12-03,224.1
2015-12-04,229.0
2015-12-07,229.2
2015-12-08,222.0
2015-12-09,218.3
2015-12-10,222.3
2015-12-11,223.5
2015-12-14,222.0
2015-12-15,226.55
2015-12-16,222.1
2015-12-17,227.0
2015-12-18,225.3
2015-12-21,225.8
2015-12-22,233.05
2015-12-23,232.0
2015-12-24,230.0
2015-12-28,237.5
2015-12-29,231.2
2015-12-30,230.0
2015-12-31,238.95
