Date,SWARAJENG
2015-01-01,893.8
2015-01-02,892.15
2015-01-05,906.2
2015-01-06,899.3
2015-01-07,897.2
2015-01-08,899.9
2015-01-09,901.15
2015-01-12,907.6
2015-01-13,932.05
2015-01-14,961.55
2015-01-15,977.0
2015-01-16,968.35
2015-01-19,976.35
2015-01-20,969.75
2015-01-21,942.15
2015-01-22,935.85
2015-01-23,946.15
2015-01-27,959.75
2015-01-28,956.95
2015-01-29,957.35
2015-01-30,873.2
2015-02-02,865.0
2015-02-03,828.65
2015-02-04,828.05
2015-02-05,832.3
2015-02-06,825.5
2015-02-09,819.9
2015-02-10,816.0
2015-02-11,837.85
2015-02-12,836.7
2015-02-13,826.95
2015-02-16,826.7
2015-02-18,821.2
2015-02-19,839.65
2015-02-20,837.85
2015-02-23,812.2
2015-02-24,807.1
2015-02-25,810.55
2015-02-26,786.15
2015-02-27,796.7
2015-02-28,784.05
2015-03-02,789.05
2015-03-03,780.15
2015-03-04,777.15
2015-03-05,783.0
2015-03-09,784.45
2015-03-10,781.75
2015-03-11,787.3
2015-03-12,787.55
2015-03-13,769.95
2015-03-16,776.8
2015-03-17,813.75
2015-03-18,821.6
2015-03-19,815.3
2015-03-20,811.15
2015-03-23,802.0
2015-03-24,796.55
2015-03-25,811.3
2015-03-26,804.6
2015-03-27,797.25
2015-03-30,804.7
2015-03-31,808.45
2015-04-01,811.5
2015-04-06,826.05
2015-04-07,834.9
2015-04-08,878.0
2015-04-09,878.35
2015-04-10,885.65
2015-04-13,868.95
2015-04-15,873.0
2015-04-16,854.8
2015-04-17,835.4
2015-04-20,821.4
2015-04-21,831.4
2015-04-22,841.1
2015-04-23,831.8
2015-04-24,817.05
2015-04-27,788.9
2015-04-28,806.7
2015-04-29,805.1
2015-04-30,807.55
2015-05-04,833.05
2015-05-05,820.3
2015-05-06,802.0
2015-05-07,781.6
2015-05-08,788.2
2015-05-11,834.55
2015-05-12,805.7
2015-05-13,804.0
2015-05-14,821.2
2015-05-15,821.8
2015-05-18,822.65
2015-05-19,829.05
2015-05-20,838.1
2015-05-21,838.0
2015-05-22,834.55
2015-05-25,840.55
2015-05-26,843.25
2015-05-27,837.85
2015-05-28,837.95
2015-05-29,838.25
2015-06-01,818.25
2015-06-02,820.85
2015-06-03,813.15
2015-06-04,804.8
2015-06-05,805.1
2015-06-08,796.05
2015-06-09,792.25
2015-06-10,796.75
2015-06-11,797.1
2015-06-12,805.5
2015-06-15,816.25
2015-06-16,815.8
2015-06-17,826.4
2015-06-18,833.5
2015-06-19,832.8
2015-06-22,871.5
2015-06-23,891.65
2015-06-24,897.8
2015-06-25,884.75
2015-06-26,881.3
2015-06-29,891.35
2015-06-30,906.1
2015-07-01,909.0
2015-07-02,914.65
2015-07-03,930.45
2015-07-06,941.2
2015-07-07,956.1
2015-07-08,940.95
2015-07-09,894.65
2015-07-10,865.35
2015-07-13,873.45
2015-07-14,875.6
2015-07-15,872.3
2015-07-16,877.25
2015-07-17,875.8
2015-07-20,872.55
2015-07-21,872.85
2015-07-22,868.45
2015-07-23,885.25
2015-07-24,871.75
2015-07-27,855.65
2015-07-28,909.2
2015-07-29,920.7
2015-07-30,917.5
2015-07-31,918.6
2015-08-03,909.95
2015-08-04,982.25
2015-08-05,988.35
2015-08-06,988.05
2015-08-07,991.1
2015-08-10,995.1
2015-08-11,990.25
2015-08-12,962.95
2015-08-13,957.3
2015-08-14,960.6
2015-08-17,961.3
2015-08-18,936.55
2015-08-19,951.25
2015-08-20,949.95
2015-08-21,931.95
2015-08-24,849.05
2015-08-25,843.9
2015-08-26,861.45
2015-08-27,889.35
2015-08-28,893.6
2015-08-31,896.3
2015-09-01,878.75
2015-09-02,864.85
2015-09-03,875.45
2015-09-04,858.3
2015-09-07,855.1
2015-09-08,848.8
2015-09-09,860.35
2015-09-10,843.85
2015-09-11,851.65
2015-09-14,861.25
2015-09-15,865.05
2015-09-16,872.1
2015-09-18,868.7
2015-09-21,874.0
2015-09-22,875.35
2015-09-23,870.85
2015-09-24,871.8
2015-09-28,869.75
2015-09-29,871.3
2015-09-30,881.05
2015-10-01,871.8
2015-10-05,881.1
2015-10-06,878.95
2015-10-07,876.5
2015-10-08,873.75
2015-10-09,874.15
2015-10-12,846.25
2015-10-13,848.75
2015-10-14,865.35
2015-10-15,857.65
2015-10-16,872.6
2015-10-19,876.95
2015-10-20,910.0
2015-10-21,943.1
2015-10-23,927.25
2015-10-26,923.9
2015-10-27,930.3
2015-10-28,932.35
2015-10-29,934.8
2015-10-30,938.25
2015-11-02,945.1
2015-11-03,941.9
2015-11-04,945.1
2015-11-05,945.35
2015-11-06,949.7
2015-11-09,945.85
2015-11-10,940.5
2015-11-11,943.65
2015-11-13,932.65
2015-11-16,936.55
2015-11-17,939.35
2015-11-18,931.95
2015-11-19,931.3
2015-11-20,926.4
2015-11-23,923.3
2015-11-24,918.5
2015-11-26,912.95
2015-11-27,913.95
2015-11-30,903.25
2015-12-01,915.0
2015-12-02,916.45
2015-12-03,927.55
2015-12-04,914.9
2015-12-07,911.75
2015-12-08,912.1
2015-12-09,895.85
2015-12-10,894.75
2015-12-11,893.85
2015-12-14,913.7
2015-12-15,927.0
2015-12-16,934.4
2015-12-17,919.75
2015-12-18,940.65
2015-12-21,950.1
2015-12-22,950.1
2015-12-23,947.65
2015-12-24,955.65
2015-12-28,969.4
2015-12-29,956.9
2015-12-30,958.25
2015-12-31,969.55
