Date,POLARIS
2015-01-01,175.55
2015-01-02,176.45
2015-01-05,174.4
2015-01-06,168.55
2015-01-07,167.0
2015-01-08,168.3
2015-01-09,164.45
2015-01-12,159.75
2015-01-13,166.7
2015-01-14,168.3
2015-01-15,168.05
2015-01-16,163.75
2015-01-19,167.7
2015-01-20,167.5
2015-01-21,166.8
2015-01-22,170.3
2015-01-23,158.85
2015-01-27,159.85
2015-01-28,156.4
2015-01-29,146.05
2015-01-30,148.55
2015-02-02,147.2
2015-02-03,139.9
2015-02-04,137.6
2015-02-05,138.2
2015-02-06,135.45
2015-02-09,135.2
2015-02-10,135.6
2015-02-11,136.1
2015-02-12,142.9
2015-02-13,142.8
2015-02-16,143.9
2015-02-18,146.95
2015-02-19,146.05
2015-02-20,144.4
2015-02-23,142.7
2015-02-24,140.9
2015-02-25,140.95
2015-02-26,140.4
2015-02-27,142.3
2015-02-28,140.3
2015-03-02,147.05
2015-03-03,153.3
2015-03-04,148.6
2015-03-05,148.2
2015-03-09,145.2
2015-03-10,145.75
2015-03-11,153.65
2015-03-12,158.85
2015-03-13,158.55
2015-03-16,156.4
2015-03-17,161.4
2015-03-18,158.35
2015-03-19,163.35
2015-03-20,161.1
2015-03-23,155.8
2015-03-24,155.7
2015-03-25,156.9
2015-03-26,154.65
2015-03-27,160.15
2015-03-30,165.45
2015-03-31,165.45
2015-04-01,162.05
2015-04-06,161.35
2015-04-07,162.2
2015-04-08,163.6
2015-04-09,163.05
2015-04-10,169.6
2015-04-13,164.9
2015-04-15,168.1
2015-04-16,169.05
2015-04-17,165.9
2015-04-20,160.95
2015-04-21,158.4
2015-04-22,160.65
2015-04-23,160.5
2015-04-24,148.65
2015-04-27,145.05
2015-04-28,148.85
2015-04-29,153.2
2015-04-30,157.1
2015-05-04,170.8
2015-05-05,171.1
2015-05-06,165.7
2015-05-07,158.1
2015-05-08,166.85
2015-05-11,169.95
2015-05-12,168.1
2015-05-13,169.85
2015-05-14,170.05
2015-05-15,171.2
2015-05-18,175.8
2015-05-19,172.25
2015-05-20,176.3
2015-05-21,173.1
2015-05-22,174.0
2015-05-25,171.35
2015-05-26,170.75
2015-05-27,173.45
2015-05-28,174.75
2015-05-29,173.9
2015-06-01,175.0
2015-06-02,176.55
2015-06-03,176.0
2015-06-04,184.15
2015-06-05,185.85
2015-06-08,182.9
2015-06-09,182.85
2015-06-10,170.95
2015-06-11,169.7
2015-06-12,161.3
2015-06-15,159.25
2015-06-16,156.2
2015-06-17,160.0
2015-06-18,166.15
2015-06-19,164.6
2015-06-22,172.2
2015-06-23,168.75
2015-06-24,162.85
2015-06-25,163.15
2015-06-26,162.65
2015-06-29,157.05
2015-06-30,157.75
2015-07-01,160.15
2015-07-02,165.15
2015-07-03,162.9
2015-07-06,165.65
2015-07-07,164.05
2015-07-08,161.8
2015-07-09,162.1
2015-07-10,163.45
2015-07-13,167.2
2015-07-14,174.85
2015-07-15,177.55
2015-07-16,181.7
2015-07-17,181.15
2015-07-20,192.75
2015-07-21,184.6
2015-07-22,193.95
2015-07-23,211.05
2015-07-24,201.35
2015-07-27,195.75
2015-07-28,187.95
2015-07-29,191.75
2015-07-30,193.8
2015-07-31,191.7
2015-08-03,207.55
2015-08-04,202.35
2015-08-05,211.7
2015-08-06,203.4
2015-08-07,199.6
2015-08-10,208.0
2015-08-11,207.8
2015-08-12,202.5
2015-08-13,194.55
2015-08-14,203.55
2015-08-17,197.25
2015-08-18,197.9
2015-08-19,196.3
2015-08-20,191.6
2015-08-21,185.2
2015-08-24,158.05
2015-08-25,169.25
2015-08-26,168.2
2015-08-27,175.0
2015-08-28,166.8
2015-08-31,167.3
2015-09-01,164.9
2015-09-02,166.25
2015-09-03,167.9
2015-09-04,162.2
2015-09-07,158.8
2015-09-08,159.65
2015-09-09,164.2
2015-09-10,161.45
2015-09-11,164.35
2015-09-14,168.4
2015-09-15,163.65
2015-09-16,165.05
2015-09-18,170.5
2015-09-21,183.8
2015-09-22,186.85
2015-09-23,193.85
2015-09-24,196.6
2015-09-28,191.9
2015-09-29,194.85
2015-09-30,197.9
2015-10-01,191.4
2015-10-05,185.9
2015-10-06,187.0
2015-10-07,186.2
2015-10-08,184.0
2015-10-09,188.7
2015-10-12,190.65
2015-10-13,190.2
2015-10-14,190.2
2015-10-15,195.25
2015-10-16,192.75
2015-10-19,193.0
2015-10-20,194.9
2015-10-21,195.35
2015-10-23,193.65
2015-10-26,195.55
2015-10-27,192.9
2015-10-28,198.3
2015-10-29,193.25
2015-10-30,192.1
2015-11-02,198.35
2015-11-03,203.05
2015-11-04,206.75
2015-11-05,203.65
2015-11-06,204.1
2015-11-09,204.3
2015-11-10,202.05
2015-11-11,202.35
2015-11-13,200.05
2015-11-16,201.3
2015-11-17,201.75
2015-11-18,203.15
2015-11-19,203.6
2015-11-20,202.3
2015-11-23,203.1
2015-11-24,203.3
2015-11-26,203.3
2015-11-27,206.55
2015-11-30,203.8
2015-12-01,204.95
2015-12-02,205.05
2015-12-03,204.1
2015-12-04,204.1
2015-12-07,204.85
2015-12-08,204.3
2015-12-09,204.5
2015-12-10,204.25
2015-12-11,204.3
2015-12-14,204.95
2015-12-15,205.5
2015-12-16,205.6
2015-12-17,205.85
2015-12-18,207.5
2015-12-21,208.0
2015-12-22,208.25
2015-12-23,209.65
2015-12-24,210.45
2015-12-28,211.25
2015-12-29,211.55
2015-12-30,211.55
2015-12-31,210.5
