Date,MCLEODRUSS
2015-01-01,232.7
2015-01-02,234.05
2015-01-05,231.4
2015-01-06,220.5
2015-01-07,219.0
2015-01-08,220.15
2015-01-09,222.75
2015-01-12,220.4
2015-01-13,216.95
2015-01-14,217.65
2015-01-15,219.25
2015-01-16,216.75
2015-01-19,218.0
2015-01-20,220.95
2015-01-21,213.1
2015-01-22,212.85
2015-01-23,211.65
2015-01-27,208.0
2015-01-28,203.6
2015-01-29,203.5
2015-01-30,205.85
2015-02-02,208.6
2015-02-03,212.05
2015-02-04,214.8
2015-02-05,211.55
2015-02-06,208.95
2015-02-09,208.85
2015-02-10,210.35
2015-02-11,211.05
2015-02-12,211.1
2015-02-13,230.85
2015-02-16,224.1
2015-02-18,226.3
2015-02-19,228.75
2015-02-20,225.45
2015-02-23,222.9
2015-02-24,219.95
2015-02-25,223.55
2015-02-26,228.3
2015-02-27,231.4
2015-02-28,225.15
2015-03-02,232.75
2015-03-03,232.4
2015-03-04,239.95
2015-03-05,244.0
2015-03-09,239.95
2015-03-10,239.95
2015-03-11,241.2
2015-03-12,251.8
2015-03-13,245.45
2015-03-16,247.15
2015-03-17,245.05
2015-03-18,246.7
2015-03-19,241.4
2015-03-20,235.9
2015-03-23,239.8
2015-03-24,240.1
2015-03-25,245.05
2015-03-26,244.65
2015-03-27,238.05
2015-03-30,245.05
2015-03-31,239.45
2015-04-01,240.55
2015-04-06,240.35
2015-04-07,245.45
2015-04-08,245.35
2015-04-09,251.05
2015-04-10,252.55
2015-04-13,255.3
2015-04-15,260.05
2015-04-16,260.0
2015-04-17,261.75
2015-04-20,250.7
2015-04-21,247.7
2015-04-22,255.1
2015-04-23,255.1
2015-04-24,252.85
2015-04-27,242.2
2015-04-28,242.8
2015-04-29,242.45
2015-04-30,242.3
2015-05-04,238.65
2015-05-05,238.05
2015-05-06,236.85
2015-05-07,239.75
2015-05-08,245.45
2015-05-11,246.9
2015-05-12,241.6
2015-05-13,242.55
2015-05-14,240.3
2015-05-15,246.5
2015-05-18,250.05
2015-05-19,245.0
2015-05-20,250.9
2015-05-21,255.1
2015-05-22,245.8
2015-05-25,242.3
2015-05-26,247.2
2015-05-27,241.8
2015-05-28,236.05
2015-05-29,240.35
2015-06-01,245.1
2015-06-02,245.05
2015-06-03,235.1
2015-06-04,227.1
2015-06-05,235.1
2015-06-08,234.25
2015-06-09,237.0
2015-06-10,234.45
2015-06-11,234.15
2015-06-12,232.15
2015-06-15,230.9
2015-06-16,230.9
2015-06-17,233.05
2015-06-18,234.45
2015-06-19,239.55
2015-06-22,239.25
2015-06-23,239.05
2015-06-24,234.6
2015-06-25,241.8
2015-06-26,234.5
2015-06-29,222.3
2015-06-30,226.95
2015-07-01,222.4
2015-07-02,224.5
2015-07-03,222.25
2015-07-06,220.9
2015-07-07,235.25
2015-07-08,228.95
2015-07-09,226.6
2015-07-10,229.7
2015-07-13,227.9
2015-07-14,230.0
2015-07-15,230.4
2015-07-16,231.8
2015-07-17,233.25
2015-07-20,231.65
2015-07-21,228.55
2015-07-22,228.35
2015-07-23,232.8
2015-07-24,230.4
2015-07-27,227.8
2015-07-28,228.05
2015-07-29,226.25
2015-07-30,224.65
2015-07-31,225.25
2015-08-03,228.25
2015-08-04,225.1
2015-08-05,222.35
2015-08-06,220.0
2015-08-07,217.05
2015-08-10,216.0
2015-08-11,210.05
2015-08-12,200.25
2015-08-13,196.3
2015-08-14,200.7
2015-08-17,197.75
2015-08-18,198.45
2015-08-19,197.1
2015-08-20,196.6
2015-08-21,196.75
2015-08-24,172.55
2015-08-25,170.05
2015-08-26,165.8
2015-08-27,166.1
2015-08-28,169.15
2015-08-31,166.05
2015-09-01,160.35
2015-09-02,155.7
2015-09-03,159.5
2015-09-04,153.75
2015-09-07,150.75
2015-09-08,151.15
2015-09-09,166.75
2015-09-10,164.65
2015-09-11,165.05
2015-09-14,161.4
2015-09-15,167.05
2015-09-16,160.15
2015-09-18,153.4
2015-09-21,154.0
2015-09-22,151.65
2015-09-23,151.95
2015-09-24,149.45
2015-09-28,149.3
2015-09-29,151.75
2015-09-30,154.2
2015-10-01,155.4
2015-10-05,159.0
2015-10-06,160.15
2015-10-07,164.6
2015-10-08,172.8
2015-10-09,171.85
2015-10-12,171.35
2015-10-13,170.2
2015-10-14,171.5
2015-10-15,176.0
2015-10-16,176.85
2015-10-19,182.45
2015-10-20,186.4
2015-10-21,178.7
2015-10-23,176.0
2015-10-26,174.45
2015-10-27,178.45
2015-10-28,176.2
2015-10-29,175.35
2015-10-30,171.9
2015-11-02,176.05
2015-11-03,172.3
2015-11-04,166.8
2015-11-05,162.9
2015-11-06,165.65
2015-11-09,166.5
2015-11-10,165.4
2015-11-11,166.8
2015-11-13,166.9
2015-11-16,167.65
2015-11-17,176.1
2015-11-18,172.35
2015-11-19,174.0
2015-11-20,178.35
2015-11-23,177.05
2015-11-24,174.0
2015-11-26,178.15
2015-11-27,178.8
2015-11-30,180.05
2015-12-01,178.7
2015-12-02,183.1
2015-12-03,177.95
2015-12-04,177.8
2015-12-07,176.6
2015-12-08,177.7
2015-12-09,173.15
2015-12-10,174.95
2015-12-11,170.7
2015-12-14,171.35
2015-12-15,172.35
2015-12-16,172.65
2015-12-17,174.7
2015-12-18,174.35
2015-12-21,176.3
2015-12-22,175.25
2015-12-23,171.95
2015-12-24,171.55
2015-12-28,170.5
2015-12-29,169.45
2015-12-30,172.85
2015-12-31,173.55
