Date,TARAJEWELS
2015-01-01,83.15
2015-01-02,84.3
2015-01-05,81.1
2015-01-06,79.15
2015-01-07,80.0
2015-01-08,80.8
2015-01-09,80.0
2015-01-12,80.45
2015-01-13,81.65
2015-01-14,80.95
2015-01-15,82.35
2015-01-16,81.15
2015-01-19,82.25
2015-01-20,82.05
2015-01-21,83.55
2015-01-22,84.75
2015-01-23,82.1
2015-01-27,79.5
2015-01-28,78.0
2015-01-29,79.45
2015-01-30,80.2
2015-02-02,80.8
2015-02-03,80.75
2015-02-04,81.4
2015-02-05,80.4
2015-02-06,79.7
2015-02-09,79.6
2015-02-10,77.95
2015-02-11,77.8
2015-02-12,77.95
2015-02-13,77.85
2015-02-16,78.3
2015-02-18,78.3
2015-02-19,78.95
2015-02-20,78.7
2015-02-23,81.7
2015-02-24,78.75
2015-02-25,79.45
2015-02-26,76.75
2015-02-27,77.9
2015-02-28,76.95
2015-03-02,75.8
2015-03-03,76.2
2015-03-04,75.55
2015-03-05,75.0
2015-03-09,74.6
2015-03-10,73.95
2015-03-11,71.45
2015-03-12,70.85
2015-03-13,68.95
2015-03-16,68.2
2015-03-17,70.2
2015-03-18,68.85
2015-03-19,69.5
2015-03-20,67.9
2015-03-23,64.1
2015-03-24,63.85
2015-03-25,59.6
2015-03-26,53.1
2015-03-27,54.3
2015-03-30,56.0
2015-03-31,55.1
2015-04-01,57.8
2015-04-06,64.55
2015-04-07,64.8
2015-04-08,67.45
2015-04-09,67.25
2015-04-10,65.0
2015-04-13,65.55
2015-04-15,65.8
2015-04-16,63.1
2015-04-17,63.7
2015-04-20,63.35
2015-04-21,64.3
2015-04-22,64.8
2015-04-23,65.0
2015-04-24,62.45
2015-04-27,62.65
2015-04-28,61.85
2015-04-29,65.15
2015-04-30,63.2
2015-05-04,64.1
2015-05-05,63.8
2015-05-06,61.2
2015-05-07,60.85
2015-05-08,59.75
2015-05-11,61.9
2015-05-12,60.1
2015-05-13,58.95
2015-05-14,59.0
2015-05-15,59.05
2015-05-18,65.4
2015-05-19,64.85
2015-05-20,63.75
2015-05-21,64.35
2015-05-22,65.55
2015-05-25,67.0
2015-05-26,62.75
2015-05-27,62.4
2015-05-28,62.05
2015-05-29,62.0
2015-06-01,61.4
2015-06-02,60.3
2015-06-03,60.2
2015-06-04,59.95
2015-06-05,58.55
2015-06-08,58.8
2015-06-09,58.55
2015-06-10,59.95
2015-06-11,58.65
2015-06-12,57.75
2015-06-15,59.25
2015-06-16,56.95
2015-06-17,58.7
2015-06-18,58.2
2015-06-19,58.7
2015-06-22,59.95
2015-06-23,58.65
2015-06-24,59.85
2015-06-25,59.95
2015-06-26,58.5
2015-06-29,57.6
2015-06-30,60.0
2015-07-01,58.75
2015-07-02,58.85
2015-07-03,58.9
2015-07-06,58.6
2015-07-07,59.25
2015-07-08,59.45
2015-07-09,58.45
2015-07-10,58.55
2015-07-13,57.95
2015-07-14,58.0
2015-07-15,59.25
2015-07-16,58.4
2015-07-17,58.15
2015-07-20,57.75
2015-07-21,57.2
2015-07-22,58.4
2015-07-23,57.9
2015-07-24,57.85
2015-07-27,56.45
2015-07-28,56.55
2015-07-29,56.95
2015-07-30,57.0
2015-07-31,57.1
2015-08-03,56.85
2015-08-04,57.5
2015-08-05,56.65
2015-08-06,56.45
2015-08-07,56.0
2015-08-10,56.05
2015-08-11,56.0
2015-08-12,56.65
2015-08-13,56.25
2015-08-14,55.8
2015-08-17,54.2
2015-08-18,54.05
2015-08-19,52.8
2015-08-20,52.7
2015-08-21,49.1
2015-08-24,42.2
2015-08-25,39.95
2015-08-26,39.5
2015-08-27,40.75
2015-08-28,38.2
2015-08-31,37.9
2015-09-01,37.4
2015-09-02,36.9
2015-09-03,35.6
2015-09-04,34.8
2015-09-07,35.55
2015-09-08,33.2
2015-09-09,33.0
2015-09-10,32.0
2015-09-11,34.1
2015-09-14,33.8
2015-09-15,33.25
2015-09-16,32.7
2015-09-18,32.25
2015-09-21,32.95
2015-09-22,32.55
2015-09-23,33.75
2015-09-24,34.85
2015-09-28,34.3
2015-09-29,33.5
2015-09-30,33.8
2015-10-01,33.1
2015-10-05,35.9
2015-10-06,39.0
2015-10-07,37.4
2015-10-08,38.5
2015-10-09,37.75
2015-10-12,40.45
2015-10-13,42.75
2015-10-14,42.85
2015-10-15,41.95
2015-10-16,41.65
2015-10-19,41.5
2015-10-20,42.0
2015-10-21,39.8
2015-10-23,38.65
2015-10-26,38.75
2015-10-27,38.25
2015-10-28,38.2
2015-10-29,37.85
2015-10-30,36.4
2015-11-02,36.4
2015-11-03,36.9
2015-11-04,36.3
2015-11-05,33.85
2015-11-06,34.1
2015-11-09,35.75
2015-11-10,35.4
2015-11-11,35.2
2015-11-13,34.1
2015-11-16,33.2
2015-11-17,32.85
2015-11-18,31.4
2015-11-19,32.05
2015-11-20,32.1
2015-11-23,33.65
2015-11-24,34.05
2015-11-26,34.15
2015-11-27,32.8
2015-11-30,33.0
2015-12-01,36.55
2015-12-02,38.8
2015-12-03,42.35
2015-12-04,46.15
2015-12-07,43.4
2015-12-08,42.35
2015-12-09,39.1
2015-12-10,42.9
2015-12-11,45.9
2015-12-14,50.45
2015-12-15,55.45
2015-12-16,58.2
2015-12-17,57.8
2015-12-18,58.15
2015-12-21,61.05
2015-12-22,64.1
2015-12-23,61.25
2015-12-24,58.85
2015-12-28,58.05
2015-12-29,57.2
2015-12-30,56.65
2015-12-31,59.45
