Date,FEL
2015-01-01,105.75
2015-01-02,107.45
2015-01-05,107.8
2015-01-06,103.05
2015-01-07,104.8
2015-01-08,105.0
2015-01-09,107.35
2015-01-12,111.2
2015-01-13,112.7
2015-01-14,114.2
2015-01-15,114.6
2015-01-16,114.2
2015-01-19,112.8
2015-01-20,113.75
2015-01-21,113.1
2015-01-22,113.15
2015-01-23,114.0
2015-01-27,112.9
2015-01-28,113.05
2015-01-29,113.2
2015-01-30,117.7
2015-02-02,131.55
2015-02-03,142.1
2015-02-04,135.9
2015-02-05,139.95
2015-02-06,138.7
2015-02-09,144.05
2015-02-10,120.35
2015-02-11,121.75
2015-02-12,115.75
2015-02-13,116.65
2015-02-16,117.2
2015-02-18,117.5
2015-02-19,117.25
2015-02-20,115.4
2015-02-23,111.7
2015-02-24,113.3
2015-02-25,116.2
2015-02-26,114.5
2015-02-27,114.75
2015-02-28,113.9
2015-03-02,112.55
2015-03-03,111.25
2015-03-04,107.3
2015-03-05,104.0
2015-03-09,101.95
2015-03-10,106.75
2015-03-11,101.25
2015-03-12,101.4
2015-03-13,103.0
2015-03-16,99.75
2015-03-17,96.75
2015-03-18,100.6
2015-03-19,99.2
2015-03-20,93.85
2015-03-23,93.2
2015-03-24,90.9
2015-03-25,91.2
2015-03-26,89.95
2015-03-27,88.15
2015-03-30,93.75
2015-03-31,98.6
2015-04-01,102.2
2015-04-06,99.8
2015-04-07,101.85
2015-04-08,108.9
2015-04-09,107.65
2015-04-10,106.4
2015-04-13,107.25
2015-04-15,109.75
2015-04-16,109.35
2015-04-17,107.65
2015-04-20,107.05
2015-04-21,108.4
2015-04-22,108.2
2015-04-23,107.85
2015-04-24,107.9
2015-04-27,106.5
2015-04-28,108.1
2015-04-29,112.05
2015-04-30,115.7
2015-05-04,129.4
2015-05-05,129.7
2015-05-06,120.35
2015-05-07,116.65
2015-05-08,123.75
2015-05-11,119.55
2015-05-12,112.2
2015-05-13,114.15
2015-05-14,118.3
2015-05-15,114.25
2015-05-18,116.85
2015-05-19,118.4
2015-05-20,120.3
2015-05-21,121.85
2015-05-22,123.45
2015-05-25,123.05
2015-05-26,124.6
2015-05-27,120.5
2015-05-28,118.4
2015-05-29,121.9
2015-06-01,119.85
2015-06-02,115.4
2015-06-03,112.2
2015-06-04,110.75
2015-06-05,108.5
2015-06-08,104.05
2015-06-09,102.1
2015-06-10,101.25
2015-06-11,96.9
2015-06-12,103.1
2015-06-15,112.55
2015-06-16,110.55
2015-06-17,108.6
2015-06-18,108.25
2015-06-19,109.35
2015-06-22,109.05
2015-06-23,105.6
2015-06-24,103.7
2015-06-25,103.4
2015-06-26,107.95
2015-06-29,101.5
2015-06-30,102.8
2015-07-01,103.4
2015-07-02,104.2
2015-07-03,104.55
2015-07-06,105.4
2015-07-07,106.65
2015-07-08,106.05
2015-07-09,107.7
2015-07-10,108.9
2015-07-13,106.7
2015-07-14,106.6
2015-07-15,110.7
2015-07-16,112.4
2015-07-17,113.05
2015-07-20,115.55
2015-07-21,116.1
2015-07-22,116.75
2015-07-23,116.15
2015-07-24,114.9
2015-07-27,113.3
2015-07-28,114.45
2015-07-29,113.75
2015-07-30,114.95
2015-07-31,121.6
2015-08-03,127.45
2015-08-04,128.25
2015-08-05,131.35
2015-08-06,129.0
2015-08-07,126.7
2015-08-10,123.5
2015-08-11,124.85
2015-08-12,121.1
2015-08-13,116.15
2015-08-14,120.9
2015-08-17,120.1
2015-08-18,123.5
2015-08-19,119.45
2015-08-20,113.5
2015-08-21,110.45
2015-08-24,100.8
2015-08-25,106.1
2015-08-26,106.55
2015-08-27,115.45
2015-08-28,115.0
2015-08-31,114.65
2015-09-01,110.7
2015-09-02,111.4
2015-09-03,115.9
2015-09-04,109.1
2015-09-07,106.55
2015-09-08,108.85
2015-09-09,110.0
2015-09-10,108.45
2015-09-11,109.2
2015-09-14,110.05
2015-09-15,112.55
2015-09-16,111.35
2015-09-18,119.1
2015-09-21,122.4
2015-09-22,119.0
2015-09-23,121.15
2015-09-24,122.0
2015-09-28,120.9
2015-09-29,120.4
2015-09-30,121.8
2015-10-01,125.25
2015-10-05,127.35
2015-10-06,133.4
2015-10-07,134.85
2015-10-08,138.9
2015-10-09,139.5
2015-10-12,136.85
2015-10-13,133.25
2015-10-14,130.15
2015-10-15,129.85
2015-10-16,131.4
2015-10-19,129.35
2015-10-20,128.15
2015-10-21,126.45
2015-10-23,126.45
2015-10-26,122.55
2015-10-27,122.5
2015-10-28,123.1
2015-10-29,122.2
2015-10-30,118.75
2015-11-02,122.5
2015-11-03,122.4
2015-11-04,121.05
2015-11-05,121.75
2015-11-06,118.65
2015-11-09,123.8
2015-11-10,127.25
2015-11-11,129.2
2015-11-13,133.0
2015-11-16,137.75
2015-11-17,141.65
2015-11-18,134.85
2015-11-19,137.9
2015-11-20,135.7
2015-11-23,134.3
2015-11-24,135.75
2015-11-26,137.2
2015-11-27,144.85
2015-11-30,167.3
2015-12-01,161.9
2015-12-02,155.35
2015-12-03,156.55
2015-12-04,151.15
2015-12-07,149.05
2015-12-08,146.85
2015-12-09,148.9
2015-12-10,159.15
2015-12-11,152.25
2015-12-14,148.3
2015-12-15,147.9
2015-12-16,149.15
2015-12-17,151.85
2015-12-18,145.1
2015-12-21,150.3
2015-12-22,150.6
2015-12-23,153.2
2015-12-24,153.9
2015-12-28,155.95
2015-12-29,152.15
2015-12-30,150.8
2015-12-31,149.05
