Date,SUNFLAG
2015-01-01,27.05
2015-01-02,27.3
2015-01-05,27.25
2015-01-06,26.8
2015-01-07,26.8
2015-01-08,27.15
2015-01-09,26.9
2015-01-12,27.15
2015-01-13,26.9
2015-01-14,26.85
2015-01-15,27.6
2015-01-16,27.7
2015-01-19,30.9
2015-01-20,29.1
2015-01-21,28.65
2015-01-22,27.95
2015-01-23,27.4
2015-01-27,27.4
2015-01-28,27.2
2015-01-29,27.35
2015-01-30,27.2
2015-02-02,27.4
2015-02-03,27.55
2015-02-04,27.15
2015-02-05,27.35
2015-02-06,27.5
2015-02-09,27.35
2015-02-10,27.4
2015-02-11,27.3
2015-02-12,27.25
2015-02-13,27.4
2015-02-16,28.4
2015-02-18,28.15
2015-02-19,28.1
2015-02-20,27.6
2015-02-23,27.9
2015-02-24,27.7
2015-02-25,27.8
2015-02-26,26.7
2015-02-27,26.7
2015-02-28,27.1
2015-03-02,26.55
2015-03-03,26.45
2015-03-04,26.6
2015-03-05,26.3
2015-03-09,25.95
2015-03-10,26.1
2015-03-11,28.25
2015-03-12,27.6
2015-03-13,26.25
2015-03-16,25.9
2015-03-17,26.1
2015-03-18,24.05
2015-03-19,23.45
2015-03-20,22.6
2015-03-23,22.15
2015-03-24,21.75
2015-03-25,22.0
2015-03-26,22.15
2015-03-27,21.75
2015-03-30,22.65
2015-03-31,23.7
2015-04-01,23.85
2015-04-06,23.1
2015-04-07,22.4
2015-04-08,22.15
2015-04-09,22.15
2015-04-10,22.3
2015-04-13,22.6
2015-04-15,22.6
2015-04-16,22.25
2015-04-17,22.25
2015-04-20,22.25
2015-04-21,21.75
2015-04-22,21.9
2015-04-23,22.4
2015-04-24,22.4
2015-04-27,21.45
2015-04-28,21.05
2015-04-29,21.2
2015-04-30,21.2
2015-05-04,21.4
2015-05-05,21.35
2015-05-06,21.05
2015-05-07,20.95
2015-05-08,21.5
2015-05-11,21.95
2015-05-12,21.95
2015-05-13,22.0
2015-05-14,22.65
2015-05-15,22.45
2015-05-18,22.4
2015-05-19,22.5
2015-05-20,22.2
2015-05-21,22.85
2015-05-22,22.3
2015-05-25,22.15
2015-05-26,21.75
2015-05-27,21.65
2015-05-28,21.7
2015-05-29,21.35
2015-06-01,21.15
2015-06-02,20.35
2015-06-03,20.0
2015-06-04,18.95
2015-06-05,18.6
2015-06-08,17.9
2015-06-09,17.75
2015-06-10,18.8
2015-06-11,18.25
2015-06-12,17.75
2015-06-15,17.55
2015-06-16,17.15
2015-06-17,17.7
2015-06-18,16.9
2015-06-19,16.5
2015-06-22,16.25
2015-06-23,16.5
2015-06-24,16.5
2015-06-25,16.5
2015-06-26,16.25
2015-06-29,16.45
2015-06-30,16.35
2015-07-01,16.5
2015-07-02,16.5
2015-07-03,16.4
2015-07-06,16.45
2015-07-07,16.3
2015-07-08,16.65
2015-07-09,16.5
2015-07-10,16.5
2015-07-13,16.45
2015-07-14,16.5
2015-07-15,17.9
2015-07-16,18.65
2015-07-17,18.15
2015-07-20,17.8
2015-07-21,17.35
2015-07-22,17.65
2015-07-23,18.05
2015-07-24,17.85
2015-07-27,17.7
2015-07-28,17.8
2015-07-29,17.95
2015-07-30,18.0
2015-07-31,18.0
2015-08-03,18.0
2015-08-04,18.0
2015-08-05,18.55
2015-08-06,18.8
2015-08-07,19.05
2015-08-10,19.05
2015-08-11,20.05
2015-08-12,19.4
2015-08-13,20.0
2015-08-14,19.85
2015-08-17,19.95
2015-08-18,20.3
2015-08-19,20.5
2015-08-20,20.2
2015-08-21,20.15
2015-08-24,18.45
2015-08-25,18.35
2015-08-26,18.85
2015-08-27,19.95
2015-08-28,20.1
2015-08-31,19.85
2015-09-01,19.6
2015-09-02,19.8
2015-09-03,20.0
2015-09-04,19.65
2015-09-07,19.3
2015-09-08,19.05
2015-09-09,19.2
2015-09-10,19.1
2015-09-11,19.25
2015-09-14,19.8
2015-09-15,19.2
2015-09-16,19.2
2015-09-18,19.0
2015-09-21,19.0
2015-09-22,19.1
2015-09-23,19.0
2015-09-24,18.9
2015-09-28,18.9
2015-09-29,17.9
2015-09-30,18.5
2015-10-01,18.2
2015-10-05,18.65
2015-10-06,18.6
2015-10-07,19.3
2015-10-08,19.1
2015-10-09,19.2
2015-10-12,19.7
2015-10-13,19.75
2015-10-14,19.75
2015-10-15,19.45
2015-10-16,19.75
2015-10-19,19.85
2015-10-20,19.5
2015-10-21,19.2
2015-10-23,19.5
2015-10-26,19.1
2015-10-27,19.35
2015-10-28,19.35
2015-10-29,19.1
2015-10-30,19.5
2015-11-02,19.6
2015-11-03,19.85
2015-11-04,19.65
2015-11-05,19.75
2015-11-06,19.85
2015-11-09,19.7
2015-11-10,19.6
2015-11-11,19.8
2015-11-13,19.2
2015-11-16,19.75
2015-11-17,19.6
2015-11-18,19.45
2015-11-19,20.2
2015-11-20,20.05
2015-11-23,21.3
2015-11-24,20.65
2015-11-26,20.7
2015-11-27,21.1
2015-11-30,21.45
2015-12-01,22.25
2015-12-02,23.15
2015-12-03,22.6
2015-12-04,23.05
2015-12-07,23.35
2015-12-08,22.65
2015-12-09,21.35
2015-12-10,22.95
2015-12-11,22.45
2015-12-14,22.65
2015-12-15,22.9
2015-12-16,22.65
2015-12-17,23.15
2015-12-18,22.8
2015-12-21,23.05
2015-12-22,23.2
2015-12-23,23.25
2015-12-24,23.3
2015-12-28,23.3
2015-12-29,23.15
2015-12-30,23.55
2015-12-31,24.1
