Date,VIJAYABANK
2015-01-01,51.4
2015-01-02,51.85
2015-01-05,51.55
2015-01-06,50.0
2015-01-07,50.1
2015-01-08,50.15
2015-01-09,50.1
2015-01-12,50.3
2015-01-13,50.15
2015-01-14,48.95
2015-01-15,50.2
2015-01-16,50.0
2015-01-19,50.0
2015-01-20,50.1
2015-01-21,50.1
2015-01-22,50.05
2015-01-23,50.05
2015-01-27,49.25
2015-01-28,49.5
2015-01-29,48.75
2015-01-30,49.7
2015-02-02,49.6
2015-02-03,49.5
2015-02-04,49.0
2015-02-05,49.0
2015-02-06,48.5
2015-02-09,48.35
2015-02-10,48.55
2015-02-11,49.65
2015-02-12,49.85
2015-02-13,50.0
2015-02-16,49.65
2015-02-18,49.85
2015-02-19,49.2
2015-02-20,49.95
2015-02-23,48.6
2015-02-24,48.75
2015-02-25,48.35
2015-02-26,47.9
2015-02-27,48.75
2015-02-28,48.25
2015-03-02,48.75
2015-03-03,49.05
2015-03-04,48.1
2015-03-05,47.9
2015-03-09,47.2
2015-03-10,46.55
2015-03-11,46.55
2015-03-12,46.85
2015-03-13,45.45
2015-03-16,44.95
2015-03-17,45.0
2015-03-18,46.0
2015-03-19,46.0
2015-03-20,44.7
2015-03-23,44.6
2015-03-24,44.25
2015-03-25,45.05
2015-03-26,44.5
2015-03-27,45.05
2015-03-30,45.85
2015-03-31,46.5
2015-04-01,46.85
2015-04-06,46.95
2015-04-07,46.55
2015-04-08,47.0
2015-04-09,47.4
2015-04-10,47.55
2015-04-13,47.55
2015-04-15,47.95
2015-04-16,47.2
2015-04-17,47.1
2015-04-20,46.35
2015-04-21,45.95
2015-04-22,45.9
2015-04-23,45.85
2015-04-24,45.65
2015-04-27,44.55
2015-04-28,44.65
2015-04-29,45.45
2015-04-30,45.45
2015-05-04,45.8
2015-05-05,45.25
2015-05-06,44.55
2015-05-07,44.1
2015-05-08,44.15
2015-05-11,45.1
2015-05-12,46.0
2015-05-13,45.45
2015-05-14,45.75
2015-05-15,46.45
2015-05-18,46.9
2015-05-19,45.95
2015-05-20,46.05
2015-05-21,46.75
2015-05-22,46.4
2015-05-25,45.6
2015-05-26,45.4
2015-05-27,46.9
2015-05-28,46.8
2015-05-29,46.35
2015-06-01,46.3
2015-06-02,45.0
2015-06-03,44.3
2015-06-04,44.1
2015-06-05,44.0
2015-06-08,43.65
2015-06-09,43.75
2015-06-10,43.7
2015-06-11,43.45
2015-06-12,41.7
2015-06-15,41.1
2015-06-16,40.55
2015-06-17,40.9
2015-06-18,41.05
2015-06-19,40.5
2015-06-22,41.4
2015-06-23,41.55
2015-06-24,41.0
2015-06-25,40.95
2015-06-26,40.75
2015-06-29,40.1
2015-06-30,40.05
2015-07-01,41.05
2015-07-02,41.05
2015-07-03,41.3
2015-07-06,41.55
2015-07-07,41.6
2015-07-08,40.75
2015-07-09,40.6
2015-07-10,40.85
2015-07-13,41.05
2015-07-14,40.85
2015-07-15,40.95
2015-07-16,40.9
2015-07-17,41.0
2015-07-20,41.0
2015-07-21,40.5
2015-07-22,40.55
2015-07-23,40.6
2015-07-24,40.2
2015-07-27,39.75
2015-07-28,39.1
2015-07-29,39.5
2015-07-30,40.05
2015-07-31,40.85
2015-08-03,41.6
2015-08-04,41.25
2015-08-05,41.0
2015-08-06,40.6
2015-08-07,40.25
2015-08-10,39.95
2015-08-11,39.55
2015-08-12,38.55
2015-08-13,37.9
2015-08-14,38.9
2015-08-17,40.8
2015-08-18,40.3
2015-08-19,39.3
2015-08-20,38.25
2015-08-21,37.7
2015-08-24,35.05
2015-08-25,35.75
2015-08-26,35.4
2015-08-27,36.3
2015-08-28,36.45
2015-08-31,36.0
2015-09-01,35.25
2015-09-02,35.3
2015-09-03,35.65
2015-09-04,35.1
2015-09-07,34.9
2015-09-08,35.0
2015-09-09,35.5
2015-09-10,35.7
2015-09-11,35.8
2015-09-14,35.9
2015-09-15,35.9
2015-09-16,35.5
2015-09-18,34.75
2015-09-21,34.8
2015-09-22,34.25
2015-09-23,34.6
2015-09-24,34.35
2015-09-28,34.1
2015-09-29,34.25
2015-09-30,34.3
2015-10-01,34.05
2015-10-05,34.55
2015-10-06,34.95
2015-10-07,35.35
2015-10-08,36.0
2015-10-09,36.3
2015-10-12,36.1
2015-10-13,36.0
2015-10-14,37.05
2015-10-15,38.5
2015-10-16,38.25
2015-10-19,38.05
2015-10-20,37.85
2015-10-21,37.2
2015-10-23,36.9
2015-10-26,36.45
2015-10-27,36.6
2015-10-28,36.3
2015-10-29,36.65
2015-10-30,36.9
2015-11-02,35.7
2015-11-03,35.55
2015-11-04,35.0
2015-11-05,34.6
2015-11-06,34.0
2015-11-09,33.3
2015-11-10,33.8
2015-11-11,34.05
2015-11-13,33.8
2015-11-16,33.75
2015-11-17,34.05
2015-11-18,33.7
2015-11-19,33.8
2015-11-20,33.95
2015-11-23,34.0
2015-11-24,34.15
2015-11-26,34.3
2015-11-27,35.2
2015-11-30,34.8
2015-12-01,35.75
2015-12-02,35.15
2015-12-03,34.7
2015-12-04,34.2
2015-12-07,34.3
2015-12-08,34.0
2015-12-09,33.8
2015-12-10,33.9
2015-12-11,33.7
2015-12-14,33.75
2015-12-15,34.05
2015-12-16,33.75
2015-12-17,34.15
2015-12-18,33.75
2015-12-21,33.95
2015-12-22,34.2
2015-12-23,34.2
2015-12-24,34.05
2015-12-28,34.1
2015-12-29,34.0
2015-12-30,33.9
2015-12-31,34.05
