Date,GOLDSHARE
2015-12-14,2299.25
2015-12-15,2290.65
2015-12-16,2291.65
2015-12-17,2287.25
2015-12-18,2274.35
2015-12-21,2289.6
2015-12-22,2295.9
2015-12-23,2278.85
2015-12-24,2279.1
2015-12-28,2285.6
2015-12-29,2290.4
2015-12-30,2284.0
2015-12-31,2271.3
