Date,HITECHCORP
2015-01-01,106.4
2015-01-02,121.55
2015-01-05,125.5
2015-01-06,119.2
2015-01-07,119.15
2015-01-08,124.65
2015-01-09,122.95
2015-01-12,125.15
2015-01-13,125.85
2015-01-14,122.65
2015-01-15,123.2
2015-01-16,121.7
2015-01-19,127.0
2015-01-20,126.55
2015-01-21,137.45
2015-01-22,134.7
2015-01-23,132.1
2015-01-27,130.1
2015-01-28,128.85
2015-01-29,127.15
2015-01-30,123.5
2015-02-02,123.85
2015-02-03,124.1
2015-02-04,120.65
2015-02-05,121.65
2015-02-06,118.9
2015-02-09,115.6
2015-02-10,116.8
2015-02-11,113.9
2015-02-12,112.7
2015-02-13,111.8
2015-02-16,111.1
2015-02-18,109.6
2015-02-19,111.15
2015-02-20,119.6
2015-02-23,113.65
2015-02-24,110.1
2015-02-25,110.25
2015-02-26,110.8
2015-02-27,111.1
2015-02-28,109.65
2015-03-02,110.7
2015-03-03,115.85
2015-03-04,111.0
2015-03-05,111.25
2015-03-09,110.35
2015-03-10,109.65
2015-03-11,108.6
2015-03-12,108.65
2015-03-13,105.75
2015-03-16,102.95
2015-03-17,103.2
2015-03-18,102.45
2015-03-19,102.5
2015-03-20,99.65
2015-03-23,91.65
2015-03-24,93.75
2015-03-25,93.7
2015-03-26,92.2
2015-03-27,86.8
2015-03-30,91.65
2015-03-31,99.7
2015-04-01,103.05
2015-04-06,102.2
2015-04-07,100.1
2015-04-08,102.9
2015-04-09,103.1
2015-04-10,104.45
2015-04-13,108.25
2015-04-15,123.85
2015-04-16,118.55
2015-04-17,119.35
2015-04-20,117.75
2015-04-21,116.4
2015-04-22,113.1
2015-04-23,114.9
2015-04-24,109.25
2015-04-27,100.4
2015-04-28,106.5
2015-04-29,105.1
2015-04-30,104.45
2015-05-04,105.05
2015-05-05,104.35
2015-05-06,96.95
2015-05-07,96.75
2015-05-08,102.05
2015-05-11,101.65
2015-05-12,101.1
2015-05-13,101.5
2015-05-14,101.0
2015-05-15,101.65
2015-05-18,105.55
2015-05-19,102.85
2015-05-20,104.15
2015-05-21,102.7
2015-05-22,102.85
2015-05-25,101.25
2015-05-26,99.95
2015-05-27,99.6
2015-05-28,99.3
2015-05-29,99.0
2015-06-01,87.65
2015-06-02,84.0
2015-06-03,86.65
2015-06-04,87.6
2015-06-05,84.85
2015-06-08,84.45
2015-06-09,84.8
2015-06-10,87.35
2015-06-11,85.05
2015-06-12,84.3
2015-06-15,83.75
2015-06-16,85.4
2015-06-17,85.5
2015-06-18,86.5
2015-06-19,84.9
2015-06-22,85.0
2015-06-23,85.25
2015-06-24,85.5
2015-06-25,86.35
2015-06-26,85.4
2015-06-29,85.55
2015-06-30,85.0
2015-07-01,87.3
2015-07-02,91.2
2015-07-03,90.2
2015-07-06,92.6
2015-07-07,97.05
2015-07-08,98.9
2015-07-09,104.2
2015-07-10,101.85
2015-07-13,103.05
2015-07-14,103.0
2015-07-15,101.9
2015-07-16,102.9
2015-07-17,102.65
2015-07-20,115.45
2015-07-21,108.7
2015-07-22,110.9
2015-07-23,110.85
2015-07-24,108.05
2015-07-27,107.65
2015-07-28,113.95
2015-07-29,122.0
2015-07-30,121.3
2015-07-31,116.55
2015-08-03,125.8
2015-08-04,122.25
2015-08-05,116.35
2015-08-06,111.7
2015-08-07,115.9
2015-08-10,120.75
2015-08-11,114.75
2015-08-12,107.0
2015-08-13,105.95
2015-08-14,108.25
2015-08-17,106.1
2015-08-18,108.3
2015-08-19,111.35
2015-08-20,106.35
2015-08-21,106.25
2015-08-24,92.45
2015-08-25,93.95
2015-08-26,93.6
2015-08-27,93.85
2015-08-28,93.0
2015-08-31,99.3
2015-09-01,93.35
2015-09-02,93.7
2015-09-03,96.65
2015-09-04,93.25
2015-09-07,90.6
2015-09-08,89.7
2015-09-09,90.75
2015-09-10,91.8
2015-09-11,94.65
2015-09-14,93.95
2015-09-15,95.95
2015-09-16,94.8
2015-09-18,98.4
2015-09-21,101.8
2015-09-22,105.2
2015-09-23,103.95
2015-09-24,103.1
2015-09-28,108.7
2015-09-29,107.3
2015-09-30,104.85
2015-10-01,105.0
2015-10-05,102.8
2015-10-06,101.95
2015-10-07,105.75
2015-10-08,106.0
2015-10-09,104.65
2015-10-12,105.7
2015-10-13,105.9
2015-10-14,104.45
2015-10-15,104.8
2015-10-16,105.9
2015-10-19,104.2
2015-10-20,104.5
2015-10-21,102.65
2015-10-23,103.25
2015-10-26,100.4
2015-10-27,101.75
2015-10-28,102.95
2015-10-29,94.5
2015-10-30,95.65
2015-11-02,95.2
2015-11-03,96.75
2015-11-04,100.6
2015-11-05,100.5
2015-11-06,97.5
2015-11-09,99.25
2015-11-10,107.95
2015-11-11,117.3
2015-11-13,122.0
2015-11-16,125.3
2015-11-17,121.6
2015-11-18,113.7
2015-11-19,112.9
2015-11-20,112.1
2015-11-23,116.4
2015-11-24,118.35
2015-11-26,118.6
2015-11-27,118.3
2015-11-30,120.35
2015-12-01,133.85
2015-12-02,129.6
2015-12-03,127.3
2015-12-04,129.3
2015-12-07,127.5
2015-12-08,124.6
2015-12-09,138.25
2015-12-10,160.9
2015-12-11,159.95
2015-12-14,165.05
2015-12-15,196.7
2015-12-16,198.85
2015-12-17,189.9
2015-12-18,191.0
2015-12-21,190.15
2015-12-22,184.4
2015-12-23,185.85
2015-12-24,193.85
2015-12-28,190.45
2015-12-29,184.25
2015-12-30,182.8
2015-12-31,175.6
