Date,PNBGILTS
2015-01-01,29.3
2015-01-02,29.85
2015-01-05,29.9
2015-01-06,28.65
2015-01-07,28.0
2015-01-08,28.7
2015-01-09,28.45
2015-01-12,30.15
2015-01-13,30.25
2015-01-14,29.9
2015-01-15,29.75
2015-01-16,29.4
2015-01-19,29.7
2015-01-20,29.4
2015-01-21,31.75
2015-01-22,32.15
2015-01-23,31.45
2015-01-27,31.2
2015-01-28,31.55
2015-01-29,33.4
2015-01-30,32.95
2015-02-02,34.5
2015-02-03,34.9
2015-02-04,35.1
2015-02-05,34.05
2015-02-06,32.8
2015-02-09,31.55
2015-02-10,32.15
2015-02-11,32.65
2015-02-12,32.75
2015-02-13,32.35
2015-02-16,34.4
2015-02-18,34.7
2015-02-19,34.35
2015-02-20,34.05
2015-02-23,33.25
2015-02-24,33.3
2015-02-25,32.75
2015-02-26,32.95
2015-02-27,33.2
2015-02-28,33.05
2015-03-02,32.65
2015-03-03,32.2
2015-03-04,32.5
2015-03-05,33.15
2015-03-09,32.5
2015-03-10,32.3
2015-03-11,31.75
2015-03-12,31.75
2015-03-13,32.05
2015-03-16,31.8
2015-03-17,33.05
2015-03-18,32.8
2015-03-19,32.1
2015-03-20,31.55
2015-03-23,30.65
2015-03-24,30.0
2015-03-25,29.4
2015-03-26,28.95
2015-03-27,28.65
2015-03-30,30.45
2015-03-31,30.0
2015-04-01,30.6
2015-04-06,31.0
2015-04-07,31.05
2015-04-08,30.95
2015-04-09,31.25
2015-04-10,30.8
2015-04-13,30.85
2015-04-15,30.85
2015-04-16,31.25
2015-04-17,31.05
2015-04-20,30.3
2015-04-21,30.35
2015-04-22,30.65
2015-04-23,30.8
2015-04-24,29.95
2015-04-27,29.1
2015-04-28,29.2
2015-04-29,29.75
2015-04-30,30.45
2015-05-04,31.5
2015-05-05,31.3
2015-05-06,30.3
2015-05-07,29.85
2015-05-08,30.1
2015-05-11,30.1
2015-05-12,29.5
2015-05-13,29.55
2015-05-14,29.95
2015-05-15,29.65
2015-05-18,29.65
2015-05-19,29.7
2015-05-20,29.85
2015-05-21,31.05
2015-05-22,30.75
2015-05-25,30.1
2015-05-26,30.2
2015-05-27,29.9
2015-05-28,30.35
2015-05-29,30.45
2015-06-01,30.2
2015-06-02,29.85
2015-06-03,28.5
2015-06-04,28.4
2015-06-05,28.25
2015-06-08,27.3
2015-06-09,27.3
2015-06-10,27.55
2015-06-11,26.85
2015-06-12,26.6
2015-06-15,26.7
2015-06-16,26.7
2015-06-17,25.95
2015-06-18,26.4
2015-06-19,27.0
2015-06-22,27.45
2015-06-23,27.85
2015-06-24,27.55
2015-06-25,27.75
2015-06-26,27.35
2015-06-29,27.2
2015-06-30,27.5
2015-07-01,27.9
2015-07-02,28.2
2015-07-03,27.95
2015-07-06,27.45
2015-07-07,28.5
2015-07-08,27.95
2015-07-09,28.6
2015-07-10,28.95
2015-07-13,28.55
2015-07-14,28.55
2015-07-15,28.15
2015-07-16,28.4
2015-07-17,28.55
2015-07-20,28.7
2015-07-21,28.5
2015-07-22,28.45
2015-07-23,28.35
2015-07-24,28.7
2015-07-27,27.85
2015-07-28,27.75
2015-07-29,29.8
2015-07-30,30.35
2015-07-31,30.2
2015-08-03,30.2
2015-08-04,27.75
2015-08-05,27.55
2015-08-06,28.1
2015-08-07,27.85
2015-08-10,28.0
2015-08-11,27.75
2015-08-12,27.3
2015-08-13,27.6
2015-08-14,28.75
2015-08-17,28.5
2015-08-18,28.5
2015-08-19,28.55
2015-08-20,28.15
2015-08-21,27.9
2015-08-24,26.4
2015-08-25,26.15
2015-08-26,26.3
2015-08-27,27.0
2015-08-28,27.1
2015-08-31,27.4
2015-09-01,26.8
2015-09-02,27.05
2015-09-03,27.0
2015-09-04,27.05
2015-09-07,26.9
2015-09-08,27.0
2015-09-09,27.6
2015-09-10,26.15
2015-09-11,25.8
2015-09-14,25.85
2015-09-15,25.9
2015-09-16,25.7
2015-09-18,25.85
2015-09-21,26.0
2015-09-22,25.65
2015-09-23,25.7
2015-09-24,25.9
2015-09-28,26.0
2015-09-29,26.6
2015-09-30,26.65
2015-10-01,26.6
2015-10-05,27.0
2015-10-06,26.8
2015-10-07,26.6
2015-10-08,26.6
2015-10-09,26.35
2015-10-12,26.25
2015-10-13,26.5
2015-10-14,26.7
2015-10-15,26.75
2015-10-16,26.8
2015-10-19,26.9
2015-10-20,27.1
2015-10-21,27.0
2015-10-23,27.05
2015-10-26,27.05
2015-10-27,27.0
2015-10-28,26.55
2015-10-29,26.35
2015-10-30,26.2
2015-11-02,25.75
2015-11-03,26.1
2015-11-04,26.0
2015-11-05,25.75
2015-11-06,25.95
2015-11-09,25.9
2015-11-10,25.8
2015-11-11,26.2
2015-11-13,26.2
2015-11-16,26.3
2015-11-17,27.65
2015-11-18,27.3
2015-11-19,27.15
2015-11-20,26.85
2015-11-23,26.8
2015-11-24,26.45
2015-11-26,26.3
2015-11-27,26.25
2015-11-30,26.25
2015-12-01,26.35
2015-12-02,26.5
2015-12-03,26.5
2015-12-04,26.4
2015-12-07,26.3
2015-12-08,26.2
2015-12-09,25.25
2015-12-10,25.6
2015-12-11,25.35
2015-12-14,25.45
2015-12-15,25.4
2015-12-16,25.6
2015-12-17,25.8
2015-12-18,25.4
2015-12-21,25.55
2015-12-22,25.4
2015-12-23,26.05
2015-12-24,25.9
2015-12-28,26.65
2015-12-29,27.05
2015-12-30,26.9
2015-12-31,26.6
