Date,GREAVESCOT
2015-01-01,147.2
2015-01-02,145.0
2015-01-05,143.95
2015-01-06,143.6
2015-01-07,144.65
2015-01-08,148.8
2015-01-09,154.35
2015-01-12,151.9
2015-01-13,146.0
2015-01-14,146.65
2015-01-15,149.75
2015-01-16,145.0
2015-01-19,142.45
2015-01-20,143.05
2015-01-21,141.55
2015-01-22,141.35
2015-01-23,139.55
2015-01-27,140.6
2015-01-28,143.8
2015-01-29,143.25
2015-01-30,144.35
2015-02-02,149.3
2015-02-03,145.6
2015-02-04,148.6
2015-02-05,144.55
2015-02-06,141.95
2015-02-09,141.85
2015-02-10,143.05
2015-02-11,145.25
2015-02-12,145.4
2015-02-13,148.1
2015-02-16,145.0
2015-02-18,146.85
2015-02-19,145.85
2015-02-20,146.5
2015-02-23,147.4
2015-02-24,148.05
2015-02-25,145.65
2015-02-26,147.25
2015-02-27,153.45
2015-02-28,148.9
2015-03-02,146.55
2015-03-03,148.45
2015-03-04,144.85
2015-03-05,143.95
2015-03-09,141.95
2015-03-10,141.85
2015-03-11,139.35
2015-03-12,139.5
2015-03-13,137.95
2015-03-16,134.35
2015-03-17,137.95
2015-03-18,139.7
2015-03-19,139.0
2015-03-20,135.05
2015-03-23,138.6
2015-03-24,136.45
2015-03-25,135.55
2015-03-26,135.0
2015-03-27,141.3
2015-03-30,144.5
2015-03-31,145.8
2015-04-01,144.4
2015-04-06,142.0
2015-04-07,140.35
2015-04-08,138.8
2015-04-09,136.3
2015-04-10,135.9
2015-04-13,136.15
2015-04-15,136.05
2015-04-16,138.95
2015-04-17,139.7
2015-04-20,137.5
2015-04-21,137.7
2015-04-22,139.25
2015-04-23,138.8
2015-04-24,138.7
2015-04-27,138.55
2015-04-28,138.45
2015-04-29,139.0
2015-04-30,137.1
2015-05-04,136.9
2015-05-05,135.0
2015-05-06,132.35
2015-05-07,136.55
2015-05-08,135.2
2015-05-11,135.45
2015-05-12,132.1
2015-05-13,129.2
2015-05-14,128.4
2015-05-15,129.35
2015-05-18,130.2
2015-05-19,131.75
2015-05-20,129.85
2015-05-21,128.85
2015-05-22,127.9
2015-05-25,125.55
2015-05-26,121.9
2015-05-27,120.5
2015-05-28,123.9
2015-05-29,124.95
2015-06-01,124.75
2015-06-02,123.25
2015-06-03,121.45
2015-06-04,123.1
2015-06-05,126.05
2015-06-08,123.6
2015-06-09,124.0
2015-06-10,125.75
2015-06-11,124.15
2015-06-12,126.05
2015-06-15,123.95
2015-06-16,124.55
2015-06-17,127.05
2015-06-18,131.8
2015-06-19,129.3
2015-06-22,134.4
2015-06-23,134.8
2015-06-24,130.2
2015-06-25,127.7
2015-06-26,126.35
2015-06-29,127.45
2015-06-30,126.75
2015-07-01,128.2
2015-07-02,127.3
2015-07-03,126.15
2015-07-06,133.0
2015-07-07,130.85
2015-07-08,130.05
2015-07-09,127.65
2015-07-10,128.0
2015-07-13,128.8
2015-07-14,128.4
2015-07-15,128.85
2015-07-16,126.65
2015-07-17,126.95
2015-07-20,127.05
2015-07-21,135.15
2015-07-22,135.2
2015-07-23,137.0
2015-07-24,132.5
2015-07-27,134.45
2015-07-28,135.5
2015-07-29,135.85
2015-07-30,136.95
2015-07-31,148.55
2015-08-03,147.1
2015-08-04,147.6
2015-08-05,144.85
2015-08-06,145.5
2015-08-07,146.5
2015-08-10,146.85
2015-08-11,141.3
2015-08-12,139.4
2015-08-13,141.2
2015-08-14,140.9
2015-08-17,141.15
2015-08-18,142.0
2015-08-19,143.5
2015-08-20,141.55
2015-08-21,143.1
2015-08-24,130.95
2015-08-25,136.8
2015-08-26,134.45
2015-08-27,131.9
2015-08-28,132.1
2015-08-31,132.45
2015-09-01,130.05
2015-09-02,130.0
2015-09-03,127.05
2015-09-04,128.2
2015-09-07,127.1
2015-09-08,126.0
2015-09-09,130.95
2015-09-10,135.25
2015-09-11,134.2
2015-09-14,135.8
2015-09-15,133.25
2015-09-16,130.4
2015-09-18,132.15
2015-09-21,133.35
2015-09-22,131.95
2015-09-23,129.45
2015-09-24,133.0
2015-09-28,128.8
2015-09-29,127.1
2015-09-30,129.2
2015-10-01,127.0
2015-10-05,126.7
2015-10-06,127.9
2015-10-07,128.4
2015-10-08,127.05
2015-10-09,126.0
2015-10-12,125.55
2015-10-13,125.35
2015-10-14,124.15
2015-10-15,124.85
2015-10-16,124.0
2015-10-19,124.1
2015-10-20,125.0
2015-10-21,123.55
2015-10-23,122.7
2015-10-26,120.55
2015-10-27,120.35
2015-10-28,122.45
2015-10-29,123.5
2015-10-30,125.45
2015-11-02,143.4
2015-11-03,138.9
2015-11-04,138.6
2015-11-05,138.0
2015-11-06,136.45
2015-11-09,135.3
2015-11-10,135.2
2015-11-11,138.1
2015-11-13,135.05
2015-11-16,139.2
2015-11-17,138.7
2015-11-18,140.4
2015-11-19,149.4
2015-11-20,155.55
2015-11-23,155.1
2015-11-24,150.4
2015-11-26,152.75
2015-11-27,152.95
2015-11-30,153.4
2015-12-01,152.15
2015-12-02,151.3
2015-12-03,149.95
2015-12-04,148.35
2015-12-07,148.0
2015-12-08,149.15
2015-12-09,144.65
2015-12-10,145.05
2015-12-11,141.25
2015-12-14,143.45
2015-12-15,143.55
2015-12-16,141.05
2015-12-17,142.1
2015-12-18,141.15
2015-12-21,144.15
2015-12-22,142.05
2015-12-23,140.75
2015-12-24,143.4
2015-12-28,141.4
2015-12-29,141.05
2015-12-30,140.2
2015-12-31,143.3
