Date,INFRATEL
2015-01-01,339.3
2015-01-02,337.2
2015-01-05,342.4
2015-01-06,341.55
2015-01-07,342.65
2015-01-08,344.05
2015-01-09,343.0
2015-01-12,342.5
2015-01-13,340.7
2015-01-14,339.2
2015-01-15,340.1
2015-01-16,340.0
2015-01-19,342.1
2015-01-20,353.8
2015-01-21,365.3
2015-01-22,360.7
2015-01-23,368.5
2015-01-27,363.65
2015-01-28,379.85
2015-01-29,373.6
2015-01-30,361.85
2015-02-02,370.1
2015-02-03,376.3
2015-02-04,377.55
2015-02-05,376.8
2015-02-06,378.25
2015-02-09,373.0
2015-02-10,369.8
2015-02-11,360.95
2015-02-12,364.1
2015-02-13,358.85
2015-02-16,370.25
2015-02-18,364.45
2015-02-19,368.25
2015-02-20,361.15
2015-02-23,367.3
2015-02-24,369.65
2015-02-25,372.3
2015-02-26,366.5
2015-02-27,367.65
2015-02-28,367.55
2015-03-02,359.65
2015-03-03,358.7
2015-03-04,361.2
2015-03-05,363.9
2015-03-09,364.95
2015-03-10,369.95
2015-03-11,377.65
2015-03-12,389.25
2015-03-13,387.9
2015-03-16,382.05
2015-03-17,383.95
2015-03-18,380.05
2015-03-19,384.75
2015-03-20,385.35
2015-03-23,384.45
2015-03-24,387.2
2015-03-25,391.45
2015-03-26,377.2
2015-03-27,377.6
2015-03-30,385.45
2015-03-31,385.0
2015-04-01,384.95
2015-04-06,379.9
2015-04-07,384.95
2015-04-08,374.4
2015-04-09,380.1
2015-04-10,376.55
2015-04-13,385.25
2015-04-15,377.15
2015-04-16,380.75
2015-04-17,374.9
2015-04-20,370.15
2015-04-21,369.1
2015-04-22,367.6
2015-04-23,371.9
2015-04-24,373.3
2015-04-27,395.55
2015-04-28,401.05
2015-04-29,395.3
2015-04-30,401.3
2015-05-04,396.3
2015-05-05,391.0
2015-05-06,385.9
2015-05-07,369.45
2015-05-08,388.2
2015-05-11,390.15
2015-05-12,384.5
2015-05-13,392.15
2015-05-14,401.15
2015-05-15,410.0
2015-05-18,418.0
2015-05-19,430.2
2015-05-20,448.7
2015-05-21,434.1
2015-05-22,434.05
2015-05-25,450.7
2015-05-26,462.0
2015-05-27,437.85
2015-05-28,440.75
2015-05-29,478.85
2015-06-01,471.45
2015-06-02,453.8
2015-06-03,423.95
2015-06-04,435.2
2015-06-05,447.1
2015-06-08,448.05
2015-06-09,448.0
2015-06-10,443.3
2015-06-11,456.7
2015-06-12,441.3
2015-06-15,455.05
2015-06-16,461.4
2015-06-17,473.25
2015-06-18,455.95
2015-06-19,466.05
2015-06-22,482.3
2015-06-23,480.45
2015-06-24,463.35
2015-06-25,458.95
2015-06-26,435.8
2015-06-29,449.9
2015-06-30,447.0
2015-07-01,440.95
2015-07-02,479.85
2015-07-03,464.5
2015-07-06,450.15
2015-07-07,436.55
2015-07-08,450.3
2015-07-09,443.2
2015-07-10,437.55
2015-07-13,439.05
2015-07-14,447.95
2015-07-15,447.35
2015-07-16,453.45
2015-07-17,470.65
2015-07-20,460.9
2015-07-21,448.75
2015-07-22,458.2
2015-07-23,451.2
2015-07-24,419.9
2015-07-27,426.45
2015-07-28,434.75
2015-07-29,443.0
2015-07-30,443.6
2015-07-31,447.65
2015-08-03,474.75
2015-08-04,480.7
2015-08-05,465.9
2015-08-06,452.4
2015-08-07,436.3
2015-08-10,443.65
2015-08-11,439.95
2015-08-12,439.0
2015-08-13,432.25
2015-08-14,410.1
2015-08-17,419.85
2015-08-18,415.9
2015-08-19,406.05
2015-08-20,403.15
2015-08-21,402.85
2015-08-24,376.35
2015-08-25,402.7
2015-08-26,387.05
2015-08-27,391.6
2015-08-28,390.65
2015-08-31,399.75
2015-09-01,403.1
2015-09-02,396.25
2015-09-03,405.05
2015-09-04,407.55
2015-09-07,404.95
2015-09-08,398.0
2015-09-09,407.55
2015-09-10,391.2
2015-09-11,374.5
2015-09-14,398.1
2015-09-15,388.8
2015-09-16,379.9
2015-09-18,391.05
2015-09-21,401.55
2015-09-22,415.15
2015-09-23,394.2
2015-09-24,395.75
2015-09-28,377.05
2015-09-29,357.6
2015-09-30,355.2
2015-10-01,397.4
2015-10-05,410.15
2015-10-06,426.55
2015-10-07,430.8
2015-10-08,410.05
2015-10-09,403.25
2015-10-12,386.3
2015-10-13,398.75
2015-10-14,408.05
2015-10-15,399.4
2015-10-16,401.75
2015-10-19,414.75
2015-10-20,406.25
2015-10-21,409.4
2015-10-23,388.7
2015-10-26,379.95
2015-10-27,386.55
2015-10-28,390.8
2015-10-29,385.65
2015-10-30,388.95
2015-11-02,387.35
2015-11-03,385.5
2015-11-04,379.65
2015-11-05,375.2
2015-11-06,379.05
2015-11-09,380.7
2015-11-10,380.6
2015-11-11,386.2
2015-11-13,376.6
2015-11-16,368.65
2015-11-17,385.0
2015-11-18,388.55
2015-11-19,393.4
2015-11-20,385.0
2015-11-23,380.75
2015-11-24,377.0
2015-11-26,401.05
2015-11-27,398.65
2015-11-30,384.6
2015-12-01,390.95
2015-12-02,400.95
2015-12-03,391.3
2015-12-04,396.3
2015-12-07,403.75
2015-12-08,402.9
2015-12-09,397.15
2015-12-10,399.9
2015-12-11,391.35
2015-12-14,390.1
2015-12-15,389.1
2015-12-16,389.95
2015-12-17,392.0
2015-12-18,398.35
2015-12-21,400.15
2015-12-22,400.7
2015-12-23,417.65
2015-12-24,414.35
2015-12-28,419.2
2015-12-29,415.15
2015-12-30,427.3
2015-12-31,428.1
