Date,INDUSINDBK
2015-01-01,812.0
2015-01-02,815.9
2015-01-05,819.1
2015-01-06,798.4
2015-01-07,791.95
2015-01-08,798.7
2015-01-09,802.0
2015-01-12,829.45
2015-01-13,825.5
2015-01-14,816.65
2015-01-15,830.35
2015-01-16,831.85
2015-01-19,829.15
2015-01-20,840.45
2015-01-21,842.55
2015-01-22,846.25
2015-01-23,857.35
2015-01-27,863.25
2015-01-28,868.75
2015-01-29,876.05
2015-01-30,870.2
2015-02-02,874.55
2015-02-03,861.35
2015-02-04,863.3
2015-02-05,865.4
2015-02-06,845.3
2015-02-09,825.15
2015-02-10,840.8
2015-02-11,855.5
2015-02-12,869.95
2015-02-13,875.35
2015-02-16,862.9
2015-02-18,864.85
2015-02-19,857.5
2015-02-20,876.8
2015-02-23,867.55
2015-02-24,864.15
2015-02-25,858.55
2015-02-26,845.3
2015-02-27,864.5
2015-02-28,916.55
2015-03-02,944.5
2015-03-03,938.6
2015-03-04,908.2
2015-03-05,913.2
2015-03-09,895.2
2015-03-10,896.75
2015-03-11,890.2
2015-03-12,891.8
2015-03-13,875.2
2015-03-16,877.25
2015-03-17,903.15
2015-03-18,903.2
2015-03-19,881.15
2015-03-20,886.35
2015-03-23,888.35
2015-03-24,884.85
2015-03-25,871.05
2015-03-26,860.35
2015-03-27,880.75
2015-03-30,887.95
2015-03-31,886.0
2015-04-01,925.25
2015-04-06,914.95
2015-04-07,906.95
2015-04-08,901.95
2015-04-09,943.9
2015-04-10,945.25
2015-04-13,949.75
2015-04-15,946.55
2015-04-16,934.45
2015-04-17,876.0
2015-04-20,843.75
2015-04-21,837.8
2015-04-22,846.25
2015-04-23,858.75
2015-04-24,830.55
2015-04-27,823.05
2015-04-28,827.7
2015-04-29,833.1
2015-04-30,823.8
2015-05-04,841.7
2015-05-05,836.55
2015-05-06,802.95
2015-05-07,795.2
2015-05-08,810.45
2015-05-11,819.65
2015-05-12,800.25
2015-05-13,817.2
2015-05-14,816.65
2015-05-15,833.35
2015-05-18,846.35
2015-05-19,845.7
2015-05-20,851.55
2015-05-21,848.2
2015-05-22,852.6
2015-05-25,854.1
2015-05-26,852.95
2015-05-27,860.3
2015-05-28,855.3
2015-05-29,873.95
2015-06-01,882.95
2015-06-02,847.15
2015-06-03,842.6
2015-06-04,846.65
2015-06-05,834.45
2015-06-08,811.7
2015-06-09,809.2
2015-06-10,819.6
2015-06-11,795.1
2015-06-12,810.8
2015-06-15,794.55
2015-06-16,821.55
2015-06-17,818.2
2015-06-18,825.55
2015-06-19,834.7
2015-06-22,839.25
2015-06-23,833.6
2015-06-24,844.5
2015-06-25,867.15
2015-06-26,869.4
2015-06-29,859.6
2015-06-30,872.7
2015-07-01,875.55
2015-07-02,869.75
2015-07-03,893.5
2015-07-06,899.3
2015-07-07,898.95
2015-07-08,892.4
2015-07-09,893.0
2015-07-10,894.95
2015-07-13,923.95
2015-07-14,924.05
2015-07-15,927.15
2015-07-16,932.3
2015-07-17,935.85
2015-07-20,947.45
2015-07-21,938.35
2015-07-22,956.9
2015-07-23,949.8
2015-07-24,955.85
2015-07-27,938.3
2015-07-28,949.85
2015-07-29,953.6
2015-07-30,973.7
2015-07-31,977.7
2015-08-03,973.85
2015-08-04,952.3
2015-08-05,952.65
2015-08-06,951.6
2015-08-07,946.95
2015-08-10,944.4
2015-08-11,950.7
2015-08-12,914.45
2015-08-13,925.3
2015-08-14,959.0
2015-08-17,951.75
2015-08-18,968.2
2015-08-19,957.45
2015-08-20,932.1
2015-08-21,905.25
2015-08-24,865.6
2015-08-25,878.05
2015-08-26,853.5
2015-08-27,858.5
2015-08-28,847.65
2015-08-31,858.05
2015-09-01,831.5
2015-09-02,824.8
2015-09-03,849.4
2015-09-04,840.8
2015-09-07,820.2
2015-09-08,840.35
2015-09-09,857.95
2015-09-10,866.9
2015-09-11,868.7
2015-09-14,876.25
2015-09-15,883.95
2015-09-16,899.1
2015-09-18,918.65
2015-09-21,913.5
2015-09-22,888.05
2015-09-23,905.55
2015-09-24,926.9
2015-09-28,920.9
2015-09-29,941.35
2015-09-30,942.45
2015-10-01,957.6
2015-10-05,959.7
2015-10-06,952.2
2015-10-07,948.35
2015-10-08,944.8
2015-10-09,940.05
2015-10-12,944.6
2015-10-13,945.95
2015-10-14,949.9
2015-10-15,957.8
2015-10-16,962.7
2015-10-19,962.05
2015-10-20,956.7
2015-10-21,957.45
2015-10-23,959.8
2015-10-26,957.95
2015-10-27,954.0
2015-10-28,924.2
2015-10-29,914.5
2015-10-30,911.9
2015-11-02,913.65
2015-11-03,911.85
2015-11-04,913.7
2015-11-05,907.45
2015-11-06,920.95
2015-11-09,923.4
2015-11-10,893.75
2015-11-11,896.95
2015-11-13,892.25
2015-11-16,912.4
2015-11-17,906.25
2015-11-18,901.05
2015-11-19,914.15
2015-11-20,921.85
2015-11-23,919.7
2015-11-24,919.55
2015-11-26,915.55
2015-11-27,923.35
2015-11-30,935.25
2015-12-01,942.65
2015-12-02,942.6
2015-12-03,946.7
2015-12-04,942.95
2015-12-07,952.75
2015-12-08,944.2
2015-12-09,927.85
2015-12-10,930.1
2015-12-11,916.15
2015-12-14,914.35
2015-12-15,918.15
2015-12-16,932.75
2015-12-17,949.05
2015-12-18,935.05
2015-12-21,950.65
2015-12-22,934.7
2015-12-23,939.65
2015-12-24,945.4
2015-12-28,957.6
2015-12-29,958.75
2015-12-30,968.55
2015-12-31,968.95
