Date,FLFL
2015-01-01,87.45
2015-01-02,85.25
2015-01-05,81.9
2015-01-06,79.1
2015-01-07,76.35
2015-01-08,78.5
2015-01-09,79.55
2015-01-12,78.6
2015-01-13,77.85
2015-01-14,76.75
2015-01-15,77.6
2015-01-16,76.95
2015-01-19,76.95
2015-01-20,78.0
2015-01-21,78.45
2015-01-22,80.0
2015-01-23,76.95
2015-01-27,73.9
2015-01-28,72.65
2015-01-29,70.95
2015-01-30,71.95
2015-02-02,86.3
2015-02-03,89.6
2015-02-04,86.3
2015-02-05,82.1
2015-02-06,82.4
2015-02-09,80.05
2015-02-10,76.75
2015-02-11,78.25
2015-02-12,78.75
2015-02-13,78.65
2015-02-16,75.5
2015-02-18,74.2
2015-02-19,79.35
2015-02-20,77.35
2015-02-23,75.1
2015-02-24,75.4
2015-02-25,73.5
2015-02-26,75.1
2015-02-27,75.05
2015-02-28,74.05
2015-03-02,74.0
2015-03-03,73.6
2015-03-04,73.45
2015-03-05,72.55
2015-03-09,72.4
2015-03-10,72.7
2015-03-11,70.05
2015-03-12,69.8
2015-03-13,69.0
2015-03-16,67.85
2015-03-17,68.3
2015-03-18,67.6
2015-03-19,66.85
2015-03-20,65.0
2015-03-23,68.55
2015-03-24,70.25
2015-03-25,69.3
2015-03-26,68.2
2015-03-27,66.4
2015-03-30,68.35
2015-03-31,67.75
2015-04-01,71.0
2015-04-06,70.5
2015-04-07,71.35
2015-04-08,76.15
2015-04-09,76.55
2015-04-10,76.9
2015-04-13,77.15
2015-04-15,76.95
2015-04-16,78.75
2015-04-17,79.1
2015-04-20,75.85
2015-04-21,73.75
2015-04-22,74.5
2015-04-23,73.6
2015-04-24,73.9
2015-04-27,71.1
2015-04-28,73.7
2015-04-29,75.6
2015-04-30,77.45
2015-05-04,81.9
2015-05-05,81.45
2015-05-06,80.0
2015-05-07,80.05
2015-05-08,81.35
2015-05-11,79.95
2015-05-12,75.7
2015-05-13,75.3
2015-05-14,76.05
2015-05-15,77.05
2015-05-18,77.7
2015-05-19,77.9
2015-05-20,81.55
2015-05-21,82.25
2015-05-22,80.4
2015-05-25,82.0
2015-05-26,83.3
2015-05-27,81.35
2015-05-28,81.0
2015-05-29,84.3
2015-06-01,81.8
2015-06-02,80.3
2015-06-03,78.5
2015-06-04,76.1
2015-06-05,76.9
2015-06-08,71.95
2015-06-09,71.7
2015-06-10,70.05
2015-06-11,68.75
2015-06-12,68.0
2015-06-15,65.4
2015-06-16,64.45
2015-06-17,65.35
2015-06-18,65.05
2015-06-19,68.0
2015-06-22,67.65
2015-06-23,67.0
2015-06-24,66.0
2015-06-25,66.15
2015-06-26,71.85
2015-06-29,70.35
2015-06-30,71.9
2015-07-01,72.65
2015-07-02,73.8
2015-07-03,73.4
2015-07-06,79.8
2015-07-07,78.05
2015-07-08,76.2
2015-07-09,78.55
2015-07-10,79.0
2015-07-13,79.4
2015-07-14,85.45
2015-07-15,81.95
2015-07-16,88.55
2015-07-17,87.8
2015-07-20,90.15
2015-07-21,83.1
2015-07-22,84.65
2015-07-23,87.75
2015-07-24,87.5
2015-07-27,84.5
2015-07-28,83.3
2015-07-29,83.7
2015-07-30,87.5
2015-07-31,86.05
2015-08-03,85.15
2015-08-04,86.5
2015-08-05,83.05
2015-08-06,81.8
2015-08-07,81.8
2015-08-10,80.8
2015-08-11,76.9
2015-08-12,79.7
2015-08-13,75.3
2015-08-14,77.55
2015-08-17,77.55
2015-08-18,79.05
2015-08-19,76.8
2015-08-20,73.35
2015-08-21,74.85
2015-08-24,67.5
2015-08-25,68.2
2015-08-26,68.2
2015-08-27,71.0
2015-08-28,69.9
2015-08-31,68.9
2015-09-01,65.65
2015-09-02,64.9
2015-09-03,69.1
2015-09-04,67.1
2015-09-07,65.75
2015-09-08,66.2
2015-09-09,67.75
2015-09-10,67.2
2015-09-11,66.4
2015-09-14,66.3
2015-09-15,68.35
2015-09-16,66.55
2015-09-18,68.05
2015-09-21,70.1
2015-09-22,68.7
2015-09-23,69.75
2015-09-24,72.55
2015-09-28,69.25
2015-09-29,69.05
2015-09-30,71.15
2015-10-01,71.7
2015-10-05,76.3
2015-10-06,77.5
2015-10-07,76.65
2015-10-08,78.35
2015-10-09,78.7
2015-10-12,77.95
2015-10-13,78.4
2015-10-14,77.15
2015-10-15,77.25
2015-10-16,77.1
2015-10-19,77.9
2015-10-20,78.6
2015-10-21,75.9
2015-10-23,76.05
2015-10-26,73.35
2015-10-27,72.85
2015-10-28,71.9
2015-10-29,72.7
2015-10-30,69.1
2015-11-02,68.0
2015-11-03,68.0
2015-11-04,68.2
2015-11-05,68.65
2015-11-06,68.3
2015-11-09,72.15
2015-11-10,72.25
2015-11-11,72.65
2015-11-13,72.2
2015-11-16,74.55
2015-11-17,75.85
2015-11-18,75.1
2015-11-19,75.5
2015-11-20,79.85
2015-11-23,80.8
2015-11-24,79.6
2015-11-26,79.1
2015-11-27,80.6
2015-11-30,86.0
2015-12-01,82.15
2015-12-02,78.9
2015-12-03,79.6
2015-12-04,79.7
2015-12-07,80.55
2015-12-08,76.25
2015-12-09,73.95
2015-12-10,80.4
2015-12-11,80.2
2015-12-14,79.1
2015-12-15,78.65
2015-12-16,78.4
2015-12-17,79.7
2015-12-18,79.65
2015-12-21,78.4
2015-12-22,78.05
2015-12-23,79.4
2015-12-24,79.2
2015-12-28,79.35
2015-12-29,79.85
2015-12-30,82.25
2015-12-31,83.85
