Date,APLAPOLLO
2015-01-01,336.45
2015-01-02,338.65
2015-01-05,329.25
2015-01-06,328.05
2015-01-07,327.9
2015-01-08,327.15
2015-01-09,327.55
2015-01-12,325.3
2015-01-13,355.25
2015-01-14,345.6
2015-01-15,365.5
2015-01-16,388.4
2015-01-19,387.4
2015-01-20,391.75
2015-01-21,382.85
2015-01-22,385.3
2015-01-23,382.95
2015-01-27,373.9
2015-01-28,373.15
2015-01-29,364.75
2015-01-30,359.6
2015-02-02,357.25
2015-02-03,371.55
2015-02-04,364.25
2015-02-05,361.85
2015-02-06,351.55
2015-02-09,367.45
2015-02-10,353.4
2015-02-11,364.65
2015-02-12,361.35
2015-02-13,356.7
2015-02-16,351.85
2015-02-18,347.7
2015-02-19,350.6
2015-02-20,379.65
2015-02-23,367.85
2015-02-24,365.05
2015-02-25,353.85
2015-02-26,362.95
2015-02-27,344.95
2015-02-28,354.35
2015-03-02,350.55
2015-03-03,356.15
2015-03-04,359.6
2015-03-05,363.6
2015-03-09,357.1
2015-03-10,395.45
2015-03-11,416.15
2015-03-12,405.0
2015-03-13,387.9
2015-03-16,389.3
2015-03-17,377.95
2015-03-18,371.95
2015-03-19,368.75
2015-03-20,364.1
2015-03-23,354.1
2015-03-24,352.45
2015-03-25,351.45
2015-03-26,351.6
2015-03-27,350.35
2015-03-30,371.85
2015-03-31,400.4
2015-04-01,428.65
2015-04-06,440.4
2015-04-07,448.0
2015-04-08,444.05
2015-04-09,431.7
2015-04-10,431.5
2015-04-13,431.85
2015-04-15,450.7
2015-04-16,454.4
2015-04-17,446.35
2015-04-20,445.15
2015-04-21,440.15
2015-04-22,434.55
2015-04-23,436.4
2015-04-24,424.0
2015-04-27,427.65
2015-04-28,416.2
2015-04-29,424.45
2015-04-30,435.55
2015-05-04,445.1
2015-05-05,442.15
2015-05-06,432.25
2015-05-07,423.1
2015-05-08,436.7
2015-05-11,430.25
2015-05-12,416.2
2015-05-13,414.65
2015-05-14,427.05
2015-05-15,429.1
2015-05-18,429.6
2015-05-19,450.15
2015-05-20,455.0
2015-05-21,449.65
2015-05-22,446.6
2015-05-25,444.85
2015-05-26,444.2
2015-05-27,437.65
2015-05-28,437.0
2015-05-29,432.55
2015-06-01,429.95
2015-06-02,419.8
2015-06-03,409.2
2015-06-04,401.05
2015-06-05,395.85
2015-06-08,386.9
2015-06-09,394.0
2015-06-10,402.65
2015-06-11,389.8
2015-06-12,385.15
2015-06-15,413.4
2015-06-16,411.95
2015-06-17,411.15
2015-06-18,392.75
2015-06-19,390.85
2015-06-22,396.35
2015-06-23,390.7
2015-06-24,389.9
2015-06-25,383.25
2015-06-26,385.35
2015-06-29,377.35
2015-06-30,380.05
2015-07-01,393.8
2015-07-02,388.05
2015-07-03,388.75
2015-07-06,398.95
2015-07-07,395.95
2015-07-08,385.15
2015-07-09,382.3
2015-07-10,388.7
2015-07-13,391.5
2015-07-14,443.2
2015-07-15,433.2
2015-07-16,444.1
2015-07-17,458.6
2015-07-20,465.1
2015-07-21,450.4
2015-07-22,456.45
2015-07-23,455.15
2015-07-24,448.15
2015-07-27,452.6
2015-07-28,468.35
2015-07-29,446.7
2015-07-30,445.45
2015-07-31,441.5
2015-08-03,443.25
2015-08-04,443.75
2015-08-05,443.6
2015-08-06,451.55
2015-08-07,443.35
2015-08-10,435.55
2015-08-11,440.8
2015-08-12,420.35
2015-08-13,423.45
2015-08-14,432.4
2015-08-17,441.0
2015-08-18,446.95
2015-08-19,447.6
2015-08-20,440.0
2015-08-21,433.25
2015-08-24,408.85
2015-08-25,419.95
2015-08-26,407.0
2015-08-27,449.2
2015-08-28,428.6
2015-08-31,431.6
2015-09-01,429.0
2015-09-02,462.4
2015-09-03,496.75
2015-09-04,479.9
2015-09-07,479.4
2015-09-08,467.45
2015-09-09,480.25
2015-09-10,476.0
2015-09-11,465.25
2015-09-14,460.25
2015-09-15,460.15
2015-09-16,474.75
2015-09-18,505.75
2015-09-21,501.75
2015-09-22,495.5
2015-09-23,500.0
2015-09-24,499.2
2015-09-28,499.55
2015-09-29,499.3
2015-09-30,500.05
2015-10-01,494.6
2015-10-05,496.15
2015-10-06,519.3
2015-10-07,524.2
2015-10-08,519.8
2015-10-09,537.85
2015-10-12,546.35
2015-10-13,542.75
2015-10-14,543.35
2015-10-15,544.65
2015-10-16,543.05
2015-10-19,550.15
2015-10-20,538.75
2015-10-21,556.7
2015-10-23,541.15
2015-10-26,536.75
2015-10-27,529.1
2015-10-28,527.55
2015-10-29,520.55
2015-10-30,511.6
2015-11-02,506.2
2015-11-03,509.3
2015-11-04,520.6
2015-11-05,512.05
2015-11-06,524.2
2015-11-09,530.05
2015-11-10,519.3
2015-11-11,543.55
2015-11-13,532.55
2015-11-16,530.05
2015-11-17,535.1
2015-11-18,535.0
2015-11-19,540.95
2015-11-20,541.55
2015-11-23,540.0
2015-11-24,550.95
2015-11-26,561.2
2015-11-27,562.7
2015-11-30,582.7
2015-12-01,597.35
2015-12-02,600.3
2015-12-03,593.7
2015-12-04,597.35
2015-12-07,589.45
2015-12-08,592.35
2015-12-09,583.2
2015-12-10,603.1
2015-12-11,612.85
2015-12-14,681.9
2015-12-15,690.6
2015-12-16,734.6
2015-12-17,764.3
2015-12-18,762.65
2015-12-21,763.5
2015-12-22,796.0
2015-12-23,791.95
2015-12-24,777.5
2015-12-28,765.25
2015-12-29,760.95
2015-12-30,756.0
2015-12-31,749.9
