Date,HOVS
2015-01-01,149.65
2015-01-02,152.35
2015-01-05,150.6
2015-01-06,145.3
2015-01-07,146.9
2015-01-08,148.55
2015-01-09,146.15
2015-01-12,145.4
2015-01-13,147.0
2015-01-14,146.3
2015-01-15,148.55
2015-01-16,155.65
2015-01-19,163.95
2015-01-20,157.25
2015-01-21,167.5
2015-01-22,162.1
2015-01-23,159.75
2015-01-27,164.55
2015-01-28,161.95
2015-01-29,160.75
2015-01-30,161.1
2015-02-02,158.35
2015-02-03,158.7
2015-02-04,157.55
2015-02-05,154.5
2015-02-06,150.75
2015-02-09,145.55
2015-02-10,148.45
2015-02-11,145.8
2015-02-12,150.2
2015-02-13,149.2
2015-02-16,146.85
2015-02-18,147.3
2015-02-19,152.0
2015-02-20,166.85
2015-02-23,162.7
2015-02-24,160.65
2015-02-25,162.35
2015-02-26,157.65
2015-02-27,152.85
2015-02-28,152.7
2015-03-02,153.05
2015-03-03,158.9
2015-03-04,154.1
2015-03-05,153.65
2015-03-09,154.4
2015-03-10,152.75
2015-03-11,153.8
2015-03-12,154.15
2015-03-13,148.8
2015-03-16,149.35
2015-03-17,149.8
2015-03-18,149.1
2015-03-19,149.15
2015-03-20,147.55
2015-03-23,145.65
2015-03-24,143.05
2015-03-25,138.5
2015-03-26,136.95
2015-03-27,136.2
2015-03-30,140.9
2015-03-31,140.7
2015-04-01,152.35
2015-04-06,145.95
2015-04-07,147.85
2015-04-08,151.6
2015-04-09,151.65
2015-04-10,159.3
2015-04-13,166.3
2015-04-15,160.1
2015-04-16,155.4
2015-04-17,155.85
2015-04-20,150.5
2015-04-21,120.4
2015-04-22,104.55
2015-04-23,115.0
2015-04-24,105.2
2015-04-27,98.1
2015-04-28,88.3
2015-04-29,82.45
2015-04-30,81.3
2015-05-04,85.35
2015-05-05,89.6
2015-05-06,85.15
2015-05-07,80.95
2015-05-08,83.3
2015-05-11,80.9
2015-05-12,78.05
2015-05-13,76.3
2015-05-14,75.85
2015-05-15,79.6
2015-05-18,83.55
2015-05-19,83.45
2015-05-20,83.2
2015-05-21,81.25
2015-05-22,80.25
2015-05-25,78.55
2015-05-26,75.35
2015-05-27,76.0
2015-05-28,75.85
2015-05-29,75.7
2015-06-01,76.15
2015-06-02,74.35
2015-06-03,72.3
2015-06-04,70.7
2015-06-05,77.4
2015-06-08,73.25
2015-06-09,70.95
2015-06-10,72.8
2015-06-11,69.05
2015-06-12,71.5
2015-06-15,69.85
2015-06-16,70.6
2015-06-17,76.55
2015-06-18,78.0
2015-06-19,77.95
2015-06-22,80.0
2015-06-23,79.6
2015-06-24,79.55
2015-06-25,78.45
2015-06-26,76.25
2015-06-29,74.0
2015-06-30,81.4
2015-07-01,84.1
2015-07-02,82.75
2015-07-03,97.7
2015-07-06,92.6
2015-07-07,92.6
2015-07-08,89.35
2015-07-09,90.55
2015-07-10,88.8
2015-07-13,88.95
2015-07-14,90.8
2015-07-15,90.45
2015-07-16,89.7
2015-07-17,88.6
2015-07-20,94.25
2015-07-21,90.45
2015-07-22,93.15
2015-07-23,91.15
2015-07-24,88.25
2015-07-27,90.15
2015-07-28,88.8
2015-07-29,86.75
2015-07-30,88.05
2015-07-31,89.15
2015-08-03,90.1
2015-08-04,88.15
2015-08-05,87.4
2015-08-06,86.1
2015-08-07,86.0
2015-08-10,86.8
2015-08-11,86.0
2015-08-12,83.35
2015-08-13,79.85
2015-08-14,81.65
2015-08-17,80.8
2015-08-18,81.85
2015-08-19,80.85
2015-08-20,79.3
2015-08-21,77.85
2015-08-24,66.35
2015-08-25,65.15
2015-08-26,70.1
2015-08-27,74.25
2015-08-28,74.4
2015-08-31,71.35
2015-09-01,68.35
2015-09-02,68.35
2015-09-03,70.75
2015-09-04,65.1
2015-09-07,64.3
2015-09-08,66.35
2015-09-09,69.4
2015-09-10,68.35
2015-09-11,70.8
2015-09-14,71.55
2015-09-15,72.5
2015-09-16,81.0
2015-09-18,78.2
2015-09-21,76.55
2015-09-22,75.75
2015-09-23,73.8
2015-09-24,74.5
2015-09-28,71.3
2015-09-29,74.3
2015-09-30,73.7
2015-10-01,73.6
2015-10-05,75.95
2015-10-06,74.6
2015-10-07,74.65
2015-10-08,73.85
2015-10-09,73.2
2015-10-12,73.75
2015-10-13,73.6
2015-10-14,74.15
2015-10-15,76.85
2015-10-16,75.2
2015-10-19,75.15
2015-10-20,77.5
2015-10-21,78.85
2015-10-23,77.85
2015-10-26,77.4
2015-10-27,76.6
2015-10-28,78.15
2015-10-29,75.35
2015-10-30,82.7
2015-11-02,80.0
2015-11-03,78.45
2015-11-04,79.25
2015-11-05,75.55
2015-11-06,70.6
2015-11-09,73.1
2015-11-10,69.8
2015-11-11,71.15
2015-11-13,71.25
2015-11-16,72.75
2015-11-17,80.5
2015-11-18,78.15
2015-11-19,79.25
2015-11-20,78.05
2015-11-23,84.1
2015-11-24,86.6
2015-11-26,92.45
2015-11-27,94.5
2015-11-30,113.4
2015-12-01,109.25
2015-12-02,110.9
2015-12-03,105.1
2015-12-04,103.65
2015-12-07,105.75
2015-12-08,102.3
2015-12-09,95.65
2015-12-10,98.45
2015-12-11,97.65
2015-12-14,98.3
2015-12-15,108.1
2015-12-16,102.65
2015-12-17,105.55
2015-12-18,103.6
2015-12-21,107.8
2015-12-22,103.4
2015-12-23,103.85
2015-12-24,105.95
2015-12-28,105.55
2015-12-29,103.3
2015-12-30,104.25
2015-12-31,105.4
