Date,EXCELCROP
2015-01-01,1144.05
2015-01-02,1175.85
2015-01-05,1182.65
2015-01-06,1132.6
2015-01-07,1136.95
2015-01-08,1157.45
2015-01-09,1148.8
2015-01-12,1124.85
2015-01-13,1124.35
2015-01-14,1079.4
2015-01-15,1126.3
2015-01-16,1102.25
2015-01-19,1083.9
2015-01-20,1049.85
2015-01-21,1017.95
2015-01-22,999.15
2015-01-23,994.05
2015-01-27,967.2
2015-01-28,944.6
2015-01-29,928.2
2015-01-30,926.75
2015-02-02,967.35
2015-02-03,956.6
2015-02-04,948.7
2015-02-05,922.05
2015-02-06,912.05
2015-02-09,894.95
2015-02-10,951.65
2015-02-11,953.35
2015-02-12,919.1
2015-02-13,919.9
2015-02-16,879.4
2015-02-18,866.05
2015-02-19,849.95
2015-02-20,859.3
2015-02-23,858.65
2015-02-24,852.3
2015-02-25,844.15
2015-02-26,832.4
2015-02-27,848.2
2015-02-28,875.55
2015-03-02,877.25
2015-03-03,868.55
2015-03-04,834.3
2015-03-05,844.3
2015-03-09,808.85
2015-03-10,807.7
2015-03-11,806.2
2015-03-12,815.25
2015-03-13,816.15
2015-03-16,813.2
2015-03-17,802.85
2015-03-18,905.35
2015-03-19,965.6
2015-03-20,903.6
2015-03-23,883.7
2015-03-24,869.05
2015-03-25,837.1
2015-03-26,811.2
2015-03-27,801.3
2015-03-30,833.15
2015-03-31,836.8
2015-04-01,854.0
2015-04-06,862.75
2015-04-07,963.3
2015-04-08,950.65
2015-04-09,932.2
2015-04-10,927.45
2015-04-13,925.1
2015-04-15,907.85
2015-04-16,883.6
2015-04-17,868.55
2015-04-20,842.0
2015-04-21,836.1
2015-04-22,835.1
2015-04-23,847.75
2015-04-24,804.45
2015-04-27,771.55
2015-04-28,816.95
2015-04-29,818.95
2015-04-30,818.25
2015-05-04,801.55
2015-05-05,786.5
2015-05-06,792.55
2015-05-07,768.4
2015-05-08,770.8
2015-05-11,795.25
2015-05-12,787.3
2015-05-13,767.85
2015-05-14,796.25
2015-05-15,811.05
2015-05-18,822.95
2015-05-19,806.85
2015-05-20,855.65
2015-05-21,850.3
2015-05-22,850.75
2015-05-25,837.85
2015-05-26,814.5
2015-05-27,840.35
2015-05-28,810.0
2015-05-29,798.75
2015-06-01,800.5
2015-06-02,836.15
2015-06-03,848.1
2015-06-04,1005.65
2015-06-05,955.4
2015-06-08,964.65
2015-06-09,929.95
2015-06-10,917.5
2015-06-11,908.55
2015-06-12,900.55
2015-06-15,903.75
2015-06-16,911.15
2015-06-17,910.15
2015-06-18,920.6
2015-06-19,926.4
2015-06-22,931.15
2015-06-23,943.9
2015-06-24,949.15
2015-06-25,989.8
2015-06-26,1001.05
2015-06-29,974.45
2015-06-30,961.9
2015-07-01,991.15
2015-07-02,963.35
2015-07-03,970.2
2015-07-06,956.25
2015-07-07,958.8
2015-07-08,961.8
2015-07-09,940.05
2015-07-10,950.35
2015-07-13,959.55
2015-07-14,958.85
2015-07-15,980.45
2015-07-16,971.85
2015-07-17,955.75
2015-07-20,959.0
2015-07-21,936.7
2015-07-22,941.05
2015-07-23,935.05
2015-07-24,928.85
2015-07-27,913.2
2015-07-28,914.95
2015-07-29,877.2
2015-07-30,897.45
2015-07-31,867.9
2015-08-03,915.85
2015-08-04,912.55
2015-08-05,912.65
2015-08-06,911.85
2015-08-07,911.0
2015-08-10,915.15
2015-08-11,907.8
2015-08-12,894.85
2015-08-13,869.85
2015-08-14,888.35
2015-08-17,887.25
2015-08-18,884.7
2015-08-19,883.7
2015-08-20,869.85
2015-08-21,855.65
2015-08-24,799.1
2015-08-25,784.1
2015-08-26,777.35
2015-08-27,780.2
2015-08-28,807.95
2015-08-31,891.7
2015-09-01,831.25
2015-09-02,804.4
2015-09-03,824.0
2015-09-04,799.3
2015-09-07,787.35
2015-09-08,787.75
2015-09-09,816.6
2015-09-10,794.2
2015-09-11,790.15
2015-09-14,797.55
2015-09-15,785.6
2015-09-16,797.05
2015-09-18,790.2
2015-09-21,775.2
2015-09-22,769.6
2015-09-23,791.75
2015-09-24,782.05
2015-09-28,779.2
2015-09-29,772.9
2015-09-30,782.65
2015-10-01,775.5
2015-10-05,783.85
2015-10-06,793.1
2015-10-07,799.75
2015-10-08,791.95
2015-10-09,780.05
2015-10-12,797.9
2015-10-13,818.15
2015-10-14,841.65
2015-10-15,858.25
2015-10-16,851.1
2015-10-19,830.0
2015-10-20,838.3
2015-10-21,828.45
2015-10-23,826.0
2015-10-26,820.85
2015-10-27,826.35
2015-10-28,816.35
2015-10-29,802.85
2015-10-30,812.0
2015-11-02,822.1
2015-11-03,830.5
2015-11-04,841.4
2015-11-05,828.2
2015-11-06,838.5
2015-11-09,840.7
2015-11-10,845.2
2015-11-11,893.15
2015-11-13,897.4
2015-11-16,914.5
2015-11-17,953.2
2015-11-18,986.8
2015-11-19,1001.55
2015-11-20,967.15
2015-11-23,998.15
2015-11-24,988.45
2015-11-26,1004.3
2015-11-27,1018.85
2015-11-30,1033.7
2015-12-01,1032.75
2015-12-02,1050.4
2015-12-03,1049.8
2015-12-04,1036.3
2015-12-07,1035.45
2015-12-08,1052.05
2015-12-09,992.8
2015-12-10,1012.25
2015-12-11,1031.3
2015-12-14,1020.55
2015-12-15,1034.8
2015-12-16,1098.0
2015-12-17,1095.0
2015-12-18,1081.15
2015-12-21,1109.95
2015-12-22,1116.3
2015-12-23,1128.25
2015-12-24,1129.95
2015-12-28,1174.35
2015-12-29,1182.65
2015-12-30,1148.3
2015-12-31,1139.45
