Date,JOCIL
2015-01-01,129.0
2015-01-02,129.05
2015-01-05,132.45
2015-01-06,127.85
2015-01-07,125.6
2015-01-08,128.0
2015-01-09,127.45
2015-01-12,126.35
2015-01-13,127.95
2015-01-14,128.45
2015-01-15,126.4
2015-01-16,126.25
2015-01-19,130.0
2015-01-20,130.15
2015-01-21,130.9
2015-01-22,128.85
2015-01-23,127.9
2015-01-27,126.0
2015-01-28,129.1
2015-01-29,130.1
2015-01-30,126.1
2015-02-02,123.65
2015-02-03,124.45
2015-02-04,123.55
2015-02-05,121.7
2015-02-06,115.6
2015-02-09,112.05
2015-02-10,114.0
2015-02-12,114.8
2015-02-13,114.35
2015-02-16,113.8
2015-02-18,114.15
2015-02-19,115.0
2015-02-20,114.65
2015-02-23,112.5
2015-02-24,112.95
2015-02-25,114.15
2015-02-26,114.3
2015-02-27,111.8
2015-02-28,111.25
2015-03-02,113.7
2015-03-03,112.05
2015-03-04,111.0
2015-03-05,109.2
2015-03-09,110.15
2015-03-10,113.35
2015-03-11,112.15
2015-03-12,111.25
2015-03-13,113.75
2015-03-16,111.45
2015-03-17,110.35
2015-03-18,107.15
2015-03-19,107.05
2015-03-20,110.5
2015-03-23,105.45
2015-03-24,105.1
2015-03-25,104.5
2015-03-26,99.85
2015-03-27,97.6
2015-03-30,103.8
2015-03-31,103.9
2015-04-01,109.65
2015-04-06,113.95
2015-04-07,114.9
2015-04-08,111.8
2015-04-09,112.55
2015-04-10,113.6
2015-04-13,116.0
2015-04-15,114.15
2015-04-16,111.9
2015-04-17,112.1
2015-04-20,110.0
2015-04-21,109.85
2015-04-22,109.1
2015-04-23,112.0
2015-04-24,108.0
2015-04-27,99.55
2015-04-28,100.65
2015-04-29,101.75
2015-04-30,101.5
2015-05-04,106.95
2015-05-05,109.85
2015-05-06,100.7
2015-05-07,101.0
2015-05-08,106.75
2015-05-11,100.75
2015-05-12,103.5
2015-05-13,99.25
2015-05-14,98.9
2015-05-15,98.2
2015-05-18,99.3
2015-05-19,99.9
2015-05-20,99.55
2015-05-21,100.0
2015-05-22,99.75
2015-05-25,99.05
2015-05-26,118.85
2015-05-27,126.45
2015-05-28,122.4
2015-05-29,128.8
2015-06-01,128.6
2015-06-02,126.25
2015-06-03,123.5
2015-06-04,124.8
2015-06-05,124.75
2015-06-08,123.2
2015-06-09,126.65
2015-06-10,127.4
2015-06-11,123.15
2015-06-12,124.2
2015-06-15,124.2
2015-06-16,123.8
2015-06-17,125.3
2015-06-18,124.25
2015-06-19,123.4
2015-06-22,125.3
2015-06-23,127.4
2015-06-24,127.35
2015-06-25,127.55
2015-06-26,130.45
2015-06-29,128.95
2015-06-30,138.4
2015-07-01,138.0
2015-07-02,137.3
2015-07-03,137.55
2015-07-06,144.8
2015-07-07,145.15
2015-07-08,137.6
2015-07-09,138.3
2015-07-10,138.65
2015-07-13,138.9
2015-07-14,141.6
2015-07-15,140.6
2015-07-16,139.65
2015-07-17,138.85
2015-07-20,139.25
2015-07-21,144.55
2015-07-22,143.45
2015-07-23,143.7
2015-07-24,150.45
2015-07-27,153.0
2015-07-28,151.15
2015-07-29,154.4
2015-07-30,154.25
2015-07-31,153.05
2015-08-03,152.2
2015-08-04,167.55
2015-08-05,164.25
2015-08-06,162.15
2015-08-07,159.55
2015-08-10,158.65
2015-08-11,158.4
2015-08-12,151.6
2015-08-13,145.5
2015-08-14,141.75
2015-08-17,147.6
2015-08-18,150.05
2015-08-19,147.7
2015-08-20,145.35
2015-08-21,140.4
2015-08-24,125.55
2015-08-25,130.1
2015-08-26,131.5
2015-08-27,135.85
2015-08-28,133.05
2015-08-31,135.0
2015-09-01,129.2
2015-09-02,130.9
2015-09-03,134.85
2015-09-04,129.9
2015-09-07,129.1
2015-09-08,132.0
2015-09-09,130.5
2015-09-10,127.0
2015-09-11,130.0
2015-09-14,129.25
2015-09-15,128.3
2015-09-16,129.0
2015-09-18,131.45
2015-09-21,140.85
2015-09-22,133.8
2015-09-23,139.35
2015-09-24,139.5
2015-09-28,137.6
2015-09-29,137.45
2015-09-30,134.95
2015-10-01,136.0
2015-10-05,139.2
2015-10-06,136.0
2015-10-07,136.0
2015-10-08,133.75
2015-10-09,135.05
2015-10-12,137.35
2015-10-13,135.0
2015-10-14,138.0
2015-10-15,138.5
2015-10-16,136.1
2015-10-19,137.1
2015-10-20,139.05
2015-10-21,138.25
2015-10-23,141.1
2015-10-26,145.95
2015-10-27,145.05
2015-10-28,142.2
2015-10-29,142.8
2015-10-30,142.85
2015-11-02,141.0
2015-11-03,145.25
2015-11-04,142.95
2015-11-05,143.5
2015-11-06,142.2
2015-11-09,142.1
2015-11-10,141.95
2015-11-11,141.8
2015-11-13,161.9
2015-11-16,165.4
2015-11-17,168.55
2015-11-18,183.05
2015-11-19,199.55
2015-11-20,199.1
2015-11-23,195.95
2015-11-24,190.1
2015-11-26,186.65
2015-11-27,185.95
2015-11-30,193.8
2015-12-01,189.75
2015-12-02,187.6
2015-12-03,192.45
2015-12-04,188.3
2015-12-07,186.2
2015-12-08,185.8
2015-12-09,204.0
2015-12-10,197.15
2015-12-11,193.75
2015-12-14,192.1
2015-12-15,192.4
2015-12-16,189.2
2015-12-17,195.0
2015-12-18,195.25
2015-12-21,194.25
2015-12-22,201.45
2015-12-23,202.55
2015-12-24,206.7
2015-12-28,209.15
2015-12-29,208.55
2015-12-30,212.05
2015-12-31,215.3
