Date,KAKATCEM
2015-01-01,109.25
2015-01-02,109.75
2015-01-05,110.95
2015-01-06,107.75
2015-01-07,108.0
2015-01-08,109.0
2015-01-09,107.65
2015-01-12,110.25
2015-01-13,116.65
2015-01-14,118.65
2015-01-15,119.0
2015-01-16,119.35
2015-01-19,118.9
2015-01-20,115.75
2015-01-21,116.75
2015-01-22,115.05
2015-01-23,113.65
2015-01-27,114.7
2015-01-28,110.35
2015-01-29,109.95
2015-01-30,108.35
2015-02-02,109.35
2015-02-03,110.8
2015-02-04,111.05
2015-02-05,106.75
2015-02-06,104.45
2015-02-09,100.5
2015-02-10,101.35
2015-02-11,109.95
2015-02-12,113.55
2015-02-13,109.8
2015-02-16,108.25
2015-02-18,110.3
2015-02-19,114.45
2015-02-20,112.75
2015-02-23,129.3
2015-02-24,128.25
2015-02-25,127.05
2015-02-26,125.6
2015-02-27,127.45
2015-02-28,126.4
2015-03-02,131.65
2015-03-03,135.35
2015-03-04,127.7
2015-03-05,129.35
2015-03-09,128.8
2015-03-10,124.25
2015-03-11,124.35
2015-03-12,126.9
2015-03-13,121.9
2015-03-16,121.9
2015-03-17,118.75
2015-03-18,119.3
2015-03-19,118.35
2015-03-20,116.65
2015-03-23,116.5
2015-03-24,115.3
2015-03-25,113.75
2015-03-26,112.8
2015-03-27,115.95
2015-03-30,119.6
2015-03-31,118.5
2015-04-01,120.25
2015-04-06,122.55
2015-04-07,121.7
2015-04-08,122.2
2015-04-09,122.0
2015-04-10,121.5
2015-04-13,124.25
2015-04-15,128.5
2015-04-16,122.55
2015-04-17,123.85
2015-04-20,120.6
2015-04-21,121.9
2015-04-22,116.8
2015-04-23,119.0
2015-04-24,116.05
2015-04-27,114.5
2015-04-28,117.9
2015-04-29,115.25
2015-04-30,116.85
2015-05-04,116.45
2015-05-05,117.6
2015-05-06,115.35
2015-05-07,113.2
2015-05-08,115.75
2015-05-11,116.2
2015-05-12,114.25
2015-05-13,114.6
2015-05-14,112.8
2015-05-15,113.05
2015-05-18,115.4
2015-05-19,116.0
2015-05-20,116.7
2015-05-21,113.85
2015-05-22,117.4
2015-05-25,122.7
2015-05-26,122.7
2015-05-27,121.8
2015-05-28,122.15
2015-05-29,125.3
2015-06-01,123.3
2015-06-02,119.0
2015-06-03,116.65
2015-06-04,117.55
2015-06-05,118.2
2015-06-08,114.8
2015-06-09,109.9
2015-06-10,111.2
2015-06-11,111.05
2015-06-12,109.65
2015-06-15,112.1
2015-06-16,111.95
2015-06-17,111.0
2015-06-18,112.95
2015-06-19,113.15
2015-06-22,116.85
2015-06-23,117.65
2015-06-24,120.4
2015-06-25,118.6
2015-06-26,122.35
2015-06-29,117.55
2015-06-30,117.15
2015-07-01,118.1
2015-07-02,116.5
2015-07-03,118.15
2015-07-06,119.7
2015-07-07,128.0
2015-07-08,127.15
2015-07-09,128.35
2015-07-10,124.75
2015-07-13,131.5
2015-07-14,131.05
2015-07-15,129.3
2015-07-16,128.7
2015-07-17,127.5
2015-07-20,130.95
2015-07-21,127.05
2015-07-22,126.65
2015-07-23,129.0
2015-07-24,128.4
2015-07-27,126.4
2015-07-28,126.4
2015-07-29,129.5
2015-07-30,126.4
2015-07-31,126.45
2015-08-03,127.0
2015-08-04,127.0
2015-08-05,126.4
2015-08-06,126.1
2015-08-07,125.95
2015-08-10,121.3
2015-08-11,121.3
2015-08-12,119.3
2015-08-13,105.7
2015-08-14,105.6
2015-08-17,106.7
2015-08-18,107.75
2015-08-19,107.0
2015-08-20,106.0
2015-08-21,103.75
2015-08-24,99.9
2015-08-25,99.85
2015-08-26,100.1
2015-08-27,99.4
2015-08-28,98.9
2015-08-31,99.6
2015-09-01,97.35
2015-09-02,94.3
2015-09-03,95.9
2015-09-04,94.7
2015-09-07,92.4
2015-09-08,93.1
2015-09-09,96.9
2015-09-10,95.0
2015-09-11,95.6
2015-09-14,97.65
2015-09-15,98.1
2015-09-16,99.0
2015-09-18,102.3
2015-09-21,103.45
2015-09-22,101.0
2015-09-23,99.4
2015-09-24,101.2
2015-09-28,101.25
2015-09-29,101.6
2015-09-30,100.7
2015-10-01,103.5
2015-10-05,104.45
2015-10-06,104.8
2015-10-07,110.9
2015-10-08,111.8
2015-10-09,118.5
2015-10-12,117.55
2015-10-13,118.3
2015-10-14,116.0
2015-10-15,119.2
2015-10-16,117.05
2015-10-19,120.4
2015-10-20,121.8
2015-10-21,123.5
2015-10-23,124.9
2015-10-26,124.55
2015-10-27,120.15
2015-10-28,119.75
2015-10-29,120.75
2015-10-30,118.1
2015-11-02,119.3
2015-11-03,121.4
2015-11-04,122.9
2015-11-05,121.0
2015-11-06,121.8
2015-11-09,123.1
2015-11-10,120.3
2015-11-11,123.6
2015-11-13,125.2
2015-11-16,134.5
2015-11-17,149.25
2015-11-18,140.25
2015-11-19,138.65
2015-11-20,142.8
2015-11-23,143.85
2015-11-24,145.6
2015-11-26,146.5
2015-11-27,146.6
2015-11-30,145.9
2015-12-01,146.1
2015-12-02,146.0
2015-12-03,147.0
2015-12-04,149.1
2015-12-07,155.45
2015-12-08,149.6
2015-12-09,142.2
2015-12-10,141.2
2015-12-11,142.75
2015-12-14,143.7
2015-12-15,145.9
2015-12-16,144.55
2015-12-17,148.9
2015-12-18,148.05
2015-12-21,153.5
2015-12-22,151.1
2015-12-23,151.65
2015-12-24,152.45
2015-12-28,153.75
2015-12-29,153.7
2015-12-30,151.05
2015-12-31,149.4
