Date,PHILIPCARB
2015-01-01,151.8
2015-01-02,153.05
2015-01-05,152.5
2015-01-06,143.2
2015-01-07,143.25
2015-01-08,150.75
2015-01-09,148.2
2015-01-12,150.9
2015-01-13,157.0
2015-01-14,157.95
2015-01-15,155.8
2015-01-16,156.75
2015-01-19,159.9
2015-01-20,159.55
2015-01-21,161.75
2015-01-22,164.6
2015-01-23,159.25
2015-01-27,152.6
2015-01-28,151.85
2015-01-29,148.85
2015-01-30,148.1
2015-02-02,147.5
2015-02-03,143.75
2015-02-04,138.6
2015-02-05,134.95
2015-02-06,131.65
2015-02-09,129.1
2015-02-10,127.75
2015-02-11,129.1
2015-02-12,136.75
2015-02-13,133.85
2015-02-16,130.9
2015-02-18,129.35
2015-02-19,128.4
2015-02-20,127.5
2015-02-23,125.3
2015-02-24,122.5
2015-02-25,121.25
2015-02-26,118.8
2015-02-27,121.5
2015-02-28,120.4
2015-03-02,126.8
2015-03-03,132.7
2015-03-04,126.5
2015-03-05,124.95
2015-03-09,124.95
2015-03-10,121.6
2015-03-11,123.7
2015-03-12,121.85
2015-03-13,121.35
2015-03-16,118.6
2015-03-17,119.0
2015-03-18,117.55
2015-03-19,118.35
2015-03-20,114.9
2015-03-23,109.6
2015-03-24,101.5
2015-03-25,111.3
2015-03-26,111.9
2015-03-27,113.4
2015-03-30,130.35
2015-03-31,131.6
2015-04-01,129.05
2015-04-06,131.55
2015-04-07,133.05
2015-04-08,139.1
2015-04-09,136.05
2015-04-10,137.55
2015-04-13,138.3
2015-04-15,136.05
2015-04-16,135.6
2015-04-17,140.45
2015-04-20,139.1
2015-04-21,135.85
2015-04-22,134.05
2015-04-23,133.1
2015-04-24,126.5
2015-04-27,120.95
2015-04-28,126.0
2015-04-29,126.65
2015-04-30,131.6
2015-05-04,134.15
2015-05-05,140.3
2015-05-06,121.35
2015-05-07,115.5
2015-05-08,116.15
2015-05-11,117.5
2015-05-12,112.25
2015-05-13,110.5
2015-05-14,115.2
2015-05-15,113.1
2015-05-18,112.8
2015-05-19,112.5
2015-05-20,112.3
2015-05-21,112.0
2015-05-22,110.7
2015-05-25,108.9
2015-05-26,108.85
2015-05-27,109.05
2015-05-28,108.65
2015-05-29,108.75
2015-06-01,110.6
2015-06-02,111.1
2015-06-03,106.85
2015-06-04,107.75
2015-06-05,108.5
2015-06-08,104.3
2015-06-09,106.1
2015-06-10,108.7
2015-06-11,104.65
2015-06-12,103.95
2015-06-15,105.25
2015-06-16,105.9
2015-06-17,105.7
2015-06-18,118.4
2015-06-19,114.45
2015-06-22,114.55
2015-06-23,114.95
2015-06-24,112.75
2015-06-25,113.05
2015-06-26,110.95
2015-06-29,111.25
2015-06-30,115.55
2015-07-01,116.9
2015-07-02,114.55
2015-07-03,115.2
2015-07-06,126.2
2015-07-07,124.0
2015-07-08,121.65
2015-07-09,122.65
2015-07-10,127.4
2015-07-13,132.6
2015-07-14,137.1
2015-07-15,135.6
2015-07-16,136.85
2015-07-17,140.2
2015-07-20,145.55
2015-07-21,142.9
2015-07-22,147.5
2015-07-23,148.8
2015-07-24,149.3
2015-07-27,148.15
2015-07-28,151.15
2015-07-29,148.9
2015-07-30,150.05
2015-07-31,132.95
2015-08-03,128.5
2015-08-04,129.25
2015-08-05,133.05
2015-08-06,136.3
2015-08-07,132.85
2015-08-10,129.7
2015-08-11,125.6
2015-08-12,124.4
2015-08-13,121.35
2015-08-14,120.6
2015-08-17,123.0
2015-08-18,125.25
2015-08-19,125.65
2015-08-20,125.05
2015-08-21,123.7
2015-08-24,112.55
2015-08-25,113.7
2015-08-26,113.0
2015-08-27,115.5
2015-08-28,116.1
2015-08-31,114.1
2015-09-01,113.95
2015-09-02,115.35
2015-09-03,119.35
2015-09-04,112.3
2015-09-07,111.2
2015-09-08,111.8
2015-09-09,117.65
2015-09-10,114.35
2015-09-11,112.95
2015-09-14,115.1
2015-09-15,113.55
2015-09-16,113.7
2015-09-18,114.7
2015-09-21,113.2
2015-09-22,111.85
2015-09-23,112.4
2015-09-24,113.4
2015-09-28,114.6
2015-09-29,112.4
2015-09-30,112.35
2015-10-01,114.7
2015-10-05,120.55
2015-10-06,117.15
2015-10-07,118.35
2015-10-08,116.65
2015-10-09,116.55
2015-10-12,117.2
2015-10-13,127.35
2015-10-14,127.15
2015-10-15,134.1
2015-10-16,139.35
2015-10-19,138.25
2015-10-20,138.1
2015-10-21,133.2
2015-10-23,138.8
2015-10-26,140.0
2015-10-27,137.05
2015-10-28,134.05
2015-10-29,131.5
2015-10-30,131.75
2015-11-02,127.85
2015-11-03,133.1
2015-11-04,132.9
2015-11-05,128.4
2015-11-06,125.6
2015-11-09,123.7
2015-11-10,121.55
2015-11-11,122.85
2015-11-13,121.25
2015-11-16,127.9
2015-11-17,124.55
2015-11-18,122.35
2015-11-19,131.05
2015-11-20,130.15
2015-11-23,128.8
2015-11-24,134.95
2015-11-26,141.15
2015-11-27,137.0
2015-11-30,139.95
2015-12-01,136.65
2015-12-02,132.1
2015-12-03,129.05
2015-12-04,129.85
2015-12-07,135.0
2015-12-08,130.4
2015-12-09,124.15
2015-12-10,121.85
2015-12-11,120.15
2015-12-14,120.85
2015-12-15,121.25
2015-12-16,122.3
2015-12-17,125.5
2015-12-18,124.1
2015-12-21,125.0
2015-12-22,124.25
2015-12-23,124.15
2015-12-24,127.45
2015-12-28,130.45
2015-12-29,127.5
2015-12-30,127.15
2015-12-31,129.3
