Date,RBL
2015-01-01,291.75
2015-01-02,292.35
2015-01-05,289.85
2015-01-06,285.95
2015-01-07,290.6
2015-01-08,291.5
2015-01-09,291.0
2015-01-12,287.1
2015-01-13,286.2
2015-01-14,285.5
2015-01-15,294.85
2015-01-16,296.4
2015-01-19,298.75
2015-01-20,297.7
2015-01-21,293.9
2015-01-22,293.95
2015-01-23,295.35
2015-01-27,354.4
2015-01-28,346.3
2015-01-29,351.15
2015-01-30,337.15
2015-02-02,336.7
2015-02-03,333.05
2015-02-04,332.45
2015-02-05,329.45
2015-02-06,321.4
2015-02-09,316.05
2015-02-10,317.15
2015-02-11,329.85
2015-02-12,327.3
2015-02-13,330.05
2015-02-16,330.9
2015-02-18,329.95
2015-02-19,326.45
2015-02-20,318.15
2015-02-23,322.0
2015-02-24,313.25
2015-02-25,307.7
2015-02-26,320.95
2015-02-27,321.0
2015-02-28,320.0
2015-03-02,320.0
2015-03-03,318.85
2015-03-04,320.0
2015-03-05,319.15
2015-03-09,323.0
2015-03-10,321.0
2015-03-11,320.0
2015-03-12,321.05
2015-03-13,322.95
2015-03-16,330.5
2015-03-17,327.6
2015-03-18,328.7
2015-03-19,328.35
2015-03-20,321.55
2015-03-23,320.4
2015-03-24,318.0
2015-03-25,301.6
2015-03-26,294.3
2015-03-27,290.1
2015-03-30,306.4
2015-03-31,302.05
2015-04-01,315.0
2015-04-06,314.5
2015-04-07,309.9
2015-04-08,326.25
2015-04-09,334.8
2015-04-10,339.95
2015-04-13,346.65
2015-04-15,350.15
2015-04-16,337.7
2015-04-17,333.05
2015-04-20,313.55
2015-04-21,318.95
2015-04-22,311.3
2015-04-23,315.15
2015-04-24,304.1
2015-04-27,296.25
2015-04-28,297.7
2015-04-29,295.4
2015-04-30,292.9
2015-05-04,302.05
2015-05-05,300.35
2015-05-06,296.05
2015-05-07,278.85
2015-05-08,287.0
2015-05-11,280.55
2015-05-12,278.2
2015-05-13,280.25
2015-05-14,279.2
2015-05-15,290.15
2015-05-18,293.35
2015-05-19,292.0
2015-05-20,297.3
2015-05-21,291.15
2015-05-22,299.0
2015-05-25,289.0
2015-05-26,288.1
2015-05-27,281.1
2015-05-28,282.3
2015-05-29,278.35
2015-06-01,281.85
2015-06-02,275.55
2015-06-03,280.65
2015-06-04,279.0
2015-06-05,275.1
2015-06-08,281.9
2015-06-09,281.05
2015-06-10,285.55
2015-06-11,282.15
2015-06-12,278.75
2015-06-15,277.3
2015-06-16,282.8
2015-06-17,287.1
2015-06-18,291.75
2015-06-19,292.0
2015-06-22,298.05
2015-06-23,301.2
2015-06-24,305.95
2015-06-25,305.0
2015-06-26,295.0
2015-06-29,294.25
2015-06-30,293.75
2015-07-01,303.0
2015-07-02,303.9
2015-07-03,303.05
2015-07-06,314.55
2015-07-07,309.1
2015-07-08,313.8
2015-07-09,303.0
2015-07-10,304.9
2015-07-13,309.25
2015-07-14,305.25
2015-07-15,307.9
2015-07-16,311.45
2015-07-17,318.5
2015-07-20,318.25
2015-07-21,332.1
2015-07-22,346.35
2015-07-23,347.0
2015-07-24,337.5
2015-07-27,334.9
2015-07-28,340.7
2015-07-29,340.2
2015-07-30,339.1
2015-07-31,341.85
2015-08-03,347.0
2015-08-04,335.3
2015-08-05,329.2
2015-08-06,328.05
2015-08-07,326.1
2015-08-10,332.1
2015-08-11,325.6
2015-08-12,314.4
2015-08-13,306.7
2015-08-14,308.55
2015-08-17,319.95
2015-08-18,336.6
2015-08-19,332.6
2015-08-20,339.8
2015-08-21,326.5
2015-08-24,280.05
2015-08-25,295.5
2015-08-26,292.75
2015-08-27,295.1
2015-08-28,303.0
2015-08-31,298.0
2015-09-01,281.65
2015-09-02,273.15
2015-09-03,282.3
2015-09-04,279.35
2015-09-07,270.55
2015-09-08,282.65
2015-09-09,288.75
2015-09-10,283.5
2015-09-11,283.95
2015-09-14,280.3
2015-09-15,280.2
2015-09-16,278.0
2015-09-18,292.0
2015-09-21,291.8
2015-09-22,282.4
2015-09-23,284.5
2015-09-24,293.5
2015-09-28,293.0
2015-09-29,288.65
2015-09-30,288.35
2015-10-01,284.4
2015-10-05,289.0
2015-10-06,295.5
2015-10-07,293.0
2015-10-08,290.05
2015-10-09,307.0
2015-10-12,305.4
2015-10-13,303.95
2015-10-14,301.3
2015-10-15,309.3
2015-10-16,311.0
2015-10-19,312.25
2015-10-20,319.85
2015-10-21,319.05
2015-10-23,316.1
2015-10-26,351.6
2015-10-27,341.1
2015-10-28,337.35
2015-10-29,335.25
2015-10-30,323.0
2015-11-02,331.05
2015-11-03,329.65
2015-11-04,331.85
2015-11-05,327.35
2015-11-06,333.5
2015-11-09,328.7
2015-11-10,319.3
2015-11-11,333.95
2015-11-13,336.65
2015-11-16,327.7
2015-11-17,319.85
2015-11-18,318.0
2015-11-19,323.4
2015-11-20,338.25
2015-11-23,338.5
2015-11-24,336.0
2015-11-26,351.0
2015-11-27,337.0
2015-11-30,335.2
2015-12-01,339.95
2015-12-02,341.65
2015-12-03,339.65
2015-12-04,333.9
2015-12-07,339.4
2015-12-08,334.7
2015-12-09,322.55
2015-12-10,338.2
2015-12-11,326.7
2015-12-14,332.0
2015-12-15,329.75
2015-12-17,330.0
2015-12-18,334.9
2015-12-21,344.95
2015-12-22,340.1
2015-12-23,330.45
2015-12-24,340.0
2015-12-28,348.2
2015-12-29,346.6
2015-12-30,341.7
2015-12-31,343.0
