Date,BAFNAPHARM
2015-01-01,29.35
2015-01-02,29.95
2015-01-05,33.8
2015-01-06,31.6
2015-01-07,31.75
2015-01-08,31.95
2015-01-09,32.15
2015-01-12,32.55
2015-01-13,32.85
2015-01-14,31.85
2015-01-15,31.65
2015-01-16,31.8
2015-01-19,32.25
2015-01-20,31.75
2015-01-21,31.5
2015-01-22,30.7
2015-01-23,30.55
2015-01-27,30.45
2015-01-28,30.1
2015-01-29,29.95
2015-01-30,29.75
2015-02-02,28.95
2015-02-03,28.9
2015-02-04,28.5
2015-02-05,28.0
2015-02-06,26.95
2015-02-09,25.0
2015-02-10,24.05
2015-02-11,25.75
2015-02-12,26.5
2015-02-13,24.75
2015-02-16,25.25
2015-02-18,25.8
2015-02-19,26.35
2015-02-20,26.85
2015-02-23,25.75
2015-02-24,24.95
2015-02-25,25.15
2015-02-26,25.0
2015-02-27,25.65
2015-02-28,25.05
2015-03-02,26.8
2015-03-03,28.0
2015-03-04,26.75
2015-03-05,26.5
2015-03-09,25.4
2015-03-10,25.55
2015-03-11,26.3
2015-03-12,25.75
2015-03-13,29.6
2015-03-16,31.5
2015-03-17,33.5
2015-03-18,32.5
2015-03-19,30.25
2015-03-20,29.3
2015-03-23,29.45
2015-03-24,30.45
2015-03-25,30.15
2015-03-26,29.65
2015-03-27,29.35
2015-03-30,29.1
2015-03-31,29.95
2015-04-01,30.95
2015-04-06,33.9
2015-04-07,32.8
2015-04-08,33.25
2015-04-09,31.55
2015-04-10,32.85
2015-04-13,32.05
2015-04-15,31.45
2015-04-16,30.55
2015-04-17,30.0
2015-04-20,28.25
2015-04-21,28.95
2015-04-22,29.05
2015-04-23,29.8
2015-04-24,28.4
2015-04-27,27.95
2015-04-28,27.8
2015-04-29,28.0
2015-04-30,27.8
2015-05-04,28.7
2015-05-05,28.5
2015-05-06,26.95
2015-05-07,26.3
2015-05-08,27.0
2015-05-11,26.95
2015-05-12,26.75
2015-05-13,26.8
2015-05-14,27.05
2015-05-15,26.8
2015-05-18,25.9
2015-05-19,27.7
2015-05-20,30.3
2015-05-21,28.75
2015-05-22,27.9
2015-05-25,28.75
2015-05-26,28.0
2015-05-27,28.0
2015-05-28,27.75
2015-05-29,27.65
2015-06-01,26.85
2015-06-02,26.45
2015-06-03,25.55
2015-06-04,25.7
2015-06-05,26.0
2015-06-08,25.55
2015-06-09,25.0
2015-06-10,28.6
2015-06-11,25.85
2015-06-12,25.95
2015-06-15,25.55
2015-06-16,25.5
2015-06-17,25.85
2015-06-18,25.4
2015-06-19,25.45
2015-06-22,25.8
2015-06-23,24.95
2015-06-24,25.6
2015-06-25,25.35
2015-06-26,25.05
2015-06-29,24.1
2015-06-30,24.95
2015-07-01,24.8
2015-07-02,25.1
2015-07-03,25.0
2015-07-06,26.85
2015-07-07,26.65
2015-07-08,25.6
2015-07-09,25.8
2015-07-10,25.65
2015-07-13,25.7
2015-07-14,25.35
2015-07-15,25.85
2015-07-16,26.3
2015-07-17,26.2
2015-07-20,26.0
2015-07-21,25.35
2015-07-22,25.5
2015-07-23,25.0
2015-07-24,24.7
2015-07-27,24.45
2015-07-28,25.1
2015-07-29,25.95
2015-07-30,25.85
2015-07-31,27.35
2015-08-03,27.1
2015-08-04,26.65
2015-08-05,26.7
2015-08-06,26.25
2015-08-07,28.95
2015-08-10,29.9
2015-08-11,29.15
2015-08-12,28.25
2015-08-13,25.55
2015-08-14,27.7
2015-08-17,29.3
2015-08-18,31.15
2015-08-19,30.6
2015-08-20,28.85
2015-08-21,28.1
2015-08-24,27.35
2015-08-25,28.35
2015-08-26,28.35
2015-08-27,28.3
2015-08-28,28.3
2015-08-31,27.95
2015-09-01,27.45
2015-09-02,27.55
2015-09-03,27.45
2015-09-04,27.7
2015-09-07,25.65
2015-09-08,25.6
2015-09-09,26.5
2015-09-10,26.25
2015-09-11,25.95
2015-09-14,26.0
2015-09-15,25.75
2015-09-16,25.6
2015-09-18,25.35
2015-09-21,25.75
2015-09-22,24.95
2015-09-23,25.05
2015-09-24,25.45
2015-09-28,25.05
2015-09-29,24.55
2015-09-30,24.75
2015-10-01,25.55
2015-10-05,26.7
2015-10-06,27.1
2015-10-07,29.05
2015-10-08,30.05
2015-10-09,29.25
2015-10-12,29.5
2015-10-13,29.45
2015-10-14,35.15
2015-10-15,36.55
2015-10-16,38.8
2015-10-19,39.15
2015-10-20,43.6
2015-10-21,42.05
2015-10-23,40.2
2015-10-26,43.0
2015-10-27,41.7
2015-10-28,41.75
2015-10-29,41.1
2015-10-30,39.1
2015-11-02,39.7
2015-11-03,39.6
2015-11-04,39.7
2015-11-05,38.75
2015-11-06,38.95
2015-11-09,36.75
2015-11-10,36.15
2015-11-11,37.2
2015-11-13,35.65
2015-11-16,34.35
2015-11-17,36.5
2015-11-18,38.8
2015-11-19,38.25
2015-11-20,37.75
2015-11-23,36.9
2015-11-24,36.95
2015-11-26,37.8
2015-11-27,37.35
2015-11-30,37.55
2015-12-01,37.25
2015-12-02,44.7
2015-12-03,43.0
2015-12-04,43.2
2015-12-07,43.55
2015-12-08,41.05
2015-12-09,38.75
2015-12-10,39.7
2015-12-11,40.1
2015-12-14,39.95
2015-12-15,40.1
2015-12-16,42.6
2015-12-17,44.6
2015-12-18,44.9
2015-12-21,45.95
2015-12-22,44.55
2015-12-23,44.1
2015-12-24,44.85
2015-12-28,43.8
2015-12-29,43.15
2015-12-30,43.75
2015-12-31,45.05
