Date,RML
2015-01-01,429.6
2015-01-02,425.45
2015-01-05,411.85
2015-01-06,394.25
2015-01-07,408.9
2015-01-08,403.7
2015-01-09,405.9
2015-01-12,422.5
2015-01-13,412.0
2015-01-14,398.45
2015-01-15,405.25
2015-01-16,404.1
2015-01-19,405.45
2015-01-20,410.5
2015-01-21,403.05
2015-01-22,407.65
2015-01-23,388.9
2015-01-27,382.1
2015-01-28,384.15
2015-01-29,388.8
2015-01-30,372.95
2015-02-02,380.5
2015-02-03,386.2
2015-02-04,373.9
2015-02-05,364.7
2015-02-06,352.7
2015-02-09,353.4
2015-02-10,353.05
2015-02-11,341.15
2015-02-12,343.0
2015-02-13,349.6
2015-02-16,341.1
2015-02-18,352.15
2015-02-19,347.1
2015-02-20,349.1
2015-02-23,341.55
2015-02-24,337.55
2015-02-25,329.75
2015-02-26,334.25
2015-02-27,332.2
2015-02-28,330.1
2015-03-02,341.75
2015-03-03,331.95
2015-03-04,330.1
2015-03-05,319.65
2015-03-09,319.05
2015-03-10,314.6
2015-03-11,315.9
2015-03-12,316.95
2015-03-13,310.5
2015-03-16,303.6
2015-03-17,310.0
2015-03-18,312.45
2015-03-19,319.0
2015-03-20,312.35
2015-03-23,317.7
2015-03-24,310.05
2015-03-25,306.6
2015-03-26,300.3
2015-03-27,300.2
2015-03-30,326.35
2015-03-31,323.55
2015-04-01,320.95
2015-04-06,328.15
2015-04-07,344.75
2015-04-08,369.25
2015-04-09,366.0
2015-04-10,376.55
2015-04-13,393.15
2015-04-15,387.0
2015-04-16,384.8
2015-04-17,381.05
2015-04-20,354.75
2015-04-21,363.9
2015-04-22,370.0
2015-04-23,371.8
2015-04-24,355.05
2015-04-27,351.4
2015-04-28,343.35
2015-04-29,344.2
2015-04-30,347.05
2015-05-04,354.5
2015-05-05,350.6
2015-05-06,326.1
2015-05-07,332.95
2015-05-08,325.25
2015-05-11,330.15
2015-05-12,318.05
2015-05-13,322.55
2015-05-14,323.0
2015-05-15,329.95
2015-05-18,336.55
2015-05-19,340.0
2015-05-20,341.85
2015-05-21,355.85
2015-05-22,318.45
2015-05-25,320.1
2015-05-26,307.5
2015-05-27,334.75
2015-05-28,322.15
2015-05-29,311.0
2015-06-01,320.75
2015-06-02,319.25
2015-06-03,305.85
2015-06-04,322.6
2015-06-05,311.05
2015-06-08,306.05
2015-06-09,310.15
2015-06-10,313.9
2015-06-11,309.25
2015-06-12,310.0
2015-06-15,317.95
2015-06-16,313.95
2015-06-17,308.95
2015-06-18,306.6
2015-06-19,299.7
2015-06-22,305.1
2015-06-23,309.85
2015-06-24,310.45
2015-06-25,313.35
2015-06-26,316.45
2015-06-29,308.95
2015-06-30,312.3
2015-07-01,324.6
2015-07-02,324.6
2015-07-03,331.7
2015-07-06,330.0
2015-07-07,333.95
2015-07-08,329.95
2015-07-09,343.95
2015-07-10,356.4
2015-07-13,361.5
2015-07-14,363.95
2015-07-15,359.4
2015-07-16,356.05
2015-07-17,357.05
2015-07-20,345.5
2015-07-21,338.05
2015-07-22,339.3
2015-07-23,345.0
2015-07-24,334.95
2015-07-27,334.95
2015-07-28,334.7
2015-07-29,340.2
2015-07-30,336.35
2015-07-31,342.15
2015-08-03,335.25
2015-08-04,340.0
2015-08-05,326.95
2015-08-06,319.35
2015-08-07,323.15
2015-08-10,355.85
2015-08-11,360.7
2015-08-12,342.35
2015-08-13,342.0
2015-08-14,338.2
2015-08-17,344.8
2015-08-18,354.75
2015-08-19,344.95
2015-08-20,354.05
2015-08-21,343.0
2015-08-24,322.4
2015-08-25,315.15
2015-08-26,321.95
2015-08-27,322.95
2015-08-28,327.0
2015-08-31,316.2
2015-09-01,306.55
2015-09-02,307.55
2015-09-03,303.65
2015-09-04,304.25
2015-09-07,295.85
2015-09-08,293.25
2015-09-09,293.7
2015-09-10,291.85
2015-09-11,297.1
2015-09-14,305.45
2015-09-15,304.85
2015-09-16,302.4
2015-09-18,302.65
2015-09-21,305.0
2015-09-22,304.9
2015-09-23,295.2
2015-09-24,293.9
2015-09-28,296.2
2015-09-29,304.0
2015-09-30,299.05
2015-10-01,295.7
2015-10-05,304.0
2015-10-06,304.7
2015-10-07,306.8
2015-10-08,306.15
2015-10-09,313.45
2015-10-12,308.75
2015-10-13,317.3
2015-10-14,318.45
2015-10-15,312.9
2015-10-16,309.1
2015-10-19,310.9
2015-10-20,332.35
2015-10-21,328.25
2015-10-23,326.05
2015-10-26,333.6
2015-10-27,328.2
2015-10-28,326.05
2015-10-29,332.1
2015-10-30,324.85
2015-11-02,320.35
2015-11-03,321.25
2015-11-04,321.15
2015-11-05,314.9
2015-11-06,319.7
2015-11-09,311.35
2015-11-10,318.7
2015-11-11,333.9
2015-11-13,316.75
2015-11-16,308.45
2015-11-17,314.0
2015-11-18,324.65
2015-11-19,324.2
2015-11-20,318.3
2015-11-23,328.35
2015-11-24,331.7
2015-11-26,336.65
2015-11-27,340.0
2015-11-30,349.2
2015-12-01,352.15
2015-12-02,370.65
2015-12-03,364.4
2015-12-04,356.05
2015-12-07,351.1
2015-12-08,350.7
2015-12-09,356.5
2015-12-10,352.7
2015-12-11,354.65
2015-12-14,345.15
2015-12-15,349.0
2015-12-16,345.5
2015-12-17,345.45
2015-12-18,350.0
2015-12-21,345.45
2015-12-22,348.15
2015-12-23,342.5
2015-12-24,351.95
2015-12-28,356.0
2015-12-29,350.0
2015-12-30,349.95
2015-12-31,345.05
