Date,VTL
2015-01-01,460.3
2015-01-02,461.3
2015-01-05,463.05
2015-01-06,459.85
2015-01-07,460.05
2015-01-08,467.2
2015-01-09,467.65
2015-01-12,479.55
2015-01-13,475.0
2015-01-14,469.95
2015-01-15,471.15
2015-01-16,468.1
2015-01-19,458.55
2015-01-20,460.0
2015-01-21,465.75
2015-01-22,473.35
2015-01-23,474.9
2015-01-27,449.15
2015-01-28,435.05
2015-01-29,430.55
2015-01-30,439.35
2015-02-02,447.35
2015-02-03,454.25
2015-02-04,460.15
2015-02-05,460.1
2015-02-06,437.15
2015-02-09,458.45
2015-02-10,462.2
2015-02-11,467.35
2015-02-12,466.3
2015-02-13,469.35
2015-02-16,472.4
2015-02-18,476.5
2015-02-19,482.3
2015-02-20,496.1
2015-02-23,491.7
2015-02-24,501.4
2015-02-25,500.45
2015-02-26,500.45
2015-02-27,516.2
2015-02-28,506.35
2015-03-02,500.25
2015-03-03,511.05
2015-03-04,515.35
2015-03-05,513.9
2015-03-09,511.0
2015-03-10,513.65
2015-03-11,526.55
2015-03-12,555.0
2015-03-13,531.8
2015-03-16,528.05
2015-03-17,527.65
2015-03-18,534.95
2015-03-19,529.3
2015-03-20,527.15
2015-03-23,538.6
2015-03-24,537.25
2015-03-25,530.85
2015-03-26,530.2
2015-03-27,529.8
2015-03-30,539.2
2015-03-31,541.45
2015-04-01,554.7
2015-04-06,565.5
2015-04-07,570.7
2015-04-08,597.0
2015-04-09,586.85
2015-04-10,593.45
2015-04-13,689.7
2015-04-15,677.25
2015-04-16,683.9
2015-04-17,665.8
2015-04-20,652.15
2015-04-21,656.35
2015-04-22,678.25
2015-04-23,692.05
2015-04-24,645.8
2015-04-27,627.95
2015-04-28,629.7
2015-04-29,645.75
2015-04-30,648.75
2015-05-04,629.2
2015-05-05,629.35
2015-05-06,619.1
2015-05-07,609.65
2015-05-08,623.7
2015-05-11,634.8
2015-05-12,637.8
2015-05-13,641.3
2015-05-14,636.15
2015-05-15,635.0
2015-05-18,640.6
2015-05-19,653.5
2015-05-20,668.65
2015-05-21,674.95
2015-05-22,665.0
2015-05-25,667.9
2015-05-26,646.85
2015-05-27,652.45
2015-05-28,642.7
2015-05-29,636.55
2015-06-01,656.15
2015-06-02,636.55
2015-06-03,610.05
2015-06-04,618.25
2015-06-05,637.65
2015-06-08,656.8
2015-06-09,657.55
2015-06-10,664.95
2015-06-11,651.45
2015-06-12,649.3
2015-06-15,636.6
2015-06-16,651.3
2015-06-17,652.1
2015-06-18,666.9
2015-06-19,671.55
2015-06-22,711.05
2015-06-23,719.55
2015-06-24,690.3
2015-06-25,667.85
2015-06-26,679.05
2015-06-29,663.8
2015-06-30,677.05
2015-07-01,675.75
2015-07-02,684.0
2015-07-03,692.8
2015-07-06,699.3
2015-07-07,702.9
2015-07-08,702.35
2015-07-09,695.6
2015-07-10,712.35
2015-07-13,726.85
2015-07-14,711.45
2015-07-15,696.35
2015-07-16,700.85
2015-07-17,715.6
2015-07-20,718.7
2015-07-21,714.95
2015-07-22,725.45
2015-07-23,728.85
2015-07-24,748.9
2015-07-27,751.25
2015-07-28,758.35
2015-07-29,762.85
2015-07-30,810.85
2015-07-31,798.95
2015-08-03,828.1
2015-08-04,827.2
2015-08-05,827.45
2015-08-06,844.25
2015-08-07,942.15
2015-08-10,932.8
2015-08-11,924.5
2015-08-12,873.9
2015-08-13,894.2
2015-08-14,917.55
2015-08-17,907.85
2015-08-18,949.45
2015-08-19,951.1
2015-08-20,944.2
2015-08-21,959.9
2015-08-24,908.4
2015-08-25,904.15
2015-08-26,876.65
2015-08-27,871.15
2015-08-28,891.9
2015-08-31,909.85
2015-09-01,877.4
2015-09-02,877.65
2015-09-03,908.15
2015-09-04,886.55
2015-09-07,876.75
2015-09-08,869.95
2015-09-09,913.45
2015-09-10,907.2
2015-09-11,921.95
2015-09-14,937.1
2015-09-15,916.65
2015-09-16,885.55
2015-09-18,940.5
2015-09-21,943.2
2015-09-22,918.05
2015-09-23,937.6
2015-09-24,942.5
2015-09-28,948.1
2015-09-29,924.8
2015-09-30,934.9
2015-10-01,925.45
2015-10-05,916.45
2015-10-06,897.85
2015-10-07,861.35
2015-10-08,841.0
2015-10-09,807.4
2015-10-12,779.2
2015-10-13,815.9
2015-10-14,820.15
2015-10-15,798.9
2015-10-16,782.4
2015-10-19,787.95
2015-10-20,751.0
2015-10-21,741.5
2015-10-23,755.25
2015-10-26,743.9
2015-10-27,762.0
2015-10-28,744.8
2015-10-29,749.5
2015-10-30,725.65
2015-11-02,747.4
2015-11-03,722.15
2015-11-04,713.95
2015-11-05,731.7
2015-11-06,727.75
2015-11-09,738.25
2015-11-10,723.3
2015-11-11,735.9
2015-11-13,736.45
2015-11-16,735.0
2015-11-17,730.6
2015-11-18,731.25
2015-11-19,759.2
2015-11-20,791.25
2015-11-23,800.3
2015-11-24,790.75
2015-11-26,784.2
2015-11-27,784.55
2015-11-30,772.85
2015-12-01,777.6
2015-12-02,774.25
2015-12-03,785.7
2015-12-04,783.4
2015-12-07,769.9
2015-12-08,764.0
2015-12-09,750.2
2015-12-10,754.9
2015-12-11,751.05
2015-12-14,748.85
2015-12-15,766.85
2015-12-16,798.6
2015-12-17,817.85
2015-12-18,821.65
2015-12-21,819.75
2015-12-22,806.55
2015-12-23,811.3
2015-12-24,809.7
2015-12-28,826.5
2015-12-29,828.6
2015-12-30,826.3
2015-12-31,829.65
