Date,TEXRAIL
2015-01-01,134.9
2015-01-02,132.75
2015-01-05,133.75
2015-01-06,127.7
2015-01-07,126.05
2015-01-08,131.1
2015-01-09,128.6
2015-01-12,128.9
2015-01-13,127.2
2015-01-14,124.55
2015-01-15,126.3
2015-01-16,130.75
2015-01-19,135.35
2015-01-20,137.8
2015-01-21,138.6
2015-01-22,146.9
2015-01-23,145.55
2015-01-27,154.45
2015-01-28,158.55
2015-01-29,156.65
2015-01-30,154.5
2015-02-02,161.6
2015-02-03,165.7
2015-02-04,157.45
2015-02-05,159.75
2015-02-06,146.45
2015-02-09,141.25
2015-02-10,144.15
2015-02-11,150.45
2015-02-12,151.9
2015-02-13,148.55
2015-02-16,148.65
2015-02-18,158.0
2015-02-19,161.5
2015-02-20,162.25
2015-02-23,157.75
2015-02-24,144.25
2015-02-25,139.15
2015-02-26,135.65
2015-02-27,149.95
2015-02-28,143.75
2015-03-02,147.75
2015-03-03,147.2
2015-03-04,143.5
2015-03-05,143.85
2015-03-09,153.4
2015-03-10,148.15
2015-03-11,143.7
2015-03-12,143.95
2015-03-13,140.15
2015-03-16,145.05
2015-03-17,152.25
2015-03-18,153.1
2015-03-19,145.65
2015-03-20,153.5
2015-03-23,148.1
2015-03-24,141.75
2015-03-25,141.7
2015-03-26,141.75
2015-03-27,140.75
2015-03-30,144.55
2015-03-31,149.4
2015-04-01,150.6
2015-04-06,154.7
2015-04-07,150.55
2015-04-08,147.1
2015-04-09,144.15
2015-04-10,150.05
2015-04-13,154.1
2015-04-15,150.2
2015-04-16,147.6
2015-04-17,145.1
2015-04-20,142.0
2015-04-21,140.3
2015-04-22,141.5
2015-04-23,139.95
2015-04-24,133.3
2015-04-27,127.45
2015-04-28,127.1
2015-04-29,129.4
2015-04-30,125.9
2015-05-04,127.55
2015-05-05,129.05
2015-05-06,123.45
2015-05-07,115.95
2015-05-08,124.2
2015-05-11,123.75
2015-05-12,118.25
2015-05-13,121.2
2015-05-14,123.65
2015-05-15,124.45
2015-05-18,128.2
2015-05-19,127.5
2015-05-20,128.6
2015-05-21,129.45
2015-05-22,133.8
2015-05-25,134.25
2015-05-26,132.9
2015-05-27,129.5
2015-05-28,127.8
2015-05-29,128.7
2015-06-01,125.2
2015-06-02,122.75
2015-06-03,118.1
2015-06-04,118.6
2015-06-05,118.9
2015-06-08,116.35
2015-06-09,115.15
2015-06-10,117.9
2015-06-11,114.0
2015-06-12,111.25
2015-06-15,113.4
2015-06-16,112.4
2015-06-17,118.75
2015-06-18,122.45
2015-06-19,119.05
2015-06-22,123.45
2015-06-23,122.45
2015-06-24,123.05
2015-06-25,119.85
2015-06-26,122.55
2015-06-29,122.6
2015-06-30,124.55
2015-07-01,127.75
2015-07-02,128.65
2015-07-03,128.8
2015-07-06,128.7
2015-07-07,128.9
2015-07-08,125.65
2015-07-09,127.15
2015-07-10,130.0
2015-07-13,130.7
2015-07-14,131.55
2015-07-15,129.3
2015-07-16,131.7
2015-07-17,133.35
2015-07-20,134.4
2015-07-21,130.25
2015-07-22,130.3
2015-07-23,125.55
2015-07-24,121.95
2015-07-27,121.55
2015-07-28,120.15
2015-07-29,124.6
2015-07-30,123.3
2015-07-31,126.05
2015-08-03,126.2
2015-08-04,123.7
2015-08-05,120.55
2015-08-06,121.1
2015-08-07,120.25
2015-08-10,120.95
2015-08-11,119.55
2015-08-12,116.45
2015-08-13,114.4
2015-08-14,116.95
2015-08-17,115.8
2015-08-18,118.7
2015-08-19,121.95
2015-08-20,121.0
2015-08-21,118.25
2015-08-24,111.05
2015-08-25,116.55
2015-08-26,118.2
2015-08-27,120.0
2015-08-28,118.5
2015-08-31,116.9
2015-09-01,116.0
2015-09-02,114.8
2015-09-03,114.8
2015-09-04,112.25
2015-09-07,109.0
2015-09-08,106.05
2015-09-09,104.6
2015-09-10,105.05
2015-09-11,104.1
2015-09-14,105.05
2015-09-15,104.95
2015-09-16,101.4
2015-09-18,102.5
2015-09-21,108.05
2015-09-22,112.15
2015-09-23,114.7
2015-09-24,116.45
2015-09-28,113.6
2015-09-29,112.95
2015-09-30,114.9
2015-10-01,116.25
2015-10-05,116.95
2015-10-06,119.1
2015-10-07,120.3
2015-10-08,119.1
2015-10-09,121.0
2015-10-12,122.5
2015-10-13,124.4
2015-10-14,125.25
2015-10-15,127.25
2015-10-16,128.8
2015-10-19,129.65
2015-10-20,127.55
2015-10-21,128.7
2015-10-23,129.15
2015-10-26,128.75
2015-10-27,127.9
2015-10-28,129.4
2015-10-29,130.35
2015-10-30,129.4
2015-11-02,127.9
2015-11-03,127.6
2015-11-04,126.9
2015-11-05,127.1
2015-11-06,126.25
2015-11-09,126.95
2015-11-10,125.65
2015-11-11,128.95
2015-11-13,126.7
2015-11-16,127.3
2015-11-17,127.25
2015-11-18,132.6
2015-11-19,139.85
2015-11-20,138.3
2015-11-23,138.9
2015-11-24,135.35
2015-11-26,138.55
2015-11-27,139.75
2015-11-30,144.45
2015-12-01,147.05
2015-12-02,144.05
2015-12-03,139.2
2015-12-04,135.85
2015-12-07,137.9
2015-12-08,135.45
2015-12-09,130.75
2015-12-10,138.3
2015-12-11,147.6
2015-12-14,146.25
2015-12-15,143.65
2015-12-16,142.45
2015-12-17,147.65
2015-12-18,147.55
2015-12-21,147.2
2015-12-22,144.6
2015-12-23,146.2
2015-12-24,150.3
2015-12-28,151.0
2015-12-29,149.85
2015-12-30,151.4
2015-12-31,151.4
