Date,VINDHYATEL
2015-01-01,498.05
2015-01-02,501.0
2015-01-05,509.05
2015-01-06,490.25
2015-01-07,495.0
2015-01-08,510.25
2015-01-09,510.85
2015-01-12,529.95
2015-01-13,520.1
2015-01-14,506.3
2015-01-15,529.2
2015-01-16,525.0
2015-01-19,559.05
2015-01-20,559.35
2015-01-21,549.65
2015-01-22,558.75
2015-01-23,556.6
2015-01-27,569.85
2015-01-28,565.05
2015-01-29,561.7
2015-01-30,560.0
2015-02-02,564.45
2015-02-03,554.85
2015-02-04,548.0
2015-02-05,535.65
2015-02-06,528.4
2015-02-09,519.35
2015-02-10,497.75
2015-02-11,500.65
2015-02-12,493.8
2015-02-13,500.0
2015-02-16,505.0
2015-02-18,492.5
2015-02-19,484.5
2015-02-20,496.35
2015-02-23,484.8
2015-02-24,487.8
2015-02-25,491.5
2015-02-26,488.1
2015-02-27,484.95
2015-02-28,506.6
2015-03-02,506.05
2015-03-03,519.75
2015-03-04,505.6
2015-03-05,533.3
2015-03-09,525.1
2015-03-10,517.55
2015-03-11,509.8
2015-03-12,510.3
2015-03-13,497.25
2015-03-16,492.0
2015-03-17,511.35
2015-03-18,503.15
2015-03-19,493.3
2015-03-20,487.25
2015-03-23,488.7
2015-03-24,487.1
2015-03-25,485.05
2015-03-26,481.65
2015-03-27,478.55
2015-03-30,482.25
2015-03-31,506.9
2015-04-01,507.8
2015-04-06,514.95
2015-04-07,507.0
2015-04-08,510.5
2015-04-09,507.7
2015-04-10,505.0
2015-04-13,514.15
2015-04-15,513.4
2015-04-16,507.65
2015-04-17,500.9
2015-04-20,493.1
2015-04-21,500.0
2015-04-22,493.25
2015-04-23,500.0
2015-04-24,492.0
2015-04-27,489.45
2015-04-28,500.0
2015-04-29,491.4
2015-04-30,491.55
2015-05-04,526.9
2015-05-05,556.35
2015-05-06,582.8
2015-05-07,586.35
2015-05-08,591.1
2015-05-11,602.35
2015-05-12,592.1
2015-05-13,587.8
2015-05-14,599.8
2015-05-15,596.2
2015-05-18,715.4
2015-05-19,685.3
2015-05-20,659.45
2015-05-21,653.0
2015-05-22,682.0
2015-05-25,689.9
2015-05-26,686.3
2015-05-27,681.2
2015-05-28,671.9
2015-05-29,680.75
2015-06-01,693.45
2015-06-02,672.8
2015-06-03,658.3
2015-06-04,652.7
2015-06-05,666.1
2015-06-08,665.1
2015-06-09,666.35
2015-06-10,691.75
2015-06-11,686.6
2015-06-12,676.35
2015-06-15,694.25
2015-06-16,690.9
2015-06-17,672.55
2015-06-18,685.0
2015-06-19,689.7
2015-06-22,682.8
2015-06-23,694.7
2015-06-24,706.0
2015-06-25,695.0
2015-06-26,702.1
2015-06-29,713.2
2015-06-30,709.7
2015-07-01,712.05
2015-07-02,729.8
2015-07-03,718.8
2015-07-06,709.4
2015-07-07,715.25
2015-07-08,711.45
2015-07-09,723.35
2015-07-10,722.05
2015-07-13,808.85
2015-07-14,842.5
2015-07-15,864.45
2015-07-16,874.1
2015-07-17,935.9
2015-07-20,971.65
2015-07-21,895.7
2015-07-22,884.0
2015-07-23,875.1
2015-07-24,859.4
2015-07-27,850.05
2015-07-28,829.7
2015-07-29,881.4
2015-07-30,869.6
2015-07-31,870.65
2015-08-03,886.9
2015-08-04,886.5
2015-08-05,933.7
2015-08-06,960.65
2015-08-07,1027.95
2015-08-10,1036.75
2015-08-11,914.6
2015-08-12,899.45
2015-08-13,869.35
2015-08-14,935.25
2015-08-17,941.15
2015-08-18,945.25
2015-08-19,936.65
2015-08-20,895.45
2015-08-21,879.85
2015-08-24,789.05
2015-08-25,753.75
2015-08-26,727.35
2015-08-27,771.85
2015-08-28,732.0
2015-08-31,732.1
2015-09-01,684.1
2015-09-02,686.1
2015-09-03,705.25
2015-09-04,668.05
2015-09-07,643.55
2015-09-08,657.85
2015-09-09,687.4
2015-09-10,675.45
2015-09-11,686.8
2015-09-14,709.7
2015-09-15,706.85
2015-09-16,694.2
2015-09-18,714.95
2015-09-21,740.45
2015-09-22,733.15
2015-09-23,731.6
2015-09-24,726.5
2015-09-28,703.0
2015-09-29,707.5
2015-09-30,715.05
2015-10-01,732.2
2015-10-05,751.8
2015-10-06,759.7
2015-10-07,759.5
2015-10-08,742.2
2015-10-09,747.7
2015-10-12,746.7
2015-10-13,748.0
2015-10-14,745.15
2015-10-15,748.95
2015-10-16,748.55
2015-10-19,750.9
2015-10-20,847.25
2015-10-21,870.5
2015-10-23,908.85
2015-10-26,899.85
2015-10-27,883.0
2015-10-28,897.85
2015-10-29,923.15
2015-10-30,901.2
2015-11-02,898.7
2015-11-03,902.05
2015-11-04,897.85
2015-11-05,886.0
2015-11-06,916.55
2015-11-09,909.35
2015-11-10,893.35
2015-11-11,906.6
2015-11-13,891.75
2015-11-16,900.9
2015-11-17,893.25
2015-11-18,890.3
2015-11-19,891.9
2015-11-20,950.65
2015-11-23,951.25
2015-11-24,949.05
2015-11-26,920.5
2015-11-27,909.85
2015-11-30,906.95
2015-12-01,901.8
2015-12-02,911.55
2015-12-03,894.35
2015-12-04,903.95
2015-12-07,882.1
2015-12-08,889.0
2015-12-09,861.0
2015-12-10,867.3
2015-12-11,867.15
2015-12-14,878.25
2015-12-15,881.0
2015-12-16,888.3
2015-12-17,880.5
2015-12-18,884.05
2015-12-21,892.7
2015-12-22,883.05
2015-12-23,886.45
2015-12-24,879.85
2015-12-28,883.0
2015-12-29,867.55
2015-12-30,873.35
2015-12-31,857.45
