Date,CARERATING
2015-01-01,1525.05
2015-01-02,1562.4
2015-01-05,1609.15
2015-01-06,1605.4
2015-01-07,1617.75
2015-01-08,1687.75
2015-01-09,1656.45
2015-01-12,1637.0
2015-01-13,1591.05
2015-01-14,1578.65
2015-01-15,1577.15
2015-01-16,1569.2
2015-01-19,1575.75
2015-01-20,1575.3
2015-01-21,1632.4
2015-01-22,1619.45
2015-01-23,1562.8
2015-01-27,1631.95
2015-01-28,1652.4
2015-01-29,1677.25
2015-01-30,1671.1
2015-02-02,1634.65
2015-02-03,1623.45
2015-02-04,1615.9
2015-02-05,1607.75
2015-02-06,1596.9
2015-02-09,1602.5
2015-02-10,1611.35
2015-02-11,1613.75
2015-02-12,1645.35
2015-02-13,1638.75
2015-02-16,1600.2
2015-02-18,1617.25
2015-02-19,1619.75
2015-02-20,1615.6
2015-02-23,1607.7
2015-02-24,1604.65
2015-02-25,1563.55
2015-02-26,1593.4
2015-02-27,1585.35
2015-02-28,1576.3
2015-03-02,1599.15
2015-03-03,1607.45
2015-03-04,1615.35
2015-03-05,1591.1
2015-03-09,1564.05
2015-03-10,1542.3
2015-03-11,1554.1
2015-03-12,1546.9
2015-03-13,1537.45
2015-03-16,1532.1
2015-03-17,1498.85
2015-03-18,1498.35
2015-03-19,1525.85
2015-03-20,1529.35
2015-03-23,1512.45
2015-03-24,1484.55
2015-03-25,1490.1
2015-03-26,1473.65
2015-03-27,1458.95
2015-03-30,1450.75
2015-03-31,1479.55
2015-04-01,1579.2
2015-04-06,1621.15
2015-04-07,1704.4
2015-04-08,1743.15
2015-04-09,1726.95
2015-04-10,1716.2
2015-04-13,1701.1
2015-04-15,1712.25
2015-04-16,1690.55
2015-04-17,1666.1
2015-04-20,1590.85
2015-04-21,1535.25
2015-04-22,1509.9
2015-04-23,1562.25
2015-04-24,1594.7
2015-04-27,1510.9
2015-04-28,1500.85
2015-04-29,1551.9
2015-04-30,1557.05
2015-05-04,1582.6
2015-05-05,1540.85
2015-05-06,1511.35
2015-05-07,1512.6
2015-05-08,1519.55
2015-05-11,1550.2
2015-05-12,1533.45
2015-05-13,1523.05
2015-05-14,1520.4
2015-05-15,1504.6
2015-05-18,1529.75
2015-05-19,1506.2
2015-05-20,1489.25
2015-05-21,1455.15
2015-05-22,1432.4
2015-05-25,1450.2
2015-05-26,1432.55
2015-05-27,1440.6
2015-05-28,1442.65
2015-05-29,1538.85
2015-06-01,1496.45
2015-06-02,1519.85
2015-06-03,1514.65
2015-06-04,1518.95
2015-06-05,1520.0
2015-06-08,1486.75
2015-06-09,1465.6
2015-06-10,1462.25
2015-06-11,1470.55
2015-06-12,1474.4
2015-06-15,1475.0
2015-06-16,1465.9
2015-06-17,1461.0
2015-06-18,1448.5
2015-06-19,1450.15
2015-06-22,1433.05
2015-06-23,1444.2
2015-06-24,1443.2
2015-06-25,1439.35
2015-06-26,1434.85
2015-06-29,1410.9
2015-06-30,1408.8
2015-07-01,1439.0
2015-07-02,1436.4
2015-07-03,1464.9
2015-07-06,1447.6
2015-07-07,1447.8
2015-07-08,1421.4
2015-07-09,1425.2
2015-07-10,1425.35
2015-07-13,1452.1
2015-07-14,1457.3
2015-07-15,1464.65
2015-07-16,1464.1
2015-07-17,1469.7
2015-07-20,1448.25
2015-07-21,1435.25
2015-07-22,1466.8
2015-07-23,1456.45
2015-07-24,1445.7
2015-07-27,1420.95
2015-07-28,1410.05
2015-07-29,1425.85
2015-07-30,1436.35
2015-07-31,1422.3
2015-08-03,1424.15
2015-08-04,1404.3
2015-08-05,1408.3
2015-08-06,1406.75
2015-08-07,1427.15
2015-08-10,1413.55
2015-08-11,1402.5
2015-08-12,1393.25
2015-08-13,1338.65
2015-08-14,1334.5
2015-08-17,1324.5
2015-08-18,1311.4
2015-08-19,1253.75
2015-08-20,1252.2
2015-08-21,1237.95
2015-08-24,1210.85
2015-08-25,1198.95
2015-08-26,1230.85
2015-08-27,1253.75
2015-08-28,1250.2
2015-08-31,1224.65
2015-09-01,1232.05
2015-09-02,1213.15
2015-09-03,1235.0
2015-09-04,1209.1
2015-09-07,1194.2
2015-09-08,1170.95
2015-09-09,1176.75
2015-09-10,1158.35
2015-09-11,1163.0
2015-09-14,1154.75
2015-09-15,1149.3
2015-09-16,1138.15
2015-09-18,1107.75
2015-09-21,1118.55
2015-09-22,1115.1
2015-09-23,1109.5
2015-09-24,1114.05
2015-09-28,1119.4
2015-09-29,1109.8
2015-09-30,1119.8
2015-10-01,1102.6
2015-10-05,1163.35
2015-10-06,1169.05
2015-10-07,1176.0
2015-10-08,1169.9
2015-10-09,1212.35
2015-10-12,1261.05
2015-10-13,1302.0
2015-10-14,1331.45
2015-10-15,1318.8
2015-10-16,1338.8
2015-10-19,1345.15
2015-10-20,1382.55
2015-10-21,1377.7
2015-10-23,1380.8
2015-10-26,1398.9
2015-10-27,1388.65
2015-10-28,1375.45
2015-10-29,1342.35
2015-10-30,1299.7
2015-11-02,1286.2
2015-11-03,1310.45
2015-11-04,1311.9
2015-11-05,1293.25
2015-11-06,1289.2
2015-11-09,1289.8
2015-11-10,1285.05
2015-11-11,1301.5
2015-11-13,1291.65
2015-11-16,1304.9
2015-11-17,1291.2
2015-11-18,1280.7
2015-11-19,1325.85
2015-11-20,1318.2
2015-11-23,1298.8
2015-11-24,1323.7
2015-11-26,1314.95
2015-11-27,1327.8
2015-11-30,1295.8
2015-12-01,1292.75
2015-12-02,1301.7
2015-12-03,1299.6
2015-12-04,1296.5
2015-12-07,1294.05
2015-12-08,1294.05
2015-12-09,1268.45
2015-12-10,1249.65
2015-12-11,1249.3
2015-12-14,1243.65
2015-12-15,1247.55
2015-12-16,1243.55
2015-12-17,1303.7
2015-12-18,1252.9
2015-12-21,1272.75
2015-12-22,1269.55
2015-12-23,1269.5
2015-12-24,1288.3
2015-12-28,1288.0
2015-12-29,1363.0
2015-12-30,1350.9
2015-12-31,1316.8
