Date,GUJFLUORO
2015-01-01,754.25
2015-01-02,748.3
2015-01-05,746.0
2015-01-06,748.3
2015-01-07,738.8
2015-01-08,736.7
2015-01-09,740.0
2015-01-12,736.7
2015-01-13,768.2
2015-01-14,762.95
2015-01-15,769.35
2015-01-16,770.45
2015-01-19,757.85
2015-01-20,754.35
2015-01-21,743.35
2015-01-22,736.8
2015-01-23,731.3
2015-01-27,731.65
2015-01-28,752.15
2015-01-29,726.7
2015-01-30,722.5
2015-02-02,772.55
2015-02-03,785.55
2015-02-04,783.25
2015-02-05,786.95
2015-02-06,784.7
2015-02-09,757.85
2015-02-10,748.0
2015-02-11,758.65
2015-02-12,750.5
2015-02-13,749.05
2015-02-16,736.65
2015-02-18,767.45
2015-02-19,774.7
2015-02-20,785.9
2015-02-23,785.65
2015-02-24,780.35
2015-02-25,770.5
2015-02-26,759.4
2015-02-27,775.95
2015-02-28,751.15
2015-03-02,759.35
2015-03-03,770.1
2015-03-04,772.3
2015-03-05,778.75
2015-03-09,783.35
2015-03-10,769.15
2015-03-11,759.9
2015-03-12,768.95
2015-03-13,760.9
2015-03-16,759.15
2015-03-17,756.65
2015-03-18,731.55
2015-03-19,730.55
2015-03-20,720.15
2015-03-23,709.65
2015-03-24,699.85
2015-03-25,695.5
2015-03-26,677.05
2015-03-27,681.35
2015-03-30,700.4
2015-03-31,705.75
2015-04-01,711.45
2015-04-06,713.0
2015-04-07,720.4
2015-04-08,752.8
2015-04-09,719.25
2015-04-10,704.4
2015-04-13,696.45
2015-04-15,738.7
2015-04-16,720.8
2015-04-17,708.75
2015-04-20,689.35
2015-04-21,695.5
2015-04-22,677.95
2015-04-23,672.85
2015-04-24,650.05
2015-04-27,615.8
2015-04-28,623.65
2015-04-29,644.35
2015-04-30,623.05
2015-05-04,640.0
2015-05-05,634.9
2015-05-06,614.15
2015-05-07,617.95
2015-05-08,619.65
2015-05-11,612.1
2015-05-12,612.2
2015-05-13,617.05
2015-05-14,623.6
2015-05-15,612.0
2015-05-18,623.25
2015-05-19,617.65
2015-05-20,617.65
2015-05-21,612.95
2015-05-22,610.85
2015-05-25,609.5
2015-05-26,610.5
2015-05-27,617.3
2015-05-28,618.5
2015-05-29,638.0
2015-06-01,675.2
2015-06-02,665.75
2015-06-03,666.8
2015-06-04,660.75
2015-06-05,672.8
2015-06-08,653.0
2015-06-09,645.6
2015-06-10,651.55
2015-06-11,615.95
2015-06-12,624.85
2015-06-15,646.9
2015-06-16,654.95
2015-06-17,679.0
2015-06-18,690.35
2015-06-19,687.1
2015-06-22,689.85
2015-06-23,680.2
2015-06-24,669.45
2015-06-25,651.6
2015-06-26,651.85
2015-06-29,641.9
2015-06-30,633.4
2015-07-01,659.35
2015-07-02,651.55
2015-07-03,702.35
2015-07-06,722.4
2015-07-07,722.9
2015-07-08,713.15
2015-07-09,718.95
2015-07-10,710.4
2015-07-13,713.35
2015-07-14,716.05
2015-07-15,725.9
2015-07-16,723.95
2015-07-17,717.7
2015-07-20,727.1
2015-07-21,720.35
2015-07-22,723.65
2015-07-23,715.2
2015-07-24,724.9
2015-07-27,715.2
2015-07-28,716.35
2015-07-29,744.3
2015-07-30,726.5
2015-07-31,709.2
2015-08-03,705.3
2015-08-04,711.4
2015-08-05,724.55
2015-08-06,706.9
2015-08-07,705.3
2015-08-10,704.1
2015-08-11,696.85
2015-08-12,691.05
2015-08-13,681.45
2015-08-14,691.45
2015-08-17,678.4
2015-08-18,676.8
2015-08-19,688.35
2015-08-20,687.3
2015-08-21,698.85
2015-08-24,632.45
2015-08-25,651.4
2015-08-26,657.6
2015-08-27,651.15
2015-08-28,667.75
2015-08-31,660.4
2015-09-01,682.9
2015-09-02,681.5
2015-09-03,685.3
2015-09-04,679.85
2015-09-07,650.85
2015-09-08,644.85
2015-09-09,666.65
2015-09-10,653.85
2015-09-11,681.0
2015-09-14,695.65
2015-09-15,675.1
2015-09-16,668.25
2015-09-18,644.65
2015-09-21,647.15
2015-09-22,644.85
2015-09-23,644.4
2015-09-24,646.9
2015-09-28,666.55
2015-09-29,680.1
2015-09-30,687.8
2015-10-01,688.05
2015-10-05,684.2
2015-10-06,691.9
2015-10-07,677.5
2015-10-08,664.7
2015-10-09,662.45
2015-10-12,681.8
2015-10-13,680.0
2015-10-14,671.25
2015-10-15,669.65
2015-10-16,655.85
2015-10-19,661.55
2015-10-20,662.0
2015-10-21,659.25
2015-10-23,672.65
2015-10-26,671.1
2015-10-27,665.55
2015-10-28,669.85
2015-10-29,659.0
2015-10-30,645.7
2015-11-02,653.6
2015-11-03,656.0
2015-11-04,654.45
2015-11-05,650.35
2015-11-06,647.1
2015-11-09,648.4
2015-11-10,640.7
2015-11-11,643.4
2015-11-13,627.7
2015-11-16,633.7
2015-11-17,614.65
2015-11-18,610.25
2015-11-19,613.75
2015-11-20,618.9
2015-11-23,622.2
2015-11-24,600.75
2015-11-26,617.5
2015-11-27,611.25
2015-11-30,593.0
2015-12-01,584.25
2015-12-02,590.5
2015-12-03,590.25
2015-12-04,586.25
2015-12-07,587.0
2015-12-08,585.35
2015-12-09,575.0
2015-12-10,565.9
2015-12-11,563.25
2015-12-14,559.75
2015-12-15,569.7
2015-12-16,565.0
2015-12-17,568.0
2015-12-18,565.65
2015-12-21,560.15
2015-12-22,551.65
2015-12-23,545.85
2015-12-24,553.0
2015-12-28,547.7
2015-12-29,543.95
2015-12-30,543.2
2015-12-31,541.85
