Date,NITESHEST
2015-01-01,10.5
2015-01-02,10.85
2015-01-05,10.8
2015-01-06,10.45
2015-01-07,10.3
2015-01-08,10.65
2015-01-09,10.75
2015-01-12,11.3
2015-01-13,11.2
2015-01-14,10.9
2015-01-15,11.4
2015-01-16,11.45
2015-01-19,11.55
2015-01-20,11.1
2015-01-21,11.1
2015-01-22,11.1
2015-01-23,10.95
2015-01-27,11.05
2015-01-28,11.45
2015-01-29,11.15
2015-01-30,11.3
2015-02-02,11.9
2015-02-03,12.25
2015-02-04,11.9
2015-02-05,11.5
2015-02-06,10.95
2015-02-09,10.7
2015-02-10,10.55
2015-02-11,10.75
2015-02-12,10.35
2015-02-13,10.55
2015-02-16,10.6
2015-02-18,11.3
2015-02-19,11.2
2015-02-20,11.05
2015-02-23,10.7
2015-02-24,10.5
2015-02-25,10.35
2015-02-26,10.2
2015-02-27,10.75
2015-02-28,11.05
2015-03-02,10.85
2015-03-03,10.4
2015-03-04,12.45
2015-03-05,14.9
2015-03-09,17.8
2015-03-10,16.5
2015-03-11,15.15
2015-03-12,15.65
2015-03-13,14.9
2015-03-16,14.1
2015-03-17,13.65
2015-03-18,13.75
2015-03-19,13.8
2015-03-20,13.55
2015-03-23,13.15
2015-03-24,12.5
2015-03-25,12.7
2015-03-26,13.25
2015-03-27,13.5
2015-03-30,14.15
2015-03-31,14.85
2015-04-01,15.55
2015-04-06,16.3
2015-04-07,16.4
2015-04-08,16.1
2015-04-09,15.65
2015-04-10,15.5
2015-04-13,14.85
2015-04-15,14.15
2015-04-16,13.8
2015-04-17,14.45
2015-04-20,14.3
2015-04-21,13.9
2015-04-22,14.5
2015-04-23,14.25
2015-04-24,13.8
2015-04-27,13.35
2015-04-28,13.65
2015-04-29,13.75
2015-04-30,13.8
2015-05-04,14.05
2015-05-05,13.8
2015-05-06,13.2
2015-05-07,13.05
2015-05-08,13.7
2015-05-11,13.55
2015-05-12,13.3
2015-05-13,14.45
2015-05-14,15.85
2015-05-15,15.7
2015-05-18,16.75
2015-05-19,16.05
2015-05-20,15.7
2015-05-21,15.7
2015-05-22,15.45
2015-05-25,15.3
2015-05-26,15.2
2015-05-27,15.2
2015-05-28,15.25
2015-05-29,16.35
2015-06-01,15.8
2015-06-02,15.15
2015-06-03,13.9
2015-06-04,13.9
2015-06-05,13.95
2015-06-08,13.45
2015-06-09,13.4
2015-06-10,14.35
2015-06-11,13.6
2015-06-12,13.85
2015-06-15,14.0
2015-06-16,13.85
2015-06-17,14.1
2015-06-18,14.75
2015-06-19,16.45
2015-06-22,16.5
2015-06-23,17.7
2015-06-24,16.65
2015-06-25,16.2
2015-06-26,17.8
2015-06-29,17.0
2015-06-30,17.85
2015-07-01,17.65
2015-07-02,16.8
2015-07-03,16.9
2015-07-06,16.95
2015-07-07,16.75
2015-07-08,16.4
2015-07-09,16.5
2015-07-10,17.05
2015-07-13,17.35
2015-07-14,17.8
2015-07-15,17.4
2015-07-16,17.25
2015-07-17,17.1
2015-07-20,17.35
2015-07-21,16.75
2015-07-22,17.0
2015-07-23,17.25
2015-07-24,16.8
2015-07-27,16.7
2015-07-28,16.75
2015-07-29,16.8
2015-07-30,16.65
2015-07-31,16.65
2015-08-03,17.1
2015-08-04,17.5
2015-08-05,19.45
2015-08-06,19.0
2015-08-07,18.6
2015-08-10,18.45
2015-08-11,18.45
2015-08-12,15.25
2015-08-13,15.3
2015-08-14,15.0
2015-08-17,14.6
2015-08-18,15.45
2015-08-19,15.8
2015-08-20,15.35
2015-08-21,15.3
2015-08-24,14.45
2015-08-25,14.35
2015-08-26,14.15
2015-08-27,14.5
2015-08-28,14.5
2015-08-31,14.25
2015-09-01,13.95
2015-09-02,13.9
2015-09-03,14.3
2015-09-04,13.1
2015-09-07,13.25
2015-09-08,13.5
2015-09-09,13.95
2015-09-10,13.25
2015-09-11,13.15
2015-09-14,13.4
2015-09-15,13.7
2015-09-16,13.65
2015-09-18,15.35
2015-09-21,15.85
2015-09-22,15.25
2015-09-23,16.4
2015-09-24,16.3
2015-09-28,15.65
2015-09-29,15.55
2015-09-30,15.25
2015-10-01,14.85
2015-10-05,14.3
2015-10-06,14.9
2015-10-07,15.35
2015-10-08,15.3
2015-10-09,15.45
2015-10-12,15.5
2015-10-13,16.1
2015-10-14,16.7
2015-10-15,16.7
2015-10-16,16.5
2015-10-19,16.2
2015-10-20,16.1
2015-10-21,15.95
2015-10-23,15.2
2015-10-26,15.25
2015-10-27,15.4
2015-10-28,15.25
2015-10-29,15.3
2015-10-30,15.1
2015-11-02,14.9
2015-11-03,14.6
2015-11-04,14.6
2015-11-05,14.85
2015-11-06,15.0
2015-11-09,14.05
2015-11-10,13.65
2015-11-11,13.8
2015-11-13,13.95
2015-11-16,13.65
2015-11-17,13.95
2015-11-18,13.85
2015-11-19,14.6
2015-11-20,14.25
2015-11-23,14.4
2015-11-24,14.6
2015-11-26,15.05
2015-11-27,14.75
2015-11-30,15.25
2015-12-01,15.0
2015-12-02,14.8
2015-12-03,14.8
2015-12-04,14.7
2015-12-07,14.25
2015-12-08,13.95
2015-12-09,13.7
2015-12-10,14.0
2015-12-11,13.8
2015-12-14,13.7
2015-12-15,14.0
2015-12-16,14.05
2015-12-17,14.25
2015-12-18,14.1
2015-12-21,14.7
2015-12-22,14.4
2015-12-23,14.7
2015-12-24,14.75
2015-12-28,14.85
2015-12-29,14.35
2015-12-30,14.25
2015-12-31,14.35
