Date,ANDHRSUGAR
2015-01-01,118.7
2015-01-02,120.5
2015-01-05,120.85
2015-01-06,126.45
2015-01-07,123.95
2015-01-08,122.1
2015-01-09,119.6
2015-01-12,121.25
2015-01-13,120.0
2015-01-14,119.35
2015-01-15,119.1
2015-01-16,117.3
2015-01-19,118.0
2015-01-20,118.1
2015-01-21,119.05
2015-01-22,118.05
2015-01-23,117.85
2015-01-27,119.25
2015-01-28,118.55
2015-01-29,117.65
2015-01-30,117.45
2015-02-02,112.75
2015-02-03,111.35
2015-02-04,107.75
2015-02-05,106.75
2015-02-06,106.85
2015-02-09,105.9
2015-02-10,106.35
2015-02-11,105.95
2015-02-12,105.85
2015-02-13,106.3
2015-02-16,105.15
2015-02-18,108.2
2015-02-19,110.25
2015-02-20,111.95
2015-02-23,108.85
2015-02-24,106.65
2015-02-25,107.5
2015-02-26,107.3
2015-02-27,107.75
2015-02-28,107.8
2015-03-02,107.0
2015-03-03,105.95
2015-03-04,104.45
2015-03-05,104.95
2015-03-09,103.2
2015-03-10,103.75
2015-03-11,102.5
2015-03-12,103.35
2015-03-13,102.2
2015-03-16,101.95
2015-03-17,102.2
2015-03-18,102.1
2015-03-19,102.2
2015-03-20,96.75
2015-03-23,96.6
2015-03-24,96.45
2015-03-25,93.75
2015-03-26,93.35
2015-03-27,92.8
2015-03-30,90.2
2015-03-31,91.7
2015-04-01,96.15
2015-04-06,97.2
2015-04-07,98.15
2015-04-08,101.55
2015-04-09,101.1
2015-04-10,100.45
2015-04-13,102.4
2015-04-15,102.15
2015-04-16,102.65
2015-04-17,103.5
2015-04-20,102.05
2015-04-21,102.35
2015-04-22,101.55
2015-04-23,100.05
2015-04-24,98.15
2015-04-27,97.75
2015-04-28,100.7
2015-04-29,101.8
2015-04-30,101.25
2015-05-04,101.9
2015-05-05,102.0
2015-05-06,95.25
2015-05-07,95.95
2015-05-08,97.55
2015-05-11,98.6
2015-05-12,97.25
2015-05-13,97.0
2015-05-14,97.2
2015-05-15,97.15
2015-05-18,98.95
2015-05-19,100.1
2015-05-20,99.3
2015-05-21,98.25
2015-05-22,96.85
2015-05-25,95.35
2015-05-26,97.15
2015-05-27,96.65
2015-05-28,95.05
2015-05-29,95.6
2015-06-01,94.5
2015-06-02,93.0
2015-06-03,90.75
2015-06-04,88.3
2015-06-05,90.05
2015-06-08,89.45
2015-06-09,89.5
2015-06-10,94.7
2015-06-11,91.85
2015-06-12,91.55
2015-06-15,91.1
2015-06-16,91.3
2015-06-17,93.7
2015-06-18,94.65
2015-06-19,95.1
2015-06-22,92.95
2015-06-23,93.45
2015-06-24,93.4
2015-06-25,92.25
2015-06-26,94.7
2015-06-29,94.7
2015-06-30,92.6
2015-07-01,94.15
2015-07-02,94.75
2015-07-03,94.65
2015-07-06,95.7
2015-07-07,95.4
2015-07-08,94.65
2015-07-09,95.45
2015-07-10,93.85
2015-07-13,97.85
2015-07-14,95.1
2015-07-15,94.75
2015-07-16,96.15
2015-07-17,98.3
2015-07-20,97.8
2015-07-21,95.1
2015-07-22,97.15
2015-07-23,96.45
2015-07-24,97.05
2015-07-27,95.65
2015-07-28,94.95
2015-07-29,95.15
2015-07-30,94.55
2015-07-31,95.8
2015-08-03,98.1
2015-08-04,97.85
2015-08-05,101.6
2015-08-06,104.9
2015-08-07,102.3
2015-08-10,100.8
2015-08-11,100.1
2015-08-12,98.35
2015-08-13,97.9
2015-08-14,98.35
2015-08-17,98.8
2015-08-18,98.7
2015-08-19,98.35
2015-08-20,98.4
2015-08-21,95.55
2015-08-24,91.3
2015-08-25,90.0
2015-08-26,91.2
2015-08-27,92.0
2015-08-28,92.5
2015-08-31,92.0
2015-09-01,90.95
2015-09-02,94.45
2015-09-03,93.75
2015-09-04,90.75
2015-09-07,89.95
2015-09-08,93.15
2015-09-09,94.0
2015-09-10,92.65
2015-09-11,93.55
2015-09-14,91.2
2015-09-15,90.2
2015-09-16,89.35
2015-09-18,90.25
2015-09-21,90.4
2015-09-22,90.1
2015-09-23,91.6
2015-09-24,91.1
2015-09-28,92.15
2015-09-29,91.25
2015-09-30,92.8
2015-10-01,91.4
2015-10-05,93.0
2015-10-06,96.8
2015-10-07,99.3
2015-10-08,99.3
2015-10-09,103.65
2015-10-12,103.1
2015-10-13,110.1
2015-10-14,109.3
2015-10-15,106.4
2015-10-16,106.0
2015-10-19,109.0
2015-10-20,113.85
2015-10-21,115.8
2015-10-23,117.8
2015-10-26,113.85
2015-10-27,112.95
2015-10-28,114.75
2015-10-29,119.9
2015-10-30,120.85
2015-11-02,127.75
2015-11-03,124.65
2015-11-04,128.35
2015-11-05,125.55
2015-11-06,125.15
2015-11-09,126.1
2015-11-10,127.35
2015-11-11,129.0
2015-11-13,134.65
2015-11-16,139.3
2015-11-17,137.5
2015-11-18,137.9
2015-11-19,133.1
2015-11-20,131.25
2015-11-23,130.45
2015-11-24,136.05
2015-11-26,134.8
2015-11-27,134.25
2015-11-30,134.2
2015-12-01,131.55
2015-12-02,132.9
2015-12-03,132.1
2015-12-04,132.05
2015-12-07,129.95
2015-12-08,127.85
2015-12-09,125.85
2015-12-10,123.0
2015-12-11,125.3
2015-12-14,121.8
2015-12-15,125.5
2015-12-16,125.5
2015-12-17,128.05
2015-12-18,125.7
2015-12-21,130.05
2015-12-22,132.5
2015-12-23,133.85
2015-12-24,134.0
2015-12-28,138.95
2015-12-29,137.1
2015-12-30,135.75
2015-12-31,140.95
