Date,PIDILITIND
2015-01-01,549.25
2015-01-02,559.9
2015-01-05,551.8
2015-01-06,526.6
2015-01-07,519.95
2015-01-08,519.8
2015-01-09,522.25
2015-01-12,525.7
2015-01-13,538.55
2015-01-14,567.3
2015-01-15,586.1
2015-01-16,575.85
2015-01-19,577.65
2015-01-20,578.7
2015-01-21,585.65
2015-01-22,578.9
2015-01-23,569.8
2015-01-27,575.65
2015-01-28,575.1
2015-01-29,575.9
2015-01-30,570.7
2015-02-02,544.95
2015-02-03,540.85
2015-02-04,538.45
2015-02-05,536.55
2015-02-06,534.3
2015-02-09,542.8
2015-02-10,551.45
2015-02-11,568.55
2015-02-12,578.1
2015-02-13,573.8
2015-02-16,579.0
2015-02-18,580.35
2015-02-19,581.75
2015-02-20,569.7
2015-02-23,566.55
2015-02-24,563.25
2015-02-25,552.5
2015-02-26,541.3
2015-02-27,554.95
2015-02-28,561.45
2015-03-02,582.45
2015-03-03,599.55
2015-03-04,591.25
2015-03-05,604.35
2015-03-09,587.8
2015-03-10,576.05
2015-03-11,579.2
2015-03-12,579.05
2015-03-13,598.9
2015-03-16,616.9
2015-03-17,622.3
2015-03-18,626.35
2015-03-19,627.5
2015-03-20,621.3
2015-03-23,610.15
2015-03-24,604.3
2015-03-25,600.25
2015-03-26,598.5
2015-03-27,599.3
2015-03-30,595.15
2015-03-31,599.85
2015-04-01,602.5
2015-04-06,589.75
2015-04-07,583.1
2015-04-08,574.95
2015-04-09,595.1
2015-04-10,595.3
2015-04-13,591.55
2015-04-15,589.95
2015-04-16,595.2
2015-04-17,592.1
2015-04-20,586.15
2015-04-21,577.55
2015-04-22,577.75
2015-04-23,571.8
2015-04-24,560.0
2015-04-27,544.0
2015-04-28,560.25
2015-04-29,554.45
2015-04-30,567.05
2015-05-04,578.35
2015-05-05,583.4
2015-05-06,571.15
2015-05-07,565.35
2015-05-08,572.45
2015-05-11,584.85
2015-05-12,589.35
2015-05-13,584.55
2015-05-14,594.8
2015-05-15,595.65
2015-05-18,599.25
2015-05-19,597.25
2015-05-20,566.55
2015-05-21,550.2
2015-05-22,550.5
2015-05-25,551.0
2015-05-26,548.85
2015-05-27,550.25
2015-05-28,551.45
2015-05-29,552.05
2015-06-01,554.0
2015-06-02,546.95
2015-06-03,541.9
2015-06-04,539.35
2015-06-05,542.0
2015-06-08,536.55
2015-06-09,536.7
2015-06-10,549.95
2015-06-11,539.35
2015-06-12,537.8
2015-06-15,535.3
2015-06-16,525.85
2015-06-17,533.15
2015-06-18,542.45
2015-06-19,554.15
2015-06-22,550.5
2015-06-23,550.05
2015-06-24,544.45
2015-06-25,554.8
2015-06-26,563.4
2015-06-29,555.1
2015-06-30,550.4
2015-07-01,554.7
2015-07-02,544.65
2015-07-03,545.35
2015-07-06,540.5
2015-07-07,565.95
2015-07-08,562.85
2015-07-09,546.4
2015-07-10,545.5
2015-07-13,551.25
2015-07-14,549.4
2015-07-15,550.95
2015-07-16,560.6
2015-07-17,560.4
2015-07-20,560.85
2015-07-21,545.2
2015-07-22,548.4
2015-07-23,548.45
2015-07-24,544.95
2015-07-27,538.65
2015-07-28,542.25
2015-07-29,559.25
2015-07-30,558.7
2015-07-31,558.15
2015-08-03,553.6
2015-08-04,591.75
2015-08-05,599.2
2015-08-06,594.65
2015-08-07,592.9
2015-08-10,598.25
2015-08-11,588.6
2015-08-12,574.3
2015-08-13,570.75
2015-08-14,577.7
2015-08-17,582.35
2015-08-18,580.65
2015-08-19,573.75
2015-08-20,567.65
2015-08-21,565.4
2015-08-24,548.7
2015-08-25,540.85
2015-08-26,550.05
2015-08-27,568.35
2015-08-28,567.55
2015-08-31,570.85
2015-09-01,553.45
2015-09-02,558.7
2015-09-03,554.7
2015-09-04,559.4
2015-09-07,554.8
2015-09-08,550.7
2015-09-09,555.45
2015-09-10,566.35
2015-09-11,567.05
2015-09-14,570.8
2015-09-15,566.55
2015-09-16,560.9
2015-09-18,559.15
2015-09-21,561.6
2015-09-22,552.55
2015-09-23,554.6
2015-09-24,554.8
2015-09-28,553.9
2015-09-29,556.3
2015-09-30,567.85
2015-10-01,580.0
2015-10-05,579.0
2015-10-06,579.65
2015-10-07,572.5
2015-10-08,574.9
2015-10-09,578.85
2015-10-12,573.85
2015-10-13,575.7
2015-10-14,577.85
2015-10-15,579.7
2015-10-16,579.9
2015-10-19,578.75
2015-10-20,578.25
2015-10-21,573.7
2015-10-23,570.9
2015-10-26,572.75
2015-10-27,570.15
2015-10-28,564.2
2015-10-29,569.45
2015-10-30,561.6
2015-11-02,573.6
2015-11-03,569.65
2015-11-04,561.95
2015-11-05,547.2
2015-11-06,540.2
2015-11-09,546.55
2015-11-10,530.9
2015-11-11,538.6
2015-11-13,530.8
2015-11-16,532.9
2015-11-17,536.35
2015-11-18,533.95
2015-11-19,537.35
2015-11-20,551.85
2015-11-23,544.15
2015-11-24,542.9
2015-11-26,537.8
2015-11-27,549.75
2015-11-30,558.3
2015-12-01,553.6
2015-12-02,551.7
2015-12-03,551.5
2015-12-04,553.05
2015-12-07,556.25
2015-12-08,546.65
2015-12-09,535.55
2015-12-10,535.1
2015-12-11,527.4
2015-12-14,531.5
2015-12-15,538.1
2015-12-16,545.1
2015-12-17,543.8
2015-12-18,540.05
2015-12-21,542.0
2015-12-22,541.65
2015-12-23,549.35
2015-12-24,553.4
2015-12-28,554.7
2015-12-29,549.4
2015-12-30,550.4
2015-12-31,552.45
