Date,HINDCOMPOS
2015-01-01,1225.0
2015-01-02,1185.2
2015-01-05,1171.6
2015-01-06,1121.7
2015-01-07,1121.3
2015-01-08,1114.5
2015-01-09,1128.05
2015-01-12,1151.2
2015-01-13,1145.5
2015-01-14,1152.75
2015-01-15,1137.95
2015-01-16,1109.8
2015-01-19,1165.25
2015-01-20,1223.5
2015-01-21,1284.65
2015-01-22,1348.85
2015-01-23,1395.25
2015-01-27,1387.4
2015-01-28,1352.05
2015-01-29,1348.05
2015-01-30,1335.95
2015-02-02,1380.75
2015-02-03,1362.6
2015-02-04,1372.2
2015-02-05,1312.0
2015-02-06,1262.25
2015-02-09,1289.55
2015-02-10,1295.0
2015-02-11,1320.0
2015-02-12,1305.75
2015-02-13,1251.4
2015-02-16,1241.0
2015-02-18,1179.85
2015-02-19,1164.35
2015-02-20,1113.15
2015-02-23,1221.1
2015-02-24,1343.2
2015-02-25,1369.8
2015-02-26,1265.1
2015-02-27,1273.55
2015-02-28,1287.05
2015-03-02,1274.1
2015-03-03,1255.2
2015-03-04,1242.4
2015-03-05,1213.2
2015-03-09,1200.9
2015-03-10,1230.6
2015-03-11,1230.6
2015-03-12,1250.0
2015-03-13,1246.0
2015-03-16,1235.3
2015-03-17,1299.5
2015-03-18,1267.45
2015-03-19,1230.9
2015-03-20,1179.3
2015-03-23,1115.9
2015-03-24,1097.0
2015-03-25,1069.6
2015-03-26,1075.5
2015-03-27,1050.2
2015-03-30,1059.15
2015-03-31,1066.6
2015-04-01,1124.65
2015-04-06,1143.65
2015-04-07,1162.35
2015-04-08,1187.0
2015-04-09,1220.0
2015-04-10,1194.25
2015-04-13,1172.2
2015-04-15,1207.3
2015-04-16,1190.1
2015-04-17,1198.0
2015-04-20,1137.6
2015-04-21,1170.0
2015-04-22,1150.0
2015-04-23,1130.0
2015-04-24,1130.0
2015-04-27,1102.0
2015-04-28,1105.8
2015-04-29,1102.55
2015-04-30,1145.0
2015-05-04,1160.1
2015-05-05,1200.0
2015-05-06,1160.0
2015-05-07,1120.0
2015-05-08,1168.1
2015-05-11,1194.2
2015-05-12,1154.25
2015-05-13,1142.2
2015-05-14,1150.0
2015-05-15,1135.0
2015-05-18,1135.0
2015-05-19,1134.75
2015-05-20,1145.4
2015-05-21,1106.05
2015-05-22,1110.4
2015-05-25,1119.0
2015-05-26,1127.0
2015-05-27,1115.75
2015-05-28,1116.0
2015-05-29,1089.6
2015-06-01,1135.0
2015-06-02,1115.0
2015-06-03,1065.0
2015-06-04,1070.0
2015-06-05,1057.05
2015-06-08,1038.4
2015-06-09,1026.25
2015-06-10,1016.5
2015-06-11,966.65
2015-06-12,999.95
2015-06-15,1015.0
2015-06-16,1010.0
2015-06-17,1014.75
2015-06-18,1024.35
2015-06-19,1001.0
2015-06-22,1018.1
2015-06-23,1012.2
2015-06-24,1030.0
2015-06-25,1022.9
2015-06-26,1025.0
2015-06-29,987.55
2015-06-30,1010.5
2015-07-01,999.0
2015-07-02,986.95
2015-07-03,1009.65
2015-07-06,1012.75
2015-07-07,1025.0
2015-07-08,1039.95
2015-07-09,1025.0
2015-07-10,1041.0
2015-07-13,1024.55
2015-07-14,1018.0
2015-07-15,1052.0
2015-07-16,1131.85
2015-07-17,1161.7
2015-07-20,1180.9
2015-07-21,1205.65
2015-07-22,1229.95
2015-07-23,1223.7
2015-07-24,1200.0
2015-07-27,1191.1
2015-07-28,1243.2
2015-07-29,1250.9
2015-07-30,1241.15
2015-07-31,1250.0
2015-08-03,1236.2
2015-08-04,1236.4
2015-08-05,1277.1
2015-08-06,1324.05
2015-08-07,1338.4
2015-08-10,1243.45
2015-08-11,1173.35
2015-08-12,1166.9
2015-08-13,1061.75
2015-08-14,1080.0
2015-08-17,1109.7
2015-08-18,1085.9
2015-08-19,1125.0
2015-08-20,1164.3
2015-08-21,1117.35
2015-08-24,1050.0
2015-08-25,1069.1
2015-08-26,1055.0
2015-08-27,1064.05
2015-08-28,1032.3
2015-08-31,1050.05
2015-09-01,1074.8
2015-09-02,1095.5
2015-09-03,1078.05
2015-09-04,1050.0
2015-09-07,1050.0
2015-09-08,1050.0
2015-09-09,1078.85
2015-09-10,1093.1
2015-09-11,1071.25
2015-09-14,1082.05
2015-09-15,1111.0
2015-09-16,1066.65
2015-09-18,1095.0
2015-09-21,1091.5
2015-09-22,1057.0
2015-09-23,1067.25
2015-09-24,1070.6
2015-09-28,1044.85
2015-09-29,1034.5
2015-09-30,1033.65
2015-10-01,1069.85
2015-10-05,1085.5
2015-10-06,1096.85
2015-10-07,1086.0
2015-10-08,1070.9
2015-10-09,1039.2
2015-10-12,1007.8
2015-10-13,999.25
2015-10-14,1011.2
2015-10-15,992.65
2015-10-16,1000.55
2015-10-19,1007.2
2015-10-20,1042.0
2015-10-21,1250.4
2015-10-23,1447.75
2015-10-26,1357.45
2015-10-27,1276.35
2015-10-28,1306.5
2015-10-29,1326.45
2015-10-30,1227.6
2015-11-02,1167.2
2015-11-03,1183.1
2015-11-04,1206.35
2015-11-05,1185.75
2015-11-06,1154.3
2015-11-09,1186.5
2015-11-10,1149.65
2015-11-11,1160.25
2015-11-13,1152.05
2015-11-16,1135.2
2015-11-17,1140.85
2015-11-18,1107.95
2015-11-19,1100.0
2015-11-20,1111.3
2015-11-23,1140.8
2015-11-24,1153.65
2015-11-26,1172.7
2015-11-27,1125.4
2015-11-30,1135.0
2015-12-01,1125.0
2015-12-02,1153.2
2015-12-03,1182.8
2015-12-04,1133.55
2015-12-07,1135.0
2015-12-08,1147.35
2015-12-09,1151.0
2015-12-10,1099.5
2015-12-11,1110.3
2015-12-14,1099.6
2015-12-15,1112.9
2015-12-16,1121.55
2015-12-17,1109.0
2015-12-18,1129.0
2015-12-21,1095.05
2015-12-22,1119.8
2015-12-23,1120.05
2015-12-24,1149.05
2015-12-28,1148.25
2015-12-29,1124.7
2015-12-30,1146.65
2015-12-31,1109.3
