Date,SUMMITSEC
2015-01-01,254.9
2015-01-02,252.35
2015-01-05,247.3
2015-01-06,240.8
2015-01-07,237.1
2015-01-08,244.4
2015-01-09,251.15
2015-01-12,253.5
2015-01-13,252.8
2015-01-14,246.65
2015-01-15,254.05
2015-01-16,247.85
2015-01-19,245.85
2015-01-20,248.4
2015-01-21,241.0
2015-01-22,249.8
2015-01-23,242.0
2015-01-27,238.75
2015-01-28,227.7
2015-01-29,230.0
2015-01-30,223.85
2015-02-02,225.05
2015-02-03,223.0
2015-02-04,223.35
2015-02-05,222.9
2015-02-06,215.5
2015-02-09,213.5
2015-02-10,215.0
2015-02-11,206.9
2015-02-12,207.0
2015-02-13,218.15
2015-02-16,232.05
2015-02-18,236.7
2015-02-19,231.4
2015-02-20,228.8
2015-02-23,226.3
2015-02-24,221.55
2015-02-25,222.95
2015-02-26,223.2
2015-02-27,223.5
2015-02-28,226.15
2015-03-02,228.75
2015-03-03,228.05
2015-03-04,224.6
2015-03-05,229.2
2015-03-09,258.6
2015-03-10,245.0
2015-03-11,246.15
2015-03-12,239.4
2015-03-13,235.1
2015-03-16,266.05
2015-03-17,261.35
2015-03-18,256.75
2015-03-19,250.45
2015-03-20,239.1
2015-03-23,234.8
2015-03-24,231.4
2015-03-25,229.6
2015-03-26,221.05
2015-03-27,213.95
2015-03-30,222.75
2015-03-31,226.25
2015-04-01,233.1
2015-04-06,247.55
2015-04-07,253.95
2015-04-08,253.2
2015-04-09,255.45
2015-04-10,258.95
2015-04-13,273.8
2015-04-15,271.65
2015-04-16,272.65
2015-04-17,275.7
2015-04-20,263.75
2015-04-21,257.0
2015-04-22,255.05
2015-04-23,253.6
2015-04-24,249.05
2015-04-27,238.0
2015-04-28,240.0
2015-04-29,240.4
2015-04-30,237.9
2015-05-04,245.35
2015-05-05,240.95
2015-05-06,239.2
2015-05-07,230.45
2015-05-08,244.65
2015-05-11,236.55
2015-05-12,230.45
2015-05-13,228.95
2015-05-14,226.6
2015-05-15,229.05
2015-05-18,239.15
2015-05-19,246.05
2015-05-20,248.95
2015-05-21,246.15
2015-05-22,240.95
2015-05-25,233.85
2015-05-26,231.15
2015-05-27,231.2
2015-05-28,236.0
2015-05-29,239.9
2015-06-01,239.85
2015-06-02,228.3
2015-06-03,220.75
2015-06-04,216.0
2015-06-05,219.8
2015-06-08,216.15
2015-06-09,214.8
2015-06-10,219.3
2015-06-11,207.25
2015-06-12,210.7
2015-06-15,205.6
2015-06-16,210.45
2015-06-17,208.4
2015-06-18,209.85
2015-06-19,213.65
2015-06-22,212.6
2015-06-23,211.1
2015-06-24,210.7
2015-06-25,210.0
2015-06-26,209.45
2015-06-29,205.3
2015-06-30,211.4
2015-07-01,226.8
2015-07-02,221.9
2015-07-03,213.1
2015-07-06,222.45
2015-07-07,221.15
2015-07-08,230.6
2015-07-09,237.05
2015-07-10,239.3
2015-07-13,245.35
2015-07-14,248.0
2015-07-15,254.0
2015-07-16,249.45
2015-07-17,248.9
2015-07-20,257.1
2015-07-21,256.15
2015-07-22,262.7
2015-07-23,286.05
2015-07-24,292.35
2015-07-27,290.2
2015-07-28,296.2
2015-07-29,355.4
2015-07-30,364.95
2015-07-31,350.6
2015-08-03,344.9
2015-08-04,382.5
2015-08-05,379.35
2015-08-06,380.5
2015-08-07,369.95
2015-08-10,370.95
2015-08-11,361.4
2015-08-12,346.2
2015-08-13,339.65
2015-08-14,336.45
2015-08-17,357.0
2015-08-18,351.05
2015-08-19,356.65
2015-08-20,348.2
2015-08-21,346.6
2015-08-24,300.95
2015-08-25,304.6
2015-08-26,301.75
2015-08-27,306.3
2015-08-28,299.3
2015-08-31,295.2
2015-09-01,284.7
2015-09-02,298.15
2015-09-03,295.9
2015-09-04,282.8
2015-09-07,271.25
2015-09-08,275.05
2015-09-09,282.9
2015-09-10,294.3
2015-09-11,291.6
2015-09-14,294.15
2015-09-15,294.0
2015-09-16,288.0
2015-09-18,296.9
2015-09-21,298.35
2015-09-22,297.45
2015-09-23,297.1
2015-09-24,295.3
2015-09-28,296.1
2015-09-29,293.95
2015-09-30,293.95
2015-10-01,292.75
2015-10-05,298.75
2015-10-06,295.0
2015-10-07,292.45
2015-10-08,289.2
2015-10-09,291.6
2015-10-12,299.1
2015-10-13,299.85
2015-10-14,301.4
2015-10-15,305.95
2015-10-16,326.35
2015-10-19,325.1
2015-10-20,321.3
2015-10-21,324.35
2015-10-23,317.1
2015-10-26,319.9
2015-10-27,310.8
2015-10-28,307.5
2015-10-29,309.55
2015-10-30,315.75
2015-11-02,317.15
2015-11-03,305.75
2015-11-04,301.95
2015-11-05,300.35
2015-11-06,296.7
2015-11-09,297.75
2015-11-10,290.75
2015-11-11,299.45
2015-11-13,292.15
2015-11-16,286.65
2015-11-17,288.8
2015-11-18,285.8
2015-11-19,287.45
2015-11-20,294.85
2015-11-23,319.05
2015-11-24,319.15
2015-11-26,325.9
2015-11-27,328.4
2015-11-30,336.15
2015-12-01,332.9
2015-12-02,331.5
2015-12-03,324.05
2015-12-04,327.45
2015-12-07,328.6
2015-12-08,320.2
2015-12-09,306.6
2015-12-10,308.75
2015-12-11,308.1
2015-12-14,306.15
2015-12-15,312.85
2015-12-16,320.0
2015-12-17,326.95
2015-12-18,329.0
2015-12-21,332.4
2015-12-22,333.85
2015-12-23,333.05
2015-12-24,329.25
2015-12-28,335.65
2015-12-29,362.65
2015-12-30,355.45
2015-12-31,349.25
