Date,RICOAUTO
2015-01-01,46.35
2015-01-02,46.2
2015-01-05,46.15
2015-01-06,43.55
2015-01-07,45.1
2015-01-08,45.35
2015-01-09,45.3
2015-01-12,44.95
2015-01-13,44.45
2015-01-14,43.4
2015-01-15,43.7
2015-01-16,43.95
2015-01-19,45.55
2015-01-20,44.6
2015-01-21,46.3
2015-01-22,45.65
2015-01-23,47.2
2015-01-27,48.75
2015-01-28,48.7
2015-01-29,47.25
2015-01-30,46.2
2015-02-02,45.5
2015-02-03,45.65
2015-02-04,45.6
2015-02-05,43.85
2015-02-06,42.85
2015-02-09,42.7
2015-02-10,41.55
2015-02-11,43.45
2015-02-12,45.1
2015-02-13,44.5
2015-02-16,42.5
2015-02-18,43.35
2015-02-19,41.95
2015-02-20,41.55
2015-02-23,40.75
2015-02-24,41.15
2015-02-25,39.7
2015-02-26,40.4
2015-02-27,39.5
2015-02-28,39.6
2015-03-02,37.8
2015-03-03,39.15
2015-03-04,37.8
2015-03-05,36.8
2015-03-09,37.95
2015-03-10,37.2
2015-03-11,40.3
2015-03-12,43.7
2015-03-13,42.05
2015-03-16,42.0
2015-03-17,42.1
2015-03-18,42.0
2015-03-19,42.1
2015-03-20,42.0
2015-03-23,42.0
2015-03-24,41.0
2015-03-25,41.05
2015-03-26,40.75
2015-03-27,39.3
2015-03-30,42.0
2015-03-31,43.45
2015-04-01,44.35
2015-04-06,45.05
2015-04-07,45.05
2015-04-08,45.15
2015-04-09,53.45
2015-04-10,53.25
2015-04-13,53.3
2015-04-15,53.85
2015-04-16,51.95
2015-04-17,51.3
2015-04-20,48.2
2015-04-21,47.7
2015-04-22,47.85
2015-04-23,47.7
2015-04-24,44.7
2015-04-27,41.25
2015-04-28,43.7
2015-04-29,44.1
2015-04-30,44.2
2015-05-04,44.8
2015-05-05,44.3
2015-05-06,42.5
2015-05-07,42.5
2015-05-08,43.0
2015-05-11,45.85
2015-05-12,45.1
2015-05-13,46.35
2015-05-14,45.8
2015-05-15,47.8
2015-05-18,47.7
2015-05-19,47.35
2015-05-20,46.15
2015-05-21,45.9
2015-05-22,45.05
2015-05-25,45.0
2015-05-26,46.1
2015-05-27,46.05
2015-05-28,46.6
2015-05-29,43.3
2015-06-01,41.1
2015-06-02,41.05
2015-06-03,38.65
2015-06-04,38.9
2015-06-05,38.65
2015-06-08,38.6
2015-06-09,38.45
2015-06-10,41.1
2015-06-11,39.35
2015-06-12,39.5
2015-06-15,39.3
2015-06-16,39.85
2015-06-17,40.4
2015-06-18,42.2
2015-06-19,43.85
2015-06-22,43.3
2015-06-23,42.65
2015-06-24,42.3
2015-06-25,42.85
2015-06-26,42.15
2015-06-29,41.45
2015-06-30,41.0
2015-07-01,43.95
2015-07-02,44.35
2015-07-03,43.4
2015-07-06,43.45
2015-07-07,43.7
2015-07-08,42.3
2015-07-09,42.4
2015-07-10,42.2
2015-07-13,43.05
2015-07-14,42.25
2015-07-15,43.95
2015-07-16,43.4
2015-07-17,42.85
2015-07-20,46.55
2015-07-21,44.6
2015-07-22,45.85
2015-07-23,46.55
2015-07-24,44.7
2015-07-27,43.8
2015-07-28,45.05
2015-07-29,47.8
2015-07-30,55.85
2015-07-31,54.25
2015-08-03,57.3
2015-08-04,57.0
2015-08-05,56.9
2015-08-06,54.5
2015-08-07,60.45
2015-08-10,60.2
2015-08-11,59.15
2015-08-12,53.95
2015-08-13,52.1
2015-08-14,55.9
2015-08-17,55.3
2015-08-18,55.6
2015-08-19,54.55
2015-08-20,52.55
2015-08-21,52.25
2015-08-24,44.85
2015-08-25,46.25
2015-08-26,45.95
2015-08-27,49.0
2015-08-28,48.05
2015-08-31,49.25
2015-09-01,46.25
2015-09-02,46.3
2015-09-03,47.9
2015-09-04,45.4
2015-09-07,43.95
2015-09-08,43.2
2015-09-09,47.4
2015-09-10,46.55
2015-09-11,45.7
2015-09-14,45.65
2015-09-15,47.3
2015-09-16,47.1
2015-09-18,47.95
2015-09-21,47.05
2015-09-22,45.85
2015-09-23,46.25
2015-09-24,46.5
2015-09-28,44.65
2015-09-29,45.2
2015-09-30,45.85
2015-10-01,44.25
2015-10-05,45.8
2015-10-06,47.0
2015-10-07,49.5
2015-10-08,48.5
2015-10-09,48.15
2015-10-12,49.85
2015-10-13,49.7
2015-10-14,49.35
2015-10-15,48.0
2015-10-16,47.05
2015-10-19,46.35
2015-10-20,46.45
2015-10-21,46.05
2015-10-23,46.75
2015-10-26,45.9
2015-10-27,45.8
2015-10-28,45.45
2015-10-29,44.45
2015-10-30,42.8
2015-11-02,43.05
2015-11-03,42.4
2015-11-04,42.35
2015-11-05,42.5
2015-11-06,42.15
2015-11-09,45.05
2015-11-10,44.4
2015-11-11,45.55
2015-11-13,43.9
2015-11-16,43.4
2015-11-17,42.7
2015-11-18,42.25
2015-11-19,42.8
2015-11-20,42.8
2015-11-23,42.8
2015-11-24,45.7
2015-11-26,44.65
2015-11-27,43.45
2015-11-30,42.5
2015-12-01,44.1
2015-12-02,44.2
2015-12-03,45.3
2015-12-04,45.3
2015-12-07,44.7
2015-12-08,43.15
2015-12-09,42.1
2015-12-10,47.85
2015-12-11,48.8
2015-12-14,47.55
2015-12-15,46.25
2015-12-16,45.0
2015-12-17,45.85
2015-12-18,45.2
2015-12-21,46.85
2015-12-22,46.85
2015-12-23,46.5
2015-12-24,46.15
2015-12-28,46.2
2015-12-29,45.55
2015-12-30,45.3
2015-12-31,47.65
