Date,SABTN
2015-01-01,210.35
2015-01-02,209.9
2015-01-05,209.6
2015-01-06,203.7
2015-01-07,203.2
2015-01-08,213.7
2015-01-09,219.75
2015-01-12,223.55
2015-01-13,218.3
2015-01-14,220.6
2015-01-15,235.35
2015-01-16,234.85
2015-01-19,235.0
2015-01-20,234.25
2015-01-21,235.05
2015-01-22,234.3
2015-01-23,239.4
2015-01-27,244.45
2015-01-28,244.3
2015-01-29,255.15
2015-01-30,250.95
2015-02-02,247.6
2015-02-03,246.5
2015-02-04,249.45
2015-02-05,250.8
2015-02-06,247.8
2015-02-09,245.45
2015-02-10,245.4
2015-02-11,247.0
2015-02-12,244.1
2015-02-13,243.6
2015-02-16,247.15
2015-02-18,245.0
2015-02-19,243.3
2015-02-20,241.9
2015-02-23,242.25
2015-02-24,242.3
2015-02-25,242.3
2015-02-26,243.5
2015-02-27,254.7
2015-02-28,253.1
2015-03-02,249.85
2015-03-03,251.1
2015-03-04,244.95
2015-03-05,245.2
2015-03-09,244.65
2015-03-10,244.75
2015-03-11,241.3
2015-03-12,240.65
2015-03-13,243.3
2015-03-16,242.7
2015-03-17,243.65
2015-03-18,242.15
2015-03-19,242.6
2015-03-20,242.5
2015-03-23,235.0
2015-03-24,234.2
2015-03-25,231.55
2015-03-26,231.95
2015-03-27,235.45
2015-03-30,253.0
2015-03-31,250.4
2015-04-01,249.95
2015-04-06,248.3
2015-04-07,247.25
2015-04-08,246.2
2015-04-09,244.05
2015-04-10,247.7
2015-04-13,246.35
2015-04-15,246.4
2015-04-16,243.0
2015-04-17,245.0
2015-04-20,246.4
2015-04-21,246.9
2015-04-22,245.45
2015-04-23,245.0
2015-04-24,236.25
2015-04-27,243.05
2015-04-28,247.55
2015-04-29,248.15
2015-04-30,247.45
2015-05-04,250.2
2015-05-05,254.65
2015-05-06,258.1
2015-05-07,245.9
2015-05-08,258.25
2015-05-11,251.7
2015-05-12,257.75
2015-05-13,249.4
2015-05-14,250.85
2015-05-15,250.1
2015-05-18,248.1
2015-05-19,251.3
2015-05-20,252.0
2015-05-21,251.95
2015-05-22,250.8
2015-05-25,252.0
2015-05-26,251.95
2015-05-27,252.2
2015-05-28,251.6
2015-05-29,251.5
2015-06-01,252.4
2015-06-02,247.75
2015-06-03,243.55
2015-06-04,242.8
2015-06-05,249.9
2015-06-08,246.55
2015-06-09,252.0
2015-06-10,252.0
2015-06-11,250.0
2015-06-12,248.3
2015-06-15,247.65
2015-06-16,250.35
2015-06-17,249.75
2015-06-18,252.0
2015-06-19,251.8
2015-06-22,252.9
2015-06-23,249.25
2015-06-24,254.5
2015-06-25,254.3
2015-06-26,252.1
2015-06-29,248.1
2015-06-30,251.25
2015-07-01,264.3
2015-07-02,281.0
2015-07-03,285.3
2015-07-06,285.95
2015-07-07,289.95
2015-07-08,287.65
2015-07-09,285.1
2015-07-10,290.3
2015-07-13,296.65
2015-07-14,298.1
2015-07-15,298.25
2015-07-16,300.75
2015-07-17,301.15
2015-07-20,303.35
2015-07-21,302.05
2015-07-22,306.35
2015-07-23,314.45
2015-07-24,308.35
2015-07-27,307.85
2015-07-28,307.15
2015-07-29,303.4
2015-07-30,299.4
2015-07-31,295.05
2015-08-03,299.85
2015-08-04,300.1
2015-08-05,299.95
2015-08-06,298.9
2015-08-07,296.7
2015-08-10,292.35
2015-08-11,296.05
2015-08-12,296.7
2015-08-13,295.7
2015-08-14,295.15
2015-08-17,297.05
2015-08-18,298.0
2015-08-19,299.0
2015-08-20,297.0
2015-08-21,294.9
2015-08-24,284.45
2015-08-25,287.9
2015-08-26,289.2
2015-08-27,290.2
2015-08-28,288.35
2015-08-31,288.35
2015-09-01,286.9
2015-09-02,289.2
2015-09-03,289.1
2015-09-04,289.9
2015-09-07,283.05
2015-09-08,289.0
2015-09-09,289.45
2015-09-10,289.05
2015-09-11,289.1
2015-09-14,289.35
2015-09-15,290.35
2015-09-16,289.9
2015-09-18,290.2
2015-09-21,290.1
2015-09-22,291.45
2015-09-23,290.6
2015-09-24,289.9
2015-09-28,289.8
2015-09-29,289.25
2015-09-30,289.9
2015-10-01,289.95
2015-10-05,294.5
2015-10-06,289.95
2015-10-07,291.05
2015-10-08,290.0
2015-10-09,290.0
2015-10-12,290.2
2015-10-13,291.0
2015-10-14,290.0
2015-10-15,297.4
2015-10-16,295.5
2015-10-19,294.95
2015-10-20,296.0
2015-10-21,295.9
2015-10-23,307.2
2015-10-26,316.5
2015-10-27,314.0
2015-10-28,318.4
2015-10-29,318.2
2015-10-30,315.4
2015-11-02,316.2
2015-11-03,319.0
2015-11-04,322.6
2015-11-05,318.1
2015-11-06,317.55
2015-11-09,309.1
2015-11-10,311.85
2015-11-11,314.4
2015-11-13,312.0
2015-11-16,311.6
2015-11-17,317.5
2015-11-18,318.4
2015-11-19,321.0
2015-11-20,319.0
2015-11-23,326.0
2015-11-24,320.7
2015-11-26,325.35
2015-11-27,324.75
2015-11-30,327.3
2015-12-01,330.15
2015-12-02,329.0
2015-12-03,324.0
2015-12-04,330.8
2015-12-07,337.3
2015-12-08,340.0
2015-12-09,338.0
2015-12-10,334.75
2015-12-11,336.85
2015-12-14,339.3
2015-12-15,358.6
2015-12-16,359.95
2015-12-17,363.35
2015-12-18,363.0
2015-12-21,360.1
2015-12-22,365.0
2015-12-23,362.15
2015-12-24,371.7
2015-12-28,368.0
2015-12-29,365.1
2015-12-30,364.4
2015-12-31,363.75
