Date,KEC
2015-01-01,94.6
2015-01-02,94.9
2015-01-05,93.55
2015-01-06,89.0
2015-01-07,90.95
2015-01-08,92.2
2015-01-09,91.35
2015-01-12,92.9
2015-01-13,93.35
2015-01-14,91.55
2015-01-15,92.6
2015-01-16,91.8
2015-01-19,91.45
2015-01-20,91.5
2015-01-21,91.55
2015-01-22,89.9
2015-01-23,90.1
2015-01-27,89.05
2015-01-28,89.6
2015-01-29,91.05
2015-01-30,94.3
2015-02-02,95.85
2015-02-03,96.4
2015-02-04,95.35
2015-02-05,85.8
2015-02-06,84.0
2015-02-09,80.7
2015-02-10,80.35
2015-02-11,84.7
2015-02-12,85.6
2015-02-13,84.55
2015-02-16,84.0
2015-02-18,82.55
2015-02-19,82.3
2015-02-20,85.9
2015-02-23,85.55
2015-02-24,84.75
2015-02-25,84.8
2015-02-26,84.4
2015-02-27,84.35
2015-02-28,81.65
2015-03-02,85.9
2015-03-03,89.3
2015-03-04,87.25
2015-03-05,88.55
2015-03-09,85.25
2015-03-10,83.5
2015-03-11,81.65
2015-03-12,82.8
2015-03-13,83.2
2015-03-16,83.05
2015-03-17,83.5
2015-03-18,81.95
2015-03-19,83.5
2015-03-20,80.85
2015-03-23,79.0
2015-03-24,77.45
2015-03-25,74.95
2015-03-26,73.4
2015-03-27,75.2
2015-03-30,78.2
2015-03-31,80.05
2015-04-01,83.75
2015-04-06,85.75
2015-04-07,83.7
2015-04-08,83.75
2015-04-09,85.4
2015-04-10,96.6
2015-04-13,104.25
2015-04-15,100.05
2015-04-16,109.9
2015-04-17,104.5
2015-04-20,100.0
2015-04-21,100.4
2015-04-22,101.4
2015-04-23,100.8
2015-04-24,96.15
2015-04-27,89.6
2015-04-28,97.15
2015-04-29,99.25
2015-04-30,98.25
2015-05-04,102.9
2015-05-05,101.25
2015-05-06,95.7
2015-05-07,98.8
2015-05-08,99.1
2015-05-11,99.45
2015-05-12,95.2
2015-05-13,95.5
2015-05-14,104.05
2015-05-15,105.85
2015-05-18,113.3
2015-05-19,119.1
2015-05-20,116.65
2015-05-21,113.9
2015-05-22,113.8
2015-05-25,115.2
2015-05-26,114.35
2015-05-27,114.25
2015-05-28,113.7
2015-05-29,121.3
2015-06-01,118.7
2015-06-02,114.0
2015-06-03,110.95
2015-06-04,110.45
2015-06-05,110.55
2015-06-08,107.6
2015-06-09,126.15
2015-06-10,122.1
2015-06-11,117.4
2015-06-12,121.0
2015-06-15,123.35
2015-06-16,121.65
2015-06-17,128.4
2015-06-18,130.15
2015-06-19,130.6
2015-06-22,133.5
2015-06-23,132.4
2015-06-24,127.3
2015-06-25,128.55
2015-06-26,129.85
2015-06-29,128.6
2015-06-30,130.15
2015-07-01,130.55
2015-07-02,130.55
2015-07-03,137.6
2015-07-06,142.1
2015-07-07,139.05
2015-07-08,137.15
2015-07-09,134.0
2015-07-10,141.45
2015-07-13,148.2
2015-07-14,144.85
2015-07-15,146.6
2015-07-16,145.25
2015-07-17,143.35
2015-07-20,148.4
2015-07-21,146.15
2015-07-22,151.05
2015-07-23,150.85
2015-07-24,150.45
2015-07-27,150.15
2015-07-28,152.25
2015-07-29,152.05
2015-07-30,149.6
2015-07-31,145.85
2015-08-03,142.9
2015-08-04,145.75
2015-08-05,149.9
2015-08-06,146.45
2015-08-07,149.8
2015-08-10,149.7
2015-08-11,147.6
2015-08-12,145.85
2015-08-13,138.55
2015-08-14,143.1
2015-08-17,142.4
2015-08-18,142.55
2015-08-19,142.15
2015-08-20,137.15
2015-08-21,137.4
2015-08-24,119.05
2015-08-25,120.15
2015-08-26,128.4
2015-08-27,132.05
2015-08-28,131.95
2015-08-31,130.4
2015-09-01,123.0
2015-09-02,131.0
2015-09-03,133.15
2015-09-04,128.95
2015-09-07,126.75
2015-09-08,131.05
2015-09-09,139.55
2015-09-10,138.9
2015-09-11,137.3
2015-09-14,138.25
2015-09-15,141.2
2015-09-16,144.6
2015-09-18,149.6
2015-09-21,150.25
2015-09-22,143.15
2015-09-23,140.15
2015-09-24,138.95
2015-09-28,136.9
2015-09-29,139.2
2015-09-30,142.05
2015-10-01,140.55
2015-10-05,146.75
2015-10-06,143.3
2015-10-07,145.45
2015-10-08,143.8
2015-10-09,143.1
2015-10-12,144.45
2015-10-13,145.15
2015-10-14,144.75
2015-10-15,148.15
2015-10-16,144.95
2015-10-19,143.5
2015-10-20,143.9
2015-10-21,143.75
2015-10-23,145.7
2015-10-26,142.6
2015-10-27,142.8
2015-10-28,142.2
2015-10-29,137.7
2015-10-30,133.85
2015-11-02,131.3
2015-11-03,136.2
2015-11-04,136.05
2015-11-05,136.15
2015-11-06,137.15
2015-11-09,138.85
2015-11-10,136.6
2015-11-11,138.45
2015-11-13,140.0
2015-11-16,143.7
2015-11-17,150.65
2015-11-18,148.35
2015-11-19,158.3
2015-11-20,153.85
2015-11-23,162.8
2015-11-24,158.65
2015-11-26,156.5
2015-11-27,153.75
2015-11-30,158.3
2015-12-01,156.0
2015-12-02,153.7
2015-12-03,151.1
2015-12-04,152.9
2015-12-07,153.75
2015-12-08,149.1
2015-12-09,147.65
2015-12-10,150.5
2015-12-11,148.65
2015-12-14,151.25
2015-12-15,151.1
2015-12-16,151.15
2015-12-17,150.45
2015-12-18,160.1
2015-12-21,161.25
2015-12-22,157.55
2015-12-23,155.1
2015-12-24,155.65
2015-12-28,154.2
2015-12-29,157.8
2015-12-30,154.7
2015-12-31,155.55
