Date,INFY
2015-01-01,1974.4
2015-01-02,2013.2
2015-01-05,1995.9
2015-01-06,1954.2
2015-01-07,1963.55
2015-01-08,1973.45
2015-01-09,2074.45
2015-01-12,2115.95
2015-01-13,2088.9
2015-01-14,2128.65
2015-01-15,2134.25
2015-01-16,2118.3
2015-01-19,2102.5
2015-01-20,2124.2
2015-01-21,2169.9
2015-01-22,2196.45
2015-01-23,2215.05
2015-01-27,2136.5
2015-01-28,2144.55
2015-01-29,2145.5
2015-01-30,2141.9
2015-02-02,2136.85
2015-02-03,2120.9
2015-02-04,2142.85
2015-02-05,2193.8
2015-02-06,2230.5
2015-02-09,2248.9
2015-02-10,2278.3
2015-02-11,2284.85
2015-02-12,2311.2
2015-02-13,2296.1
2015-02-16,2278.75
2015-02-18,2296.5
2015-02-19,2324.7
2015-02-20,2283.1
2015-02-23,2265.6
2015-02-24,2272.8
2015-02-25,2317.6
2015-02-26,2258.1
2015-02-27,2265.75
2015-02-28,2296.45
2015-03-02,2291.7
2015-03-03,2297.85
2015-03-04,2274.65
2015-03-05,2247.6
2015-03-09,2190.05
2015-03-10,2198.0
2015-03-11,2182.2
2015-03-12,2218.3
2015-03-13,2220.4
2015-03-16,2266.65
2015-03-17,2240.5
2015-03-18,2229.5
2015-03-19,2230.45
2015-03-20,2257.45
2015-03-23,2233.45
2015-03-24,2211.45
2015-03-25,2219.1
2015-03-26,2146.35
2015-03-27,2202.15
2015-03-30,2228.0
2015-03-31,2218.35
2015-04-01,2173.95
2015-04-06,2178.2
2015-04-07,2159.5
2015-04-08,2200.55
2015-04-09,2215.0
2015-04-10,2233.95
2015-04-13,2238.8
2015-04-15,2213.7
2015-04-16,2194.65
2015-04-17,2179.25
2015-04-20,2132.15
2015-04-21,2142.6
2015-04-22,2137.7
2015-04-23,2122.0
2015-04-24,1995.2
2015-04-27,1984.65
2015-04-28,1960.9
2015-04-29,1961.15
2015-04-30,1942.25
2015-05-04,1993.1
2015-05-05,1962.75
2015-05-06,1922.05
2015-05-07,1944.0
2015-05-08,1957.95
2015-05-11,1993.65
2015-05-12,1947.1
2015-05-13,1956.7
2015-05-14,1934.8
2015-05-15,1961.75
2015-05-18,1993.05
2015-05-19,2022.35
2015-05-20,2047.3
2015-05-21,2048.45
2015-05-22,2046.45
2015-05-25,2016.8
2015-05-26,2007.3
2015-05-27,1968.5
2015-05-28,2016.6
2015-05-29,2023.15
2015-06-01,2047.8
2015-06-02,2008.65
2015-06-03,2020.9
2015-06-04,2028.05
2015-06-05,2011.65
2015-06-08,2000.05
2015-06-09,1992.1
2015-06-10,2026.5
2015-06-11,1997.65
2015-06-12,1975.05
2015-06-15,990.45
2015-06-16,999.35
2015-06-17,995.7
2015-06-18,1001.95
2015-06-19,995.35
2015-06-22,1023.85
2015-06-23,1000.4
2015-06-24,995.1
2015-06-25,990.45
2015-06-26,1005.25
2015-06-29,990.15
2015-06-30,984.35
2015-07-01,997.4
2015-07-02,988.0
2015-07-03,990.3
2015-07-06,983.3
2015-07-07,980.5
2015-07-08,957.5
2015-07-09,938.0
2015-07-10,937.5
2015-07-13,950.15
2015-07-14,971.25
2015-07-15,984.0
2015-07-16,989.05
2015-07-17,1001.85
2015-07-20,1001.25
2015-07-21,1112.65
2015-07-22,1103.15
2015-07-23,1098.0
2015-07-24,1087.6
2015-07-27,1065.3
2015-07-28,1062.85
2015-07-29,1085.4
2015-07-30,1070.0
2015-07-31,1077.05
2015-08-03,1078.95
2015-08-04,1057.25
2015-08-05,1086.35
2015-08-06,1086.95
2015-08-07,1095.6
2015-08-10,1086.0
2015-08-11,1109.15
2015-08-12,1144.4
2015-08-13,1158.0
2015-08-14,1149.25
2015-08-17,1142.15
2015-08-18,1164.35
2015-08-19,1175.55
2015-08-20,1134.55
2015-08-21,1149.9
2015-08-24,1092.05
2015-08-25,1085.65
2015-08-26,1064.6
2015-08-27,1082.8
2015-08-28,1111.05
2015-08-31,1094.4
2015-09-01,1089.0
2015-09-02,1099.45
2015-09-03,1099.35
2015-09-04,1073.95
2015-09-07,1058.75
2015-09-08,1058.8
2015-09-09,1088.7
2015-09-10,1080.45
2015-09-11,1090.75
2015-09-14,1099.75
2015-09-15,1099.2
2015-09-16,1101.65
2015-09-18,1104.45
2015-09-21,1104.65
2015-09-22,1107.45
2015-09-23,1116.25
2015-09-24,1140.55
2015-09-28,1105.55
2015-09-29,1121.85
2015-09-30,1161.95
2015-10-01,1173.05
2015-10-05,1181.75
2015-10-06,1154.6
2015-10-07,1133.2
2015-10-08,1132.15
2015-10-09,1167.4
2015-10-12,1122.9
2015-10-13,1099.4
2015-10-14,1097.6
