Date,GODFRYPHLP
2015-01-01,590.95
2015-01-02,592.55
2015-01-05,586.35
2015-01-06,576.15
2015-01-07,571.2
2015-01-08,572.05
2015-01-09,569.0
2015-01-12,570.1
2015-01-13,573.05
2015-01-14,561.35
2015-01-15,561.8
2015-01-16,557.95
2015-01-19,556.55
2015-01-20,559.9
2015-01-21,561.85
2015-01-22,562.55
2015-01-23,553.7
2015-01-27,560.7
2015-01-28,560.1
2015-01-29,599.7
2015-01-30,590.6
2015-02-02,589.45
2015-02-03,590.1
2015-02-04,587.25
2015-02-05,580.75
2015-02-06,522.45
2015-02-09,499.1
2015-02-10,499.5
2015-02-11,497.2
2015-02-12,501.15
2015-02-13,500.5
2015-02-16,499.55
2015-02-18,503.45
2015-02-19,496.6
2015-02-20,500.3
2015-02-23,496.35
2015-02-24,486.2
2015-02-25,477.25
2015-02-26,470.45
2015-02-27,480.05
2015-02-28,469.5
2015-03-02,465.25
2015-03-03,481.8
2015-03-04,477.45
2015-03-05,465.2
2015-03-09,472.85
2015-03-10,473.9
2015-03-11,474.45
2015-03-12,475.05
2015-03-13,470.05
2015-03-16,470.4
2015-03-17,471.7
2015-03-18,471.2
2015-03-19,468.75
2015-03-20,457.05
2015-03-23,455.3
2015-03-24,445.4
2015-03-25,436.1
2015-03-26,437.35
2015-03-27,425.35
2015-03-30,426.35
2015-03-31,421.5
2015-04-01,442.35
2015-04-06,456.5
2015-04-07,456.6
2015-04-08,458.7
2015-04-09,461.65
2015-04-10,477.4
2015-04-13,479.0
2015-04-15,529.0
2015-04-16,530.25
2015-04-17,537.35
2015-04-20,515.5
2015-04-21,510.85
2015-04-22,508.3
2015-04-23,505.8
2015-04-24,504.05
2015-04-27,478.7
2015-04-28,489.7
2015-04-29,496.15
2015-04-30,487.85
2015-05-04,485.75
2015-05-05,494.3
2015-05-06,486.0
2015-05-07,484.1
2015-05-08,496.6
2015-05-11,511.5
2015-05-12,504.6
2015-05-13,494.7
2015-05-14,496.65
2015-05-15,497.05
2015-05-18,506.95
2015-05-19,509.8
2015-05-20,509.95
2015-05-21,499.85
2015-05-22,500.8
2015-05-25,487.8
2015-05-26,490.35
2015-05-27,494.9
2015-05-28,491.45
2015-05-29,496.7
2015-06-01,526.8
2015-06-02,511.3
2015-06-03,487.95
2015-06-04,482.3
2015-06-05,474.0
2015-06-08,470.1
2015-06-09,471.45
2015-06-10,476.75
2015-06-11,470.8
2015-06-12,465.05
2015-06-15,462.8
2015-06-16,463.1
2015-06-17,465.95
2015-06-18,475.6
2015-06-19,486.2
2015-06-22,483.8
2015-06-23,474.65
2015-06-24,466.55
2015-06-25,466.2
2015-06-26,465.95
2015-06-29,460.4
2015-06-30,457.8
2015-07-01,461.8
2015-07-02,463.95
2015-07-03,474.1
2015-07-06,514.55
2015-07-07,517.45
2015-07-08,519.6
2015-07-09,518.6
2015-07-10,523.2
2015-07-13,537.0
2015-07-14,544.3
2015-07-15,545.15
2015-07-16,551.3
2015-07-17,571.35
2015-07-20,578.2
2015-07-21,556.3
2015-07-22,562.7
2015-07-23,576.1
2015-07-24,565.15
2015-07-27,542.95
2015-07-28,572.25
2015-07-29,555.7
2015-07-30,564.1
2015-07-31,560.55
2015-08-03,579.8
2015-08-04,576.8
2015-08-05,581.6
2015-08-06,582.4
2015-08-07,588.95
2015-08-10,603.1
2015-08-11,611.4
2015-08-12,588.05
2015-08-13,585.0
2015-08-14,594.6
2015-08-17,599.7
2015-08-18,598.55
2015-08-19,599.35
2015-08-20,592.5
2015-08-21,595.45
2015-08-24,561.6
2015-08-25,565.3
2015-08-26,566.0
2015-08-27,570.5
2015-08-28,561.0
2015-08-31,550.25
2015-09-01,551.6
2015-09-02,556.0
2015-09-03,576.5
2015-09-04,570.05
2015-09-07,558.95
2015-09-08,559.5
2015-09-09,561.1
2015-09-10,557.75
2015-09-11,559.35
2015-09-14,563.25
2015-09-15,562.2
2015-09-16,576.65
2015-09-18,662.25
2015-09-21,661.8
2015-09-22,640.75
2015-09-23,638.5
2015-09-24,642.05
2015-09-28,664.45
2015-09-29,641.25
2015-09-30,640.35
2015-10-01,633.15
2015-10-05,674.6
2015-10-06,653.05
2015-10-07,651.0
2015-10-08,642.05
2015-10-09,625.6
2015-10-12,650.15
2015-10-13,671.0
2015-10-14,681.2
2015-10-15,709.35
2015-10-16,851.2
2015-10-19,1010.05
2015-10-20,924.5
2015-10-21,968.45
2015-10-23,967.8
2015-10-26,960.55
2015-10-27,955.85
2015-10-28,942.7
2015-10-29,917.1
2015-10-30,939.75
2015-11-02,920.1
2015-11-03,953.05
2015-11-04,946.8
2015-11-05,951.7
2015-11-06,935.1
2015-11-09,956.85
2015-11-10,934.6
2015-11-11,972.2
2015-11-13,989.25
2015-11-16,1139.85
2015-11-17,1267.45
2015-11-18,1187.35
2015-11-19,1198.55
2015-11-20,1267.7
2015-11-23,1361.45
2015-11-24,1371.0
2015-11-26,1431.15
2015-11-27,1381.85
2015-11-30,1415.7
2015-12-01,1398.5
2015-12-02,1568.05
2015-12-03,1632.35
2015-12-04,1567.8
2015-12-07,1490.05
2015-12-08,1495.45
2015-12-09,1452.25
2015-12-10,1398.0
2015-12-11,1385.9
2015-12-14,1479.4
2015-12-15,1386.95
2015-12-16,1399.7
2015-12-17,1335.35
2015-12-18,1201.85
2015-12-21,1235.0
2015-12-22,1259.55
2015-12-23,1255.35
2015-12-24,1266.05
2015-12-28,1270.75
2015-12-29,1253.9
2015-12-30,1323.9
2015-12-31,1368.35
