Date,TRIDENT
2015-01-01,25.7
2015-01-02,26.15
2015-01-05,25.9
2015-01-06,25.0
2015-01-07,24.75
2015-01-08,25.4
2015-01-09,24.7
2015-01-12,25.0
2015-01-13,24.85
2015-01-14,24.6
2015-01-15,25.55
2015-01-16,24.6
2015-01-19,24.55
2015-01-20,24.25
2015-01-21,24.3
2015-01-22,24.05
2015-01-23,23.85
2015-01-27,23.65
2015-01-28,24.95
2015-01-29,24.5
2015-01-30,24.1
2015-02-02,24.55
2015-02-03,24.35
2015-02-04,24.65
2015-02-05,24.3
2015-02-06,23.2
2015-02-09,23.25
2015-02-10,23.85
2015-02-11,24.75
2015-02-12,24.75
2015-02-13,23.7
2015-02-16,23.35
2015-02-18,23.35
2015-02-19,23.4
2015-02-20,23.95
2015-02-23,23.9
2015-02-24,23.7
2015-02-25,24.4
2015-02-26,23.75
2015-02-27,24.25
2015-02-28,23.9
2015-03-02,23.35
2015-03-03,23.2
2015-03-04,23.1
2015-03-05,22.9
2015-03-09,22.55
2015-03-10,22.6
2015-03-11,22.2
2015-03-12,23.5
2015-03-13,22.9
2015-03-16,22.15
2015-03-17,22.3
2015-03-18,22.15
2015-03-19,22.05
2015-03-20,21.15
2015-03-23,20.15
2015-03-24,20.45
2015-03-25,19.9
2015-03-26,19.6
2015-03-27,20.75
2015-03-30,22.3
2015-03-31,22.9
2015-04-01,22.8
2015-04-06,24.2
2015-04-07,23.55
2015-04-08,23.65
2015-04-09,23.7
2015-04-10,25.1
2015-04-13,26.1
2015-04-15,25.4
2015-04-16,24.3
2015-04-17,23.8
2015-04-20,23.5
2015-04-21,23.65
2015-04-22,23.95
2015-04-23,24.45
2015-04-24,23.5
2015-04-27,22.3
2015-04-28,23.5
2015-04-29,24.1
2015-04-30,24.0
2015-05-04,24.5
2015-05-05,24.7
2015-05-06,23.2
2015-05-07,22.95
2015-05-08,23.15
2015-05-11,23.7
2015-05-12,23.0
2015-05-13,23.25
2015-05-14,23.25
2015-05-15,26.1
2015-05-18,26.7
2015-05-19,27.75
2015-05-20,27.75
2015-05-21,27.85
2015-05-22,26.7
2015-05-25,25.95
2015-05-26,26.5
2015-05-27,25.65
2015-05-28,26.1
2015-05-29,27.05
2015-06-01,26.1
2015-06-02,25.3
2015-06-03,24.0
2015-06-04,24.3
2015-06-05,24.85
2015-06-08,23.95
2015-06-09,23.45
2015-06-10,24.35
2015-06-11,23.4
2015-06-12,22.75
2015-06-15,22.85
2015-06-16,22.65
2015-06-17,22.75
2015-06-18,24.05
2015-06-19,23.75
2015-06-22,24.6
2015-06-23,25.75
2015-06-24,24.5
2015-06-25,23.55
2015-06-26,23.4
2015-06-29,22.9
2015-06-30,24.4
2015-07-01,26.6
2015-07-02,27.35
2015-07-03,25.9
2015-07-06,31.05
2015-07-07,31.1
2015-07-08,29.85
2015-07-09,31.3
2015-07-10,32.2
2015-07-13,33.85
2015-07-14,33.0
2015-07-15,33.15
2015-07-16,33.8
2015-07-17,32.8
2015-07-20,33.25
2015-07-21,31.2
2015-07-22,30.95
2015-07-23,31.7
2015-07-24,31.05
2015-07-27,29.9
2015-07-28,32.5
2015-07-29,35.75
2015-07-30,36.35
2015-07-31,37.2
2015-08-03,41.85
2015-08-04,46.0
2015-08-05,47.45
2015-08-06,45.15
2015-08-07,46.35
2015-08-10,46.5
2015-08-11,43.7
2015-08-12,39.65
2015-08-13,37.6
2015-08-14,41.15
2015-08-17,42.25
2015-08-18,44.35
2015-08-19,44.65
2015-08-20,41.85
2015-08-21,41.85
2015-08-24,37.7
2015-08-25,36.45
2015-08-26,35.1
2015-08-27,37.35
2015-08-28,38.1
2015-08-31,37.65
2015-09-01,36.05
2015-09-02,36.2
2015-09-03,37.25
2015-09-04,35.15
2015-09-07,32.55
2015-09-08,31.75
2015-09-09,33.7
2015-09-10,33.5
2015-09-11,34.85
2015-09-14,34.8
2015-09-15,34.3
2015-09-16,34.3
2015-09-18,34.95
2015-09-21,35.45
2015-09-22,38.25
2015-09-23,42.25
2015-09-24,42.6
2015-09-28,40.05
2015-09-29,40.55
2015-09-30,41.35
2015-10-01,40.7
2015-10-05,41.7
2015-10-06,41.3
2015-10-07,41.8
2015-10-08,41.9
2015-10-09,41.4
2015-10-12,43.85
2015-10-13,45.1
2015-10-14,44.2
2015-10-15,44.4
2015-10-16,43.2
2015-10-19,46.15
2015-10-20,46.05
2015-10-21,45.65
2015-10-23,45.5
2015-10-26,47.2
2015-10-27,43.85
2015-10-28,46.35
2015-10-29,46.1
2015-10-30,43.9
2015-11-02,43.55
2015-11-03,44.35
2015-11-04,45.2
2015-11-05,43.45
2015-11-06,41.55
2015-11-09,44.35
2015-11-10,50.2
2015-11-11,52.25
2015-11-13,52.45
2015-11-16,52.05
2015-11-17,54.2
2015-11-18,53.15
2015-11-19,55.7
2015-11-20,54.65
2015-11-23,53.9
2015-11-24,54.85
2015-11-26,54.75
2015-11-27,55.65
2015-11-30,57.45
2015-12-01,58.1
2015-12-02,59.9
2015-12-03,59.15
2015-12-04,58.55
2015-12-07,59.75
2015-12-08,56.25
2015-12-09,51.75
2015-12-10,54.45
2015-12-11,52.6
2015-12-14,53.1
2015-12-15,55.05
2015-12-16,54.0
2015-12-17,59.75
2015-12-18,58.6
2015-12-21,58.7
2015-12-22,58.2
2015-12-23,58.55
2015-12-24,58.4
2015-12-28,57.8
2015-12-29,56.6
2015-12-30,58.15
2015-12-31,57.85
