Date,INDIAGLYCO
2015-01-01,106.7
2015-01-02,109.35
2015-01-05,108.5
2015-01-06,103.1
2015-01-07,100.9
2015-01-08,101.6
2015-01-09,101.05
2015-01-12,101.35
2015-01-13,106.45
2015-01-14,102.55
2015-01-15,104.15
2015-01-16,102.85
2015-01-19,102.5
2015-01-20,104.25
2015-01-21,103.3
2015-01-22,103.95
2015-01-23,102.35
2015-01-27,101.2
2015-01-28,100.4
2015-01-29,100.4
2015-01-30,100.2
2015-02-02,100.5
2015-02-03,100.1
2015-02-04,110.9
2015-02-05,106.85
2015-02-06,103.5
2015-02-09,100.75
2015-02-10,100.65
2015-02-11,102.4
2015-02-12,102.6
2015-02-13,102.25
2015-02-16,100.45
2015-02-18,100.75
2015-02-19,101.45
2015-02-20,102.5
2015-02-23,101.25
2015-02-24,100.05
2015-02-25,99.55
2015-02-26,97.6
2015-02-27,99.4
2015-02-28,99.3
2015-03-02,99.9
2015-03-03,98.4
2015-03-04,97.2
2015-03-05,95.45
2015-03-09,93.95
2015-03-10,93.1
2015-03-11,90.6
2015-03-12,91.1
2015-03-13,88.25
2015-03-16,84.85
2015-03-17,85.2
2015-03-18,84.7
2015-03-19,84.9
2015-03-20,82.45
2015-03-23,77.2
2015-03-24,75.6
2015-03-25,83.5
2015-03-26,80.55
2015-03-27,79.3
2015-03-30,82.35
2015-03-31,81.45
2015-04-01,87.05
2015-04-06,100.2
2015-04-07,102.6
2015-04-08,100.4
2015-04-09,96.9
2015-04-10,96.35
2015-04-13,97.2
2015-04-15,96.45
2015-04-16,97.15
2015-04-17,96.25
2015-04-20,92.05
2015-04-21,91.8
2015-04-22,92.75
2015-04-23,95.6
2015-04-24,91.95
2015-04-27,91.1
2015-04-28,92.15
2015-04-29,93.4
2015-04-30,93.2
2015-05-04,93.5
2015-05-05,96.2
2015-05-06,91.85
2015-05-07,89.9
2015-05-08,89.7
2015-05-11,90.65
2015-05-12,88.05
2015-05-13,86.3
2015-05-14,87.8
2015-05-15,88.7
2015-05-18,87.9
2015-05-19,88.95
2015-05-20,88.65
2015-05-21,88.9
2015-05-22,88.7
2015-05-25,86.7
2015-05-26,85.7
2015-05-27,87.4
2015-05-28,89.3
2015-05-29,86.8
2015-06-01,86.25
2015-06-02,85.2
2015-06-03,81.35
2015-06-04,81.3
2015-06-05,82.0
2015-06-08,81.05
2015-06-09,79.6
2015-06-10,81.7
2015-06-11,78.85
2015-06-12,79.15
2015-06-15,79.6
2015-06-16,80.55
2015-06-17,81.0
2015-06-18,81.3
2015-06-19,80.95
2015-06-22,82.35
2015-06-23,81.6
2015-06-24,81.2
2015-06-25,81.7
2015-06-26,81.7
2015-06-29,80.2
2015-06-30,83.25
2015-07-01,84.1
2015-07-02,85.25
2015-07-03,83.6
2015-07-06,88.4
2015-07-07,93.45
2015-07-08,90.4
2015-07-09,89.2
2015-07-10,88.95
2015-07-13,89.05
2015-07-14,90.0
2015-07-15,92.35
2015-07-16,93.7
2015-07-17,95.3
2015-07-20,95.5
2015-07-21,92.4
2015-07-22,92.6
2015-07-23,91.5
2015-07-24,93.65
2015-07-27,93.4
2015-07-28,94.1
2015-07-29,94.85
2015-07-30,96.3
2015-07-31,100.55
2015-08-03,99.0
2015-08-04,99.25
2015-08-05,99.7
2015-08-06,97.6
2015-08-07,95.85
2015-08-10,99.0
2015-08-11,108.5
2015-08-12,102.3
2015-08-13,99.7
2015-08-14,100.05
2015-08-17,103.6
2015-08-18,104.4
2015-08-19,104.1
2015-08-20,99.75
2015-08-21,96.85
2015-08-24,85.85
2015-08-25,83.8
2015-08-26,86.65
2015-08-27,88.65
2015-08-28,88.85
2015-08-31,88.9
2015-09-01,84.25
2015-09-02,84.75
2015-09-03,85.15
2015-09-04,82.25
2015-09-07,80.1
2015-09-08,81.1
2015-09-09,83.7
2015-09-10,83.1
2015-09-11,83.9
2015-09-14,83.75
2015-09-15,83.65
2015-09-16,83.9
2015-09-18,83.6
2015-09-21,84.55
2015-09-22,83.35
2015-09-23,83.3
2015-09-24,84.85
2015-09-28,84.45
2015-09-29,83.35
2015-09-30,88.65
2015-10-01,91.9
2015-10-05,95.3
2015-10-06,93.95
2015-10-07,94.1
2015-10-08,93.4
2015-10-09,94.4
2015-10-12,92.45
2015-10-13,92.65
2015-10-14,92.2
2015-10-15,92.95
2015-10-16,93.95
2015-10-19,103.55
2015-10-20,99.75
2015-10-21,98.1
2015-10-23,97.9
2015-10-26,99.05
2015-10-27,97.25
2015-10-28,97.2
2015-10-29,97.55
2015-10-30,94.65
2015-11-02,93.8
2015-11-03,94.6
2015-11-04,94.55
2015-11-05,91.95
2015-11-06,89.9
2015-11-09,88.6
2015-11-10,88.75
2015-11-11,89.4
2015-11-13,90.0
2015-11-16,89.75
2015-11-17,91.95
2015-11-18,94.4
2015-11-19,97.6
2015-11-20,107.8
2015-11-23,103.25
2015-11-24,103.35
2015-11-26,101.95
2015-11-27,106.7
2015-11-30,108.7
2015-12-01,109.6
2015-12-02,107.6
2015-12-03,104.8
2015-12-04,102.65
2015-12-07,102.75
2015-12-08,100.45
2015-12-09,95.7
2015-12-10,96.1
2015-12-11,94.2
2015-12-14,94.75
2015-12-15,97.55
2015-12-16,99.55
2015-12-17,103.1
2015-12-18,104.1
2015-12-21,106.95
2015-12-22,102.8
2015-12-23,103.75
2015-12-24,102.9
2015-12-28,105.1
2015-12-29,103.3
2015-12-30,102.7
2015-12-31,102.0
