Date,JKTYRE
2015-01-01,132.45
2015-01-02,131.05
2015-01-05,134.4
2015-01-06,130.05
2015-01-07,132.6
2015-01-08,137.0
2015-01-09,134.75
2015-01-12,132.55
2015-01-13,133.5
2015-01-14,126.8
2015-01-15,128.05
2015-01-16,125.7
2015-01-19,127.15
2015-01-20,125.55
2015-01-21,121.85
2015-01-22,124.35
2015-01-23,125.6
2015-01-27,122.15
2015-01-28,120.4
2015-01-29,116.9
2015-01-30,120.95
2015-02-02,120.2
2015-02-03,117.55
2015-02-04,116.25
2015-02-05,116.45
2015-02-06,108.8
2015-02-09,104.85
2015-02-10,122.1
2015-02-11,120.65
2015-02-12,118.7
2015-02-13,124.55
2015-02-16,129.15
2015-02-18,127.55
2015-02-19,125.5
2015-02-20,123.5
2015-02-23,119.9
2015-02-24,118.75
2015-02-25,117.05
2015-02-26,112.85
2015-02-27,116.2
2015-02-28,117.75
2015-03-02,116.8
2015-03-03,117.75
2015-03-04,117.15
2015-03-05,119.2
2015-03-09,115.8
2015-03-10,113.8
2015-03-11,111.95
2015-03-12,112.1
2015-03-13,106.5
2015-03-16,108.4
2015-03-17,110.85
2015-03-18,110.95
2015-03-19,107.9
2015-03-20,104.85
2015-03-23,101.65
2015-03-24,101.2
2015-03-25,100.3
2015-03-26,97.35
2015-03-27,94.65
2015-03-30,96.25
2015-03-31,105.1
2015-04-01,117.7
2015-04-06,123.05
2015-04-07,120.05
2015-04-08,125.85
2015-04-09,124.2
2015-04-10,125.1
2015-04-13,130.8
2015-04-15,128.9
2015-04-16,128.1
2015-04-17,124.7
2015-04-20,126.8
2015-04-21,124.3
2015-04-22,121.75
2015-04-23,117.75
2015-04-24,112.5
2015-04-27,106.75
2015-04-28,108.35
2015-04-29,112.45
2015-04-30,119.0
2015-05-04,117.8
2015-05-05,119.75
2015-05-06,115.95
2015-05-07,113.4
2015-05-08,116.1
2015-05-11,117.8
2015-05-12,114.65
2015-05-13,116.4
2015-05-14,120.85
2015-05-15,119.1
2015-05-18,121.2
2015-05-19,118.8
2015-05-20,115.7
2015-05-21,113.6
2015-05-22,111.3
2015-05-25,112.0
2015-05-26,109.0
2015-05-27,109.55
2015-05-28,107.55
2015-05-29,106.7
2015-06-01,108.45
2015-06-02,105.05
2015-06-03,99.2
2015-06-04,98.75
2015-06-05,99.3
2015-06-08,96.25
2015-06-09,92.4
2015-06-10,90.95
2015-06-11,90.25
2015-06-12,87.2
2015-06-15,86.8
2015-06-16,90.4
2015-06-17,89.05
2015-06-18,88.0
2015-06-19,86.45
2015-06-22,88.0
2015-06-23,90.0
2015-06-24,88.1
2015-06-25,86.75
2015-06-26,84.1
2015-06-29,80.15
2015-06-30,81.55
2015-07-01,85.85
2015-07-02,86.05
2015-07-03,84.4
2015-07-06,85.25
2015-07-07,87.85
2015-07-08,87.0
2015-07-09,86.95
2015-07-10,84.6
2015-07-13,86.2
2015-07-14,86.4
2015-07-15,87.3
2015-07-16,92.35
2015-07-17,97.75
2015-07-20,97.0
2015-07-21,97.3
2015-07-22,96.3
2015-07-23,101.25
2015-07-24,103.7
2015-07-27,102.8
2015-07-28,104.7
2015-07-29,111.5
2015-07-30,115.05
2015-07-31,114.6
2015-08-03,121.15
2015-08-04,122.7
2015-08-05,119.25
2015-08-06,117.15
2015-08-07,120.5
2015-08-10,116.1
2015-08-11,108.9
2015-08-12,101.85
2015-08-13,103.45
2015-08-14,107.0
2015-08-17,109.65
2015-08-18,118.55
2015-08-19,116.55
2015-08-20,113.0
2015-08-21,117.75
2015-08-24,100.8
2015-08-25,106.4
2015-08-26,107.6
2015-08-27,109.4
2015-08-28,109.5
2015-08-31,108.05
2015-09-01,103.05
2015-09-02,105.4
2015-09-03,105.9
2015-09-04,101.55
2015-09-07,98.8
2015-09-08,99.25
2015-09-09,102.95
2015-09-10,106.4
2015-09-11,108.45
2015-09-14,105.05
2015-09-15,102.65
2015-09-16,100.5
2015-09-18,103.45
2015-09-21,105.25
2015-09-22,102.15
2015-09-23,102.0
2015-09-24,102.35
2015-09-28,100.35
2015-09-29,101.25
2015-09-30,101.95
2015-10-01,101.4
2015-10-05,104.0
2015-10-06,105.85
2015-10-07,104.95
2015-10-08,103.65
2015-10-09,102.65
2015-10-12,102.55
2015-10-13,102.9
2015-10-14,102.75
2015-10-15,103.0
2015-10-16,105.55
2015-10-19,106.15
2015-10-20,108.8
2015-10-21,108.0
2015-10-23,106.85
2015-10-26,105.05
2015-10-27,105.05
2015-10-28,105.4
2015-10-29,104.85
2015-10-30,101.4
2015-11-02,99.85
2015-11-03,98.9
2015-11-04,98.35
2015-11-05,95.3
2015-11-06,93.05
2015-11-09,93.35
2015-11-10,92.05
2015-11-11,94.1
2015-11-13,92.3
2015-11-16,96.75
2015-11-17,99.7
2015-11-18,97.1
2015-11-19,97.95
2015-11-20,96.25
2015-11-23,97.75
2015-11-24,96.95
2015-11-26,96.2
2015-11-27,96.7
2015-11-30,100.1
2015-12-01,105.75
2015-12-02,112.05
2015-12-03,107.85
2015-12-04,104.55
2015-12-07,106.8
2015-12-08,105.7
2015-12-09,104.25
2015-12-10,106.7
2015-12-11,104.55
2015-12-14,104.75
2015-12-15,108.9
2015-12-16,107.7
2015-12-17,109.2
2015-12-18,107.65
2015-12-21,111.5
2015-12-22,112.45
2015-12-23,112.2
2015-12-24,112.35
2015-12-28,111.9
2015-12-29,109.3
2015-12-30,107.65
2015-12-31,111.1
