Date,AFL
2015-01-01,95.1
2015-01-02,99.0
2015-01-05,96.95
2015-01-06,92.55
2015-01-07,91.8
2015-01-08,94.0
2015-01-09,93.35
2015-01-12,95.4
2015-01-13,91.4
2015-01-14,91.75
2015-01-15,94.05
2015-01-16,94.3
2015-01-19,93.8
2015-01-20,92.9
2015-01-21,90.8
2015-01-22,92.3
2015-01-23,88.5
2015-01-27,85.5
2015-01-28,88.05
2015-01-29,86.4
2015-01-30,85.7
2015-02-02,89.95
2015-02-03,89.4
2015-02-04,89.25
2015-02-05,89.45
2015-02-06,90.0
2015-02-09,84.9
2015-02-10,86.0
2015-02-11,84.5
2015-02-12,82.3
2015-02-13,75.05
2015-02-16,74.7
2015-02-18,75.55
2015-02-19,77.25
2015-02-20,76.4
2015-02-23,74.85
2015-02-24,73.35
2015-02-25,74.1
2015-02-26,73.8
2015-02-27,76.15
2015-02-28,75.0
2015-03-02,76.05
2015-03-03,74.65
2015-03-04,74.45
2015-03-05,74.05
2015-03-09,73.45
2015-03-10,71.25
2015-03-11,72.35
2015-03-12,72.4
2015-03-13,70.55
2015-03-16,67.4
2015-03-17,68.6
2015-03-18,70.95
2015-03-19,70.85
2015-03-20,68.5
2015-03-23,67.1
2015-03-24,64.0
2015-03-25,63.0
2015-03-26,62.25
2015-03-27,65.55
2015-03-30,64.8
2015-03-31,65.7
2015-04-01,68.65
2015-04-06,72.0
2015-04-07,72.65
2015-04-08,74.35
2015-04-09,74.9
2015-04-10,73.85
2015-04-13,74.95
2015-04-15,79.95
2015-04-16,81.1
2015-04-17,80.3
2015-04-20,76.55
2015-04-21,76.1
2015-04-22,76.05
2015-04-23,77.75
2015-04-24,74.2
2015-04-27,71.05
2015-04-28,71.75
2015-04-29,72.1
2015-04-30,70.75
2015-05-04,67.3
2015-05-05,68.7
2015-05-06,74.2
2015-05-07,71.1
2015-05-08,72.7
2015-05-11,73.65
2015-05-12,72.3
2015-05-13,72.7
2015-05-14,73.0
2015-05-15,73.55
2015-05-18,74.3
2015-05-19,73.25
2015-05-20,72.65
2015-05-21,73.0
2015-05-22,72.4
2015-05-25,73.5
2015-05-26,73.55
2015-05-27,72.7
2015-05-28,71.75
2015-05-29,72.4
2015-06-01,71.25
2015-06-02,70.7
2015-06-03,67.15
2015-06-04,68.9
2015-06-05,67.75
2015-06-08,65.45
2015-06-09,65.8
2015-06-10,66.75
2015-06-11,66.1
2015-06-12,66.5
2015-06-15,66.95
2015-06-16,68.75
2015-06-17,69.0
2015-06-18,69.6
2015-06-19,70.0
2015-06-22,73.7
2015-06-23,73.5
2015-06-24,73.15
2015-06-25,73.0
2015-06-26,72.1
2015-06-29,72.75
2015-06-30,73.85
2015-07-01,74.1
2015-07-02,73.85
2015-07-03,76.5
2015-07-06,78.85
2015-07-07,86.3
2015-07-08,88.6
2015-07-09,93.9
2015-07-10,103.05
2015-07-13,103.9
2015-07-14,100.75
2015-07-15,102.9
2015-07-16,98.8
2015-07-17,100.85
2015-07-20,100.9
2015-07-21,117.15
2015-07-22,117.95
2015-07-23,120.2
2015-07-24,115.8
2015-07-27,110.7
2015-07-28,108.45
2015-07-29,107.05
2015-07-30,107.5
2015-07-31,103.0
2015-08-03,103.45
2015-08-04,107.85
2015-08-05,97.1
2015-08-06,87.4
2015-08-07,86.7
2015-08-10,84.95
2015-08-11,81.5
2015-08-12,77.85
2015-08-13,73.7
2015-08-14,76.3
2015-08-17,80.0
2015-08-18,82.15
2015-08-19,82.3
2015-08-20,77.2
2015-08-21,76.45
2015-08-24,66.85
2015-08-25,66.1
2015-08-26,66.0
2015-08-27,68.4
2015-08-28,67.2
2015-08-31,69.2
2015-09-01,68.55
2015-09-02,67.0
2015-09-03,66.85
2015-09-04,64.6
2015-09-07,61.2
2015-09-08,64.75
2015-09-09,64.15
2015-09-10,64.05
2015-09-11,67.3
2015-09-14,67.85
2015-09-15,66.35
2015-09-16,67.55
2015-09-18,66.9
2015-09-21,67.65
2015-09-22,67.4
2015-09-23,68.1
2015-09-24,73.65
2015-09-28,69.15
2015-09-29,69.0
2015-09-30,67.15
2015-10-01,66.05
2015-10-05,70.45
2015-10-06,73.3
2015-10-07,75.75
2015-10-08,74.2
2015-10-09,76.25
2015-10-12,76.85
2015-10-13,89.65
2015-10-14,91.15
2015-10-15,90.0
2015-10-16,88.0
2015-10-19,86.55
2015-10-20,90.35
2015-10-21,90.1
2015-10-23,87.4
2015-10-26,85.85
2015-10-27,84.05
2015-10-28,87.2
2015-10-29,85.3
2015-10-30,83.2
2015-11-02,77.75
2015-11-03,75.1
2015-11-04,77.0
2015-11-05,73.15
2015-11-06,72.15
2015-11-09,71.4
2015-11-10,70.2
2015-11-11,71.75
2015-11-13,69.65
2015-11-16,71.05
2015-11-17,73.15
2015-11-18,71.4
2015-11-19,72.5
2015-11-20,74.7
2015-11-23,74.45
2015-11-24,77.75
2015-11-26,80.45
2015-11-27,79.45
2015-11-30,77.75
2015-12-01,77.0
2015-12-02,76.7
2015-12-03,76.3
2015-12-04,75.2
2015-12-07,74.3
2015-12-08,72.25
2015-12-09,68.85
2015-12-10,71.9
2015-12-11,72.0
2015-12-14,71.1
2015-12-15,76.85
2015-12-16,80.0
2015-12-17,81.3
2015-12-18,80.0
2015-12-21,87.3
2015-12-22,85.35
2015-12-23,86.55
2015-12-24,90.55
2015-12-28,88.3
2015-12-29,86.55
2015-12-30,86.0
2015-12-31,88.15
