Date,ONGC
2015-01-01,344.05
2015-01-02,349.2
2015-01-05,353.15
2015-01-06,333.15
2015-01-07,338.05
2015-01-08,341.8
2015-01-09,351.0
2015-01-12,347.7
2015-01-13,339.95
2015-01-14,344.05
2015-01-15,346.5
2015-01-16,347.1
2015-01-19,347.5
2015-01-20,350.3
2015-01-21,346.05
2015-01-22,352.9
2015-01-23,348.8
2015-01-27,350.25
2015-01-28,353.9
2015-01-29,351.9
2015-01-30,351.35
2015-02-02,349.85
2015-02-03,359.45
2015-02-04,368.55
2015-02-05,356.65
2015-02-06,351.0
2015-02-09,356.35
2015-02-10,354.65
2015-02-11,344.95
2015-02-12,346.45
2015-02-13,339.55
2015-02-16,340.45
2015-02-18,332.6
2015-02-19,333.45
2015-02-20,330.7
2015-02-23,324.85
2015-02-24,315.05
2015-02-25,317.15
2015-02-26,319.35
2015-02-27,324.75
2015-02-28,324.95
2015-03-02,320.05
2015-03-03,320.5
2015-03-04,320.55
2015-03-05,319.95
2015-03-09,316.0
2015-03-10,314.4
2015-03-11,309.5
2015-03-12,312.2
2015-03-13,313.9
2015-03-16,312.0
2015-03-17,314.2
2015-03-18,309.2
2015-03-19,311.9
2015-03-20,311.35
2015-03-23,314.4
2015-03-24,313.4
2015-03-25,309.65
2015-03-26,301.6
2015-03-27,304.95
2015-03-30,315.2
2015-03-31,306.35
2015-04-01,306.45
2015-04-06,317.25
2015-04-07,319.0
2015-04-08,313.0
2015-04-09,310.15
2015-04-10,309.75
2015-04-13,311.85
2015-04-15,317.15
2015-04-16,327.65
2015-04-17,330.0
2015-04-20,321.8
2015-04-21,320.35
2015-04-22,312.3
2015-04-23,307.95
2015-04-24,316.85
2015-04-27,309.35
2015-04-28,307.55
2015-04-29,306.3
2015-04-30,304.0
2015-05-04,328.35
2015-05-05,342.15
2015-05-06,327.9
2015-05-07,320.05
2015-05-08,315.5
2015-05-11,319.0
2015-05-12,309.65
2015-05-13,311.1
2015-05-14,316.15
2015-05-15,318.9
2015-05-18,321.75
2015-05-19,317.6
2015-05-20,314.55
2015-05-21,318.3
2015-05-22,323.05
2015-05-25,329.55
2015-05-26,322.5
2015-05-27,332.0
2015-05-28,327.9
2015-05-29,329.85
2015-06-01,324.1
2015-06-02,320.3
2015-06-03,307.85
2015-06-04,301.35
2015-06-05,308.2
2015-06-08,306.4
2015-06-09,301.45
2015-06-10,305.35
2015-06-11,301.0
2015-06-12,300.4
2015-06-15,303.95
2015-06-16,304.45
2015-06-17,306.0
2015-06-18,312.85
2015-06-19,319.15
2015-06-22,318.4
2015-06-23,318.9
2015-06-24,317.9
2015-06-25,312.95
2015-06-26,313.2
2015-06-29,309.05
2015-06-30,309.6
2015-07-01,313.9
2015-07-02,310.0
2015-07-03,309.2
2015-07-06,308.25
2015-07-07,304.95
2015-07-08,302.95
2015-07-09,298.7
2015-07-10,293.9
2015-07-13,290.6
2015-07-14,289.7
2015-07-15,291.2
2015-07-16,291.6
2015-07-17,292.8
2015-07-20,291.85
2015-07-21,281.25
2015-07-22,284.85
2015-07-23,283.85
2015-07-24,282.85
2015-07-27,271.5
2015-07-28,269.85
2015-07-29,269.75
2015-07-30,270.9
2015-07-31,272.7
2015-08-03,273.65
2015-08-04,266.35
2015-08-05,270.0
2015-08-06,270.95
2015-08-07,282.85
2015-08-10,275.05
2015-08-11,270.05
2015-08-12,269.35
2015-08-13,269.75
2015-08-14,270.4
2015-08-17,264.0
2015-08-18,260.8
2015-08-19,260.6
2015-08-20,255.8
2015-08-21,255.95
2015-08-24,227.7
2015-08-25,230.65
2015-08-26,224.85
2015-08-27,230.3
2015-08-28,243.65
2015-08-31,239.3
2015-09-01,234.1
2015-09-02,225.2
2015-09-03,229.15
2015-09-04,225.55
2015-09-07,226.05
2015-09-08,229.9
2015-09-09,230.4
2015-09-10,226.9
2015-09-11,228.35
2015-09-14,229.65
2015-09-15,229.3
2015-09-16,230.5
2015-09-18,239.2
2015-09-21,238.95
2015-09-22,234.5
2015-09-23,236.55
2015-09-24,227.5
2015-09-28,225.1
2015-09-29,226.4
2015-09-30,229.35
2015-10-01,232.35
2015-10-05,240.5
2015-10-06,247.35
2015-10-07,257.75
2015-10-08,257.65
2015-10-09,263.65
2015-10-12,263.4
2015-10-13,253.9
2015-10-14,255.0
2015-10-15,260.15
2015-10-16,264.1
2015-10-19,257.85
2015-10-20,253.15
2015-10-21,253.45
2015-10-23,257.3
2015-10-26,256.45
2015-10-27,247.9
2015-10-28,251.8
2015-10-29,250.85
2015-10-30,246.95
2015-11-02,247.4
2015-11-03,250.7
2015-11-04,252.1
2015-11-05,250.65
2015-11-06,251.45
2015-11-09,249.3
2015-11-10,236.7
2015-11-11,237.0
2015-11-13,228.9
2015-11-16,230.15
2015-11-17,232.35
2015-11-18,230.7
2015-11-19,233.0
2015-11-20,234.05
2015-11-23,231.7
2015-11-24,232.8
2015-11-26,234.85
2015-11-27,235.4
2015-11-30,234.15
2015-12-01,235.6
2015-12-02,235.8
2015-12-03,229.7
2015-12-04,227.2
2015-12-07,223.9
2015-12-08,215.75
2015-12-09,217.1
2015-12-10,219.8
2015-12-11,215.35
2015-12-14,213.4
2015-12-15,217.8
2015-12-16,226.65
2015-12-17,224.8
2015-12-18,223.25
2015-12-21,230.45
2015-12-22,230.55
2015-12-23,235.55
2015-12-24,233.85
2015-12-28,240.2
2015-12-29,239.75
2015-12-30,239.9
2015-12-31,241.75
