Date,IBULHSGFIN
2015-01-01,454.15
2015-01-02,480.35
2015-01-05,483.4
2015-01-06,473.6
2015-01-07,497.5
2015-01-08,504.65
2015-01-09,495.5
2015-01-12,497.6
2015-01-13,492.2
2015-01-14,499.45
2015-01-15,533.7
2015-01-16,566.35
2015-01-19,571.95
2015-01-20,597.1
2015-01-21,588.65
2015-01-22,586.2
2015-01-23,585.85
2015-01-27,620.25
2015-01-28,619.95
2015-01-29,593.55
2015-01-30,588.7
2015-02-02,595.05
2015-02-03,603.45
2015-02-04,597.9
2015-02-05,584.45
2015-02-06,586.45
2015-02-09,574.7
2015-02-10,580.5
2015-02-11,585.25
2015-02-12,591.45
2015-02-13,610.75
2015-02-16,616.05
2015-02-18,635.15
2015-02-19,629.8
2015-02-20,618.75
2015-02-23,621.5
2015-02-24,632.95
2015-02-25,630.75
2015-02-26,630.55
2015-02-27,633.6
2015-02-28,623.15
2015-03-02,628.15
2015-03-03,631.85
2015-03-04,636.8
2015-03-05,632.75
2015-03-09,602.05
2015-03-10,593.35
2015-03-11,568.45
2015-03-12,563.55
2015-03-13,565.5
2015-03-16,570.8
2015-03-17,563.8
2015-03-18,563.9
2015-03-19,554.85
2015-03-20,554.35
2015-03-23,557.25
2015-03-24,561.8
2015-03-25,559.6
2015-03-26,544.2
2015-03-27,541.95
2015-03-30,548.85
2015-03-31,557.9
2015-04-01,573.45
2015-04-06,573.55
2015-04-07,560.75
2015-04-08,557.65
2015-04-09,581.4
2015-04-10,580.5
2015-04-13,580.7
2015-04-15,573.35
2015-04-16,570.2
2015-04-17,554.75
2015-04-20,536.25
2015-04-21,550.3
2015-04-22,561.15
2015-04-23,559.85
2015-04-24,554.3
2015-04-27,557.35
2015-04-28,574.15
2015-04-29,589.9
2015-04-30,593.65
2015-05-04,587.65
2015-05-05,588.7
2015-05-06,558.7
2015-05-07,541.8
2015-05-08,559.4
2015-05-11,556.2
2015-05-12,549.5
2015-05-13,564.65
2015-05-14,560.5
2015-05-15,558.1
2015-05-18,564.05
2015-05-19,565.05
2015-05-20,573.7
2015-05-21,580.3
2015-05-22,594.35
2015-05-25,592.9
2015-05-26,593.55
2015-05-27,590.9
2015-05-28,593.05
2015-05-29,595.95
2015-06-01,609.1
2015-06-02,596.7
2015-06-03,595.75
2015-06-04,589.05
2015-06-05,585.2
2015-06-08,588.35
2015-06-09,573.0
2015-06-10,578.95
2015-06-11,579.4
2015-06-12,577.6
2015-06-15,556.35
2015-06-16,556.85
2015-06-17,580.55
2015-06-18,596.4
2015-06-19,597.8
2015-06-22,607.35
2015-06-23,599.85
2015-06-24,599.35
2015-06-25,607.55
2015-06-26,616.4
2015-06-29,610.4
2015-06-30,622.45
2015-07-01,630.2
2015-07-02,667.25
2015-07-03,654.5
2015-07-06,663.0
2015-07-07,654.25
2015-07-08,632.05
2015-07-09,620.85
2015-07-10,631.75
2015-07-13,633.0
2015-07-14,639.35
2015-07-15,634.1
2015-07-16,656.55
2015-07-17,668.8
2015-07-20,679.0
2015-07-21,665.0
2015-07-22,713.55
2015-07-23,717.05
2015-07-24,728.05
2015-07-27,745.75
2015-07-28,751.6
2015-07-29,744.7
2015-07-30,730.55
2015-07-31,738.2
2015-08-03,755.0
2015-08-04,785.8
2015-08-05,790.0
2015-08-06,802.15
2015-08-07,794.8
2015-08-10,801.0
2015-08-11,800.9
2015-08-12,755.1
2015-08-13,756.6
2015-08-14,793.0
2015-08-17,796.6
2015-08-18,795.45
2015-08-19,800.35
2015-08-20,791.2
2015-08-21,773.95
2015-08-24,716.05
2015-08-25,739.25
2015-08-26,759.9
2015-08-27,774.8
2015-08-28,777.15
2015-08-31,755.05
2015-09-01,727.5
2015-09-02,711.1
2015-09-03,710.65
2015-09-04,721.75
2015-09-07,724.45
2015-09-08,721.75
2015-09-09,715.95
2015-09-10,724.4
2015-09-11,729.6
2015-09-14,766.4
2015-09-15,749.8
2015-09-16,730.6
2015-09-18,719.85
2015-09-21,716.8
2015-09-22,701.3
2015-09-23,732.8
2015-09-24,721.55
2015-09-28,727.35
2015-09-29,745.05
2015-09-30,794.05
2015-10-01,795.95
2015-10-05,788.3
2015-10-06,787.85
2015-10-07,784.35
2015-10-08,754.6
2015-10-09,743.25
2015-10-12,739.95
2015-10-13,733.25
2015-10-14,744.25
2015-10-15,744.85
2015-10-16,731.5
2015-10-19,744.2
2015-10-20,737.4
2015-10-21,736.0
2015-10-23,744.0
2015-10-26,744.85
2015-10-27,747.5
2015-10-28,739.55
2015-10-29,725.4
2015-10-30,720.55
2015-11-02,721.95
2015-11-03,725.4
2015-11-04,714.85
2015-11-05,706.7
2015-11-06,704.85
2015-11-09,699.85
2015-11-10,698.15
2015-11-11,716.75
2015-11-13,643.5
2015-11-16,629.45
2015-11-17,620.95
2015-11-18,603.8
2015-11-19,615.35
2015-11-20,654.35
2015-11-23,679.2
2015-11-24,692.5
2015-11-26,680.75
2015-11-27,687.45
2015-11-30,686.7
2015-12-01,718.3
2015-12-02,719.05
2015-12-03,714.2
2015-12-04,708.15
2015-12-07,694.4
2015-12-08,677.65
2015-12-09,668.5
2015-12-10,672.8
2015-12-11,661.25
2015-12-14,668.85
2015-12-15,671.8
2015-12-16,687.95
2015-12-17,712.3
2015-12-18,702.65
2015-12-21,703.5
2015-12-22,700.2
2015-12-23,700.8
2015-12-24,707.2
2015-12-28,710.9
2015-12-29,732.3
2015-12-30,730.5
2015-12-31,736.7
