Date,JAYSREETEA
2015-01-01,87.9
2015-01-02,88.15
2015-01-05,87.25
2015-01-06,84.95
2015-01-07,83.85
2015-01-08,85.2
2015-01-09,85.25
2015-01-12,84.8
2015-01-13,84.8
2015-01-14,84.5
2015-01-15,85.2
2015-01-16,84.7
2015-01-19,84.8
2015-01-20,85.85
2015-01-21,85.25
2015-01-22,84.6
2015-01-23,84.2
2015-01-27,84.7
2015-01-28,84.0
2015-01-29,83.0
2015-01-30,82.35
2015-02-02,84.8
2015-02-03,83.7
2015-02-04,83.05
2015-02-05,81.5
2015-02-06,79.0
2015-02-09,77.7
2015-02-10,77.5
2015-02-11,78.4
2015-02-12,79.15
2015-02-13,84.5
2015-02-16,82.55
2015-02-18,82.8
2015-02-19,82.75
2015-02-20,83.6
2015-02-23,82.15
2015-02-24,82.35
2015-02-25,81.85
2015-02-26,80.7
2015-02-27,81.8
2015-02-28,81.45
2015-03-02,80.1
2015-03-03,80.8
2015-03-04,80.4
2015-03-05,79.9
2015-03-09,79.1
2015-03-10,79.0
2015-03-11,78.35
2015-03-12,79.15
2015-03-13,78.6
2015-03-16,77.45
2015-03-17,77.35
2015-03-18,76.95
2015-03-19,76.95
2015-03-20,75.15
2015-03-23,74.25
2015-03-24,72.8
2015-03-25,71.15
2015-03-26,70.05
2015-03-27,70.55
2015-03-30,71.35
2015-03-31,71.7
2015-04-01,73.1
2015-04-06,74.6
2015-04-07,75.4
2015-04-08,76.95
2015-04-09,78.2
2015-04-10,82.8
2015-04-13,81.4
2015-04-15,81.05
2015-04-16,81.2
2015-04-17,79.65
2015-04-20,78.5
2015-04-21,77.8
2015-04-22,77.4
2015-04-23,77.65
2015-04-24,76.0
2015-04-27,74.6
2015-04-28,74.3
2015-04-29,74.65
2015-04-30,74.5
2015-05-04,74.6
2015-05-05,75.5
2015-05-06,72.85
2015-05-07,72.3
2015-05-08,73.4
2015-05-11,73.5
2015-05-12,71.95
2015-05-13,72.45
2015-05-14,72.2
2015-05-15,73.05
2015-05-18,72.65
2015-05-19,71.95
2015-05-20,71.35
2015-05-21,70.95
2015-05-22,70.75
2015-05-25,70.4
2015-05-26,70.1
2015-05-27,70.4
2015-05-28,70.15
2015-05-29,70.15
2015-06-01,70.25
2015-06-02,69.65
2015-06-03,66.8
2015-06-04,66.65
2015-06-05,67.2
2015-06-08,65.05
2015-06-09,64.65
2015-06-10,65.2
2015-06-11,63.85
2015-06-12,63.3
2015-06-15,63.25
2015-06-16,63.1
2015-06-17,63.55
2015-06-18,64.15
2015-06-19,66.65
2015-06-22,67.7
2015-06-23,67.6
2015-06-24,67.15
2015-06-25,65.7
2015-06-26,65.9
2015-06-29,65.3
2015-06-30,64.4
2015-07-01,66.3
2015-07-02,66.65
2015-07-03,66.2
2015-07-06,66.65
2015-07-07,79.8
2015-07-08,73.55
2015-07-09,75.55
2015-07-10,73.6
2015-07-13,72.6
2015-07-14,74.25
2015-07-15,74.55
2015-07-16,74.5
2015-07-17,74.05
2015-07-20,74.1
2015-07-21,73.1
2015-07-22,73.35
2015-07-23,74.25
2015-07-24,73.2
2015-07-27,74.6
2015-07-28,74.9
2015-07-29,74.55
2015-07-30,76.8
2015-07-31,76.9
2015-08-03,79.25
2015-08-04,75.4
2015-08-05,74.9
2015-08-06,73.85
2015-08-07,73.6
2015-08-10,72.85
2015-08-11,71.85
2015-08-12,70.1
2015-08-13,68.9
2015-08-14,79.85
2015-08-17,79.95
2015-08-18,78.5
2015-08-19,74.95
2015-08-20,72.0
2015-08-21,70.1
2015-08-24,64.15
2015-08-25,62.1
2015-08-26,63.7
2015-08-27,63.4
2015-08-28,63.2
2015-08-31,62.9
2015-09-01,61.1
2015-09-02,60.15
2015-09-03,60.85
2015-09-04,59.2
2015-09-07,59.0
2015-09-08,59.6
2015-09-09,62.0
2015-09-10,61.9
2015-09-11,62.9
2015-09-14,63.75
2015-09-15,63.55
2015-09-16,63.55
2015-09-18,63.35
2015-09-21,63.7
2015-09-22,62.45
2015-09-23,63.1
2015-09-24,61.4
2015-09-28,62.2
2015-09-29,61.6
2015-09-30,63.0
2015-10-01,63.1
2015-10-05,65.2
2015-10-06,65.05
2015-10-07,66.9
2015-10-08,73.8
2015-10-09,74.55
2015-10-12,72.7
2015-10-13,71.8
2015-10-14,71.9
2015-10-15,71.85
2015-10-16,72.0
2015-10-19,73.25
2015-10-20,73.85
2015-10-21,73.5
2015-10-23,72.45
2015-10-26,73.05
2015-10-27,72.5
2015-10-28,72.45
2015-10-29,71.0
2015-10-30,70.1
2015-11-02,69.2
2015-11-03,71.0
2015-11-04,70.2
2015-11-05,69.4
2015-11-06,69.5
2015-11-09,68.95
2015-11-10,69.9
2015-11-11,70.8
2015-11-13,71.8
2015-11-16,74.9
2015-11-17,78.05
2015-11-18,77.6
2015-11-19,76.2
2015-11-20,77.25
2015-11-23,77.85
2015-11-24,76.35
2015-11-26,75.85
2015-11-27,76.4
2015-11-30,76.4
2015-12-01,76.0
2015-12-02,79.7
2015-12-03,79.9
2015-12-04,78.75
2015-12-07,79.65
2015-12-08,84.3
2015-12-09,80.8
2015-12-10,80.35
2015-12-11,78.35
2015-12-14,79.2
2015-12-15,79.2
2015-12-16,80.95
2015-12-17,83.35
2015-12-18,81.85
2015-12-21,82.15
2015-12-22,82.3
2015-12-23,82.7
2015-12-24,81.75
2015-12-28,81.3
2015-12-29,81.05
2015-12-30,84.45
2015-12-31,84.7
