Date,NTPC
2015-01-01,142.45
2015-01-02,144.4
2015-01-05,144.0
2015-01-06,139.2
2015-01-07,142.55
2015-01-08,144.95
2015-01-09,140.25
2015-01-12,140.0
2015-01-13,138.95
2015-01-14,137.75
2015-01-15,139.2
2015-01-16,140.4
2015-01-19,141.75
2015-01-20,142.85
2015-01-21,143.5
2015-01-22,140.2
2015-01-23,141.9
2015-01-27,143.15
2015-01-28,142.85
2015-01-29,141.85
2015-01-30,143.65
2015-02-02,142.05
2015-02-03,144.0
2015-02-04,142.8
2015-02-05,140.15
2015-02-06,140.0
2015-02-09,138.8
2015-02-10,137.15
2015-02-11,140.15
2015-02-12,142.1
2015-02-13,143.25
2015-02-16,144.0
2015-02-18,146.05
2015-02-19,146.65
2015-02-20,145.65
2015-02-23,146.05
2015-02-24,146.6
2015-02-25,146.05
2015-02-26,153.35
2015-02-27,158.45
2015-02-28,155.9
2015-03-02,159.5
2015-03-03,158.7
2015-03-04,157.5
2015-03-05,158.15
2015-03-09,151.8
2015-03-10,149.95
2015-03-11,153.75
2015-03-12,159.7
2015-03-13,159.45
2015-03-16,155.85
2015-03-17,157.85
2015-03-18,152.65
2015-03-19,154.75
2015-03-20,145.5
2015-03-23,150.15
2015-03-24,152.7
2015-03-25,147.35
2015-03-26,144.0
2015-03-27,145.6
2015-03-30,147.6
2015-03-31,146.85
2015-04-01,147.75
2015-04-06,152.1
2015-04-07,156.3
2015-04-08,156.1
2015-04-09,157.35
2015-04-10,155.65
2015-04-13,157.3
2015-04-15,154.35
2015-04-16,156.1
2015-04-17,158.0
2015-04-20,154.4
2015-04-21,151.35
2015-04-22,152.7
2015-04-23,149.5
2015-04-24,149.8
2015-04-27,148.25
2015-04-28,151.3
2015-04-29,151.6
2015-04-30,150.3
2015-05-04,152.35
2015-05-05,150.5
2015-05-06,144.6
2015-05-07,142.5
2015-05-08,142.0
2015-05-11,144.95
2015-05-12,141.65
2015-05-13,138.4
2015-05-14,139.05
2015-05-15,136.1
2015-05-18,136.15
2015-05-19,136.1
2015-05-20,136.15
2015-05-21,134.95
2015-05-22,135.35
2015-05-25,134.25
2015-05-26,132.5
2015-05-27,134.25
2015-05-28,134.65
2015-05-29,136.55
2015-06-01,138.55
2015-06-02,137.95
2015-06-03,138.45
2015-06-04,136.9
2015-06-05,140.05
2015-06-08,138.45
2015-06-09,139.0
2015-06-10,140.0
2015-06-11,136.55
2015-06-12,136.5
2015-06-15,135.85
2015-06-16,137.65
2015-06-17,137.0
2015-06-18,136.6
2015-06-19,136.05
2015-06-22,137.0
2015-06-23,139.25
2015-06-24,136.8
2015-06-25,135.6
2015-06-26,137.7
2015-06-29,138.65
2015-06-30,137.65
2015-07-01,138.3
2015-07-02,137.65
2015-07-03,138.85
2015-07-06,138.0
2015-07-07,134.45
2015-07-08,133.0
2015-07-09,131.1
2015-07-10,129.85
2015-07-13,133.1
2015-07-14,133.1
2015-07-15,133.15
2015-07-16,134.7
2015-07-17,135.55
2015-07-20,135.7
2015-07-21,135.6
2015-07-22,137.55
2015-07-23,138.35
2015-07-24,138.0
2015-07-27,134.2
2015-07-28,137.05
2015-07-29,135.5
2015-07-30,135.85
2015-07-31,135.05
2015-08-03,135.05
2015-08-04,135.15
2015-08-05,136.75
2015-08-06,135.9
2015-08-07,133.85
2015-08-10,131.35
2015-08-11,130.8
2015-08-12,128.05
2015-08-13,127.85
2015-08-14,129.65
2015-08-17,128.05
2015-08-18,127.25
2015-08-19,126.0
2015-08-20,125.95
2015-08-21,123.4
2015-08-24,115.3
2015-08-25,119.15
2015-08-26,119.9
2015-08-27,119.15
2015-08-28,121.6
2015-08-31,121.45
2015-09-01,120.25
2015-09-02,116.5
2015-09-03,117.6
2015-09-04,114.5
2015-09-07,112.6
2015-09-08,114.45
2015-09-09,120.9
2015-09-10,119.25
2015-09-11,119.65
2015-09-14,125.9
2015-09-15,126.85
2015-09-16,127.85
2015-09-18,126.8
2015-09-21,126.75
2015-09-22,120.9
2015-09-23,121.3
2015-09-24,122.05
2015-09-28,120.95
2015-09-29,121.35
2015-09-30,123.75
2015-10-01,123.5
2015-10-05,127.7
2015-10-06,125.75
2015-10-07,127.75
2015-10-08,126.0
2015-10-09,126.0
2015-10-12,127.25
2015-10-13,127.45
2015-10-14,125.85
2015-10-15,125.0
2015-10-16,126.8
2015-10-19,127.3
2015-10-20,127.95
2015-10-21,129.95
2015-10-23,132.65
2015-10-26,132.85
2015-10-27,132.65
2015-10-28,129.45
2015-10-29,127.95
2015-10-30,132.8
2015-11-02,132.7
2015-11-03,135.7
2015-11-04,135.05
2015-11-05,136.0
2015-11-06,135.55
2015-11-09,133.55
2015-11-10,131.35
2015-11-11,131.9
2015-11-13,130.8
2015-11-16,131.2
2015-11-17,132.1
2015-11-18,132.9
2015-11-19,133.95
2015-11-20,134.15
2015-11-23,133.1
2015-11-24,131.15
2015-11-26,132.9
2015-11-27,132.7
2015-11-30,130.9
2015-12-01,132.65
2015-12-02,133.1
2015-12-03,133.5
2015-12-04,130.4
2015-12-07,130.2
2015-12-08,130.05
2015-12-09,130.15
2015-12-10,133.2
2015-12-11,132.75
2015-12-14,132.85
2015-12-15,131.8
2015-12-16,133.55
2015-12-17,135.55
2015-12-18,135.85
2015-12-21,136.4
2015-12-22,137.0
2015-12-23,139.0
2015-12-24,139.3
2015-12-28,143.95
2015-12-29,144.8
2015-12-30,145.05
2015-12-31,146.25
